b,chi_sat,p,tempo_max,chi_max,chi_min,N,M,v,a,tempo_sat,instancia,tempo_min
10000,619,5,0.1975,619,835,10100,50004,5,100,0.6957,bi_a100_b10000_p05%_v5.col,0.2406
10000,1515,10,0.5821,1515,2012,10100,99955,1,100,1.2515,bi_a100_b10000_p10%_v1.col,0.7987
10000,1505,10,0.5802,1505,2026,10100,99870,2,100,1.2601,bi_a100_b10000_p10%_v2.col,0.7021
10000,1511,10,0.5806,1511,2017,10100,99782,3,100,1.2632,bi_a100_b10000_p10%_v3.col,0.793
10000,1514,10,0.5839,1514,2030,10100,100089,4,100,1.2615,bi_a100_b10000_p10%_v4.col,0.8293
10000,1519,10,0.5851,1519,2034,10100,100253,5,100,1.2645,bi_a100_b10000_p10%_v5.col,0.7877
10000,4301,20,2.3906,4301,5260,10100,199049,1,100,3.2991,bi_a100_b10000_p20%_v1.col,3.2553
10000,4333,20,2.0823,4333,5303,10100,200004,2,100,3.322,bi_a100_b10000_p20%_v2.col,3.2824
10000,4324,20,2.4372,4324,5297,10100,199824,3,100,3.3246,bi_a100_b10000_p20%_v3.col,3.2914
10000,4324,20,2.0897,4324,5305,10100,200075,4,100,3.3404,bi_a100_b10000_p20%_v4.col,3.2915
10000,4346,20,2.1491,4346,5330,10100,200448,5,100,3.3478,bi_a100_b10000_p20%_v5.col,3.1537
10000,8961,30,4.5026,8961,9165,10100,299790,1,100,6.9179,bi_a100_b10000_p30%_v1.col,6.1736
10000,8983,30,4.4602,8983,9172,10100,299975,2,100,6.6024,bi_a100_b10000_p30%_v2.col,6.24
10000,8965,30,4.4737,8965,9180,10100,299310,3,100,6.6042,bi_a100_b10000_p30%_v3.col,7.0922
10000,9003,30,4.5015,9003,9191,10100,299861,4,100,6.6132,bi_a100_b10000_p30%_v4.col,6.194
10000,9012,30,4.5096,9012,9202,10100,300518,5,100,6.6053,bi_a100_b10000_p30%_v5.col,6.0892
10000,10059,40,7.9283,10059,10029,10100,399757,1,100,10.5596,bi_a100_b10000_p40%_v1.col,10.4233
10000,10058,40,7.6943,10058,10030,10100,399950,2,100,10.5584,bi_a100_b10000_p40%_v2.col,9.75
10000,10056,40,7.6311,10056,10030,10100,398691,3,100,10.5169,bi_a100_b10000_p40%_v3.col,11.0465
10000,10054,40,7.6454,10054,10027,10100,399889,4,100,10.5678,bi_a100_b10000_p40%_v4.col,9.1504
10000,10057,40,7.6817,10057,10032,10100,400118,5,100,10.5633,bi_a100_b10000_p40%_v5.col,10.0167
10000,10070,50,11.6598,10070,10058,10100,500473,1,100,15.5629,bi_a100_b10000_p50%_v1.col,16.6615
10000,10072,50,11.6379,10072,10054,10100,498944,2,100,15.4792,bi_a100_b10000_p50%_v2.col,18.0553
10000,10072,50,11.9198,10072,10054,10100,499887,3,100,15.559,bi_a100_b10000_p50%_v3.col,14.8278
10000,10071,50,11.663,10071,10056,10100,500513,4,100,15.5692,bi_a100_b10000_p50%_v4.col,19.5828
10000,10068,50,11.9684,10068,10055,10100,499011,5,100,15.5729,bi_a100_b10000_p50%_v5.col,14.194
10000,10081,60,16.3946,10081,10071,10100,599271,1,100,21.8097,bi_a100_b10000_p60%_v1.col,29.3122
10000,10081,60,16.7382,10081,10071,10100,600186,2,100,21.6021,bi_a100_b10000_p60%_v2.col,26.4108
10000,10081,60,16.515,10081,10070,10100,600279,3,100,21.6681,bi_a100_b10000_p60%_v3.col,23.7578
10000,10079,60,16.3866,10079,10072,10100,598909,4,100,21.7416,bi_a100_b10000_p60%_v4.col,24.8099
10000,10082,60,16.2939,10082,10071,10100,600272,5,100,21.5093,bi_a100_b10000_p60%_v5.col,20.5399
10000,10087,70,22.0905,10087,10081,10100,699602,1,100,29.0796,bi_a100_b10000_p70%_v1.col,36.1615
10000,10088,70,21.9193,10088,10081,10100,700224,2,100,28.2715,bi_a100_b10000_p70%_v2.col,33.8403
10000,10087,70,21.742,10087,10081,10100,700260,3,100,28.3494,bi_a100_b10000_p70%_v3.col,28.0442
10000,10086,70,22.2891,10086,10081,10100,699871,4,100,28.9111,bi_a100_b10000_p70%_v4.col,32.2706
10000,10086,70,22.6089,10086,10082,10100,699185,5,100,29.3867,bi_a100_b10000_p70%_v5.col,32.0927
10000,10090,80,28.4183,10090,10087,10100,799762,1,100,37.6832,bi_a100_b10000_p80%_v1.col,30.8718
10000,10093,80,28.4726,10093,10087,10100,800283,2,100,36.7987,bi_a100_b10000_p80%_v2.col,30.2792
10000,10092,80,28.4607,10092,10087,10100,799713,3,100,36.7596,bi_a100_b10000_p80%_v3.col,33.3963
10000,10091,80,28.843,10091,10088,10100,799789,4,100,36.6726,bi_a100_b10000_p80%_v4.col,32.6076
10000,10091,80,28.6253,10091,10088,10100,800340,5,100,37.0955,bi_a100_b10000_p80%_v5.col,34.5715
10000,10094,90,36.692,10094,10093,10100,899498,1,100,46.0342,bi_a100_b10000_p90%_v1.col,43.3481
10000,10095,90,35.3669,10095,10092,10100,899616,2,100,46.4266,bi_a100_b10000_p90%_v2.col,40.3992
10000,10094,90,36.7864,10094,10093,10100,900190,3,100,46.7364,bi_a100_b10000_p90%_v3.col,39.2341
10000,10095,90,35.7898,10095,10093,10100,899871,4,100,45.9979,bi_a100_b10000_p90%_v4.col,41.6962
10000,10095,90,35.4788,10095,10092,10100,900149,5,100,46.9974,bi_a100_b10000_p90%_v5.col,38.9356
500,277,1,0.0138,236,337,1000,2537,1,500,0.0126,bi_a500_b500_p01%_v1.col,0.0153
500,308,1,0.0128,211,337,1000,2396,2,500,0.0125,bi_a500_b500_p01%_v2.col,0.0127
500,259,1,0.0103,205,344,1000,2522,3,500,0.012,bi_a500_b500_p01%_v3.col,0.0233
500,320,1,0.0068,255,371,1000,2462,4,500,0.0128,bi_a500_b500_p01%_v4.col,0.0088
500,239,1,0.0092,194,364,1000,2493,5,500,0.0247,bi_a500_b500_p01%_v5.col,0.0158
500,277,3,0.0224,193,253,1000,7384,1,500,0.0394,bi_a500_b500_p03%_v1.col,0.0227
500,269,3,0.0244,194,253,1000,7474,2,500,0.0233,bi_a500_b500_p03%_v2.col,0.0282
500,247,3,0.0261,194,246,1000,7541,3,500,0.056,bi_a500_b500_p03%_v3.col,0.022
500,284,3,0.0223,191,253,1000,7501,4,500,0.0188,bi_a500_b500_p03%_v4.col,0.0175
500,267,3,0.024,190,265,1000,7478,5,500,0.025,bi_a500_b500_p03%_v5.col,0.0113
500,380,5,0.0343,281,337,1000,12438,1,500,0.0364,bi_a500_b500_p05%_v1.col,0.0158
500,338,5,0.0304,284,336,1000,12517,2,500,0.0499,bi_a500_b500_p05%_v2.col,0.0166
500,362,5,0.2146,282,337,1000,12417,3,500,0.0398,bi_a500_b500_p05%_v3.col,0.0353
500,415,5,0.0161,288,342,1000,12678,4,500,0.0288,bi_a500_b500_p05%_v4.col,0.0154
500,395,5,0.0415,285,335,1000,12596,5,500,0.0603,bi_a500_b500_p05%_v5.col,0.0399
500,585,10,0.0588,507,567,1000,25253,1,500,0.1112,bi_a500_b500_p10%_v1.col,0.0414
500,575,10,0.0734,502,565,1000,24872,2,500,0.1181,bi_a500_b500_p10%_v2.col,0.0387
500,576,10,0.0398,504,565,1000,25214,3,500,0.0542,bi_a500_b500_p10%_v3.col,0.0434
500,586,10,0.078,504,567,1000,25129,4,500,0.1016,bi_a500_b500_p10%_v4.col,0.0723
500,574,10,0.0822,507,558,1000,24870,5,500,0.0951,bi_a500_b500_p10%_v5.col,0.0413
500,824,20,0.3094,824,809,1000,50042,1,500,0.2158,bi_a500_b500_p20%_v1.col,0.238
500,824,20,0.2082,834,807,1000,50009,2,500,0.3798,bi_a500_b500_p20%_v2.col,0.2692
500,821,20,0.1646,822,803,1000,49881,3,500,0.3086,bi_a500_b500_p20%_v3.col,0.2642
500,825,20,0.2216,827,807,1000,50029,4,500,0.3109,bi_a500_b500_p20%_v4.col,0.157
500,826,20,0.1638,829,805,1000,50011,5,500,0.4853,bi_a500_b500_p20%_v5.col,0.3013
500,917,30,0.7242,916,898,1000,75280,1,500,0.6294,bi_a500_b500_p30%_v1.col,0.5019
500,917,30,0.3968,917,899,1000,75133,2,500,0.6194,bi_a500_b500_p30%_v2.col,0.3246
500,912,30,0.5386,913,900,1000,75090,3,500,0.875,bi_a500_b500_p30%_v3.col,0.3381
500,916,30,0.4547,922,900,1000,75347,4,500,0.3866,bi_a500_b500_p30%_v4.col,0.2908
500,916,30,0.7013,917,897,1000,75084,5,500,0.8934,bi_a500_b500_p30%_v5.col,0.6118
500,953,40,0.7435,955,939,1000,100391,1,500,2.0233,bi_a500_b500_p40%_v1.col,0.6704
500,950,40,1.17,954,941,1000,100075,2,500,1.4464,bi_a500_b500_p40%_v2.col,1.0517
500,952,40,1.2125,953,940,1000,100085,3,500,0.9437,bi_a500_b500_p40%_v3.col,0.6116
500,954,40,0.7943,953,939,1000,100045,4,500,1.0049,bi_a500_b500_p40%_v4.col,0.7619
500,953,40,0.7912,948,941,1000,100122,5,500,0.9519,bi_a500_b500_p40%_v5.col,1.024
500,968,50,0.9224,973,964,1000,124819,1,500,1.3836,bi_a500_b500_p50%_v1.col,0.9391
500,971,50,0.9023,971,963,1000,125009,2,500,1.0594,bi_a500_b500_p50%_v2.col,1.0319
500,969,50,1.1105,968,963,1000,124539,3,500,1.0629,bi_a500_b500_p50%_v3.col,1.0666
500,970,50,0.7213,971,963,1000,124813,4,500,1.0548,bi_a500_b500_p50%_v4.col,0.8759
500,968,50,0.9891,970,963,1000,124972,5,500,1.13,bi_a500_b500_p50%_v5.col,0.9208
500,981,60,0.9836,978,972,1000,149899,1,500,1.6355,bi_a500_b500_p60%_v1.col,0.9639
500,979,60,1.5819,981,974,1000,149722,2,500,2.6325,bi_a500_b500_p60%_v2.col,1.5851
500,979,60,1.2061,980,975,1000,150125,3,500,1.3047,bi_a500_b500_p60%_v3.col,1.3802
500,980,60,1.0752,979,973,1000,150210,4,500,1.9217,bi_a500_b500_p60%_v4.col,1.8409
500,981,60,1.4279,980,973,1000,150122,5,500,1.8811,bi_a500_b500_p60%_v5.col,1.0772
500,986,70,1.6626,985,984,1000,175289,1,500,1.521,bi_a500_b500_p70%_v1.col,1.2407
500,986,70,2.3717,987,983,1000,174970,2,500,1.937,bi_a500_b500_p70%_v2.col,2.1272
500,988,70,1.3225,986,982,1000,174869,3,500,1.9698,bi_a500_b500_p70%_v3.col,1.5269
500,984,70,1.3243,986,983,1000,175027,4,500,2.5756,bi_a500_b500_p70%_v4.col,1.5003
500,988,70,1.8019,986,984,1000,174595,5,500,3.3247,bi_a500_b500_p70%_v5.col,1.6156
500,991,80,2.3896,992,988,1000,199919,1,500,1.8136,bi_a500_b500_p80%_v1.col,1.8234
500,991,80,1.6145,991,989,1000,200277,2,500,3.2628,bi_a500_b500_p80%_v2.col,1.4891
500,991,80,2.1843,990,988,1000,199860,3,500,2.4085,bi_a500_b500_p80%_v3.col,1.6751
500,991,80,1.8563,991,988,1000,200229,4,500,2.1451,bi_a500_b500_p80%_v4.col,1.624
500,990,80,2.2173,992,989,1000,200061,5,500,2.3729,bi_a500_b500_p80%_v5.col,1.9344
500,994,90,3.138,994,993,1000,224990,1,500,2.8497,bi_a500_b500_p90%_v1.col,2.346
500,995,90,2.0847,995,992,1000,225217,2,500,2.3133,bi_a500_b500_p90%_v2.col,2.2219
500,994,90,2.0147,994,993,1000,225175,3,500,2.3431,bi_a500_b500_p90%_v3.col,1.6371
500,994,90,2.1902,994,993,1000,224958,4,500,2.9223,bi_a500_b500_p90%_v4.col,3.1808
500,995,90,2.5975,995,993,1000,225220,5,500,2.4196,bi_a500_b500_p90%_v5.col,1.7246
1000,417,1,0.0354,369,391,1500,4951,1,500,0.0274,bi_a500_b1000_p01%_v1.col,0.0233
1000,396,1,0.0352,347,383,1500,4920,2,500,0.0275,bi_a500_b1000_p01%_v2.col,0.0298
1000,392,1,0.0309,362,377,1500,5038,3,500,0.061,bi_a500_b1000_p01%_v3.col,0.0249
1000,421,1,0.0374,363,387,1500,4995,4,500,0.0642,bi_a500_b1000_p01%_v4.col,0.029
1000,397,1,0.037,367,383,1500,5010,5,500,0.0271,bi_a500_b1000_p01%_v5.col,0.0122
1000,447,3,0.078,447,513,1500,14962,1,500,0.0825,bi_a500_b1000_p03%_v1.col,0.026
1000,444,3,0.0387,436,508,1500,14877,2,500,0.0558,bi_a500_b1000_p03%_v2.col,0.0282
1000,447,3,0.0385,444,513,1500,15019,3,500,0.0953,bi_a500_b1000_p03%_v3.col,0.0293
1000,448,3,0.0723,450,513,1500,15088,4,500,0.0944,bi_a500_b1000_p03%_v4.col,0.0282
1000,440,3,0.0466,440,515,1500,14826,5,500,0.0976,bi_a500_b1000_p03%_v5.col,0.045
1000,538,5,0.0961,538,573,1500,25206,1,500,0.1525,bi_a500_b1000_p05%_v1.col,0.0733
1000,546,5,0.0952,540,570,1500,24966,2,500,0.116,bi_a500_b1000_p05%_v2.col,0.0804
1000,546,5,0.1015,543,573,1500,25025,3,500,0.1454,bi_a500_b1000_p05%_v3.col,0.0826
1000,538,5,0.0586,538,572,1500,25073,4,500,0.1153,bi_a500_b1000_p05%_v4.col,0.0729
1000,546,5,0.0932,546,572,1500,24946,5,500,0.1471,bi_a500_b1000_p05%_v5.col,0.0858
1000,766,10,0.2165,766,811,1500,50023,1,500,0.3052,bi_a500_b1000_p10%_v1.col,0.2826
1000,766,10,0.123,766,809,1500,50026,2,500,0.1396,bi_a500_b1000_p10%_v2.col,0.1658
1000,776,10,0.1503,776,813,1500,49783,3,500,0.215,bi_a500_b1000_p10%_v3.col,0.2109
1000,764,10,0.1131,764,813,1500,49704,4,500,0.2557,bi_a500_b1000_p10%_v4.col,0.1806
1000,772,10,0.1582,772,823,1500,50225,5,500,0.2927,bi_a500_b1000_p10%_v5.col,0.2173
1000,1316,20,0.616,1316,1275,1500,99683,1,500,0.9797,bi_a500_b1000_p20%_v1.col,0.6689
1000,1311,20,0.8068,1311,1271,1500,99572,2,500,0.9305,bi_a500_b1000_p20%_v2.col,1.2436
1000,1320,20,0.5355,1320,1277,1500,100299,3,500,0.5449,bi_a500_b1000_p20%_v3.col,0.5209
1000,1317,20,0.5267,1317,1282,1500,100428,4,500,0.6213,bi_a500_b1000_p20%_v4.col,0.5343
1000,1316,20,0.9655,1316,1278,1500,100288,5,500,1.2323,bi_a500_b1000_p20%_v5.col,2.3888
1000,1407,30,1.7923,1407,1388,1500,150068,1,500,2.4236,bi_a500_b1000_p30%_v1.col,2.4469
1000,1410,30,1.1594,1410,1391,1500,150470,2,500,1.7165,bi_a500_b1000_p30%_v2.col,1.5784
1000,1409,30,0.9886,1409,1390,1500,150505,3,500,2.0459,bi_a500_b1000_p30%_v3.col,2.3783
1000,1408,30,1.1497,1408,1390,1500,149719,4,500,2.1059,bi_a500_b1000_p30%_v4.col,1.4347
1000,1411,30,1.374,1411,1390,1500,150236,5,500,2.0449,bi_a500_b1000_p30%_v5.col,2.1844
1000,1447,40,2.7269,1447,1436,1500,199683,1,500,2.5605,bi_a500_b1000_p40%_v1.col,2.1646
1000,1451,40,1.8383,1451,1439,1500,199790,2,500,3.6585,bi_a500_b1000_p40%_v2.col,2.6164
1000,1449,40,2.8758,1449,1436,1500,199737,3,500,3.2916,bi_a500_b1000_p40%_v3.col,3.7344
1000,1450,40,2.7079,1450,1436,1500,200163,4,500,2.1026,bi_a500_b1000_p40%_v4.col,3.3549
1000,1445,40,2.5664,1445,1434,1500,200116,5,500,2.3039,bi_a500_b1000_p40%_v5.col,3.6064
1000,1469,50,3.1194,1469,1461,1500,250427,1,500,3.4487,bi_a500_b1000_p50%_v1.col,4.3298
1000,1466,50,2.976,1466,1460,1500,249704,2,500,3.1877,bi_a500_b1000_p50%_v2.col,3.1003
1000,1466,50,2.6724,1466,1459,1500,249490,3,500,4.336,bi_a500_b1000_p50%_v3.col,2.6462
1000,1464,50,3.3082,1464,1462,1500,249760,4,500,4.0946,bi_a500_b1000_p50%_v4.col,2.9824
1000,1467,50,3.4258,1467,1458,1500,250155,5,500,3.111,bi_a500_b1000_p50%_v5.col,3.5106
1000,1478,60,3.0617,1478,1476,1500,300085,1,500,3.3411,bi_a500_b1000_p60%_v1.col,4.3511
1000,1478,60,3.6315,1478,1474,1500,300516,2,500,4.687,bi_a500_b1000_p60%_v2.col,3.6203
1000,1478,60,4.2259,1478,1473,1500,300293,3,500,5.6902,bi_a500_b1000_p60%_v3.col,4.2682
1000,1477,60,3.9071,1477,1474,1500,300049,4,500,4.2087,bi_a500_b1000_p60%_v4.col,4.3655
1000,1477,60,3.9561,1477,1473,1500,300747,5,500,4.9987,bi_a500_b1000_p60%_v5.col,6.4308
1000,1486,70,6.636,1486,1482,1500,349678,1,500,5.2798,bi_a500_b1000_p70%_v1.col,5.9228
1000,1483,70,6.4015,1483,1483,1500,349845,2,500,6.6131,bi_a500_b1000_p70%_v2.col,6.4855
1000,1485,70,4.3982,1485,1483,1500,350377,3,500,4.673,bi_a500_b1000_p70%_v3.col,6.9904
1000,1486,70,7.0719,1486,1483,1500,349872,4,500,6.087,bi_a500_b1000_p70%_v4.col,5.5009
1000,1486,70,5.0682,1486,1482,1500,349973,5,500,5.1849,bi_a500_b1000_p70%_v5.col,3.7382
1000,1490,80,4.4409,1490,1488,1500,400300,1,500,8.6796,bi_a500_b1000_p80%_v1.col,7.0262
1000,1491,80,5.0436,1491,1488,1500,399801,2,500,9.1674,bi_a500_b1000_p80%_v2.col,5.056
1000,1491,80,5.6716,1491,1488,1500,399916,3,500,7.2634,bi_a500_b1000_p80%_v3.col,5.9709
1000,1491,80,5.8581,1491,1488,1500,400588,4,500,7.1959,bi_a500_b1000_p80%_v4.col,5.5028
1000,1491,80,9.2877,1491,1488,1500,399829,5,500,8.3584,bi_a500_b1000_p80%_v5.col,6.4398
1000,1494,90,7.7996,1494,1493,1500,449955,1,500,9.0531,bi_a500_b1000_p90%_v1.col,7.6228
1000,1494,90,6.5054,1494,1493,1500,449946,2,500,7.3621,bi_a500_b1000_p90%_v2.col,5.8737
1000,1494,90,7.19,1494,1493,1500,449847,3,500,6.68,bi_a500_b1000_p90%_v3.col,6.1172
1000,1494,90,6.9315,1494,1492,1500,449742,4,500,8.7162,bi_a500_b1000_p90%_v4.col,7.0958
1000,1494,90,7.8271,1494,1493,1500,450083,5,500,9.6952,bi_a500_b1000_p90%_v5.col,5.7648
5000,676,1,0.2698,676,564,5500,25147,1,500,0.593,bi_a500_b5000_p01%_v1.col,0.1468
5000,630,1,0.3309,630,560,5500,24841,2,500,0.4667,bi_a500_b5000_p01%_v2.col,0.1346
5000,684,1,0.2208,684,559,5500,24813,3,500,0.5792,bi_a500_b5000_p01%_v3.col,0.0765
5000,665,1,0.1964,665,561,5500,25171,4,500,0.505,bi_a500_b5000_p01%_v4.col,0.1382
5000,651,1,0.278,651,555,5500,24975,5,500,0.6048,bi_a500_b5000_p01%_v5.col,0.0683
5000,752,3,0.3389,752,865,5500,75474,1,500,0.9273,bi_a500_b5000_p03%_v1.col,0.5133
5000,759,3,0.5802,759,865,5500,75287,2,500,1.1759,bi_a500_b5000_p03%_v2.col,0.6682
5000,760,3,0.5941,760,863,5500,75229,3,500,0.9563,bi_a500_b5000_p03%_v3.col,0.6019
5000,755,3,0.4408,755,869,5500,75757,4,500,0.7897,bi_a500_b5000_p03%_v4.col,0.5025
5000,747,3,0.3375,747,861,5500,75144,5,500,0.6229,bi_a500_b5000_p03%_v5.col,0.2665
5000,1029,5,0.5435,1029,1329,5500,125059,1,500,0.8684,bi_a500_b5000_p05%_v1.col,1.6428
5000,1037,5,0.4976,1037,1336,5500,125518,2,500,0.8781,bi_a500_b5000_p05%_v2.col,0.9526
5000,1038,5,0.4481,1038,1340,5500,125198,3,500,1.0793,bi_a500_b5000_p05%_v3.col,1.3706
5000,1026,5,0.9072,1026,1332,5500,125260,4,500,1.6427,bi_a500_b5000_p05%_v4.col,1.5618
5000,1034,5,0.576,1034,1326,5500,125308,5,500,1.0966,bi_a500_b5000_p05%_v5.col,1.0978
5000,2649,10,2.1557,2649,2968,5500,250625,1,500,4.3751,bi_a500_b5000_p10%_v1.col,4.1069
5000,2650,10,2.75,2650,2930,5500,249650,2,500,3.3506,bi_a500_b5000_p10%_v2.col,4.6446
5000,2628,10,2.1281,2628,2968,5500,250608,3,500,2.9494,bi_a500_b5000_p10%_v3.col,5.3574
5000,2639,10,2.3306,2639,2955,5500,249958,4,500,2.8205,bi_a500_b5000_p10%_v4.col,4.6305
5000,2632,10,1.8585,2632,2946,5500,249787,5,500,3.3463,bi_a500_b5000_p10%_v5.col,4.9099
5000,5293,20,11.9726,5293,5219,5500,500302,1,500,14.8282,bi_a500_b5000_p20%_v1.col,17.7785
5000,5288,20,10.8669,5288,5220,5500,500497,2,500,12.2224,bi_a500_b5000_p20%_v2.col,19.1592
5000,5282,20,8.3181,5282,5219,5500,499844,3,500,11.6991,bi_a500_b5000_p20%_v3.col,21.4195
5000,5285,20,13.9254,5285,5225,5500,500051,4,500,10.5527,bi_a500_b5000_p20%_v4.col,16.3026
5000,5285,20,12.3111,5285,5222,5500,499440,5,500,10.0124,bi_a500_b5000_p20%_v5.col,21.7812
5000,5395,30,21.851,5395,5364,5500,749911,1,500,26.7477,bi_a500_b5000_p30%_v1.col,50.4271
5000,5398,30,18.5674,5398,5368,5500,749799,2,500,25.4666,bi_a500_b5000_p30%_v2.col,39.639
5000,5396,30,15.9047,5396,5371,5500,750190,3,500,21.9185,bi_a500_b5000_p30%_v3.col,50.0879
5000,5399,30,16.9223,5399,5365,5500,750028,4,500,21.4658,bi_a500_b5000_p30%_v4.col,36.8252
5000,5397,30,19.6271,5397,5372,5500,749225,5,500,25.7725,bi_a500_b5000_p30%_v5.col,48.5178
5000,5439,40,27.412,5439,5421,5500,999014,1,500,32.7936,bi_a500_b5000_p40%_v1.col,49.9036
5000,5441,40,26.6578,5441,5425,5500,999631,2,500,40.018,bi_a500_b5000_p40%_v2.col,63.9948
5000,5441,40,27.6081,5441,5423,5500,999772,3,500,36.2619,bi_a500_b5000_p40%_v3.col,62.5039
5000,5438,40,31.067,5438,5424,5500,1001275,4,500,36.1647,bi_a500_b5000_p40%_v4.col,79.6155
5000,5440,40,24.8107,5440,5426,5500,999564,5,500,41.1677,bi_a500_b5000_p40%_v5.col,73.5608
5000,5463,50,44.8722,5463,5453,5500,1249911,1,500,50.137,bi_a500_b5000_p50%_v1.col,72.3191
5000,5464,50,43.9202,5464,5453,5500,1250798,2,500,54.0934,bi_a500_b5000_p50%_v2.col,69.6778
5000,5463,50,42.4728,5463,5455,5500,1249816,3,500,61.2175,bi_a500_b5000_p50%_v3.col,81.4343
5000,5465,50,48.9646,5465,5452,5500,1249270,4,500,51.8561,bi_a500_b5000_p50%_v4.col,76.7923
5000,5461,50,41.6699,5461,5454,5500,1250519,5,500,46.838,bi_a500_b5000_p50%_v5.col,62.8053
5000,5476,60,65.3273,5476,5470,5500,1500337,1,500,77.6407,bi_a500_b5000_p60%_v1.col,116.7295
5000,5069,60,8.0903,5069,5062,5500,1499648,2,500,9.3609,bi_a500_b5000_p60%_v2.col,16.0912
5000,5476,60,55.5813,5476,5471,5500,1499639,3,500,75.5389,bi_a500_b5000_p60%_v3.col,94.0723
5000,5476,60,56.9078,5476,5470,5500,1499636,4,500,74.0108,bi_a500_b5000_p60%_v4.col,121.7405
5000,5472,60,55.7715,5472,5468,5500,1498875,5,500,67.3709,bi_a500_b5000_p60%_v5.col,106.398
5000,5483,70,65.1676,5483,5479,5500,1750285,1,500,87.155,bi_a500_b5000_p70%_v1.col,176.4285
5000,5483,70,80.0918,5483,5479,5500,1750235,2,500,99.3223,bi_a500_b5000_p70%_v2.col,126.3358
5000,5483,70,75.1914,5483,5479,5500,1749248,3,500,91.0669,bi_a500_b5000_p70%_v3.col,88.3204
5000,5484,70,69.2165,5484,5480,5500,1749170,4,500,89.4542,bi_a500_b5000_p70%_v4.col,125.0924
5000,5484,70,65.4041,5484,5481,5500,1750098,5,500,76.5202,bi_a500_b5000_p70%_v5.col,104.1289
5000,5488,80,95.9214,5488,5486,5500,1999749,1,500,119.6943,bi_a500_b5000_p80%_v1.col,120.4514
5000,5488,80,92.0205,5488,5486,5500,1999497,2,500,114.8343,bi_a500_b5000_p80%_v2.col,113.0845
5000,5489,80,98.4619,5489,5487,5500,1999193,3,500,117.4186,bi_a500_b5000_p80%_v3.col,209.0545
5000,5489,80,93.9589,5489,5485,5500,2000508,4,500,108.9652,bi_a500_b5000_p80%_v4.col,137.0928
5000,5490,80,94.4231,5490,5486,5500,2000824,5,500,116.1886,bi_a500_b5000_p80%_v5.col,118.8824
5000,5494,90,121.585,5494,5492,5500,2250770,1,500,156.9756,bi_a500_b5000_p90%_v1.col,117.6708
5000,5491,90,120.8672,5491,5492,5500,2250051,2,500,130.4361,bi_a500_b5000_p90%_v2.col,123.5169
5000,5494,90,115.2709,5494,5492,5500,2250054,3,500,138.9172,bi_a500_b5000_p90%_v3.col,161.887
5000,5493,90,107.5644,5493,5492,5500,2250472,4,500,138.2675,bi_a500_b5000_p90%_v4.col,134.1337
5000,5494,90,108.5063,5494,5491,5500,2249876,5,500,163.3729,bi_a500_b5000_p90%_v5.col,149.3444
1000,386,1,0.0171,325,523,2000,10032,1,1000,0.0314,bi_a1000_b1000_p01%_v1.col,0.0264
1000,411,1,0.0176,380,554,2000,10197,2,1000,0.0306,bi_a1000_b1000_p01%_v2.col,0.0266
1000,374,1,0.0157,350,574,2000,9969,3,1000,0.031,bi_a1000_b1000_p01%_v3.col,0.0295
1000,416,1,0.0152,310,534,2000,10087,4,1000,0.0299,bi_a1000_b1000_p01%_v4.col,0.0271
1000,387,1,0.0146,320,575,2000,9898,5,1000,0.0293,bi_a1000_b1000_p01%_v5.col,0.0299
1000,676,3,0.0305,455,553,2000,30236,1,1000,0.0578,bi_a1000_b1000_p03%_v1.col,0.0287
1000,601,3,0.0294,461,549,2000,30188,2,1000,0.0555,bi_a1000_b1000_p03%_v2.col,0.0284
1000,594,3,0.0306,460,546,2000,30148,3,1000,0.0531,bi_a1000_b1000_p03%_v3.col,0.0281
1000,636,3,0.0303,462,553,2000,30312,4,1000,0.0554,bi_a1000_b1000_p03%_v4.col,0.0292
1000,630,3,0.0305,465,557,2000,30135,5,1000,0.0579,bi_a1000_b1000_p03%_v5.col,0.0288
1000,913,5,0.0634,713,790,2000,49500,1,1000,0.0947,bi_a1000_b1000_p05%_v1.col,0.0526
1000,901,5,0.0554,714,811,2000,49961,2,1000,0.0927,bi_a1000_b1000_p05%_v2.col,0.0545
1000,962,5,0.052,714,809,2000,49848,3,1000,0.0935,bi_a1000_b1000_p05%_v3.col,0.0612
1000,920,5,0.0542,713,811,2000,49699,4,1000,0.0935,bi_a1000_b1000_p05%_v4.col,0.0512
1000,863,5,0.0522,718,815,2000,50052,5,1000,0.0969,bi_a1000_b1000_p05%_v5.col,0.0516
1000,1299,10,0.1906,1303,1348,2000,100111,1,1000,0.248,bi_a1000_b1000_p10%_v1.col,0.1851
1000,1286,10,0.1938,1290,1337,2000,100123,2,1000,0.2527,bi_a1000_b1000_p10%_v2.col,0.1854
1000,1283,10,0.1905,1285,1341,2000,99693,3,1000,0.2463,bi_a1000_b1000_p10%_v3.col,0.1774
1000,1299,10,0.1987,1291,1346,2000,100116,4,1000,0.261,bi_a1000_b1000_p10%_v4.col,0.1781
1000,1281,10,0.2019,1288,1343,2000,99775,5,1000,0.2543,bi_a1000_b1000_p10%_v5.col,0.174
1000,1789,20,0.8168,1793,1742,2000,200037,1,1000,1.0434,bi_a1000_b1000_p20%_v1.col,0.6896
1000,1789,20,0.7531,1793,1746,2000,199938,2,1000,1.0123,bi_a1000_b1000_p20%_v2.col,0.6943
