a,b,N,p,M,v,mean_time,se_time,mean_chi,se_chi,instancia
100,100,200,1,92,1,0.8365595196,0.7582945823897906,42.0,0.5477225575051661,bi_a100_b100_p01%_v1.col
100,100,200,1,103,2,0.0810987692,0.0046717613552064215,37.6,0.8717797887081347,bi_a100_b100_p01%_v2.col
100,100,200,1,100,3,0.0666270272,0.01033966774440174,37.8,1.019803902718557,bi_a100_b100_p01%_v3.col
100,100,200,1,78,4,0.057639776600000005,0.007338369592666707,36.0,0.5477225575051661,bi_a100_b100_p01%_v4.col
100,100,200,1,95,5,0.0827778646,0.005430462233042492,38.0,0.31622776601683794,bi_a100_b100_p01%_v5.col
100,100,200,3,306,1,0.169955917,0.012728859114849764,40.8,1.0198039027185568,bi_a100_b100_p03%_v1.col
100,100,200,3,317,2,0.1389074974,0.013336866889128012,47.4,1.4696938456699067,bi_a100_b100_p03%_v2.col
100,100,200,3,331,3,0.1651220806,0.018531600369890214,46.2,2.0591260281974,bi_a100_b100_p03%_v3.col
100,100,200,3,289,4,0.1459839822,0.020612415225958074,47.0,1.5811388300841895,bi_a100_b100_p03%_v4.col
100,100,200,3,294,5,0.1426584238,0.025884459173524315,50.2,2.33238075793812,bi_a100_b100_p03%_v5.col
100,100,200,5,497,1,0.2131260438,0.016070911097518275,43.8,0.58309518948453,bi_a100_b100_p05%_v1.col
100,100,200,5,488,2,0.17508050279999998,0.020560996617159297,45.2,1.0677078252031313,bi_a100_b100_p05%_v2.col
100,100,200,5,529,3,0.19370304600000002,0.025390414931830134,46.0,1.1401754250991378,bi_a100_b100_p05%_v3.col
100,100,200,5,483,4,0.16082564380000003,0.009220994354405357,47.2,0.7348469228349533,bi_a100_b100_p05%_v4.col
100,100,200,5,479,5,0.29037357080000004,0.12366144391184146,45.4,1.469693845669907,bi_a100_b100_p05%_v5.col
100,100,200,10,971,1,0.1974276746,0.017814615192575867,65.6,0.24494897427831777,bi_a100_b100_p10%_v1.col
100,100,200,10,922,2,0.17299568540000002,0.02109358173557453,63.6,0.39999999999999997,bi_a100_b100_p10%_v2.col
100,100,200,10,1030,3,0.1851154658,0.012604230970944857,68.6,0.24494897427831777,bi_a100_b100_p10%_v3.col
100,100,200,10,992,4,0.15749638999999999,0.010011971465156167,66.8,0.58309518948453,bi_a100_b100_p10%_v4.col
100,100,200,10,1020,5,0.1680653418,0.015436320006231812,68.4,0.39999999999999997,bi_a100_b100_p10%_v5.col
100,100,200,20,1973,1,0.33046111679999995,0.02134839960853041,109.8,0.3741657386773941,bi_a100_b100_p20%_v1.col
100,100,200,20,2003,2,0.3423343418,0.010258995324852922,110.8,0.3741657386773941,bi_a100_b100_p20%_v2.col
100,100,200,20,2018,3,0.325993133,0.030623849258268675,112.6,0.39999999999999997,bi_a100_b100_p20%_v3.col
100,100,200,20,1982,4,0.3592640696,0.0261669246335287,110.6,0.24494897427831777,bi_a100_b100_p20%_v4.col
100,100,200,20,1952,5,0.34541636780000007,0.02809582021898214,108.8,0.3741657386773941,bi_a100_b100_p20%_v5.col
100,100,200,30,2897,1,0.6334273702,0.05763365540714245,142.0,0.31622776601683794,bi_a100_b100_p30%_v1.col
100,100,200,30,3016,2,0.583486056,0.02096475143973204,145.4,0.39999999999999997,bi_a100_b100_p30%_v2.col
100,100,200,30,3048,3,0.7517116456,0.06929118022980778,144.8,0.58309518948453,bi_a100_b100_p30%_v3.col
100,100,200,30,3080,4,0.7003611268000001,0.04563258240179227,145.6,0.5099019513592785,bi_a100_b100_p30%_v4.col
100,100,200,30,3024,5,0.7324749894,0.06411842357415676,144.2,0.3741657386773941,bi_a100_b100_p30%_v5.col
100,100,200,40,3953,1,0.9158091907999999,0.04391530659411503,161.6,0.24494897427831777,bi_a100_b100_p40%_v1.col
100,100,200,40,4048,2,0.9979100123999999,0.0638354194972011,164.2,0.3741657386773941,bi_a100_b100_p40%_v2.col
100,100,200,40,4017,3,1.065044872,0.12975592562653637,162.8,0.3741657386773941,bi_a100_b100_p40%_v3.col
100,100,200,40,3932,4,0.998891267,0.06843301627418344,162.4,0.24494897427831777,bi_a100_b100_p40%_v4.col
100,100,200,40,4015,5,0.9399239460000001,0.06257756139585928,163.6,0.24494897427831777,bi_a100_b100_p40%_v5.col
100,100,200,50,5022,1,1.3523916532,0.18691346405412276,174.4,0.5099019513592785,bi_a100_b100_p50%_v1.col
100,100,200,50,5019,2,1.2967887046,0.12425245585009494,174.6,0.24494897427831777,bi_a100_b100_p50%_v2.col
100,100,200,50,5002,3,1.3566119516000001,0.13242124787727866,175.0,0.31622776601683794,bi_a100_b100_p50%_v3.col
100,100,200,50,4993,4,1.3330797748,0.10516296612342936,174.4,0.24494897427831777,bi_a100_b100_p50%_v4.col
100,100,200,50,5020,5,1.4157222126,0.03377370975444078,174.6,0.24494897427831777,bi_a100_b100_p50%_v5.col
100,100,200,60,6000,1,1.9596502378,0.20571856889950962,182.2,0.3741657386773941,bi_a100_b100_p60%_v1.col
100,100,200,60,5978,2,1.6448075076000002,0.09181853480399521,182.0,0.31622776601683794,bi_a100_b100_p60%_v2.col
100,100,200,60,5912,3,1.6136161479999998,0.09629298754692947,181.6,0.24494897427831777,bi_a100_b100_p60%_v3.col
100,100,200,60,6013,4,1.6374139625999997,0.1147582186140678,182.2,0.2,bi_a100_b100_p60%_v4.col
100,100,200,60,6048,5,1.6535810563999997,0.09020470841225915,182.2,0.2,bi_a100_b100_p60%_v5.col
100,100,200,70,7039,1,1.7989802852,0.08693921259425381,187.8,0.19999999999999998,bi_a100_b100_p70%_v1.col
100,100,200,70,7044,2,1.799156373,0.06316981258992178,187.8,0.19999999999999998,bi_a100_b100_p70%_v2.col
100,100,200,70,7022,3,1.7405363185999998,0.11997987705439968,187.8,0.19999999999999998,bi_a100_b100_p70%_v3.col
100,100,200,70,7053,4,2.3135687101999998,0.2046685608373548,187.2,0.2,bi_a100_b100_p70%_v4.col
100,100,200,70,7036,5,1.9322352351999998,0.20889159723593217,187.6,0.24494897427831777,bi_a100_b100_p70%_v5.col
100,100,200,80,8007,1,2.130214599,0.0823808948861315,190.8,0.19999999999999998,bi_a100_b100_p80%_v1.col
100,100,200,80,7988,2,2.0691649302000004,0.1338472799346853,190.8,0.19999999999999998,bi_a100_b100_p80%_v2.col
100,100,200,80,8012,3,1.7444483616,0.1016500458632031,191.6,0.24494897427831777,bi_a100_b100_p80%_v3.col
100,100,200,80,7973,4,2.0160425556,0.08831066887406455,191.0,0.0,bi_a100_b100_p80%_v4.col
100,100,200,80,7992,5,2.1161111878,0.05412397165822322,191.0,0.0,bi_a100_b100_p80%_v5.col
100,100,200,90,9021,1,2.172020917,0.10494755846152733,194.0,0.0,bi_a100_b100_p90%_v1.col
100,100,200,90,8994,2,2.1591833588,0.14592846372032295,194.2,0.19999999999999998,bi_a100_b100_p90%_v2.col
100,100,200,90,9045,3,2.1908809318,0.3776265274312183,194.6,0.24494897427831777,bi_a100_b100_p90%_v3.col
100,100,200,90,8972,4,2.0783520056,0.19893368833150119,194.4,0.24494897427831777,bi_a100_b100_p90%_v4.col
100,100,200,90,9008,5,2.5655498692,0.20223972244218485,194.0,0.0,bi_a100_b100_p90%_v5.col
