a,b,N,p,M,v,mean_time,se_time,mean_chi,se_chi,instancia
100,500,600,1,525,1,0.9170226718000001,0.6125168127248988,100.6,1.4352700094407322,bi_a100_b500_p01%_v1.col
100,500,600,1,516,2,0.25356673599999996,0.024782595913071616,99.8,1.019803902718557,bi_a100_b500_p01%_v2.col
100,500,600,1,518,3,0.2365896332,0.0072441647172413436,101.6,1.4,bi_a100_b500_p01%_v3.col
100,500,600,1,503,4,0.2270583268,0.0038685766867692984,101.0,1.51657508881031,bi_a100_b500_p01%_v4.col
100,500,600,1,511,5,0.23463972760000001,0.003944285664006965,102.8,1.6552945357246849,bi_a100_b500_p01%_v5.col
100,500,600,3,1537,1,0.3716671338,0.001432485811292776,93.0,0.8366600265340755,bi_a100_b500_p03%_v1.col
100,500,600,3,1444,2,0.5464067967999999,0.13438328608352243,93.2,1.1575836902790226,bi_a100_b500_p03%_v2.col
100,500,600,3,1499,3,0.35453133540000004,0.003390764021679338,93.6,0.9273618495495702,bi_a100_b500_p03%_v3.col
100,500,600,3,1505,4,0.3665020922,0.0011216425001579267,93.8,0.8602325267042625,bi_a100_b500_p03%_v4.col
100,500,600,3,1550,5,0.37124876760000003,0.0021726644831202447,93.4,0.6782329983125267,bi_a100_b500_p03%_v5.col
100,500,600,5,2497,1,0.46438970820000003,0.0012031091849216107,103.4,0.9273618495495702,bi_a100_b500_p05%_v1.col
100,500,600,5,2502,2,0.4647878557999999,0.0017208571370513719,103.8,0.19999999999999998,bi_a100_b500_p05%_v2.col
100,500,600,5,2543,3,0.5942785684,0.10702753167695697,104.8,0.48989794855663554,bi_a100_b500_p05%_v3.col
100,500,600,5,2442,4,0.44971793280000005,0.004530007523017948,102.8,0.3741657386773941,bi_a100_b500_p05%_v4.col
100,500,600,5,2454,5,0.45031919679999993,0.002122051959372896,101.8,0.19999999999999998,bi_a100_b500_p05%_v5.col
100,500,600,10,5152,1,1.0371627424,0.005722808805363435,167.6,0.39999999999999997,bi_a100_b500_p10%_v1.col
100,500,600,10,4977,2,0.9850671180000001,0.0034818674508883107,162.4,0.24494897427831777,bi_a100_b500_p10%_v2.col
100,500,600,10,5109,3,1.027389303,0.002453395206006635,166.4,0.39999999999999997,bi_a100_b500_p10%_v3.col
100,500,600,10,4929,4,1.101201021,0.12282243072112903,161.4,0.24494897427831777,bi_a100_b500_p10%_v4.col
100,500,600,10,5103,5,1.0092756926,0.002987969997933812,166.6,0.24494897427831777,bi_a100_b500_p10%_v5.col
100,500,600,20,10077,1,3.1612604206000006,0.009155512998128704,346.4,0.7483314773547882,bi_a100_b500_p20%_v1.col
100,500,600,20,10063,2,3.2089366596,0.01771012896748263,342.2,0.48989794855663565,bi_a100_b500_p20%_v2.col
100,500,600,20,9741,3,3.0669109404,0.11514015564338312,331.4,0.39999999999999997,bi_a100_b500_p20%_v3.col
100,500,600,20,10069,4,3.1777734894000003,0.01781345314108796,344.2,0.6633249580710799,bi_a100_b500_p20%_v4.col
100,500,600,20,9842,5,3.1376221964,0.0160683754020522,333.4,0.5099019513592785,bi_a100_b500_p20%_v5.col
100,500,600,30,15047,1,7.0119262423999995,0.16302391048174333,516.8,0.3741657386773941,bi_a100_b500_p30%_v1.col
100,500,600,30,15090,2,7.2278496818,0.08187750541539829,523.6,0.4,bi_a100_b500_p30%_v2.col
100,500,600,30,15149,3,7.403364411400001,0.06778600812872906,525.4,0.6782329983125267,bi_a100_b500_p30%_v3.col
100,500,600,30,15116,4,6.9612880354,0.10903218557642604,521.6,0.39999999999999997,bi_a100_b500_p30%_v4.col
100,500,600,30,14883,5,6.695602758600001,0.029902204664864738,523.6,0.39999999999999997,bi_a100_b500_p30%_v5.col
100,500,600,40,20050,1,10.0617929848,0.5427514917716921,552.8,0.3741657386773941,bi_a100_b500_p40%_v1.col
100,500,600,40,19920,2,10.825427970000002,0.2870913598567955,552.8,0.19999999999999998,bi_a100_b500_p40%_v2.col
100,500,600,40,20094,3,10.615888834,0.35608881510799056,554.4,0.39999999999999997,bi_a100_b500_p40%_v3.col
100,500,600,40,20053,4,10.922052656999998,0.1637115795831562,553.8,0.19999999999999998,bi_a100_b500_p40%_v4.col
100,500,600,40,20043,5,11.6036932998,0.15663858817976398,554.4,0.24494897427831783,bi_a100_b500_p40%_v5.col
100,500,600,50,25075,1,17.1962017904,0.6886411736184802,569.0,0.0,bi_a100_b500_p50%_v1.col
100,500,600,50,24945,2,17.863290205600002,0.33852889364399946,568.6,0.24494897427831783,bi_a100_b500_p50%_v2.col
100,500,600,50,24951,3,18.345036229599998,0.5433796078564287,568.0,0.0,bi_a100_b500_p50%_v3.col
100,500,600,50,25104,4,19.4257907274,0.6006373238091317,568.6,0.24494897427831783,bi_a100_b500_p50%_v4.col
100,500,600,50,24738,5,19.0406174268,1.0653645772134208,568.4,0.24494897427831783,bi_a100_b500_p50%_v5.col
100,500,600,60,29954,1,28.355224369400002,1.799912413188191,578.2,0.3741657386773941,bi_a100_b500_p60%_v1.col
100,500,600,60,29933,2,24.503533343999997,0.7346869930535872,578.6,0.24494897427831783,bi_a100_b500_p60%_v2.col
100,500,600,60,30037,3,25.435390557400005,0.6570009713373097,578.0,0.31622776601683794,bi_a100_b500_p60%_v3.col
100,500,600,60,30038,4,24.9061095736,0.899440057468733,578.4,0.39999999999999997,bi_a100_b500_p60%_v4.col
100,500,600,60,30091,5,26.2872895948,0.7961605890337944,578.2,0.20000000000000004,bi_a100_b500_p60%_v5.col
100,500,600,70,35049,1,34.828775099999994,2.0419032681239386,584.6,0.24494897427831783,bi_a100_b500_p70%_v1.col
100,500,600,70,35055,2,37.5312232252,2.937880259703507,584.8,0.19999999999999998,bi_a100_b500_p70%_v2.col
100,500,600,70,34835,3,31.0560319302,0.6918981195227426,584.8,0.19999999999999998,bi_a100_b500_p70%_v3.col
100,500,600,70,34933,4,32.2482155756,1.3294456831164807,584.4,0.39999999999999997,bi_a100_b500_p70%_v4.col
100,500,600,70,34887,5,34.809399508800006,1.2262371597931043,585.0,0.0,bi_a100_b500_p70%_v5.col
100,500,600,80,40002,1,39.440167428200006,2.327822062181201,589.6,0.24494897427831783,bi_a100_b500_p80%_v1.col
100,500,600,80,39945,2,39.8094878258,1.111117139487108,589.4,0.24494897427831783,bi_a100_b500_p80%_v2.col
100,500,600,80,40056,3,41.975394702,2.7964237273299055,589.6,0.24494897427831783,bi_a100_b500_p80%_v3.col
100,500,600,80,39985,4,41.5217245658,2.5865932500800994,589.2,0.19999999999999998,bi_a100_b500_p80%_v4.col
100,500,600,80,39903,5,37.95403604,0.9475897461533512,589.0,0.0,bi_a100_b500_p80%_v5.col
100,500,600,90,45019,1,46.538826739200005,2.514729126929506,593.2,0.19999999999999998,bi_a100_b500_p90%_v1.col
100,500,600,90,44905,2,42.8384207028,0.9990089780937607,593.0,0.0,bi_a100_b500_p90%_v2.col
100,500,600,90,44855,3,46.5093087888,2.055276461281817,592.8,0.20000000000000004,bi_a100_b500_p90%_v3.col
100,500,600,90,45060,4,43.172216196,1.1249072970366147,593.0,0.0,bi_a100_b500_p90%_v4.col
100,500,600,90,44926,5,41.536643765,1.0251270817270994,593.0,0.0,bi_a100_b500_p90%_v5.col
