n_config,tempo_melhor,v_config,N_real,melhor_chi,instancia,heuristica_vencedora,M_real,p_config
5500,0.363544,1,5500,1267,simples_n5500_p01%_v1.col,MaxGrau,151836,1
5500,0.352123,2,5500,1265,simples_n5500_p01%_v2.col,MaxGrau,151261,1
5500,0.34829,3,5500,1259,simples_n5500_p01%_v3.col,MaxGrau,150648,1
5500,0.349275,4,5500,1267,simples_n5500_p01%_v4.col,MaxGrau,152189,1
5500,0.348709,5,5500,1261,simples_n5500_p01%_v5.col,MaxGrau,151152,1
5500,1.36016,1,5500,3436,simples_n5500_p03%_v1.col,MaxGrau,453122,3
5500,1.720319,2,5500,3447,simples_n5500_p03%_v2.col,MaxGrau,454158,3
5500,2.330177,3,5500,3451,simples_n5500_p03%_v3.col,MaxGrau,454246,3
5500,1.653788,4,5500,3457,simples_n5500_p03%_v4.col,MaxGrau,454617,3
5500,1.410971,5,5500,3415,simples_n5500_p03%_v5.col,MaxGrau,453019,3
5500,3.024409,1,5500,5487,simples_n5500_p05%_v1.col,MaxGrau,755162,5
5500,3.065773,2,5500,5485,simples_n5500_p05%_v2.col,MinGrau,756506,5
5500,3.167274,3,5500,5486,simples_n5500_p05%_v3.col,MinGrau,756384,5
5500,3.058355,4,5500,5479,simples_n5500_p05%_v4.col,MaxGrau,755316,5
5500,3.055585,5,5500,5491,simples_n5500_p05%_v5.col,MinGrau,755415,5
5500,12.473608,1,5500,5500,simples_n5500_p10%_v1.col,MaxGrau,1512635,10
5500,11.487669,2,5500,5500,simples_n5500_p10%_v2.col,MinGrau,1513176,10
5500,14.388166,3,5500,5500,simples_n5500_p10%_v3.col,MinGrau,1512586,10
5500,14.636676,4,5500,5500,simples_n5500_p10%_v4.col,MinGrau,1512800,10
5500,15.026376,5,5500,5500,simples_n5500_p10%_v5.col,MaxGrau,1512634,10
5500,58.319607,1,5500,5500,simples_n5500_p20%_v1.col,MaxGrau,3024479,20
5500,70.828825,2,5500,5500,simples_n5500_p20%_v2.col,MaxGrau,3022071,20
5500,83.740932,3,5500,5500,simples_n5500_p20%_v3.col,MaxGrau,3025249,20
5500,81.220063,4,5500,5500,simples_n5500_p20%_v4.col,MinGrau,3027439,20
5500,81.617339,5,5500,5500,simples_n5500_p20%_v5.col,MaxGrau,3024158,20
5500,169.455079,1,5500,5500,simples_n5500_p30%_v1.col,MaxGrau,4538381,30
5500,177.033763,2,5500,5500,simples_n5500_p30%_v2.col,MinGrau,4536027,30
5500,170.402103,3,5500,5500,simples_n5500_p30%_v3.col,MinGrau,4538151,30
5500,173.328265,4,5500,5500,simples_n5500_p30%_v4.col,MinGrau,4535621,30
5500,172.96263,5,5500,5500,simples_n5500_p30%_v5.col,MaxGrau,4537391,30
5500,275.47884,1,5500,5500,simples_n5500_p40%_v1.col,MaxGrau,6051487,40
5500,310.03641,2,5500,5500,simples_n5500_p40%_v2.col,MinGrau,6050833,40
5500,283.007169,3,5500,5500,simples_n5500_p40%_v3.col,MaxGrau,6050372,40
5500,293.352958,4,5500,5500,simples_n5500_p40%_v4.col,MaxGrau,6047391,40
5500,275.735259,5,5500,5500,simples_n5500_p40%_v5.col,MinGrau,6051386,40
5500,441.873271,1,5500,5500,simples_n5500_p50%_v1.col,MaxGrau,7563038,50
5500,432.481399,2,5500,5500,simples_n5500_p50%_v2.col,MinGrau,7558100,50
5500,417.616818,3,5500,5500,simples_n5500_p50%_v3.col,MinGrau,7563052,50
5500,419.209163,4,5500,5500,simples_n5500_p50%_v4.col,MaxGrau,7558859,50
5500,433.258902,5,5500,5500,simples_n5500_p50%_v5.col,MaxGrau,7558272,50
5500,610.869738,1,5500,5500,simples_n5500_p60%_v1.col,MaxGrau,9072524,60
5500,586.433935,2,5500,5500,simples_n5500_p60%_v2.col,MinGrau,9074189,60
5500,568.737305,3,5500,5500,simples_n5500_p60%_v3.col,MaxGrau,9070372,60
5500,548.426491,4,5500,5500,simples_n5500_p60%_v4.col,MinGrau,9073375,60
5500,564.460154,5,5500,5500,simples_n5500_p60%_v5.col,MaxGrau,9071389,60
5500,744.800568,1,5500,5500,simples_n5500_p70%_v1.col,MinGrau,10584363,70
5500,758.52411,2,5500,5500,simples_n5500_p70%_v2.col,MaxGrau,10584491,70
5500,750.585821,3,5500,5500,simples_n5500_p70%_v3.col,MaxGrau,10583430,70
5500,714.078022,4,5500,5500,simples_n5500_p70%_v4.col,MaxGrau,10589424,70
5500,751.978081,5,5500,5500,simples_n5500_p70%_v5.col,MaxGrau,10584424,70
5500,951.633162,1,5500,5500,simples_n5500_p80%_v1.col,MaxGrau,12096086,80
5500,973.166363,2,5500,5500,simples_n5500_p80%_v2.col,MaxGrau,12097740,80
5500,940.616186,3,5500,5500,simples_n5500_p80%_v3.col,MinGrau,12097089,80
5500,928.070051,4,5500,5500,simples_n5500_p80%_v4.col,MaxGrau,12097243,80
5500,928.86615,5,5500,5500,simples_n5500_p80%_v5.col,MaxGrau,12099439,80
5500,1134.283369,1,5500,5500,simples_n5500_p90%_v1.col,MinGrau,13609978,90
5500,1147.987289,2,5500,5500,simples_n5500_p90%_v2.col,MaxGrau,13610829,90
5500,1120.8606,3,5500,5500,simples_n5500_p90%_v3.col,MinGrau,13610879,90
5500,1140.981822,4,5500,5500,simples_n5500_p90%_v4.col,MinGrau,13607879,90
5500,1135.804725,5,5500,5500,simples_n5500_p90%_v5.col,MinGrau,13611916,90
