chi_sat,M_real,tempo_max,chi_max,chi_min,v_config,p_config,tempo_sat,n_config,N_real,instancia,tempo_min
752,61493,0.106971,687,822,1,1,0.168446,3500,3500,simples_n3500_p01%_v1.col,0.096688
747,61182,0.102975,681,816,2,1,0.168307,3500,3500,simples_n3500_p01%_v2.col,0.101735
750,61221,0.103726,680,817,3,1,0.174603,3500,3500,simples_n3500_p01%_v3.col,0.091671
754,61243,0.104296,685,825,4,1,0.176347,3500,3500,simples_n3500_p01%_v4.col,0.095789
745,61334,0.09918,680,815,5,1,0.169928,3500,3500,simples_n3500_p01%_v5.col,0.094246
1862,183566,0.313848,1771,2009,1,3,0.874612,3500,3500,simples_n3500_p03%_v1.col,0.32247
1853,183866,0.331681,1772,2011,2,3,0.468154,3500,3500,simples_n3500_p03%_v2.col,0.324302
1865,184191,0.315123,1768,2013,3,3,0.471302,3500,3500,simples_n3500_p03%_v3.col,0.318277
1875,183761,0.320077,1775,2021,4,3,0.840896,3500,3500,simples_n3500_p03%_v4.col,0.310945
1871,184208,0.31821,1776,2012,5,3,0.460565,3500,3500,simples_n3500_p03%_v5.col,0.323922
3208,306253,0.726427,3194,3214,1,5,1.019823,3500,3500,simples_n3500_p05%_v1.col,0.738093
3206,305582,0.733478,3181,3208,2,5,1.047415,3500,3500,simples_n3500_p05%_v2.col,0.723628
3208,305760,0.728184,3192,3202,3,5,1.01318,3500,3500,simples_n3500_p05%_v3.col,0.732034
3196,306172,1.111947,3186,3209,4,5,1.014319,3500,3500,simples_n3500_p05%_v4.col,0.742414
3214,306911,0.738135,3202,3224,5,5,1.022468,3500,3500,simples_n3500_p05%_v5.col,1.099297
3500,611745,2.615104,3500,3500,1,10,3.39185,3500,3500,simples_n3500_p10%_v1.col,2.607231
3500,612769,2.647558,3500,3500,2,10,3.332102,3500,3500,simples_n3500_p10%_v2.col,3.056478
3500,611468,2.631589,3500,3500,3,10,3.380135,3500,3500,simples_n3500_p10%_v3.col,2.629236
3500,612172,2.692121,3500,3500,4,10,3.794358,3500,3500,simples_n3500_p10%_v4.col,2.710761
3500,612408,2.685475,3500,3500,5,10,3.447771,3500,3500,simples_n3500_p10%_v5.col,2.708649
3500,1225480,10.223921,3500,3500,1,20,12.971235,3500,3500,simples_n3500_p20%_v1.col,10.306541
3500,1223523,13.747532,3500,3500,2,20,12.633082,3500,3500,simples_n3500_p20%_v2.col,10.521405
3500,1223406,13.925509,3500,3500,3,20,12.686187,3500,3500,simples_n3500_p20%_v3.col,11.792818
3500,1223313,13.005328,3500,3500,4,20,16.925931,3500,3500,simples_n3500_p20%_v4.col,12.967416
3500,1225234,13.326409,3500,3500,5,20,16.808989,3500,3500,simples_n3500_p20%_v5.col,13.221253
3500,1836446,28.661129,3500,3500,1,30,36.217592,3500,3500,simples_n3500_p30%_v1.col,28.829531
3500,1836957,24.647457,3500,3500,2,30,36.479077,3500,3500,simples_n3500_p30%_v2.col,28.920638
3500,1838511,32.04657,3500,3500,3,30,49.912558,3500,3500,simples_n3500_p30%_v3.col,33.982677
3500,1838396,40.485361,3500,3500,4,30,47.930053,3500,3500,simples_n3500_p30%_v4.col,36.622816
3500,1838280,39.33283,3500,3500,5,30,57.458229,3500,3500,simples_n3500_p30%_v5.col,44.868897
3500,2451433,81.474591,3500,3500,1,40,103.664358,3500,3500,simples_n3500_p40%_v1.col,82.721816
3500,2447350,88.015481,3500,3500,2,40,102.80309,3500,3500,simples_n3500_p40%_v2.col,78.040916
3500,2446610,72.863999,3500,3500,3,40,87.225398,3500,3500,simples_n3500_p40%_v3.col,73.794594
3500,2448603,79.899754,3500,3500,4,40,95.848428,3500,3500,simples_n3500_p40%_v4.col,81.488725
3500,2450070,84.308568,3500,3500,5,40,96.389117,3500,3500,simples_n3500_p40%_v5.col,68.778974
3500,3061077,127.881764,3500,3500,1,50,166.915091,3500,3500,simples_n3500_p50%_v1.col,112.767177
3500,3063011,115.928044,3500,3500,2,50,156.439731,3500,3500,simples_n3500_p50%_v2.col,110.333998
3500,3061919,113.65433,3500,3500,3,50,157.05148,3500,3500,simples_n3500_p50%_v3.col,118.685799
3500,3062325,113.221628,3500,3500,4,50,153.253957,3500,3500,simples_n3500_p50%_v4.col,118.136411
3500,3062284,121.384953,3500,3500,5,50,149.766303,3500,3500,simples_n3500_p50%_v5.col,119.517287
3500,3674051,145.44862,3500,3500,1,60,211.347966,3500,3500,simples_n3500_p60%_v1.col,158.062978
3500,3672899,159.463168,3500,3500,2,60,186.642761,3500,3500,simples_n3500_p60%_v2.col,152.110301
3500,3674655,166.275238,3500,3500,3,60,204.182048,3500,3500,simples_n3500_p60%_v3.col,162.657034
3500,3672959,164.457551,3500,3500,4,60,204.334724,3500,3500,simples_n3500_p60%_v4.col,165.96813
3500,3675084,165.450198,3500,3500,5,60,200.109241,3500,3500,simples_n3500_p60%_v5.col,157.236992
3500,4288545,215.906187,3500,3500,1,70,273.4688,3500,3500,simples_n3500_p70%_v1.col,225.199738
3500,4286498,228.100597,3500,3500,2,70,280.724509,3500,3500,simples_n3500_p70%_v2.col,218.411951
3500,4286685,204.787658,3500,3500,3,70,293.483444,3500,3500,simples_n3500_p70%_v3.col,217.476833
3500,4285370,217.518606,3500,3500,4,70,279.12178,3500,3500,simples_n3500_p70%_v4.col,199.788511
3500,4285301,206.308838,3500,3500,5,70,270.678869,3500,3500,simples_n3500_p70%_v5.col,219.628938
3500,4898062,269.525106,3500,3500,1,80,358.793664,3500,3500,simples_n3500_p80%_v1.col,272.392609
3500,4899108,276.403483,3500,3500,2,80,355.467041,3500,3500,simples_n3500_p80%_v2.col,298.078208
3500,4898788,286.125128,3500,3500,3,80,362.870802,3500,3500,simples_n3500_p80%_v3.col,277.491545
3500,4899065,264.550016,3500,3500,4,80,365.550928,3500,3500,simples_n3500_p80%_v4.col,250.916488
3500,4898433,265.550401,3500,3500,5,80,373.257814,3500,3500,simples_n3500_p80%_v5.col,283.181111
3500,5510715,355.497128,3500,3500,1,90,427.528724,3500,3500,simples_n3500_p90%_v1.col,362.42171
3500,5510471,324.821932,3500,3500,2,90,437.195812,3500,3500,simples_n3500_p90%_v2.col,345.435951
3500,5511113,340.434301,3500,3500,3,90,425.491758,3500,3500,simples_n3500_p90%_v3.col,356.721615
3500,5509974,336.535644,3500,3500,4,90,427.294277,3500,3500,simples_n3500_p90%_v4.col,338.053034
3500,5511312,327.589209,3500,3500,5,90,414.227606,3500,3500,simples_n3500_p90%_v5.col,319.488047
