chi_sat,M_real,tempo_max,chi_max,chi_min,v_config,p_config,tempo_sat,n_config,N_real,instancia,tempo_min
3029,499649,2.704709,2917,3220,1,1,4.085558,10000,10000,simples_n10000_p01%_v1.col,3.20086
3024,498172,2.833995,2892,3203,2,1,3.707217,10000,10000,simples_n10000_p01%_v2.col,2.493628
3022,500486,2.995838,2910,3215,3,1,4.133626,10000,10000,simples_n10000_p01%_v3.col,2.70572
3042,501111,2.653107,2911,3214,4,1,4.310027,10000,10000,simples_n10000_p01%_v4.col,3.236538
3022,500050,3.073631,2916,3218,5,1,4.467971,10000,10000,simples_n10000_p01%_v5.col,2.570881
8845,1501490,9.751193,8800,8853,1,3,14.163423,10000,10000,simples_n10000_p03%_v1.col,10.908985
8811,1499325,10.565636,8802,8844,2,3,16.791612,10000,10000,simples_n10000_p03%_v2.col,11.09742
8833,1501333,11.784763,8826,8842,3,3,15.191814,10000,10000,simples_n10000_p03%_v3.col,11.00445
8833,1500539,12.812415,8802,8867,4,3,16.154364,10000,10000,simples_n10000_p03%_v4.col,12.185409
8849,1501446,12.195543,8840,8880,5,3,19.86146,10000,10000,simples_n10000_p03%_v5.col,14.872193
10000,2496316,34.11486,10000,10000,1,5,41.98002,10000,10000,simples_n10000_p05%_v1.col,35.653196
10000,2498108,34.366604,10000,10000,2,5,46.549123,10000,10000,simples_n10000_p05%_v2.col,41.346339
10000,2498862,35.593142,10000,10000,3,5,47.689005,10000,10000,simples_n10000_p05%_v3.col,32.277182
10000,2499539,35.199013,10000,10000,4,5,47.714407,10000,10000,simples_n10000_p05%_v4.col,35.915159
10000,2503127,38.523789,10000,10000,5,5,46.212805,10000,10000,simples_n10000_p05%_v5.col,32.525743
10000,4999151,131.861759,10000,10000,1,10,168.541699,10000,10000,simples_n10000_p10%_v1.col,140.508614
10000,4997793,148.30199,10000,10000,2,10,163.86119,10000,10000,simples_n10000_p10%_v2.col,132.937296
10000,4997626,131.962491,10000,10000,3,10,160.292411,10000,10000,simples_n10000_p10%_v3.col,135.06427
10000,5000639,133.733707,10000,10000,4,10,172.401254,10000,10000,simples_n10000_p10%_v4.col,129.932439
10000,5004071,136.067831,10000,10000,5,10,159.882482,10000,10000,simples_n10000_p10%_v5.col,132.925236
10000,10002427,463.639557,10000,10000,1,20,628.921287,10000,10000,simples_n10000_p20%_v1.col,501.963692
10000,9998452,482.448155,10000,10000,2,20,606.971847,10000,10000,simples_n10000_p20%_v2.col,495.138399
10000,9999290,485.475829,10000,10000,3,20,598.016378,10000,10000,simples_n10000_p20%_v3.col,463.968832
10000,9998158,482.866252,10000,10000,4,20,587.983004,10000,10000,simples_n10000_p20%_v4.col,483.620226
10000,9998183,463.059681,10000,10000,5,20,593.807959,10000,10000,simples_n10000_p20%_v5.col,501.592878
10000,14993088,1010.204623,10000,10000,1,30,1235.578185,10000,10000,simples_n10000_p30%_v1.col,1022.872191
10000,14996348,965.408963,10000,10000,2,30,1174.224933,10000,10000,simples_n10000_p30%_v2.col,1006.106462
10000,14992029,957.778152,10000,10000,3,30,1179.913929,10000,10000,simples_n10000_p30%_v3.col,954.955012
10000,14991335,887.509956,10000,10000,4,30,1123.482558,10000,10000,simples_n10000_p30%_v4.col,894.693935
10000,14996009,917.484806,10000,10000,5,30,1098.450587,10000,10000,simples_n10000_p30%_v5.col,888.859267
10000,19995432,1576.204181,10000,10000,1,40,1912.31773,10000,10000,simples_n10000_p40%_v1.col,1549.492581
10000,20001861,1543.812086,10000,10000,2,40,1879.356871,10000,10000,simples_n10000_p40%_v2.col,1591.763586
10000,20001769,1455.895771,10000,10000,3,40,1883.107149,10000,10000,simples_n10000_p40%_v3.col,1490.533746
10000,19997214,1450.798544,10000,10000,4,40,1832.657123,10000,10000,simples_n10000_p40%_v4.col,1430.812772
10000,20002170,1453.539127,10000,10000,5,40,1749.260349,10000,10000,simples_n10000_p40%_v5.col,1444.489781
10000,24997973,2214.922245,10000,10000,1,50,2700.009568,10000,10000,simples_n10000_p50%_v1.col,2191.761495
10000,24994842,2169.235525,10000,10000,2,50,2704.903722,10000,10000,simples_n10000_p50%_v2.col,2128.279905
10000,25000707,2162.62308,10000,10000,3,50,2697.817982,10000,10000,simples_n10000_p50%_v3.col,2172.224355
10000,24994761,2140.148966,10000,10000,4,50,2655.048148,10000,10000,simples_n10000_p50%_v4.col,2148.351186
10000,24997499,2079.183782,10000,10000,5,50,2576.328562,10000,10000,simples_n10000_p50%_v5.col,2049.708282
10000,29997654,2892.008269,10000,10000,1,60,3554.947714,10000,10000,simples_n10000_p60%_v1.col,2915.577819
10000,30001927,2849.321923,10000,10000,2,60,3556.151727,10000,10000,simples_n10000_p60%_v2.col,2837.807003
10000,29992226,2833.281571,10000,10000,3,60,3541.049366,10000,10000,simples_n10000_p60%_v3.col,2852.166849
10000,29997486,2766.633493,10000,10000,4,60,3401.134048,10000,10000,simples_n10000_p60%_v4.col,2734.731708
10000,30002179,2689.988202,10000,10000,5,60,3294.192397,10000,10000,simples_n10000_p60%_v5.col,2693.507895
10000,34993921,3566.203492,10000,10000,1,70,4179.101872,10000,10000,simples_n10000_p70%_v1.col,3506.837824
10000,34988633,3345.287275,10000,10000,2,70,4212.017128,10000,10000,simples_n10000_p70%_v2.col,3363.077752
10000,34998397,3355.860981,10000,10000,3,70,4199.913041,10000,10000,simples_n10000_p70%_v3.col,3368.641505
