chi_sat,M_real,tempo_max,chi_max,chi_min,v_config,p_config,tempo_sat,n_config,N_real,instancia,tempo_min
10000,34998565,3277.207215,10000,10000,4,70,4117.570929,10000,10000,simples_n10000_p70%_v4.col,3275.353424
10000,34994075,3266.883964,10000,10000,5,70,4053.283372,10000,10000,simples_n10000_p70%_v5.col,3255.655335
10000,39995612,4236.07196,10000,10000,1,80,5338.133118,10000,10000,simples_n10000_p80%_v1.col,4113.007405
10000,39995104,4250.855004,10000,10000,2,80,5291.165549,10000,10000,simples_n10000_p80%_v2.col,4163.916507
10000,39993609,4216.447558,10000,10000,3,80,5337.862907,10000,10000,simples_n10000_p80%_v3.col,4206.043381
10000,39996475,4262.476146,10000,10000,4,80,5340.893127,10000,10000,simples_n10000_p80%_v4.col,4215.953642
10000,39996026,4220.040419,10000,10000,5,80,5195.957917,10000,10000,simples_n10000_p80%_v5.col,4222.013103
10000,44993059,4942.499801,10000,10000,1,90,6198.434627,10000,10000,simples_n10000_p90%_v1.col,5286.204358
10000,45000320,4547.96197,10000,10000,2,90,6745.924622,10000,10000,simples_n10000_p90%_v2.col,5320.336305
10000,44995173,4980.90653,10000,10000,3,90,6725.700441,10000,10000,simples_n10000_p90%_v3.col,5282.026871
10000,44992473,5046.06338,10000,10000,4,90,6307.107867,10000,10000,simples_n10000_p90%_v4.col,5184.683062
10000,44996976,5057.693766,10000,10000,5,90,6331.946805,10000,10000,simples_n10000_p90%_v5.col,5160.053109
