n_config,tempo_melhor,v_config,N_real,melhor_chi,instancia,heuristica_vencedora,M_real,p_config
10000,2.704709,1,10000,2917,simples_n10000_p01%_v1.col,MaxGrau,499649,1
10000,2.833995,2,10000,2892,simples_n10000_p01%_v2.col,MaxGrau,498172,1
10000,2.995838,3,10000,2910,simples_n10000_p01%_v3.col,MaxGrau,500486,1
10000,2.653107,4,10000,2911,simples_n10000_p01%_v4.col,MaxGrau,501111,1
10000,3.073631,5,10000,2916,simples_n10000_p01%_v5.col,MaxGrau,500050,1
10000,9.751193,1,10000,8800,simples_n10000_p03%_v1.col,MaxGrau,1501490,3
10000,10.565636,2,10000,8802,simples_n10000_p03%_v2.col,MaxGrau,1499325,3
10000,11.784763,3,10000,8826,simples_n10000_p03%_v3.col,MaxGrau,1501333,3
10000,12.812415,4,10000,8802,simples_n10000_p03%_v4.col,MaxGrau,1500539,3
10000,12.195543,5,10000,8840,simples_n10000_p03%_v5.col,MaxGrau,1501446,3
10000,34.11486,1,10000,10000,simples_n10000_p05%_v1.col,MaxGrau,2496316,5
10000,34.366604,2,10000,10000,simples_n10000_p05%_v2.col,MaxGrau,2498108,5
10000,32.277182,3,10000,10000,simples_n10000_p05%_v3.col,MinGrau,2498862,5
10000,35.199013,4,10000,10000,simples_n10000_p05%_v4.col,MaxGrau,2499539,5
10000,32.525743,5,10000,10000,simples_n10000_p05%_v5.col,MinGrau,2503127,5
10000,131.861759,1,10000,10000,simples_n10000_p10%_v1.col,MaxGrau,4999151,10
10000,132.937296,2,10000,10000,simples_n10000_p10%_v2.col,MinGrau,4997793,10
10000,131.962491,3,10000,10000,simples_n10000_p10%_v3.col,MaxGrau,4997626,10
10000,129.932439,4,10000,10000,simples_n10000_p10%_v4.col,MinGrau,5000639,10
10000,132.925236,5,10000,10000,simples_n10000_p10%_v5.col,MinGrau,5004071,10
10000,463.639557,1,10000,10000,simples_n10000_p20%_v1.col,MaxGrau,10002427,20
10000,482.448155,2,10000,10000,simples_n10000_p20%_v2.col,MaxGrau,9998452,20
10000,463.968832,3,10000,10000,simples_n10000_p20%_v3.col,MinGrau,9999290,20
10000,482.866252,4,10000,10000,simples_n10000_p20%_v4.col,MaxGrau,9998158,20
10000,463.059681,5,10000,10000,simples_n10000_p20%_v5.col,MaxGrau,9998183,20
10000,1010.204623,1,10000,10000,simples_n10000_p30%_v1.col,MaxGrau,14993088,30
10000,965.408963,2,10000,10000,simples_n10000_p30%_v2.col,MaxGrau,14996348,30
10000,954.955012,3,10000,10000,simples_n10000_p30%_v3.col,MinGrau,14992029,30
10000,887.509956,4,10000,10000,simples_n10000_p30%_v4.col,MaxGrau,14991335,30
10000,888.859267,5,10000,10000,simples_n10000_p30%_v5.col,MinGrau,14996009,30
10000,1549.492581,1,10000,10000,simples_n10000_p40%_v1.col,MinGrau,19995432,40
10000,1543.812086,2,10000,10000,simples_n10000_p40%_v2.col,MaxGrau,20001861,40
10000,1455.895771,3,10000,10000,simples_n10000_p40%_v3.col,MaxGrau,20001769,40
10000,1430.812772,4,10000,10000,simples_n10000_p40%_v4.col,MinGrau,19997214,40
10000,1444.489781,5,10000,10000,simples_n10000_p40%_v5.col,MinGrau,20002170,40
10000,2191.761495,1,10000,10000,simples_n10000_p50%_v1.col,MinGrau,24997973,50
10000,2128.279905,2,10000,10000,simples_n10000_p50%_v2.col,MinGrau,24994842,50
10000,2162.62308,3,10000,10000,simples_n10000_p50%_v3.col,MaxGrau,25000707,50
10000,2140.148966,4,10000,10000,simples_n10000_p50%_v4.col,MaxGrau,24994761,50
10000,2049.708282,5,10000,10000,simples_n10000_p50%_v5.col,MinGrau,24997499,50
10000,2892.008269,1,10000,10000,simples_n10000_p60%_v1.col,MaxGrau,29997654,60
10000,2837.807003,2,10000,10000,simples_n10000_p60%_v2.col,MinGrau,30001927,60
10000,2833.281571,3,10000,10000,simples_n10000_p60%_v3.col,MaxGrau,29992226,60
10000,2734.731708,4,10000,10000,simples_n10000_p60%_v4.col,MinGrau,29997486,60
10000,2689.988202,5,10000,10000,simples_n10000_p60%_v5.col,MaxGrau,30002179,60
10000,3506.837824,1,10000,10000,simples_n10000_p70%_v1.col,MinGrau,34993921,70
10000,3345.287275,2,10000,10000,simples_n10000_p70%_v2.col,MaxGrau,34988633,70
10000,3355.860981,3,10000,10000,simples_n10000_p70%_v3.col,MaxGrau,34998397,70
10000,3275.353424,4,10000,10000,simples_n10000_p70%_v4.col,MinGrau,34998565,70
10000,3255.655335,5,10000,10000,simples_n10000_p70%_v5.col,MinGrau,34994075,70
10000,4113.007405,1,10000,10000,simples_n10000_p80%_v1.col,MinGrau,39995612,80
10000,4163.916507,2,10000,10000,simples_n10000_p80%_v2.col,MinGrau,39995104,80
10000,4206.043381,3,10000,10000,simples_n10000_p80%_v3.col,MinGrau,39993609,80
10000,4215.953642,4,10000,10000,simples_n10000_p80%_v4.col,MinGrau,39996475,80
10000,4220.040419,5,10000,10000,simples_n10000_p80%_v5.col,MaxGrau,39996026,80
10000,4942.499801,1,10000,10000,simples_n10000_p90%_v1.col,MaxGrau,44993059,90
10000,4547.96197,2,10000,10000,simples_n10000_p90%_v2.col,MaxGrau,45000320,90
10000,4980.90653,3,10000,10000,simples_n10000_p90%_v3.col,MaxGrau,44995173,90
10000,5046.06338,4,10000,10000,simples_n10000_p90%_v4.col,MaxGrau,44992473,90
10000,5057.693766,5,10000,10000,simples_n10000_p90%_v5.col,MaxGrau,44996976,90
