N,p,n,M,v,mean_time,se_time,instancia,mean_chi,se_chi
1500,1,1500,11366,1,281.45542,8.82277,simples_n1500_p01%_v1.col,244.6,0.5099
1500,1,1500,11342,2,309.56918,47.11681,simples_n1500_p01%_v2.col,245.6,0.67823
1500,1,1500,11148,3,386.23512,54.04818,simples_n1500_p01%_v3.col,242.0,0.70711
1500,1,1500,11074,4,336.588,54.77389,simples_n1500_p01%_v4.col,240.8,0.8
1500,1,1500,11227,5,301.72832,27.70867,simples_n1500_p01%_v5.col,243.4,0.74833
1500,3,1500,33773,1,808.11216,108.00975,simples_n1500_p03%_v1.col,586.8,0.8
1500,3,1500,33497,2,901.14977,95.45831,simples_n1500_p03%_v2.col,582.2,1.0198
1500,3,1500,33732,3,592.63848,61.6322,simples_n1500_p03%_v3.col,585.8,1.15758
1500,3,1500,33940,4,786.66096,70.25983,simples_n1500_p03%_v4.col,588.8,0.4899
1500,3,1500,33924,5,650.40783,42.75994,simples_n1500_p03%_v5.col,587.6,0.67823
1500,5,1500,56316,1,1772.8979,215.43349,simples_n1500_p05%_v1.col,909.2,1.68523
1500,5,1500,56011,2,1775.09455,191.30965,simples_n1500_p05%_v2.col,901.4,1.53623
1500,5,1500,55766,3,1858.11804,179.77327,simples_n1500_p05%_v3.col,900.6,2.7313
1500,5,1500,56187,4,1591.1843,211.79607,simples_n1500_p05%_v4.col,910.6,2.29347
1500,5,1500,56021,5,2040.73353,256.37505,simples_n1500_p05%_v5.col,906.0,2.58844
1500,10,1500,112217,1,47.24993,0.06352,simples_n1500_p10%_v1.col,1500.0,0.0
1500,10,1500,112691,2,46.46194,0.40585,simples_n1500_p10%_v2.col,1500.0,0.0
1500,10,1500,112672,3,44.56059,0.31533,simples_n1500_p10%_v3.col,1500.0,0.0
1500,10,1500,112801,4,45.35261,0.1787,simples_n1500_p10%_v4.col,1499.0,0.0
1500,10,1500,112693,5,44.07308,0.23728,simples_n1500_p10%_v5.col,1500.0,0.0
1500,20,1500,224745,1,152.15903,2.85906,simples_n1500_p20%_v1.col,1500.0,0.0
1500,20,1500,225120,2,152.73588,0.42119,simples_n1500_p20%_v2.col,1500.0,0.0
1500,20,1500,224419,3,149.9876,0.44914,simples_n1500_p20%_v3.col,1500.0,0.0
1500,20,1500,225907,4,153.02577,0.31837,simples_n1500_p20%_v4.col,1500.0,0.0
1500,20,1500,224803,5,152.5821,0.51071,simples_n1500_p20%_v5.col,1500.0,0.0
1500,30,1500,337438,1,324.48456,1.83185,simples_n1500_p30%_v1.col,1500.0,0.0
1500,30,1500,337407,2,322.05559,1.80769,simples_n1500_p30%_v2.col,1500.0,0.0
1500,30,1500,337774,3,334.53411,0.92435,simples_n1500_p30%_v3.col,1500.0,0.0
1500,30,1500,337081,4,333.8073,0.31215,simples_n1500_p30%_v4.col,1500.0,0.0
1500,30,1500,337047,5,332.1889,1.32323,simples_n1500_p30%_v5.col,1500.0,0.0
1500,40,1500,449641,1,598.88626,0.59102,simples_n1500_p40%_v1.col,1500.0,0.0
1500,40,1500,449668,2,586.14169,2.76871,simples_n1500_p40%_v2.col,1500.0,0.0
1500,40,1500,449631,3,583.12705,2.04155,simples_n1500_p40%_v3.col,1500.0,0.0
1500,40,1500,449348,4,574.54019,3.19444,simples_n1500_p40%_v4.col,1500.0,0.0
1500,40,1500,450031,5,596.42273,1.00595,simples_n1500_p40%_v5.col,1500.0,0.0
1500,50,1500,560825,1,911.01751,2.72115,simples_n1500_p50%_v1.col,1500.0,0.0
1500,50,1500,562370,2,904.70862,4.40689,simples_n1500_p50%_v2.col,1500.0,0.0
1500,50,1500,562325,3,893.28954,5.32203,simples_n1500_p50%_v3.col,1500.0,0.0
1500,50,1500,561533,4,907.68638,2.12716,simples_n1500_p50%_v4.col,1500.0,0.0
1500,50,1500,561820,5,905.36873,2.81669,simples_n1500_p50%_v5.col,1500.0,0.0
1500,60,1500,674980,1,1276.7172,4.2502,simples_n1500_p60%_v1.col,1500.0,0.0
1500,60,1500,675035,2,1288.91556,5.24464,simples_n1500_p60%_v2.col,1500.0,0.0
1500,60,1500,673524,3,1273.02746,5.53194,simples_n1500_p60%_v3.col,1500.0,0.0
1500,60,1500,673908,4,1284.61599,2.20911,simples_n1500_p60%_v4.col,1500.0,0.0
1500,60,1500,673927,5,1283.00104,3.87409,simples_n1500_p60%_v5.col,1500.0,0.0
1500,70,1500,787254,1,1736.4905,6.80824,simples_n1500_p70%_v1.col,1500.0,0.0
1500,70,1500,786348,2,1720.72993,4.36021,simples_n1500_p70%_v2.col,1500.0,0.0
1500,70,1500,787288,3,1734.55739,5.10349,simples_n1500_p70%_v3.col,1500.0,0.0
1500,70,1500,786636,4,1734.20767,2.94234,simples_n1500_p70%_v4.col,1500.0,0.0
1500,70,1500,787179,5,1737.02729,5.9641,simples_n1500_p70%_v5.col,1500.0,0.0
1500,80,1500,899947,1,2239.3604,5.39533,simples_n1500_p80%_v1.col,1500.0,0.0
1500,80,1500,899114,2,2226.73095,3.50933,simples_n1500_p80%_v2.col,1500.0,0.0
1500,80,1500,899160,3,2223.50081,3.42826,simples_n1500_p80%_v3.col,1500.0,0.0
1500,80,1500,899083,4,2139.47578,20.86569,simples_n1500_p80%_v4.col,1500.0,0.0
1500,80,1500,898806,5,2115.7794,0.66777,simples_n1500_p80%_v5.col,1500.0,0.0
1500,90,1500,1012291,1,2566.78404,0.69884,simples_n1500_p90%_v1.col,1500.0,0.0
1500,90,1500,1011429,2,2580.20331,0.63415,simples_n1500_p90%_v2.col,1500.0,0.0
1500,90,1500,1011851,3,2597.86983,2.60366,simples_n1500_p90%_v3.col,1500.0,0.0
1500,90,1500,1011205,4,2601.75792,0.30257,simples_n1500_p90%_v4.col,1500.0,0.0
1500,90,1500,1011484,5,2589.22098,0.19862,simples_n1500_p90%_v5.col,1500.0,0.0
