N,p,n,M,v,mean_time,se_time,instancia,mean_chi,se_chi
1000,1,1000,4972,1,174.21831,20.03078,simples_n1000_p01%_v1.col,155.8,1.39284
1000,1,1000,4997,2,155.83469,21.20158,simples_n1000_p01%_v2.col,155.2,2.26716
1000,1,1000,5119,3,182.13962,20.66319,simples_n1000_p01%_v3.col,153.6,1.83303
1000,1,1000,4875,4,171.26828,26.95951,simples_n1000_p01%_v4.col,153.4,3.04302
1000,1,1000,4914,5,146.48988,12.72238,simples_n1000_p01%_v5.col,153.8,1.24097
1000,3,1000,15032,1,265.3628,25.86964,simples_n1000_p03%_v1.col,341.6,0.5099
1000,3,1000,14860,2,264.10178,50.85585,simples_n1000_p03%_v2.col,337.4,1.02956
1000,3,1000,14977,3,262.82685,16.51982,simples_n1000_p03%_v3.col,339.6,0.5099
1000,3,1000,15042,4,204.43793,25.07377,simples_n1000_p03%_v4.col,341.2,0.96954
1000,3,1000,14848,5,208.53893,18.21578,simples_n1000_p03%_v5.col,337.6,0.5099
1000,5,1000,25093,1,618.82603,126.43775,simples_n1000_p05%_v1.col,517.6,1.02956
1000,5,1000,25053,2,408.52293,23.46389,simples_n1000_p05%_v2.col,521.2,1.88149
1000,5,1000,25160,3,565.77341,47.56476,simples_n1000_p05%_v3.col,522.2,1.52971
1000,5,1000,24797,4,548.13461,72.30451,simples_n1000_p05%_v4.col,514.8,1.74356
1000,5,1000,24991,5,566.20005,64.17545,simples_n1000_p05%_v5.col,517.2,0.86023
1000,10,1000,50462,1,19.40132,0.02859,simples_n1000_p10%_v1.col,986.0,0.0
1000,10,1000,50213,2,12.82645,0.01764,simples_n1000_p10%_v2.col,980.0,0.0
1000,10,1000,49945,3,13.28151,0.09745,simples_n1000_p10%_v3.col,984.0,0.0
1000,10,1000,50219,4,25.9811,0.12741,simples_n1000_p10%_v4.col,983.0,0.0
1000,10,1000,49888,5,19.3047,0.1159,simples_n1000_p10%_v5.col,987.0,0.0
1000,20,1000,100166,1,46.47866,0.10655,simples_n1000_p20%_v1.col,1000.0,0.0
1000,20,1000,99937,2,46.41981,0.10959,simples_n1000_p20%_v2.col,1000.0,0.0
1000,20,1000,99503,3,45.54959,0.02745,simples_n1000_p20%_v3.col,1000.0,0.0
1000,20,1000,99768,4,46.15382,0.11483,simples_n1000_p20%_v4.col,1000.0,0.0
1000,20,1000,99473,5,45.94054,0.09055,simples_n1000_p20%_v5.col,1000.0,0.0
1000,30,1000,149824,1,97.90108,0.04281,simples_n1000_p30%_v1.col,1000.0,0.0
1000,30,1000,149947,2,99.03777,0.26572,simples_n1000_p30%_v2.col,1000.0,0.0
1000,30,1000,149431,3,99.48865,0.16196,simples_n1000_p30%_v3.col,1000.0,0.0
