N,p,n,M,v,mean_time,se_time,instancia,mean_chi,se_chi
500,1,500,1247,1,0.5882,0.2864,simples_n500_p01%_v1.col,129.4,1.28841
500,1,500,1334,2,0.29662,0.01024,simples_n500_p01%_v2.col,128.0,2.60768
500,1,500,1196,3,0.2683,0.00267,simples_n500_p01%_v3.col,132.8,1.59374
500,1,500,1278,4,0.36823,0.08277,simples_n500_p01%_v4.col,130.4,0.8124
500,1,500,1243,5,0.27474,0.00379,simples_n500_p01%_v5.col,132.8,0.96954
500,3,500,3630,1,0.41466,0.00293,simples_n500_p03%_v1.col,141.8,0.5831
500,3,500,3730,2,0.41952,0.00061,simples_n500_p03%_v2.col,143.8,0.4899
500,3,500,3725,3,0.41716,0.00055,simples_n500_p03%_v3.col,144.8,0.37417
500,3,500,3694,4,0.41526,0.00114,simples_n500_p03%_v4.col,144.0,0.0
500,3,500,3741,5,0.41507,0.00066,simples_n500_p03%_v5.col,144.6,0.24495
500,5,500,6413,1,0.72646,0.08376,simples_n500_p05%_v1.col,219.2,0.37417
500,5,500,6224,2,0.62712,0.00145,simples_n500_p05%_v2.col,214.2,0.8
500,5,500,6266,3,0.63524,0.00082,simples_n500_p05%_v3.col,215.6,0.67823
500,5,500,6217,4,0.62862,0.00061,simples_n500_p05%_v4.col,213.4,0.5099
500,5,500,6277,5,0.63478,0.001,simples_n500_p05%_v5.col,216.2,0.2
500,10,500,12548,1,1.81446,0.08301,simples_n500_p10%_v1.col,396.6,0.4
500,10,500,12537,2,1.70863,0.00332,simples_n500_p10%_v2.col,396.4,0.5099
500,10,500,12464,3,1.69212,0.00277,simples_n500_p10%_v3.col,394.2,0.2
500,10,500,12431,4,1.68005,0.00247,simples_n500_p10%_v4.col,395.2,0.5831
500,10,500,12664,5,1.85048,0.10318,simples_n500_p10%_v5.col,397.6,0.6
500,20,500,25054,1,5.28707,0.00313,simples_n500_p20%_v1.col,500.0,0.0
500,20,500,24765,2,5.18184,0.00584,simples_n500_p20%_v2.col,500.0,0.0
500,20,500,24925,3,5.25924,0.02182,simples_n500_p20%_v3.col,500.0,0.0
500,20,500,25197,4,5.43022,0.09192,simples_n500_p20%_v4.col,500.0,0.0
500,20,500,24833,5,5.27888,0.04943,simples_n500_p20%_v5.col,500.0,0.0
500,30,500,37350,1,11.75981,0.06556,simples_n500_p30%_v1.col,500.0,0.0
500,30,500,37393,2,11.94561,0.04478,simples_n500_p30%_v2.col,500.0,0.0
500,30,500,37423,3,12.56905,0.16792,simples_n500_p30%_v3.col,500.0,0.0
500,30,500,37349,4,12.80223,0.13752,simples_n500_p30%_v4.col,500.0,0.0
500,30,500,37442,5,14.32365,0.8133,simples_n500_p30%_v5.col,500.0,0.0
500,40,500,49424,1,23.44369,0.85686,simples_n500_p40%_v1.col,500.0,0.0
500,40,500,50039,2,25.92274,1.21248,simples_n500_p40%_v2.col,500.0,0.0
500,40,500,49592,3,30.16991,0.69733,simples_n500_p40%_v3.col,500.0,0.0
500,40,500,49987,4,36.56082,0.73275,simples_n500_p40%_v4.col,500.0,0.0
500,40,500,50257,5,44.98084,1.07189,simples_n500_p40%_v5.col,500.0,0.0
500,50,500,61956,1,67.63571,1.36178,simples_n500_p50%_v1.col,500.0,0.0
500,50,500,62439,2,73.11067,2.33224,simples_n500_p50%_v2.col,500.0,0.0
500,50,500,62304,3,73.13835,2.90112,simples_n500_p50%_v3.col,500.0,0.0
500,50,500,62309,4,73.02565,3.10614,simples_n500_p50%_v4.col,500.0,0.0
500,50,500,62349,5,74.48678,0.88913,simples_n500_p50%_v5.col,500.0,0.0
500,60,500,74574,1,105.79008,2.41853,simples_n500_p60%_v1.col,500.0,0.0
500,60,500,74736,2,106.52031,2.47586,simples_n500_p60%_v2.col,500.0,0.0
500,60,500,74632,3,102.5835,5.03219,simples_n500_p60%_v3.col,500.0,0.0
500,60,500,75011,4,108.5047,2.61514,simples_n500_p60%_v4.col,500.0,0.0
500,60,500,74982,5,107.45282,1.3745,simples_n500_p60%_v5.col,500.0,0.0
500,70,500,87094,1,145.51436,3.88166,simples_n500_p70%_v1.col,500.0,0.0
500,70,500,87398,2,138.56134,3.26093,simples_n500_p70%_v2.col,500.0,0.0
500,70,500,87405,3,143.08493,3.87429,simples_n500_p70%_v3.col,500.0,0.0
500,70,500,87580,4,142.04914,2.36194,simples_n500_p70%_v4.col,500.0,0.0
500,70,500,87311,5,134.52084,4.05759,simples_n500_p70%_v5.col,500.0,0.0
500,80,500,99614,1,176.57916,4.93724,simples_n500_p80%_v1.col,500.0,0.0
500,80,500,99748,2,182.55043,2.91672,simples_n500_p80%_v2.col,500.0,0.0
500,80,500,99882,3,177.83634,2.32606,simples_n500_p80%_v3.col,500.0,0.0
500,80,500,99686,4,174.20751,1.10258,simples_n500_p80%_v4.col,500.0,0.0
500,80,500,99554,5,177.89077,2.71476,simples_n500_p80%_v5.col,500.0,0.0
500,90,500,112458,1,205.3652,3.83591,simples_n500_p90%_v1.col,500.0,0.0
500,90,500,112270,2,212.48154,1.53156,simples_n500_p90%_v2.col,500.0,0.0
500,90,500,112133,3,203.33732,4.30533,simples_n500_p90%_v3.col,500.0,0.0
500,90,500,112525,4,196.94327,4.46298,simples_n500_p90%_v4.col,500.0,0.0
500,90,500,112278,5,200.67183,2.34107,simples_n500_p90%_v5.col,500.0,0.0
