a,b,N,p,M,v,mean_time,se_time,mean_chi,se_chi,instancia
100,100,200,1,92,1,3.4467247102000003,1.83409652950284,39.0,0.7071067811865476,bi_a100_b100_p01%_v1.col
100,100,200,1,103,2,1.276781724,0.17657589583856995,35.6,0.6782329983125267,bi_a100_b100_p01%_v2.col
100,100,200,3,306,1,4.130489411799999,0.12855677807041777,35.6,1.2489995996796797,bi_a100_b100_p03%_v1.col
100,100,200,3,317,2,4.5997036188000004,0.2830495798650833,31.6,0.8124038404635959,bi_a100_b100_p03%_v2.col
100,100,200,5,497,1,4.1899393652,0.35541645935370236,40.4,0.24494897427831777,bi_a100_b100_p05%_v1.col
100,100,200,5,488,2,3.9963814882,0.24909792945485726,40.2,0.58309518948453,bi_a100_b100_p05%_v2.col
100,100,200,10,971,1,6.708602452400001,0.5711615193943642,62.6,0.6782329983125267,bi_a100_b100_p10%_v1.col
100,100,200,10,922,2,8.1076169756,0.7513915327804536,60.8,0.3741657386773941,bi_a100_b100_p10%_v2.col
100,100,200,20,1973,1,11.6159843078,0.3476009867979309,105.2,0.19999999999999998,bi_a100_b100_p20%_v1.col
100,100,200,20,2003,2,15.340110940600002,0.8837256753692957,106.8,0.48989794855663554,bi_a100_b100_p20%_v2.col
100,100,200,30,2897,1,25.709560079,3.826224681052849,137.4,0.39999999999999997,bi_a100_b100_p30%_v1.col
100,100,200,30,3016,2,24.708319621199998,2.1052235127124326,142.4,0.39999999999999997,bi_a100_b100_p30%_v2.col
100,100,200,40,3953,1,33.8697305872,4.927109105338161,159.6,0.5099019513592785,bi_a100_b100_p40%_v1.col
100,100,200,40,4048,2,28.974126626599997,1.9138669699307116,162.6,0.39999999999999997,bi_a100_b100_p40%_v2.col
100,100,200,50,5022,1,41.3117761534,2.2402987680983943,172.8,0.2,bi_a100_b100_p50%_v1.col
100,100,200,50,5019,2,34.724398859400004,2.329097442804794,173.4,0.24494897427831777,bi_a100_b100_p50%_v2.col
100,100,200,60,6000,1,53.1921878268,6.780882453439809,181.4,0.24494897427831777,bi_a100_b100_p60%_v1.col
100,100,200,60,5978,2,45.6316524274,3.0256445280898614,181.2,0.19999999999999998,bi_a100_b100_p60%_v2.col
100,100,200,70,7039,1,54.373479576,4.0668279018892886,186.6,0.24494897427831777,bi_a100_b100_p70%_v1.col
100,100,200,70,7044,2,58.6251001998,4.615308498419091,186.8,0.19999999999999998,bi_a100_b100_p70%_v2.col
100,100,200,80,8007,1,60.722774519999994,3.4868349602477253,190.4,0.24494897427831777,bi_a100_b100_p80%_v1.col
100,100,200,80,7988,2,59.45792358920001,1.040488966421716,190.2,0.2,bi_a100_b100_p80%_v2.col
100,100,200,90,9021,1,71.1287071962,8.446697332573352,193.6,0.24494897427831777,bi_a100_b100_p90%_v1.col
100,100,200,90,8994,2,64.8809773104,5.397145041145039,193.8,0.19999999999999998,bi_a100_b100_p90%_v2.col
100,500,600,1,525,1,13.809310046799999,0.5766078801031861,61.6,1.0295630140987,bi_a100_b500_p01%_v1.col
100,500,600,1,516,2,14.456456666600001,0.3484669463773658,59.4,2.315167380558045,bi_a100_b500_p01%_v2.col
100,500,600,3,1537,1,21.252529604,2.245640697395008,75.4,1.4696938456699067,bi_a100_b500_p03%_v1.col
100,500,600,3,1444,2,20.508016701800003,1.0596805022710691,72.8,1.5937377450509227,bi_a100_b500_p03%_v2.col
100,500,600,5,2497,1,21.1063067662,1.0838674815924447,96.8,0.8602325267042625,bi_a100_b500_p05%_v1.col
100,500,600,5,2502,2,20.7567696626,2.2063699901402507,96.6,0.8124038404635959,bi_a100_b500_p05%_v2.col
100,500,600,10,5152,1,59.40733337299999,10.971468375542251,162.4,0.8124038404635959,bi_a100_b500_p10%_v1.col
100,500,600,10,4977,2,53.673219026599995,5.369145826593103,157.4,0.6782329983125267,bi_a100_b500_p10%_v2.col
100,500,600,20,10077,1,205.4281653988,17.672436651141236,330.6,0.39999999999999997,bi_a100_b500_p20%_v1.col
100,500,600,20,10063,2,254.6057995912,26.541760719815198,325.4,1.3266499161421599,bi_a100_b500_p20%_v2.col
100,500,600,30,15047,1,245.027683166,13.1656482525987,512.2,0.7348469228349535,bi_a100_b500_p30%_v1.col
100,500,600,30,15090,2,319.1193525524,42.235958636401335,518.6,0.8124038404635959,bi_a100_b500_p30%_v2.col
100,500,600,40,20050,1,430.3967829765999,41.839659596041066,549.4,0.5099019513592784,bi_a100_b500_p40%_v1.col
100,500,600,40,19920,2,493.6786454604,50.33238413385213,549.4,0.5099019513592785,bi_a100_b500_p40%_v2.col
100,500,600,50,25075,1,485.95603223759997,30.044127045459927,566.8,0.3741657386773941,bi_a100_b500_p50%_v1.col
100,500,600,50,24945,2,557.6476129956,70.47408475928385,567.2,0.48989794855663565,bi_a100_b500_p50%_v2.col
100,500,600,60,29954,1,592.7567513032001,29.992086703310942,576.8,0.20000000000000004,bi_a100_b500_p60%_v1.col
100,500,600,60,29933,2,617.914415972,64.05690087857518,576.6,0.4,bi_a100_b500_p60%_v2.col
