a,b,N,p,M,v,mean_time,se_time,mean_chi,se_chi,instancia
100,100,200,1,92,1,1.514048376,0.9647191643829225,39.0,0.9486832980505137,bi_a100_b100_p01%_v1.col
100,100,200,1,103,2,0.5252355804000001,0.08229604417662922,35.4,0.24494897427831777,bi_a100_b100_p01%_v2.col
100,100,200,3,306,1,1.5798764960000002,0.12495038998699434,39.8,1.8275666882497066,bi_a100_b100_p03%_v1.col
100,100,200,3,317,2,1.3740181277999999,0.11358812365154314,36.4,1.208304597359457,bi_a100_b100_p03%_v2.col
100,100,200,5,497,1,1.2315315145999999,0.17706235279858598,43.0,0.6324555320336759,bi_a100_b100_p05%_v1.col
100,100,200,5,488,2,1.2702638568,0.1228240761715528,43.8,1.1575836902790224,bi_a100_b100_p05%_v2.col
100,100,200,10,971,1,1.4564246576,0.2072336093228982,64.2,0.48989794855663554,bi_a100_b100_p10%_v1.col
100,100,200,10,922,2,1.321864405,0.19276144397547956,63.2,0.3741657386773941,bi_a100_b100_p10%_v2.col
100,100,200,20,1973,1,3.8458959983999996,0.7046451360289541,107.2,0.48989794855663554,bi_a100_b100_p20%_v1.col
100,100,200,20,2003,2,4.1660872774,0.43681971218854376,108.2,0.7348469228349533,bi_a100_b100_p20%_v2.col
100,100,200,30,2897,1,5.701792330599999,1.0577304287056486,140.2,0.3741657386773941,bi_a100_b100_p30%_v1.col
100,100,200,30,3016,2,5.8637050906,0.689588400862854,143.0,1.3038404810405297,bi_a100_b100_p30%_v2.col
100,100,200,40,3953,1,7.917158587,0.7071174723698386,161.0,0.4472135954999579,bi_a100_b100_p40%_v1.col
100,100,200,40,4048,2,8.632760356199999,0.8137780343363314,162.6,0.5099019513592785,bi_a100_b100_p40%_v2.col
100,100,200,50,5022,1,9.833127350400002,0.6334970802037008,173.8,0.3741657386773941,bi_a100_b100_p50%_v1.col
100,100,200,50,5019,2,11.586273696,1.248698808298263,172.8,0.19999999999999998,bi_a100_b100_p50%_v2.col
100,100,200,60,6000,1,16.1385034332,2.1784221209795556,181.6,0.24494897427831777,bi_a100_b100_p60%_v1.col
100,100,200,60,5978,2,14.266283849,2.1823233937457895,181.4,0.39999999999999997,bi_a100_b100_p60%_v2.col
100,100,200,70,7039,1,17.728801928800003,1.4358347979697696,187.0,0.0,bi_a100_b100_p70%_v1.col
100,100,200,70,7044,2,16.222300136799998,2.2570195277252827,187.4,0.24494897427831777,bi_a100_b100_p70%_v2.col
100,100,200,80,8007,1,16.610915929199997,1.3741155830864136,190.6,0.24494897427831777,bi_a100_b100_p80%_v1.col
100,100,200,80,7988,2,16.2289363726,0.7003961087682303,190.2,0.19999999999999998,bi_a100_b100_p80%_v2.col
100,100,200,90,9021,1,16.128050116,0.6564727498959452,194.0,0.0,bi_a100_b100_p90%_v1.col
100,100,200,90,8994,2,16.806174176200003,0.8355645880630418,194.0,0.0,bi_a100_b100_p90%_v2.col
100,500,600,1,525,1,5.499625204199999,0.4731844233285419,65.0,2.073644135332772,bi_a100_b500_p01%_v1.col
100,500,600,1,516,2,5.9195502617999995,0.4208506035676512,66.4,1.3638181696985854,bi_a100_b500_p01%_v2.col
100,500,600,3,1537,1,6.461247891399999,1.0254586344391616,82.2,0.7999999999999999,bi_a100_b500_p03%_v1.col
100,500,600,3,1444,2,5.382107675,0.3020090058902239,80.0,1.0488088481701516,bi_a100_b500_p03%_v2.col
100,500,600,5,2497,1,6.160104658600001,0.9019370262652684,98.2,0.8602325267042625,bi_a100_b500_p05%_v1.col
100,500,600,5,2502,2,7.7605265092,1.2235959985124367,97.2,1.0198039027185568,bi_a100_b500_p05%_v2.col
100,500,600,10,5152,1,12.5534278096,1.7397853077113359,165.2,0.7348469228349535,bi_a100_b500_p10%_v1.col
100,500,600,10,4977,2,11.0613233148,1.1957101856148205,160.0,0.31622776601683794,bi_a100_b500_p10%_v2.col
100,500,600,20,10077,1,65.29392059919999,6.324323895116955,335.2,1.3928388277184118,bi_a100_b500_p20%_v1.col
100,500,600,20,10063,2,76.4399751302,11.170026348203018,331.0,0.6324555320336759,bi_a100_b500_p20%_v2.col
100,500,600,30,15047,1,96.3131621156,13.432206990788533,512.6,0.39999999999999997,bi_a100_b500_p30%_v1.col
100,500,600,30,15090,2,87.6951382538,7.169165104196451,519.4,0.7483314773547882,bi_a100_b500_p30%_v2.col
100,500,600,40,20050,1,102.24547896099998,15.278625253813333,551.4,0.5099019513592785,bi_a100_b500_p40%_v1.col
100,500,600,40,19920,2,88.9131514058,7.529628514528957,551.2,0.58309518948453,bi_a100_b500_p40%_v2.col
100,500,600,50,25075,1,121.94725384019998,12.060917425325867,567.8,0.48989794855663554,bi_a100_b500_p50%_v1.col
100,500,600,50,24945,2,142.0066625822,13.07233776015149,567.6,0.5099019513592785,bi_a100_b500_p50%_v2.col
100,500,600,60,29954,1,164.45749691140003,20.27752009191295,577.4,0.24494897427831783,bi_a100_b500_p60%_v1.col
100,500,600,60,29933,2,169.22654262400002,18.685530184234597,577.6,0.24494897427831783,bi_a100_b500_p60%_v2.col
100,500,600,70,35049,1,178.10672208600002,9.673703509280388,584.6,0.24494897427831783,bi_a100_b500_p70%_v1.col
100,500,600,70,35055,2,307.06852502059996,40.001918197053264,583.4,0.39999999999999997,bi_a100_b500_p70%_v2.col
100,500,600,80,40002,1,335.69318913959995,24.11562540431635,588.8,0.19999999999999998,bi_a100_b500_p80%_v1.col
100,500,600,80,39945,2,215.8316660892,8.052844851053155,589.0,0.0,bi_a100_b500_p80%_v2.col
100,500,600,90,45019,1,273.6245596072,29.414212997675204,592.8,0.20000000000000004,bi_a100_b500_p90%_v1.col
100,500,600,90,44905,2,233.09305061619997,1.0494026718070455,593.0,0.0,bi_a100_b500_p90%_v2.col
500,500,1000,1,2537,1,55.69849089099999,6.892244524041282,180.2,7.172168430816442,bi_a500_b500_p01%_v1.col
500,500,1000,1,2396,2,53.9894830608,8.82715027959934,183.8,8.517041739947034,bi_a500_b500_p01%_v2.col
500,500,1000,3,7384,1,28.333373795,6.20352591029769,199.0,1.7320508075688772,bi_a500_b500_p03%_v1.col
500,500,1000,3,7474,2,26.4165876442,5.051914634724297,200.4,0.9273618495495702,bi_a500_b500_p03%_v2.col
500,500,1000,5,12438,1,39.1216509618,5.190122834773676,296.0,1.0488088481701516,bi_a500_b500_p05%_v1.col
500,500,1000,5,12517,2,37.243477975400005,1.8689287645746175,297.6,0.24494897427831783,bi_a500_b500_p05%_v2.col
500,500,1000,10,25253,1,197.98592700999998,17.761049987107288,517.8,1.2,bi_a500_b500_p10%_v1.col
500,500,1000,10,24872,2,141.4804553574,15.088596606667593,513.2,0.58309518948453,bi_a500_b500_p10%_v2.col
500,500,1000,20,50042,1,516.7953310557999,46.55754435112122,797.6,0.6782329983125268,bi_a500_b500_p20%_v1.col
500,500,1000,20,50009,2,603.2769962897999,33.72238541261628,795.0,0.8366600265340755,bi_a500_b500_p20%_v2.col
500,500,1000,30,75280,1,680.4304921854,93.89305905299341,898.2,0.7348469228349535,bi_a500_b500_p30%_v1.col
500,500,1000,30,75133,2,726.3363876608,105.43045944349515,896.6,0.6,bi_a500_b500_p30%_v2.col
500,500,1000,40,100391,1,966.812415406,134.6299277810816,939.4,0.39999999999999997,bi_a500_b500_p40%_v1.col
500,500,1000,40,100075,2,845.1047739948001,59.15255136509482,938.8,0.3741657386773941,bi_a500_b500_p40%_v2.col
500,500,1000,50,124819,1,1013.8244741579999,97.35159669469486,960.6,0.24494897427831783,bi_a500_b500_p50%_v1.col
500,500,1000,50,125009,2,1143.0213321906,109.48231124638359,960.4,0.39999999999999997,bi_a500_b500_p50%_v2.col
500,500,1000,60,149899,1,1238.3431927184,137.97090556668573,973.6,0.24494897427831783,bi_a500_b500_p60%_v1.col
500,500,1000,60,149722,2,1129.2250730698001,55.789626833128786,973.6,0.24494897427831783,bi_a500_b500_p60%_v2.col
500,500,1000,70,175289,1,1473.0192538275999,80.99837359876157,981.8,0.19999999999999998,bi_a500_b500_p70%_v1.col
500,500,1000,70,174970,2,1426.7111993408,36.47984384310291,981.6,0.24494897427831783,bi_a500_b500_p70%_v2.col
500,500,1000,80,199919,1,2199.1478754758,319.50479763705465,987.6,0.24494897427831783,bi_a500_b500_p80%_v1.col
500,500,1000,80,200277,2,2390.5708977958,380.50002186594264,987.2,0.3741657386773941,bi_a500_b500_p80%_v2.col
500,500,1000,90,224990,1,2346.4304736172003,383.870458993992,991.8,0.20000000000000004,bi_a500_b500_p90%_v1.col
500,500,1000,90,225217,2,1905.6126295102,9.158978037047993,992.0,0.0,bi_a500_b500_p90%_v2.col
