a,b,N,p,M,v,mean_time,se_time,mean_chi,se_chi,instancia
100,100,200,1,92,1,1.34877555,0.9833512688842883,39.6,0.8124038404635959,bi_a100_b100_p01%_v1.col
100,100,200,1,103,2,0.37843053540000005,0.08592047473096498,36.2,0.58309518948453,bi_a100_b100_p01%_v2.col
100,100,200,3,306,1,1.3420818606,0.1465936540430526,35.2,1.2409673645990857,bi_a100_b100_p03%_v1.col
100,100,200,3,317,2,1.1922836442,0.07147783911315815,33.6,0.39999999999999997,bi_a100_b100_p03%_v2.col
100,100,200,5,497,1,1.2016175774,0.0865282595756422,40.8,0.3741657386773941,bi_a100_b100_p05%_v1.col
100,100,200,5,488,2,1.2552811674000002,0.18538638372923646,40.6,0.5099019513592784,bi_a100_b100_p05%_v2.col
100,100,200,10,971,1,1.8200373767999998,0.14411482077502627,63.2,0.19999999999999998,bi_a100_b100_p10%_v1.col
100,100,200,10,922,2,1.4942607032,0.1768806892649206,61.2,0.48989794855663554,bi_a100_b100_p10%_v2.col
100,100,200,20,1973,1,3.6940058424,0.18505023012974608,105.8,0.19999999999999998,bi_a100_b100_p20%_v1.col
100,100,200,20,2003,2,3.179188074,0.3488262208080677,108.0,0.5477225575051661,bi_a100_b100_p20%_v2.col
100,100,200,30,2897,1,5.6534580166,0.8620662498563542,138.8,0.3741657386773941,bi_a100_b100_p30%_v1.col
100,100,200,30,3016,2,5.5065501046000005,0.4284285170867667,142.2,0.916515138991168,bi_a100_b100_p30%_v2.col
100,100,200,40,3953,1,6.4644523792,0.6429866313678875,160.0,0.5477225575051661,bi_a100_b100_p40%_v1.col
100,100,200,40,4048,2,7.358511369800001,0.7934009784198703,162.8,0.3741657386773941,bi_a100_b100_p40%_v2.col
100,100,200,50,5022,1,8.292870842,0.6330015981229196,174.0,0.0,bi_a100_b100_p50%_v1.col
100,100,200,50,5019,2,9.2838974014,0.6490718187580871,173.0,0.5477225575051661,bi_a100_b100_p50%_v2.col
100,100,200,60,6000,1,11.615039191400001,1.5045611965445815,181.8,0.2,bi_a100_b100_p60%_v1.col
100,100,200,60,5978,2,9.59334635,0.5581775194673455,181.4,0.24494897427831777,bi_a100_b100_p60%_v2.col
100,100,200,70,7039,1,13.808146459399998,1.7665910128123896,186.6,0.24494897427831777,bi_a100_b100_p70%_v1.col
100,100,200,70,7044,2,12.524964897,2.584511634096294,187.4,0.39999999999999997,bi_a100_b100_p70%_v2.col
100,100,200,80,8007,1,12.825062251399999,0.7683268045245868,190.8,0.2,bi_a100_b100_p80%_v1.col
100,100,200,80,7988,2,16.7001915538,1.9318371028518535,190.0,0.0,bi_a100_b100_p80%_v2.col
100,100,200,90,9021,1,12.6715524822,0.5405116786166917,194.0,0.0,bi_a100_b100_p90%_v1.col
100,100,200,90,8994,2,12.2393984908,0.21692871739641334,194.0,0.0,bi_a100_b100_p90%_v2.col
100,500,600,1,525,1,4.5134152372,0.5163223066911875,62.2,1.7999999999999998,bi_a100_b500_p01%_v1.col
100,500,600,1,516,2,4.510559144,0.1347597856517665,60.0,1.1401754250991378,bi_a100_b500_p01%_v2.col
100,500,600,3,1537,1,3.7710194694,0.24306303490669112,81.6,0.6782329983125267,bi_a100_b500_p03%_v1.col
100,500,600,3,1444,2,5.3682511868,0.6874678965867542,77.0,2.7202941017470885,bi_a100_b500_p03%_v2.col
100,500,600,5,2497,1,4.8357663427999995,0.5297322352981642,97.0,0.7071067811865476,bi_a100_b500_p05%_v1.col
100,500,600,5,2502,2,5.204932989599999,0.9525736577345199,97.2,1.2409673645990855,bi_a100_b500_p05%_v2.col
100,500,600,10,5152,1,14.4466297916,1.769425615873387,163.6,0.39999999999999997,bi_a100_b500_p10%_v1.col
100,500,600,10,4977,2,14.784219730200002,1.2732706427680878,157.2,0.3741657386773941,bi_a100_b500_p10%_v2.col
100,500,600,20,10077,1,62.0603584834,4.972885639451172,331.4,1.3266499161421599,bi_a100_b500_p20%_v1.col
100,500,600,20,10063,2,64.86640479,6.287447387610726,329.0,1.0954451150103321,bi_a100_b500_p20%_v2.col
100,500,600,30,15047,1,71.9551134294,5.8910333084333315,512.6,0.5099019513592785,bi_a100_b500_p30%_v1.col
100,500,600,30,15090,2,55.739771346199994,5.797003017196549,520.8,0.7348469228349535,bi_a100_b500_p30%_v2.col
100,500,600,40,20050,1,83.2532309108,7.475333092445501,550.8,0.58309518948453,bi_a100_b500_p40%_v1.col
100,500,600,40,19920,2,96.3417443028,8.050766242600668,549.8,0.48989794855663565,bi_a100_b500_p40%_v2.col
100,500,600,50,25075,1,112.43302113159999,11.814036193991084,567.6,0.24494897427831783,bi_a100_b500_p50%_v1.col
100,500,600,50,24945,2,114.5057591532,11.857758442397294,567.2,0.3741657386773941,bi_a100_b500_p50%_v2.col
100,500,600,60,29954,1,129.0320371698,19.808777198760186,577.6,0.24494897427831783,bi_a100_b500_p60%_v1.col
100,500,600,60,29933,2,121.8784104592,5.345601519462766,577.6,0.24494897427831783,bi_a100_b500_p60%_v2.col
100,500,600,70,35049,1,170.2554256118,25.35107971071862,584.4,0.24494897427831783,bi_a100_b500_p70%_v1.col
100,500,600,70,35055,2,141.484640296,4.738447072075794,584.2,0.19999999999999998,bi_a100_b500_p70%_v2.col
