a,b,N,p,M,v,mean_time,se_time,mean_chi,se_chi,instancia
100,100,200,1,92,1,1.8303166076,1.1291491207244289,41.0,0.31622776601683794,bi_a100_b100_p01%_v1.col
100,100,200,1,103,2,0.7229457297999999,0.13412455633664366,36.6,0.24494897427831777,bi_a100_b100_p01%_v2.col
100,100,200,3,306,1,2.3515124286,0.2765629728564927,36.6,1.4352700094407322,bi_a100_b100_p03%_v1.col
100,100,200,3,317,2,2.3693986874,0.13787746822387867,38.0,0.8366600265340755,bi_a100_b100_p03%_v2.col
100,100,200,5,497,1,2.133329958,0.2305028843678409,42.2,0.7348469228349533,bi_a100_b100_p05%_v1.col
100,100,200,5,488,2,2.0914368188,0.17700125395157085,41.6,0.9797958971132713,bi_a100_b100_p05%_v2.col
100,100,200,10,971,1,2.5050063594000003,0.26123459304540775,63.4,0.5099019513592784,bi_a100_b100_p10%_v1.col
100,100,200,10,922,2,1.9960610509999999,0.28449192127276995,61.4,0.24494897427831777,bi_a100_b100_p10%_v2.col
100,100,200,20,1973,1,6.345074325799999,0.6810513996185442,106.2,0.6633249580710798,bi_a100_b100_p20%_v1.col
100,100,200,20,2003,2,7.2112244894,0.993123702243534,107.6,0.7483314773547882,bi_a100_b100_p20%_v2.col
100,100,200,30,2897,1,7.607479463999999,0.9511261447705011,140.4,0.39999999999999997,bi_a100_b100_p30%_v1.col
100,100,200,30,3016,2,10.7592223234,2.236123314851691,143.6,0.6,bi_a100_b100_p30%_v2.col
100,100,200,40,3953,1,21.1313289056,3.778818151667214,160.0,0.4472135954999579,bi_a100_b100_p40%_v1.col
100,100,200,40,4048,2,13.6081118736,1.3670670449758953,163.6,0.24494897427831777,bi_a100_b100_p40%_v2.col
100,100,200,50,5022,1,20.445972190199996,1.8023256273463948,173.0,0.31622776601683794,bi_a100_b100_p50%_v1.col
100,100,200,50,5019,2,24.079537879,2.986150029822201,172.4,0.39999999999999997,bi_a100_b100_p50%_v2.col
100,100,200,60,6000,1,22.9951606128,2.7601140733241314,181.6,0.24494897427831777,bi_a100_b100_p60%_v1.col
100,100,200,60,5978,2,23.1044868774,1.0609014300340909,181.0,0.0,bi_a100_b100_p60%_v2.col
100,100,200,70,7039,1,27.279152966399998,0.5788290877084747,186.8,0.19999999999999998,bi_a100_b100_p70%_v1.col
100,100,200,70,7044,2,27.259933432999997,2.5643864361742286,187.2,0.19999999999999998,bi_a100_b100_p70%_v2.col
100,100,200,80,8007,1,34.1608642708,5.036833278352282,190.2,0.19999999999999998,bi_a100_b100_p80%_v1.col
100,100,200,80,7988,2,31.236570664399995,1.4019348008086976,190.0,0.0,bi_a100_b100_p80%_v2.col
