a,b,N,p,M,v,mean_time,se_time,mean_chi,se_chi,instancia
100,100,200,1,92,1,1.2050507825999999,0.8698514211312236,41.8,0.58309518948453,bi_a100_b100_p01%_v1.col
100,100,200,1,103,2,0.2347449176,0.012390635684013699,39.6,0.7483314773547882,bi_a100_b100_p01%_v2.col
100,100,200,3,306,1,0.5459038348,0.03441579512615417,47.4,1.0295630140987,bi_a100_b100_p03%_v1.col
100,100,200,3,317,2,0.5969637038,0.10058307328239068,44.6,2.6570660511172846,bi_a100_b100_p03%_v2.col
100,100,200,5,497,1,0.8040696277999999,0.019333675540802567,43.6,1.0295630140987,bi_a100_b100_p05%_v1.col
100,100,200,5,488,2,0.850702558,0.1560985170044483,44.2,0.3741657386773941,bi_a100_b100_p05%_v2.col
100,100,200,10,971,1,1.2202192722,0.15704745610996906,65.6,0.39999999999999997,bi_a100_b100_p10%_v1.col
100,100,200,10,922,2,1.0748230144000002,0.10736345065128673,63.2,0.19999999999999998,bi_a100_b100_p10%_v2.col
100,100,200,20,1973,1,1.6694214212000003,0.13930850141764398,109.4,0.24494897427831777,bi_a100_b100_p20%_v1.col
100,100,200,20,2003,2,1.8692732950000004,0.10543671532293929,111.4,0.24494897427831777,bi_a100_b100_p20%_v2.col
100,100,200,30,2897,1,3.4737873862,0.20328728611612515,141.6,0.24494897427831777,bi_a100_b100_p30%_v1.col
100,100,200,30,3016,2,3.9830984191999996,0.30068958325101114,145.2,0.2,bi_a100_b100_p30%_v2.col
100,100,200,40,3953,1,5.1471395054,0.21441286159911815,161.2,0.3741657386773941,bi_a100_b100_p40%_v1.col
100,100,200,40,4048,2,6.387379814,1.1669269372872175,163.8,0.48989794855663554,bi_a100_b100_p40%_v2.col
100,100,200,50,5022,1,8.847156554600001,0.7560747156361785,174.0,0.0,bi_a100_b100_p50%_v1.col
100,100,200,50,5019,2,7.1167620328,0.4349142544539847,174.0,0.0,bi_a100_b100_p50%_v2.col
100,100,200,60,6000,1,9.9926333136,1.323936715908956,182.2,0.19999999999999998,bi_a100_b100_p60%_v1.col
100,100,200,60,5978,2,9.989979904,1.4466608563490486,182.0,0.0,bi_a100_b100_p60%_v2.col
100,100,200,70,7039,1,12.219004018,0.8732817156475747,187.0,0.0,bi_a100_b100_p70%_v1.col
100,100,200,70,7044,2,10.2294986434,0.317210595925114,187.4,0.24494897427831777,bi_a100_b100_p70%_v2.col
100,100,200,80,8007,1,13.812002369000002,1.5775656174933348,190.6,0.24494897427831777,bi_a100_b100_p80%_v1.col
100,100,200,80,7988,2,15.4974761204,1.8974603084018589,190.2,0.3741657386773941,bi_a100_b100_p80%_v2.col
100,100,200,90,9021,1,13.74276428,0.9852400162965635,194.0,0.0,bi_a100_b100_p90%_v1.col
100,100,200,90,8994,2,12.054852182199998,0.07704845854735773,194.0,0.0,bi_a100_b100_p90%_v2.col
100,500,600,1,525,1,1.9462863150000005,0.25011880776971623,84.8,3.865229618017537,bi_a100_b500_p01%_v1.col
100,500,600,1,516,2,2.0213753718000005,0.1844335518658464,76.4,1.8601075237738274,bi_a100_b500_p01%_v2.col
100,500,600,3,1537,1,3.1826386112000002,0.39943906947193863,85.0,1.378404875209022,bi_a100_b500_p03%_v1.col
100,500,600,3,1444,2,2.6169253049999996,0.2840609244400536,83.4,1.9646882704388497,bi_a100_b500_p03%_v2.col
100,500,600,5,2497,1,4.032202955400001,0.5103147126630653,99.8,0.7999999999999999,bi_a100_b500_p05%_v1.col
100,500,600,5,2502,2,4.556424549600001,0.480798921533268,99.4,0.8124038404635959,bi_a100_b500_p05%_v2.col
