chi_sat,M_real,tempo_max,chi_max,chi_min,v_config,p_config,tempo_sat,n_config,N_real,instancia,tempo_min
381,20148,0.02313,330,433,1,1,0.039204,2000,2000,simples_n2000_p01%_v1.col,0.023482
380,19958,0.022691,326,436,2,1,0.039322,2000,2000,simples_n2000_p01%_v2.col,0.023081
375,20227,0.02237,326,426,3,1,0.113259,2000,2000,simples_n2000_p01%_v3.col,0.022752
379,20220,0.022529,325,438,4,1,0.038907,2000,2000,simples_n2000_p01%_v4.col,0.022919
374,19902,0.022494,323,433,5,1,0.038414,2000,2000,simples_n2000_p01%_v5.col,0.023031
883,59842,0.084985,857,941,1,3,0.097951,2000,2000,simples_n2000_p03%_v1.col,0.058345
888,60488,0.06068,864,966,2,3,0.104898,2000,2000,simples_n2000_p03%_v2.col,0.061626
885,60146,0.079442,864,960,3,3,0.097285,2000,2000,simples_n2000_p03%_v3.col,0.062534
886,59866,0.060605,862,949,4,3,0.094103,2000,2000,simples_n2000_p03%_v4.col,0.05867
887,59882,0.06041,857,949,5,3,0.094951,2000,2000,simples_n2000_p03%_v5.col,0.058307
1428,100255,0.134559,1398,1487,1,5,0.193307,2000,2000,simples_n2000_p05%_v1.col,0.12666
1431,100340,0.128369,1408,1492,2,5,0.187929,2000,2000,simples_n2000_p05%_v2.col,0.125994
1419,100077,0.127701,1387,1494,3,5,0.191562,2000,2000,simples_n2000_p05%_v3.col,0.125987
1440,100159,0.500729,1404,1497,4,5,0.189386,2000,2000,simples_n2000_p05%_v4.col,0.129679
1423,100013,0.126687,1400,1495,5,5,0.188422,2000,2000,simples_n2000_p05%_v5.col,0.128472
2000,200162,0.445739,2000,2000,1,10,0.578225,2000,2000,simples_n2000_p10%_v1.col,0.44543
2000,199606,0.476602,2000,2000,2,10,0.579114,2000,2000,simples_n2000_p10%_v2.col,0.437534
2000,199295,0.442671,2000,2000,3,10,0.578255,2000,2000,simples_n2000_p10%_v3.col,0.444147
2000,200272,0.443158,2000,2000,4,10,0.599604,2000,2000,simples_n2000_p10%_v4.col,0.440646
2000,199600,0.43593,2000,2000,5,10,0.57761,2000,2000,simples_n2000_p10%_v5.col,0.446957
2000,399450,2.008415,2000,2000,1,20,2.058469,2000,2000,simples_n2000_p20%_v1.col,1.632915
2000,398863,1.615466,2000,2000,2,20,2.029424,2000,2000,simples_n2000_p20%_v2.col,1.616105
2000,400017,1.61838,2000,2000,3,20,2.073791,2000,2000,simples_n2000_p20%_v3.col,1.627957
2000,399528,1.632115,2000,2000,4,20,2.068776,2000,2000,simples_n2000_p20%_v4.col,1.617662
2000,398829,1.632258,2000,2000,5,20,2.399637,2000,2000,simples_n2000_p20%_v5.col,1.614692
2000,600020,3.614919,2000,2000,1,30,4.499338,2000,2000,simples_n2000_p30%_v1.col,3.601529
2000,599634,3.95567,2000,2000,2,30,4.483123,2000,2000,simples_n2000_p30%_v2.col,3.613995
2000,600474,3.946295,2000,2000,3,30,4.559682,2000,2000,simples_n2000_p30%_v3.col,3.653066
2000,599638,4.103686,2000,2000,4,30,4.605239,2000,2000,simples_n2000_p30%_v4.col,3.693178
2000,599567,4.024896,2000,2000,5,30,4.617511,2000,2000,simples_n2000_p30%_v5.col,3.697959
2000,798960,6.798347,2000,2000,1,40,8.296758,2000,2000,simples_n2000_p40%_v1.col,7.190371
2000,799929,7.210009,2000,2000,2,40,8.419051,2000,2000,simples_n2000_p40%_v2.col,6.811344
2000,799919,6.86064,2000,2000,3,40,8.457542,2000,2000,simples_n2000_p40%_v3.col,6.883139
2000,801234,7.332301,2000,2000,4,40,8.6004,2000,2000,simples_n2000_p40%_v4.col,6.914821
2000,799385,6.957529,2000,2000,5,40,8.560881,2000,2000,simples_n2000_p40%_v5.col,6.958086
2000,1001061,10.7055,2000,2000,1,50,13.163391,2000,2000,simples_n2000_p50%_v1.col,10.728059
2000,999330,13.501961,2000,2000,2,50,13.280401,2000,2000,simples_n2000_p50%_v2.col,10.813532
2000,999624,10.887946,2000,2000,3,50,14.119446,2000,2000,simples_n2000_p50%_v3.col,12.503411
2000,999501,11.862252,2000,2000,4,50,13.502056,2000,2000,simples_n2000_p50%_v4.col,10.939916
2000,1000308,11.041782,2000,2000,5,50,13.502775,2000,2000,simples_n2000_p50%_v5.col,11.156323
2000,1198681,17.926343,2000,2000,1,60,23.30829,2000,2000,simples_n2000_p60%_v1.col,15.763068
2000,1198508,19.865903,2000,2000,2,60,24.099825,2000,2000,simples_n2000_p60%_v2.col,19.675809
2000,1200267,19.746774,2000,2000,3,60,24.84066,2000,2000,simples_n2000_p60%_v3.col,19.531984
2000,1199581,20.027273,2000,2000,4,60,27.249045,2000,2000,simples_n2000_p60%_v4.col,20.55118
2000,1200521,23.230643,2000,2000,5,60,34.414811,2000,2000,simples_n2000_p60%_v5.col,22.713462
2000,1399527,33.037127,2000,2000,1,70,42.716941,2000,2000,simples_n2000_p70%_v1.col,33.426915
2000,1399581,40.385989,2000,2000,2,70,51.458782,2000,2000,simples_n2000_p70%_v2.col,36.783986
2000,1398845,43.862823,2000,2000,3,70,52.509484,2000,2000,simples_n2000_p70%_v3.col,47.474182
2000,1399060,41.446978,2000,2000,4,70,50.70479,2000,2000,simples_n2000_p70%_v4.col,45.615377
2000,1399275,45.653286,2000,2000,5,70,55.956754,2000,2000,simples_n2000_p70%_v5.col,49.61592
2000,1599409,58.053384,2000,2000,1,80,73.238163,2000,2000,simples_n2000_p80%_v1.col,59.5305
2000,1599397,54.15641,2000,2000,2,80,71.72472,2000,2000,simples_n2000_p80%_v2.col,52.253519
2000,1599177,58.656717,2000,2000,3,80,73.009663,2000,2000,simples_n2000_p80%_v3.col,54.921805
2000,1599563,55.145341,2000,2000,4,80,70.916739,2000,2000,simples_n2000_p80%_v4.col,52.350232
2000,1598609,53.135647,2000,2000,5,80,62.627364,2000,2000,simples_n2000_p80%_v5.col,52.032678
2000,1798084,64.573949,2000,2000,1,90,83.372095,2000,2000,simples_n2000_p90%_v1.col,67.752584
2000,1798682,64.562455,2000,2000,2,90,91.646241,2000,2000,simples_n2000_p90%_v2.col,70.230079
2000,1799700,74.606576,2000,2000,3,90,85.590935,2000,2000,simples_n2000_p90%_v3.col,68.468552
2000,1798626,70.505775,2000,2000,4,90,87.139474,2000,2000,simples_n2000_p90%_v4.col,62.251859
2000,1798917,70.674091,2000,2000,5,90,86.921959,2000,2000,simples_n2000_p90%_v5.col,73.212519
