n_config,tempo_melhor,v_config,N_real,melhor_chi,instancia,heuristica_vencedora,M_real,p_config
8000,1.437377,1,8000,2120,simples_n8000_p01%_v1.col,MaxGrau,319365,1
8000,1.396782,2,8000,2130,simples_n8000_p01%_v2.col,MaxGrau,319118,1
8000,1.307426,3,8000,2118,simples_n8000_p01%_v3.col,MaxGrau,319329,1
8000,1.284512,4,8000,2127,simples_n8000_p01%_v4.col,MaxGrau,319659,1
8000,1.216268,5,8000,2120,simples_n8000_p01%_v5.col,MaxGrau,318892,1
8000,4.813938,1,8000,6309,simples_n8000_p03%_v1.col,MaxGrau,961929,3
8000,3.855094,2,8000,6293,simples_n8000_p03%_v2.col,MaxGrau,958902,3
8000,5.074138,3,8000,6286,simples_n8000_p03%_v3.col,MaxGrau,958382,3
8000,5.112877,4,8000,6297,simples_n8000_p03%_v4.col,MaxGrau,960031,3
8000,4.847024,5,8000,6278,simples_n8000_p03%_v5.col,MaxGrau,958615,3
8000,12.849907,1,8000,8000,simples_n8000_p05%_v1.col,MaxGrau,1599109,5
8000,12.32807,2,8000,8000,simples_n8000_p05%_v2.col,MinGrau,1600491,5
8000,14.527563,3,8000,8000,simples_n8000_p05%_v3.col,MinGrau,1600457,5
8000,15.290579,4,8000,8000,simples_n8000_p05%_v4.col,MinGrau,1600014,5
8000,16.581728,5,8000,8000,simples_n8000_p05%_v5.col,MinGrau,1598486,5
8000,61.28152,1,8000,8000,simples_n8000_p10%_v1.col,MinGrau,3199611,10
8000,58.632546,2,8000,8000,simples_n8000_p10%_v2.col,MinGrau,3199769,10
8000,63.78686,3,8000,8000,simples_n8000_p10%_v3.col,MaxGrau,3198390,10
8000,71.10687,4,8000,8000,simples_n8000_p10%_v4.col,MaxGrau,3201198,10
8000,66.192486,5,8000,8000,simples_n8000_p10%_v5.col,MaxGrau,3200673,10
8000,267.002141,1,8000,8000,simples_n8000_p20%_v1.col,MinGrau,6401874,20
8000,246.444055,2,8000,8000,simples_n8000_p20%_v2.col,MinGrau,6397052,20
8000,241.754054,3,8000,8000,simples_n8000_p20%_v3.col,MaxGrau,6398237,20
8000,255.262947,4,8000,8000,simples_n8000_p20%_v4.col,MaxGrau,6393061,20
8000,236.343383,5,8000,8000,simples_n8000_p20%_v5.col,MinGrau,6398898,20
8000,521.76282,1,8000,8000,simples_n8000_p30%_v1.col,MaxGrau,9603274,30
8000,508.001703,2,8000,8000,simples_n8000_p30%_v2.col,MaxGrau,9601222,30
8000,520.450973,3,8000,8000,simples_n8000_p30%_v3.col,MaxGrau,9601406,30
8000,497.250402,4,8000,8000,simples_n8000_p30%_v4.col,MinGrau,9599699,30
8000,516.573283,5,8000,8000,simples_n8000_p30%_v5.col,MinGrau,9600244,30
8000,853.533899,1,8000,8000,simples_n8000_p40%_v1.col,MaxGrau,12796256,40
8000,819.250934,2,8000,8000,simples_n8000_p40%_v2.col,MaxGrau,12798184,40
8000,767.121665,3,8000,8000,simples_n8000_p40%_v3.col,MinGrau,12801780,40
8000,775.314467,4,8000,8000,simples_n8000_p40%_v4.col,MinGrau,12797527,40
8000,767.596781,5,8000,8000,simples_n8000_p40%_v5.col,MaxGrau,12798835,40
8000,1171.833003,1,8000,8000,simples_n8000_p50%_v1.col,MaxGrau,15997320,50
8000,1163.088937,2,8000,8000,simples_n8000_p50%_v2.col,MaxGrau,15995813,50
8000,1126.000629,3,8000,8000,simples_n8000_p50%_v3.col,MinGrau,15995276,50
8000,1161.727055,4,8000,8000,simples_n8000_p50%_v4.col,MinGrau,16001610,50
8000,1112.01726,5,8000,8000,simples_n8000_p50%_v5.col,MaxGrau,15997255,50
8000,1548.315671,1,8000,8000,simples_n8000_p60%_v1.col,MaxGrau,19201078,60
8000,1572.477853,2,8000,8000,simples_n8000_p60%_v2.col,MaxGrau,19200151,60
8000,1569.736794,3,8000,8000,simples_n8000_p60%_v3.col,MaxGrau,19197221,60
8000,1567.039993,4,8000,8000,simples_n8000_p60%_v4.col,MaxGrau,19198813,60
8000,1556.784094,5,8000,8000,simples_n8000_p60%_v5.col,MinGrau,19195002,60
8000,2046.244731,1,8000,8000,simples_n8000_p70%_v1.col,MaxGrau,22399151,70
8000,1987.374581,2,8000,8000,simples_n8000_p70%_v2.col,MinGrau,22395336,70
8000,2019.223528,3,8000,8000,simples_n8000_p70%_v3.col,MaxGrau,22399992,70
8000,1980.528631,4,8000,8000,simples_n8000_p70%_v4.col,MaxGrau,22392903,70
8000,1984.762836,5,8000,8000,simples_n8000_p70%_v5.col,MaxGrau,22397451,70
8000,2565.184149,1,8000,8000,simples_n8000_p80%_v1.col,MaxGrau,25599033,80
8000,2509.329398,2,8000,8000,simples_n8000_p80%_v2.col,MaxGrau,25597689,80
8000,2483.055942,3,8000,8000,simples_n8000_p80%_v3.col,MinGrau,25594643,80
8000,2377.732122,4,8000,8000,simples_n8000_p80%_v4.col,MinGrau,25594129,80
8000,2356.80304,5,8000,8000,simples_n8000_p80%_v5.col,MinGrau,25596288,80
8000,2974.196777,1,8000,8000,simples_n8000_p90%_v1.col,MinGrau,28796819,90
8000,2962.960786,2,8000,8000,simples_n8000_p90%_v2.col,MaxGrau,28795311,90
8000,2736.379898,3,8000,8000,simples_n8000_p90%_v3.col,MinGrau,28797041,90
8000,2752.756828,4,8000,8000,simples_n8000_p90%_v4.col,MinGrau,28796865,90
8000,2742.417905,5,8000,8000,simples_n8000_p90%_v5.col,MaxGrau,28796028,90
