chi_sat,M_real,tempo_max,chi_max,chi_min,v_config,p_config,tempo_sat,n_config,N_real,instancia,tempo_min
2231,319365,1.437377,2120,2393,1,1,2.176979,8000,8000,simples_n8000_p01%_v1.col,1.318114
2236,319118,1.396782,2130,2368,2,1,1.844592,8000,8000,simples_n8000_p01%_v2.col,1.267754
2237,319329,1.307426,2118,2386,3,1,1.943863,8000,8000,simples_n8000_p01%_v3.col,1.143962
2236,319659,1.284512,2127,2391,4,1,1.962626,8000,8000,simples_n8000_p01%_v4.col,1.139652
2237,318892,1.216268,2120,2377,5,1,1.993649,8000,8000,simples_n8000_p01%_v5.col,1.188804
6381,961929,4.813938,6309,6460,1,3,5.252205,8000,8000,simples_n8000_p03%_v1.col,4.975953
6348,958902,3.855094,6293,6447,2,3,6.899713,8000,8000,simples_n8000_p03%_v2.col,3.794946
6369,958382,5.074138,6286,6455,3,3,6.909604,8000,8000,simples_n8000_p03%_v3.col,5.013688
6373,960031,5.112877,6297,6442,4,3,6.686957,8000,8000,simples_n8000_p03%_v4.col,4.845508
6322,958615,4.847024,6278,6437,5,3,6.933358,8000,8000,simples_n8000_p03%_v5.col,5.013846
8000,1599109,12.849907,8000,8000,1,5,16.824112,8000,8000,simples_n8000_p05%_v1.col,13.790674
8000,1600491,12.804257,8000,8000,2,5,16.66696,8000,8000,simples_n8000_p05%_v2.col,12.32807
8000,1600457,15.211978,8000,8000,3,5,20.037782,8000,8000,simples_n8000_p05%_v3.col,14.527563
8000,1600014,16.245716,8000,8000,4,5,20.630575,8000,8000,simples_n8000_p05%_v4.col,15.290579
8000,1598486,17.957103,8000,8000,5,5,21.888687,8000,8000,simples_n8000_p05%_v5.col,16.581728
8000,3199611,65.093004,8000,8000,1,10,84.275546,8000,8000,simples_n8000_p10%_v1.col,61.28152
8000,3199769,68.285776,8000,8000,2,10,82.254945,8000,8000,simples_n8000_p10%_v2.col,58.632546
8000,3198390,63.78686,8000,8000,3,10,82.202992,8000,8000,simples_n8000_p10%_v3.col,64.916829
8000,3201198,71.10687,8000,8000,4,10,89.202893,8000,8000,simples_n8000_p10%_v4.col,74.353686
8000,3200673,66.192486,8000,8000,5,10,92.012998,8000,8000,simples_n8000_p10%_v5.col,66.641202
8000,6401874,267.150615,8000,8000,1,20,313.620144,8000,8000,simples_n8000_p20%_v1.col,267.002141
8000,6397052,255.216339,8000,8000,2,20,321.735288,8000,8000,simples_n8000_p20%_v2.col,246.444055
8000,6398237,241.754054,8000,8000,3,20,315.691309,8000,8000,simples_n8000_p20%_v3.col,244.204112
8000,6393061,255.262947,8000,8000,4,20,333.508912,8000,8000,simples_n8000_p20%_v4.col,256.492742
8000,6398898,265.989851,8000,8000,5,20,295.089287,8000,8000,simples_n8000_p20%_v5.col,236.343383
8000,9603274,521.76282,8000,8000,1,30,634.886353,8000,8000,simples_n8000_p30%_v1.col,532.74274
8000,9601222,508.001703,8000,8000,2,30,657.692903,8000,8000,simples_n8000_p30%_v2.col,524.22555
8000,9601406,520.450973,8000,8000,3,30,668.202541,8000,8000,simples_n8000_p30%_v3.col,526.342002
8000,9599699,532.014714,8000,8000,4,30,677.130828,8000,8000,simples_n8000_p30%_v4.col,497.250402
8000,9600244,536.101131,8000,8000,5,30,664.034299,8000,8000,simples_n8000_p30%_v5.col,516.573283
8000,12796256,853.533899,8000,8000,1,40,1099.076903,8000,8000,simples_n8000_p40%_v1.col,906.380663
8000,12798184,819.250934,8000,8000,2,40,1041.655047,8000,8000,simples_n8000_p40%_v2.col,828.102947
8000,12801780,809.183347,8000,8000,3,40,978.244773,8000,8000,simples_n8000_p40%_v3.col,767.121665
8000,12797527,828.318576,8000,8000,4,40,1021.50453,8000,8000,simples_n8000_p40%_v4.col,775.314467
8000,12798835,767.596781,8000,8000,5,40,1040.621793,8000,8000,simples_n8000_p40%_v5.col,788.646061
8000,15997320,1171.833003,8000,8000,1,50,1546.989029,8000,8000,simples_n8000_p50%_v1.col,1248.171151
8000,15995813,1163.088937,8000,8000,2,50,1527.725154,8000,8000,simples_n8000_p50%_v2.col,1218.038206
8000,15995276,1174.382752,8000,8000,3,50,1498.813343,8000,8000,simples_n8000_p50%_v3.col,1126.000629
8000,16001610,1189.395787,8000,8000,4,50,1442.571279,8000,8000,simples_n8000_p50%_v4.col,1161.727055
8000,15997255,1112.01726,8000,8000,5,50,1486.419299,8000,8000,simples_n8000_p50%_v5.col,1128.891018
8000,19201078,1548.315671,8000,8000,1,60,2061.123429,8000,8000,simples_n8000_p60%_v1.col,1578.573025
8000,19200151,1572.477853,8000,8000,2,60,2036.136137,8000,8000,simples_n8000_p60%_v2.col,1594.86947
8000,19197221,1569.736794,8000,8000,3,60,2012.002391,8000,8000,simples_n8000_p60%_v3.col,1573.401845
8000,19198813,1567.039993,8000,8000,4,60,2009.823628,8000,8000,simples_n8000_p60%_v4.col,1569.727927
8000,19195002,1558.138508,8000,8000,5,60,2051.221026,8000,8000,simples_n8000_p60%_v5.col,1556.784094
8000,22399151,2046.244731,8000,8000,1,70,2662.400747,8000,8000,simples_n8000_p70%_v1.col,2073.60907
8000,22395336,2020.168336,8000,8000,2,70,2633.586751,8000,8000,simples_n8000_p70%_v2.col,1987.374581
8000,22399992,2019.223528,8000,8000,3,70,2578.437353,8000,8000,simples_n8000_p70%_v3.col,2066.194337
8000,22392903,1980.528631,8000,8000,4,70,2569.99237,8000,8000,simples_n8000_p70%_v4.col,1985.833272
8000,22397451,1984.762836,8000,8000,5,70,2586.311301,8000,8000,simples_n8000_p70%_v5.col,1985.744354
8000,25599033,2565.184149,8000,8000,1,80,3301.439745,8000,8000,simples_n8000_p80%_v1.col,2576.756515
8000,25597689,2509.329398,8000,8000,2,80,3273.248594,8000,8000,simples_n8000_p80%_v2.col,2544.594444
8000,25594643,2553.938542,8000,8000,3,80,3117.556663,8000,8000,simples_n8000_p80%_v3.col,2483.055942
8000,25594129,2380.245362,8000,8000,4,80,3097.177696,8000,8000,simples_n8000_p80%_v4.col,2377.732122
8000,25596288,2362.476547,8000,8000,5,80,3078.177789,8000,8000,simples_n8000_p80%_v5.col,2356.80304
8000,28796819,3015.143506,8000,8000,1,90,3903.181596,8000,8000,simples_n8000_p90%_v1.col,2974.196777
8000,28795311,2962.960786,8000,8000,2,90,3823.789404,8000,8000,simples_n8000_p90%_v2.col,2986.32131
8000,28797041,2737.829034,8000,8000,3,90,3588.603275,8000,8000,simples_n8000_p90%_v3.col,2736.379898
8000,28796865,2753.451337,8000,8000,4,90,3576.117928,8000,8000,simples_n8000_p90%_v4.col,2752.756828
8000,28796028,2742.417905,8000,8000,5,90,3596.59284,8000,8000,simples_n8000_p90%_v5.col,2753.942054
