b,c,mean_time,se_time,N,M,v,mean_chi,a,instancia,se_chi
10,20,0.05377,0.0007,372,347,4,35.0,25,galaxy_a25_b10_c20_v4.col,0.3162
10,20,0.05754,0.0004,398,373,5,36.4,25,galaxy_a25_b10_c20_v5.col,0.2449
10,30,0.0934,0.0007,557,532,1,42.8,25,galaxy_a25_b10_c30_v1.col,0.2
10,30,0.09254,0.0006,544,519,2,42.4,25,galaxy_a25_b10_c30_v2.col,0.4
10,30,0.08571,0.0004,513,488,3,40.4,25,galaxy_a25_b10_c30_v3.col,0.4
10,30,0.0871,0.0004,525,500,4,40.6,25,galaxy_a25_b10_c30_v4.col,0.4
10,30,0.08866,0.0003,528,503,5,40.8,25,galaxy_a25_b10_c30_v5.col,0.3742
10,40,0.10896,0.0004,604,579,1,43.8,25,galaxy_a25_b10_c40_v1.col,0.5831
10,40,0.19723,0.0648,655,630,2,47.4,25,galaxy_a25_b10_c40_v2.col,0.6782
10,40,0.11972,0.0032,634,609,3,45.8,25,galaxy_a25_b10_c40_v3.col,0.8602
10,40,0.13101,0.002,692,667,4,49.2,25,galaxy_a25_b10_c40_v4.col,0.4899
10,40,0.1126,0.0009,625,600,5,44.8,25,galaxy_a25_b10_c40_v5.col,0.3742
10,50,0.16366,0.0007,797,772,1,54.8,25,galaxy_a25_b10_c50_v1.col,0.7348
10,50,0.15229,0.0008,749,724,2,52.4,25,galaxy_a25_b10_c50_v2.col,0.6
10,50,0.15807,0.0003,762,737,3,54.2,25,galaxy_a25_b10_c50_v3.col,0.3742
10,50,0.25795,0.0745,849,824,4,56.4,25,galaxy_a25_b10_c50_v4.col,0.6782
10,50,0.16295,0.0045,789,764,5,52.4,25,galaxy_a25_b10_c50_v5.col,0.6782
10,60,0.17254,0.002,814,789,1,61.6,25,galaxy_a25_b10_c60_v1.col,0.2449
10,60,0.19249,0.0005,882,857,2,62.2,25,galaxy_a25_b10_c60_v2.col,0.3742
10,60,0.19097,0.0004,865,840,3,61.8,25,galaxy_a25_b10_c60_v3.col,0.2
10,60,0.20576,0.0008,913,888,4,61.8,25,galaxy_a25_b10_c60_v4.col,0.3742
10,60,0.27101,0.0747,887,862,5,61.8,25,galaxy_a25_b10_c60_v5.col,0.2
10,70,0.25407,0.0044,1030,1005,1,71.4,25,galaxy_a25_b10_c70_v1.col,0.2449
10,70,0.2391,0.0019,1013,988,2,70.8,25,galaxy_a25_b10_c70_v2.col,0.5831
10,70,0.24835,0.0009,1028,1003,3,68.8,25,galaxy_a25_b10_c70_v3.col,0.2
10,70,0.24034,0.0005,1004,979,4,71.4,25,galaxy_a25_b10_c70_v4.col,0.2449
10,70,0.2921,0.075,949,924,5,66.4,25,galaxy_a25_b10_c70_v5.col,0.4
10,80,0.26909,0.0041,1071,1046,1,78.0,25,galaxy_a25_b10_c80_v1.col,0.0
10,80,0.35235,0.0009,1275,1250,2,80.8,25,galaxy_a25_b10_c80_v2.col,0.3742
10,80,0.38255,0.0007,1339,1314,3,84.8,25,galaxy_a25_b10_c80_v3.col,0.5831
10,80,0.29105,0.0075,1099,1074,4,81.2,25,galaxy_a25_b10_c80_v4.col,0.2
10,80,0.42451,0.0682,1277,1252,5,77.6,25,galaxy_a25_b10_c80_v5.col,0.6782
10,90,0.32301,0.0014,1220,1195,1,90.0,25,galaxy_a25_b10_c90_v1.col,0.0
10,90,0.2879,0.0013,1128,1103,2,79.0,25,galaxy_a25_b10_c90_v2.col,0.0
10,90,0.32913,0.0006,1201,1176,3,91.0,25,galaxy_a25_b10_c90_v3.col,0.0
10,90,0.35302,0.0653,1077,1052,4,89.0,25,galaxy_a25_b10_c90_v4.col,0.0
10,90,0.42009,0.0019,1435,1410,5,90.4,25,galaxy_a25_b10_c90_v5.col,0.2449
10,100,0.63498,0.0033,1837,1807,1,101.4,30,galaxy_a30_b10_c100_v1.col,0.5099
10,100,0.48496,0.0757,1411,1381,2,83.8,30,galaxy_a30_b10_c100_v2.col,0.3742
10,100,0.53491,0.002,1687,1657,3,97.0,30,galaxy_a30_b10_c100_v3.col,0.0
10,100,0.45107,0.0008,1489,1459,4,101.0,30,galaxy_a30_b10_c100_v4.col,0.0
10,100,0.5012,0.0086,1571,1541,5,101.0,30,galaxy_a30_b10_c100_v5.col,0.0
10,20,0.14496,0.0668,479,449,1,41.6,30,galaxy_a30_b10_c20_v1.col,0.2449
10,20,0.08402,0.0026,494,464,2,42.0,30,galaxy_a30_b10_c20_v2.col,0.4472
10,20,0.07649,0.0005,492,462,3,41.6,30,galaxy_a30_b10_c20_v3.col,0.5099
10,20,0.08023,0.0017,497,467,4,42.0,30,galaxy_a30_b10_c20_v4.col,0.0
10,20,0.07281,0.0011,468,438,5,41.0,30,galaxy_a30_b10_c20_v5.col,0.4472
10,30,0.09665,0.0011,561,531,1,43.0,30,galaxy_a30_b10_c30_v1.col,0.3162
10,30,0.11465,0.0006,623,593,2,44.0,30,galaxy_a30_b10_c30_v2.col,0.5477
10,30,0.11079,0.0004,609,579,3,43.6,30,galaxy_a30_b10_c30_v3.col,0.9798
10,30,0.11467,0.0009,621,591,4,45.0,30,galaxy_a30_b10_c30_v4.col,0.8367
10,30,0.10758,0.0007,600,570,5,43.8,30,galaxy_a30_b10_c30_v5.col,0.9165
10,40,0.1802,0.0007,839,809,1,54.6,30,galaxy_a30_b10_c40_v1.col,0.4
10,40,0.23727,0.0747,786,756,2,51.6,30,galaxy_a30_b10_c40_v2.col,0.9798
10,40,0.17595,0.004,840,810,3,54.6,30,galaxy_a30_b10_c40_v3.col,0.7483
10,40,0.12614,0.0012,677,647,4,46.8,30,galaxy_a30_b10_c40_v4.col,0.2
10,40,0.14805,0.0004,745,715,5,50.4,30,galaxy_a30_b10_c40_v5.col,0.4
10,50,0.22256,0.0013,984,954,1,60.6,30,galaxy_a30_b10_c50_v1.col,0.6
10,50,0.18238,0.0012,856,826,2,55.4,30,galaxy_a30_b10_c50_v2.col,0.4
10,50,0.30064,0.0743,992,962,3,60.6,30,galaxy_a30_b10_c50_v3.col,0.4
10,50,0.21805,0.0035,973,943,4,59.6,30,galaxy_a30_b10_c50_v4.col,0.5099
10,50,0.19584,0.0015,922,892,5,57.0,30,galaxy_a30_b10_c50_v5.col,0.6325
10,60,0.26751,0.0017,1088,1058,1,66.0,30,galaxy_a30_b10_c60_v1.col,0.4472
10,60,0.27786,0.0007,1115,1085,2,67.8,30,galaxy_a30_b10_c60_v2.col,0.5831
10,60,0.34761,0.0642,1104,1074,3,66.2,30,galaxy_a30_b10_c60_v3.col,0.4899
10,60,0.20171,0.0019,936,906,4,61.6,30,galaxy_a30_b10_c60_v4.col,0.2449
10,60,0.25855,0.0009,1075,1045,5,64.2,30,galaxy_a30_b10_c60_v5.col,0.4899
10,70,0.28989,0.0012,1148,1118,1,71.4,30,galaxy_a30_b10_c70_v1.col,0.2449
10,70,0.28254,0.001,1132,1102,2,71.0,30,galaxy_a30_b10_c70_v2.col,0.3162
10,70,0.44201,0.061,1318,1288,3,76.4,30,galaxy_a30_b10_c70_v3.col,0.4
10,70,0.28048,0.0014,1123,1093,4,73.8,30,galaxy_a30_b10_c70_v4.col,0.3742
10,70,0.30452,0.001,1182,1152,5,72.2,30,galaxy_a30_b10_c70_v5.col,0.3742
10,80,0.39972,0.0013,1403,1373,1,81.4,30,galaxy_a30_b10_c80_v1.col,0.2449
10,80,0.49111,0.061,1432,1402,2,86.8,30,galaxy_a30_b10_c80_v2.col,0.7348
10,80,0.31137,0.0017,1220,1190,3,79.0,30,galaxy_a30_b10_c80_v3.col,0.0
10,80,0.44867,0.0031,1515,1485,4,86.0,30,galaxy_a30_b10_c80_v4.col,0.7071
10,80,0.45197,0.0604,1360,1330,5,77.4,30,galaxy_a30_b10_c80_v5.col,0.8124
10,90,0.50705,0.0064,1608,1578,1,94.0,30,galaxy_a30_b10_c90_v1.col,0.5477
10,90,0.40128,0.0013,1408,1378,2,86.0,30,galaxy_a30_b10_c90_v2.col,0.0
10,90,0.45412,0.0018,1498,1468,3,91.0,30,galaxy_a30_b10_c90_v3.col,0.0
10,90,0.70879,0.0842,1863,1833,4,95.4,30,galaxy_a30_b10_c90_v4.col,0.8718
10,90,0.45279,0.0025,1520,1490,5,91.2,30,galaxy_a30_b10_c90_v5.col,0.2
10,100,0.66985,0.0015,1935,1900,1,101.8,35,galaxy_a35_b10_c100_v1.col,0.3742
10,100,0.70067,0.0638,1868,1833,2,101.0,35,galaxy_a35_b10_c100_v2.col,0.0
10,100,0.53359,0.0013,1678,1643,3,96.0,35,galaxy_a35_b10_c100_v3.col,0.3162
10,100,0.91435,0.0736,2167,2132,4,107.2,35,galaxy_a35_b10_c100_v4.col,0.8602
10,100,0.59873,0.0037,1803,1768,5,101.0,35,galaxy_a35_b10_c100_v5.col,0.0
10,20,0.09465,0.0009,556,521,1,46.4,35,galaxy_a35_b10_c20_v1.col,0.2449
10,20,0.09526,0.0006,551,516,2,46.0,35,galaxy_a35_b10_c20_v2.col,0.3162
10,20,0.09096,0.0007,533,498,3,46.0,35,galaxy_a35_b10_c20_v3.col,0.0
10,20,0.09126,0.0004,534,499,4,45.6,35,galaxy_a35_b10_c20_v4.col,0.2449
10,20,0.09047,0.0012,527,492,5,44.6,35,galaxy_a35_b10_c20_v5.col,0.2449
10,30,0.14966,0.0005,743,708,1,50.4,35,galaxy_a35_b10_c30_v1.col,0.5099
10,30,0.1453,0.0014,728,693,2,50.2,35,galaxy_a35_b10_c30_v2.col,0.8602
10,30,0.23241,0.074,764,729,3,51.8,35,galaxy_a35_b10_c30_v3.col,0.7348
10,30,0.1458,0.0038,731,696,4,49.8,35,galaxy_a35_b10_c30_v4.col,0.4899
10,30,0.13962,0.0012,723,688,5,50.2,35,galaxy_a35_b10_c30_v5.col,0.3742
10,40,0.22134,0.001,996,961,1,58.6,35,galaxy_a35_b10_c40_v1.col,0.8124
10,40,0.20203,0.0011,927,892,2,56.4,35,galaxy_a35_b10_c40_v2.col,0.2449
10,40,0.20225,0.0006,930,895,3,56.6,35,galaxy_a35_b10_c40_v3.col,0.2449
10,40,0.26305,0.0748,875,840,4,54.8,35,galaxy_a35_b10_c40_v4.col,0.2
10,40,0.15537,0.0027,766,731,5,50.8,35,galaxy_a35_b10_c40_v5.col,0.3742
10,50,0.2701,0.0015,1115,1080,1,64.0,35,galaxy_a35_b10_c50_v1.col,0.7071
10,50,0.3053,0.0017,1186,1151,2,65.4,35,galaxy_a35_b10_c50_v2.col,0.4
10,50,0.37092,0.0802,1150,1115,3,63.0,35,galaxy_a35_b10_c50_v3.col,0.7071
10,50,0.25961,0.0036,1074,1039,4,60.4,35,galaxy_a35_b10_c50_v4.col,0.4
10,50,0.26138,0.0011,1084,1049,5,61.2,35,galaxy_a35_b10_c50_v5.col,0.2
10,60,0.34696,0.0011,1295,1260,1,72.0,35,galaxy_a35_b10_c60_v1.col,0.4472
10,60,0.3168,0.0079,1199,1164,2,67.0,35,galaxy_a35_b10_c60_v2.col,0.3162
10,60,0.40707,0.0649,1270,1235,3,68.4,35,galaxy_a35_b10_c60_v3.col,0.6782
10,60,0.33112,0.0018,1259,1224,4,68.6,35,galaxy_a35_b10_c60_v4.col,0.9798
10,60,0.31499,0.0014,1205,1170,5,65.2,35,galaxy_a35_b10_c60_v5.col,0.7348
10,70,0.53349,0.0737,1521,1486,1,80.6,35,galaxy_a35_b10_c70_v1.col,1.077
10,70,0.39623,0.0046,1394,1359,2,73.8,35,galaxy_a35_b10_c70_v2.col,0.5831
10,70,0.39668,0.0018,1415,1380,3,76.0,35,galaxy_a35_b10_c70_v3.col,0.4472
10,70,0.39944,0.0009,1389,1354,4,76.8,35,galaxy_a35_b10_c70_v4.col,0.4899
10,70,0.44339,0.0649,1323,1288,5,74.6,35,galaxy_a35_b10_c70_v5.col,1.0296
10,80,0.52206,0.0028,1668,1633,1,86.2,35,galaxy_a35_b10_c80_v1.col,0.5831
10,80,0.44294,0.0026,1491,1456,2,84.2,35,galaxy_a35_b10_c80_v2.col,0.7348
10,80,0.59607,0.0746,1628,1593,3,86.4,35,galaxy_a35_b10_c80_v3.col,0.7483
10,80,0.41965,0.0048,1451,1416,4,80.0,35,galaxy_a35_b10_c80_v4.col,0.4472
10,80,0.48392,0.0016,1571,1536,5,87.0,35,galaxy_a35_b10_c80_v5.col,0.5477
10,90,0.56318,0.0024,1716,1681,1,92.0,35,galaxy_a35_b10_c90_v1.col,0.5477
10,90,0.57773,0.078,1608,1573,2,90.2,35,galaxy_a35_b10_c90_v2.col,0.2
10,90,0.39725,0.0026,1390,1355,3,86.0,35,galaxy_a35_b10_c90_v3.col,0.0
10,90,0.57807,0.0017,1729,1694,4,93.4,35,galaxy_a35_b10_c90_v4.col,0.7483
10,90,0.74967,0.0775,1924,1889,5,95.6,35,galaxy_a35_b10_c90_v5.col,0.5099
10,100,1.03548,0.0025,2441,2401,1,112.6,40,galaxy_a40_b10_c100_v1.col,0.6782
10,100,1.02052,0.073,2316,2276,2,105.2,40,galaxy_a40_b10_c100_v2.col,0.8
10,100,0.84248,0.0043,2184,2144,3,107.6,40,galaxy_a40_b10_c100_v3.col,0.4
10,100,0.98951,0.076,2262,2222,4,105.8,40,galaxy_a40_b10_c100_v4.col,0.3742
10,100,0.81413,0.0025,2104,2064,5,103.4,40,galaxy_a40_b10_c100_v5.col,0.2449
10,20,0.12341,0.0006,637,597,1,51.0,40,galaxy_a40_b10_c20_v1.col,0.3162
10,20,0.12421,0.0007,642,602,2,52.0,40,galaxy_a40_b10_c20_v2.col,0.4472
10,20,0.11995,0.0011,623,583,3,50.4,40,galaxy_a40_b10_c20_v3.col,0.2449
10,20,0.20575,0.0751,666,626,4,52.2,40,galaxy_a40_b10_c20_v4.col,0.2
10,20,0.11872,0.0012,636,596,5,51.0,40,galaxy_a40_b10_c20_v5.col,0.4472
10,30,0.16224,0.0009,797,757,1,54.4,40,galaxy_a40_b10_c30_v1.col,0.4
10,30,0.1651,0.0009,799,759,2,54.8,40,galaxy_a40_b10_c30_v2.col,0.5831
10,30,0.16424,0.0011,788,748,3,54.0,40,galaxy_a40_b10_c30_v3.col,0.5477
10,30,0.17278,0.0008,824,784,4,55.8,40,galaxy_a40_b10_c30_v4.col,0.2
10,30,0.26225,0.0655,889,849,5,57.2,40,galaxy_a40_b10_c30_v5.col,0.5831
10,40,0.25055,0.0021,1053,1013,1,59.8,40,galaxy_a40_b10_c40_v1.col,0.4899
10,40,0.23732,0.0016,1028,988,2,60.2,40,galaxy_a40_b10_c40_v2.col,0.8602
10,40,0.27158,0.0008,1089,1049,3,61.4,40,galaxy_a40_b10_c40_v3.col,0.9274
10,40,0.22458,0.001,978,938,4,58.6,40,galaxy_a40_b10_c40_v4.col,0.6
10,40,0.33387,0.0638,1053,1013,5,62.0,40,galaxy_a40_b10_c40_v5.col,0.5477
10,50,0.30098,0.0045,1176,1136,1,64.2,40,galaxy_a40_b10_c50_v1.col,0.5831
10,50,0.3391,0.0015,1276,1236,2,69.2,40,galaxy_a40_b10_c50_v2.col,0.3742
10,50,0.34769,0.0005,1278,1238,3,67.6,40,galaxy_a40_b10_c50_v3.col,0.5099
10,50,0.31736,0.001,1208,1168,4,66.6,40,galaxy_a40_b10_c50_v4.col,1.077
10,50,0.44882,0.0629,1354,1314,5,70.0,40,galaxy_a40_b10_c50_v5.col,0.5477
10,60,0.47174,0.0015,1561,1521,1,78.8,40,galaxy_a40_b10_c60_v1.col,0.2
10,60,0.39763,0.0009,1399,1359,2,72.0,40,galaxy_a40_b10_c60_v2.col,0.3162
10,60,0.48384,0.0755,1409,1369,3,72.6,40,galaxy_a40_b10_c60_v3.col,0.8124
10,60,0.42722,0.004,1484,1444,4,74.0,40,galaxy_a40_b10_c60_v4.col,0.6325
10,60,0.38902,0.0021,1377,1337,5,71.2,40,galaxy_a40_b10_c60_v5.col,0.4899
10,70,0.46879,0.0017,1551,1511,1,79.4,40,galaxy_a40_b10_c70_v1.col,0.2449
10,70,0.55334,0.0767,1571,1531,2,79.0,40,galaxy_a40_b10_c70_v2.col,1.3038
10,70,0.49955,0.0007,1643,1603,3,84.0,40,galaxy_a40_b10_c70_v3.col,0.7071
10,70,0.42884,0.0013,1441,1401,4,75.8,40,galaxy_a40_b10_c70_v4.col,1.241
10,70,0.60236,0.0742,1662,1622,5,82.2,40,galaxy_a40_b10_c70_v5.col,0.7348
10,80,0.7958,0.0067,2093,2053,1,95.0,40,galaxy_a40_b10_c80_v1.col,1.2247
10,80,0.6295,0.0011,1859,1819,2,88.8,40,galaxy_a40_b10_c80_v2.col,1.0198
10,80,0.65903,0.0756,1771,1731,3,86.8,40,galaxy_a40_b10_c80_v3.col,0.7348
10,80,0.55274,0.0015,1736,1696,4,86.2,40,galaxy_a40_b10_c80_v4.col,1.0677
10,80,0.62892,0.002,1864,1824,5,88.2,40,galaxy_a40_b10_c80_v5.col,0.8
10,90,0.92048,0.0819,2157,2117,1,97.4,40,galaxy_a40_b10_c90_v1.col,1.1225
10,90,0.72982,0.0019,2012,1972,2,101.0,40,galaxy_a40_b10_c90_v2.col,0.9487
10,90,0.75087,0.074,1918,1878,3,94.2,40,galaxy_a40_b10_c90_v3.col,0.8602
10,90,0.66968,0.0056,1937,1897,4,93.8,40,galaxy_a40_b10_c90_v4.col,0.6633
10,90,0.79117,0.0018,2098,2058,5,98.4,40,galaxy_a40_b10_c90_v5.col,1.077
10,100,1.23108,0.0756,2601,2556,1,108.8,45,galaxy_a45_b10_c100_v1.col,1.0677
10,100,1.087,0.0038,2498,2453,2,106.0,45,galaxy_a45_b10_c100_v2.col,0.6325
10,100,1.17947,0.0725,2530,2485,3,111.2,45,galaxy_a45_b10_c100_v3.col,1.1576
10,100,1.17126,0.0018,2621,2576,4,108.2,45,galaxy_a45_b10_c100_v4.col,0.6633
10,100,1.11074,0.0753,2454,2409,5,108.2,45,galaxy_a45_b10_c100_v5.col,0.8
10,20,0.14858,0.0002,716,671,1,55.8,45,galaxy_a45_b10_c20_v1.col,0.3742
10,20,0.14634,0.0005,701,656,2,56.0,45,galaxy_a45_b10_c20_v2.col,0.3162
10,20,0.15518,0.0005,730,685,3,56.6,45,galaxy_a45_b10_c20_v3.col,0.4
10,20,0.14608,0.0007,707,662,4,56.0,45,galaxy_a45_b10_c20_v4.col,0.3162
10,20,0.22298,0.0733,712,667,5,55.8,45,galaxy_a45_b10_c20_v5.col,0.3742
10,30,0.20878,0.0023,933,888,1,59.4,45,galaxy_a45_b10_c30_v1.col,0.6782
10,30,0.2149,0.001,945,900,2,60.0,45,galaxy_a45_b10_c30_v2.col,0.7746
10,30,0.20079,0.0013,901,856,3,59.6,45,galaxy_a45_b10_c30_v3.col,0.5099
10,30,0.202,0.0006,899,854,4,59.2,45,galaxy_a45_b10_c30_v4.col,0.5831
10,30,0.30255,0.0656,994,949,5,61.4,45,galaxy_a45_b10_c30_v5.col,0.7483
10,40,0.33499,0.0058,1267,1222,1,69.6,45,galaxy_a45_b10_c40_v1.col,0.6782
10,40,0.35343,0.0029,1309,1264,2,70.6,45,galaxy_a45_b10_c40_v2.col,0.7483
10,40,0.29399,0.0007,1162,1117,3,66.0,45,galaxy_a45_b10_c40_v3.col,1.0
10,40,0.29973,0.0077,1140,1095,4,64.2,45,galaxy_a45_b10_c40_v4.col,0.6633
10,40,0.37493,0.0647,1178,1133,5,64.8,45,galaxy_a45_b10_c40_v5.col,0.6633
10,50,0.42387,0.0025,1467,1422,1,74.4,45,galaxy_a45_b10_c50_v1.col,0.9274
10,50,0.38837,0.0015,1385,1340,2,70.8,45,galaxy_a45_b10_c50_v2.col,0.7348
10,50,0.49023,0.0664,1430,1385,3,71.8,45,galaxy_a45_b10_c50_v3.col,0.7348
10,50,0.389,0.0042,1386,1341,4,69.6,45,galaxy_a45_b10_c50_v4.col,1.2884
10,50,0.34947,0.0012,1300,1255,5,67.2,45,galaxy_a45_b10_c50_v5.col,1.1576
10,60,0.58633,0.0016,1781,1736,1,82.0,45,galaxy_a45_b10_c60_v1.col,0.8367
10,60,0.59369,0.065,1659,1614,2,78.4,45,galaxy_a45_b10_c60_v2.col,0.6782
10,60,0.46154,0.0015,1552,1507,3,76.0,45,galaxy_a45_b10_c60_v3.col,1.0488
10,60,0.53814,0.0021,1711,1666,4,81.2,45,galaxy_a45_b10_c60_v4.col,1.3928
10,60,0.54191,0.0637,1572,1527,5,76.0,45,galaxy_a45_b10_c60_v5.col,0.8944
10,70,0.51554,0.0014,1662,1617,1,78.8,45,galaxy_a45_b10_c70_v1.col,1.0677
10,70,0.62649,0.0037,1876,1831,2,83.2,45,galaxy_a45_b10_c70_v2.col,1.0677
10,70,0.61727,0.0745,1690,1645,3,79.0,45,galaxy_a45_b10_c70_v3.col,0.7071
10,70,0.60882,0.0024,1826,1781,4,82.8,45,galaxy_a45_b10_c70_v4.col,1.7146
10,70,0.61491,0.0008,1821,1776,5,84.8,45,galaxy_a45_b10_c70_v5.col,0.7348
10,80,0.91056,0.0777,2167,2122,1,93.4,45,galaxy_a45_b10_c80_v1.col,0.7483
10,80,0.93079,0.0056,2298,2253,2,97.8,45,galaxy_a45_b10_c80_v2.col,0.8602
10,80,0.87532,0.0774,2089,2044,3,91.0,45,galaxy_a45_b10_c80_v3.col,0.8367
10,80,0.72405,0.0023,2035,1990,4,93.2,45,galaxy_a45_b10_c80_v4.col,0.4899
10,80,1.05298,0.0739,2364,2319,5,99.0,45,galaxy_a45_b10_c80_v5.col,0.4472
10,90,0.88726,0.0025,2249,2204,1,97.8,45,galaxy_a45_b10_c90_v1.col,0.4899
10,90,0.94653,0.0739,2216,2171,2,97.4,45,galaxy_a45_b10_c90_v2.col,1.077
10,90,1.03657,0.0042,2472,2427,3,103.8,45,galaxy_a45_b10_c90_v3.col,1.2806
10,90,0.99344,0.0785,2279,2234,4,96.6,45,galaxy_a45_b10_c90_v4.col,0.6782
10,90,1.1304,0.0021,2600,2555,5,106.6,45,galaxy_a45_b10_c90_v5.col,1.077
10,100,1.32845,0.0763,2731,2681,1,112.0,50,galaxy_a50_b10_c100_v1.col,1.1402
10,100,1.33415,0.0765,2773,2723,2,113.4,50,galaxy_a50_b10_c100_v2.col,0.4
10,100,1.60281,0.0032,3163,3113,3,118.0,50,galaxy_a50_b10_c100_v3.col,0.8944
10,100,1.46879,0.0778,2923,2873,4,114.8,50,galaxy_a50_b10_c100_v4.col,1.0677
10,100,1.49967,0.0709,3016,2966,5,112.8,50,galaxy_a50_b10_c100_v5.col,1.6553
10,20,0.25105,0.0681,807,757,1,61.2,50,galaxy_a50_b10_c20_v1.col,0.3742
10,20,0.18607,0.004,816,766,2,62.0,50,galaxy_a50_b10_c20_v2.col,0.3162
10,20,0.17076,0.0013,775,725,3,61.2,50,galaxy_a50_b10_c20_v3.col,0.5831
10,20,0.18033,0.0006,822,772,4,61.8,50,galaxy_a50_b10_c20_v4.col,0.3742
10,20,0.17501,0.0005,806,756,5,61.2,50,galaxy_a50_b10_c20_v5.col,0.3742
10,30,0.35457,0.074,1116,1066,1,67.4,50,galaxy_a50_b10_c30_v1.col,0.5099
10,30,0.2414,0.0045,1005,955,2,64.0,50,galaxy_a50_b10_c30_v2.col,0.8944
10,30,0.26707,0.0025,1080,1030,3,65.2,50,galaxy_a50_b10_c30_v3.col,0.3742
10,30,0.28926,0.0018,1122,1072,4,67.8,50,galaxy_a50_b10_c30_v4.col,0.3742
10,30,0.24279,0.0006,1007,957,5,63.4,50,galaxy_a50_b10_c30_v5.col,0.4
10,40,0.46343,0.0642,1380,1330,1,73.6,50,galaxy_a50_b10_c40_v1.col,0.8718
10,40,0.33269,0.0017,1264,1214,2,69.0,50,galaxy_a50_b10_c40_v2.col,0.7071
10,40,0.33163,0.0018,1256,1206,3,67.6,50,galaxy_a50_b10_c40_v3.col,0.6
10,40,0.32305,0.0013,1222,1172,4,68.6,50,galaxy_a50_b10_c40_v4.col,1.0296
10,40,0.4357,0.0748,1325,1275,5,69.2,50,galaxy_a50_b10_c40_v5.col,0.7348
10,50,0.4565,0.0013,1551,1501,1,76.4,50,galaxy_a50_b10_c50_v1.col,0.6782
10,50,0.48224,0.0014,1604,1554,2,78.2,50,galaxy_a50_b10_c50_v2.col,1.3565
10,50,0.43814,0.0077,1465,1415,3,74.0,50,galaxy_a50_b10_c50_v3.col,0.6325
10,50,0.54716,0.0677,1584,1534,4,76.2,50,galaxy_a50_b10_c50_v4.col,0.9695
10,50,0.42918,0.0012,1487,1437,5,74.2,50,galaxy_a50_b10_c50_v5.col,1.1576
10,60,0.55117,0.001,1723,1673,1,79.8,50,galaxy_a50_b10_c60_v1.col,0.5831
10,60,0.60173,0.065,1678,1628,2,77.2,50,galaxy_a50_b10_c60_v2.col,1.0677
10,60,0.53207,0.0014,1704,1654,3,79.2,50,galaxy_a50_b10_c60_v3.col,1.8815
10,60,0.63419,0.0093,1865,1815,4,82.2,50,galaxy_a50_b10_c60_v4.col,1.1136
10,60,0.59019,0.066,1654,1604,5,79.2,50,galaxy_a50_b10_c60_v5.col,1.7146
10,70,0.87877,0.0016,2249,2199,1,94.0,50,galaxy_a50_b10_c70_v1.col,0.3162
10,70,0.72228,0.072,1898,1848,2,86.0,50,galaxy_a50_b10_c70_v2.col,1.3784
10,70,0.83469,0.002,2197,2147,3,91.0,50,galaxy_a50_b10_c70_v3.col,1.4142
10,70,0.84826,0.0713,2096,2046,4,90.0,50,galaxy_a50_b10_c70_v4.col,0.4472
10,70,0.66445,0.0042,1948,1898,5,85.4,50,galaxy_a50_b10_c70_v5.col,1.4353
10,80,1.02423,0.0021,2476,2426,1,99.2,50,galaxy_a50_b10_c80_v1.col,1.0198
10,80,0.96188,0.0729,2285,2235,2,95.0,50,galaxy_a50_b10_c80_v2.col,1.3038
10,80,0.86012,0.0024,2263,2213,3,97.0,50,galaxy_a50_b10_c80_v3.col,0.8367
10,80,0.86823,0.0725,2134,2084,4,92.0,50,galaxy_a50_b10_c80_v4.col,1.0954
10,80,0.91459,0.0086,2318,2268,5,96.6,50,galaxy_a50_b10_c80_v5.col,0.8124
10,90,1.12094,0.075,2469,2419,1,100.8,50,galaxy_a50_b10_c90_v1.col,1.6553
10,90,1.04983,0.0029,2475,2425,2,102.6,50,galaxy_a50_b10_c90_v2.col,1.4353
10,90,1.20037,0.0754,2566,2516,3,105.6,50,galaxy_a50_b10_c90_v3.col,0.7483
10,90,1.11663,0.003,2559,2509,4,107.0,50,galaxy_a50_b10_c90_v4.col,0.9487
10,90,1.10041,0.0733,2452,2402,5,101.4,50,galaxy_a50_b10_c90_v5.col,0.8124
10,100,1.49876,0.075,2941,2886,1,111.2,55,galaxy_a55_b10_c100_v1.col,0.8
10,100,1.63867,0.0717,3117,3062,2,115.8,55,galaxy_a55_b10_c100_v2.col,0.5831
10,100,1.12527,0.0016,2565,2510,3,107.6,55,galaxy_a55_b10_c100_v3.col,1.1225
10,100,1.5213,0.0749,2939,2884,4,113.8,55,galaxy_a55_b10_c100_v4.col,1.3191
10,100,1.78408,0.075,3257,3202,5,121.2,55,galaxy_a55_b10_c100_v5.col,1.7436
10,20,0.20345,0.0008,889,834,1,65.8,55,galaxy_a55_b10_c20_v1.col,0.3742
10,20,0.29134,0.0651,927,872,2,67.4,55,galaxy_a55_b10_c20_v2.col,0.5099
10,20,0.20415,0.0017,895,840,3,67.0,55,galaxy_a55_b10_c20_v3.col,0.3162
10,20,0.19994,0.0018,885,830,4,66.4,55,galaxy_a55_b10_c20_v4.col,0.5099
10,20,0.21003,0.0011,909,854,5,66.8,55,galaxy_a55_b10_c20_v5.col,0.3742
10,30,0.30783,0.0012,1187,1132,1,71.8,55,galaxy_a55_b10_c30_v1.col,0.8
