b,c,mean_time,se_time,N,M,v,mean_chi,a,instancia,se_chi
10,30,0.98296,0.0027,1764,1679,1,102.4,85,galaxy_a85_b10_c30_v1.col,0.6782
10,30,1.09387,0.131,1725,1640,2,100.0,85,galaxy_a85_b10_c30_v2.col,0.7071
10,30,1.08666,0.0082,1875,1790,3,102.4,85,galaxy_a85_b10_c30_v3.col,0.5099
10,30,1.30715,0.1212,1957,1872,4,104.4,85,galaxy_a85_b10_c30_v4.col,0.6782
10,30,1.03884,0.0038,1839,1754,5,102.2,85,galaxy_a85_b10_c30_v5.col,0.9695
10,40,1.65426,0.0355,2298,2213,1,107.6,85,galaxy_a85_b10_c40_v1.col,0.6
10,40,1.59475,0.1385,2170,2085,2,105.0,85,galaxy_a85_b10_c40_v2.col,1.1832
10,40,1.57854,0.0479,2263,2178,3,103.8,85,galaxy_a85_b10_c40_v3.col,0.6633
10,40,1.70242,0.129,2141,2056,4,106.4,85,galaxy_a85_b10_c40_v4.col,0.9274
10,40,1.54919,0.0426,2206,2121,5,106.4,85,galaxy_a85_b10_c40_v5.col,1.2083
10,50,2.6653,0.1777,2827,2742,1,115.2,85,galaxy_a85_b10_c50_v1.col,0.6633
10,50,1.90193,0.0135,2631,2546,2,110.6,85,galaxy_a85_b10_c50_v2.col,0.6782
10,50,2.08285,0.1294,2606,2521,3,111.0,85,galaxy_a85_b10_c50_v3.col,0.8367
10,50,2.05722,0.1196,2537,2452,4,108.8,85,galaxy_a85_b10_c50_v4.col,1.3191
10,50,1.96101,0.0103,2640,2555,5,109.4,85,galaxy_a85_b10_c50_v5.col,1.077
10,60,2.79018,0.1216,3001,2916,1,115.2,85,galaxy_a85_b10_c60_v1.col,1.3928
10,60,2.55796,0.1387,2822,2737,2,113.2,85,galaxy_a85_b10_c60_v2.col,1.0677
10,60,2.84945,0.135,3082,2997,3,116.2,85,galaxy_a85_b10_c60_v3.col,1.3191
10,60,2.35096,0.1353,2732,2647,4,111.6,85,galaxy_a85_b10_c60_v4.col,1.1225
10,60,2.86661,0.1284,3145,3060,5,117.4,85,galaxy_a85_b10_c60_v5.col,2.9257
10,70,3.17251,0.1372,3352,3267,1,121.2,85,galaxy_a85_b10_c70_v1.col,1.7146
10,70,3.66662,0.1206,3701,3616,2,124.6,85,galaxy_a85_b10_c70_v2.col,1.2884
10,70,3.35154,0.1228,3462,3377,3,121.8,85,galaxy_a85_b10_c70_v3.col,1.1136
10,70,2.90669,0.121,3255,3170,4,116.4,85,galaxy_a85_b10_c70_v4.col,0.8124
10,70,3.18092,0.1197,3369,3284,5,122.0,85,galaxy_a85_b10_c70_v5.col,0.7746
10,80,4.11102,0.1175,3938,3853,1,131.0,85,galaxy_a85_b10_c80_v1.col,0.5477
10,80,3.8038,0.1623,3701,3616,2,125.2,85,galaxy_a85_b10_c80_v2.col,0.9695
10,80,4.06432,0.121,3980,3895,3,128.6,85,galaxy_a85_b10_c80_v3.col,1.9391
10,80,3.38952,0.1076,3527,3442,4,123.4,85,galaxy_a85_b10_c80_v4.col,1.5033
10,80,4.04088,0.1155,3854,3769,5,126.6,85,galaxy_a85_b10_c80_v5.col,0.8124
10,90,5.56664,0.1843,4342,4257,1,137.2,85,galaxy_a85_b10_c90_v1.col,2.2672
10,90,4.94808,0.1351,4351,4266,2,134.0,85,galaxy_a85_b10_c90_v2.col,1.7029
10,90,5.01372,0.13,4332,4247,3,134.2,85,galaxy_a85_b10_c90_v3.col,0.9695
10,90,4.44974,0.1253,4144,4059,4,132.0,85,galaxy_a85_b10_c90_v4.col,1.7889
10,90,5.34744,0.1603,4502,4417,5,136.4,85,galaxy_a85_b10_c90_v5.col,0.9274
10,100,6.71517,0.1429,5144,5054,1,147.4,90,galaxy_a90_b10_c100_v1.col,1.0296
10,100,6.93536,0.22,5124,5034,2,149.2,90,galaxy_a90_b10_c100_v2.col,1.1576
10,100,6.25561,0.1493,4991,4901,3,146.4,90,galaxy_a90_b10_c100_v3.col,1.6912
10,100,6.98423,0.1283,5440,5350,4,151.0,90,galaxy_a90_b10_c100_v4.col,1.5811
10,100,6.22845,0.1621,4867,4777,5,144.2,90,galaxy_a90_b10_c100_v5.col,1.5297
10,20,0.81076,0.0039,1466,1376,1,102.6,90,galaxy_a90_b10_c20_v1.col,0.6782
10,20,0.90908,0.1251,1437,1347,2,102.0,90,galaxy_a90_b10_c20_v2.col,0.4472
10,20,0.74147,0.003,1406,1316,3,104.0,90,galaxy_a90_b10_c20_v3.col,1.9235
10,20,0.76464,0.0021,1456,1366,4,103.6,90,galaxy_a90_b10_c20_v4.col,0.8718
10,20,0.77018,0.0116,1404,1314,5,104.8,90,galaxy_a90_b10_c20_v5.col,1.3565
10,30,1.31464,0.1108,1929,1839,1,106.2,90,galaxy_a90_b10_c30_v1.col,1.1576
10,30,1.10318,0.0062,1819,1729,2,107.4,90,galaxy_a90_b10_c30_v2.col,0.9798
10,30,1.33026,0.1243,1878,1788,3,106.6,90,galaxy_a90_b10_c30_v3.col,1.1662
10,30,1.10256,0.0326,1855,1765,4,106.0,90,galaxy_a90_b10_c30_v4.col,1.3038
10,30,1.05485,0.036,1780,1690,5,105.8,90,galaxy_a90_b10_c30_v5.col,1.1576
10,40,1.96815,0.1145,2516,2426,1,112.6,90,galaxy_a90_b10_c40_v1.col,1.2083
10,40,1.81049,0.0349,2374,2284,2,111.2,90,galaxy_a90_b10_c40_v2.col,0.8
10,40,2.04046,0.121,2356,2266,3,112.4,90,galaxy_a90_b10_c40_v3.col,0.5099
10,40,1.79341,0.0496,2422,2332,4,111.4,90,galaxy_a90_b10_c40_v4.col,1.0296
10,40,2.12588,0.1263,2460,2370,5,112.0,90,galaxy_a90_b10_c40_v5.col,1.0488
10,50,2.70902,0.1714,2972,2882,1,117.2,90,galaxy_a90_b10_c50_v1.col,0.9695
10,50,2.4804,0.1446,2839,2749,2,116.2,90,galaxy_a90_b10_c50_v2.col,1.3565
10,50,2.28995,0.0107,2795,2705,3,118.0,90,galaxy_a90_b10_c50_v3.col,0.8944
10,50,2.28179,0.1159,2718,2628,4,116.0,90,galaxy_a90_b10_c50_v4.col,0.3162
10,50,2.27508,0.1158,2730,2640,5,115.2,90,galaxy_a90_b10_c50_v5.col,0.3742
10,60,2.66532,0.012,3107,3017,1,119.0,90,galaxy_a90_b10_c60_v1.col,1.4832
10,60,2.91938,0.1256,3206,3116,2,120.4,90,galaxy_a90_b10_c60_v2.col,0.7483
10,60,2.96417,0.1525,3170,3080,3,119.8,90,galaxy_a90_b10_c60_v3.col,1.7146
10,60,2.86883,0.1528,3167,3077,4,120.0,90,galaxy_a90_b10_c60_v4.col,1.1402
10,60,3.18479,0.1145,3204,3114,5,121.2,90,galaxy_a90_b10_c60_v5.col,1.0198
10,70,4.20936,0.1965,3796,3706,1,130.0,90,galaxy_a90_b10_c70_v1.col,1.4142
10,70,3.66589,0.1466,3563,3473,2,125.8,90,galaxy_a90_b10_c70_v2.col,1.3191
10,70,3.99587,0.1386,3862,3772,3,128.6,90,galaxy_a90_b10_c70_v3.col,1.0296
10,70,3.68193,0.1307,3744,3654,4,128.4,90,galaxy_a90_b10_c70_v4.col,1.0296
10,70,3.76704,0.1493,3778,3688,5,130.2,90,galaxy_a90_b10_c70_v5.col,1.0198
10,80,4.08636,0.1123,3939,3849,1,132.0,90,galaxy_a90_b10_c80_v1.col,1.4832
10,80,4.33186,0.1224,4010,3920,2,132.2,90,galaxy_a90_b10_c80_v2.col,1.8
10,80,4.29025,0.1217,4075,3985,3,133.2,90,galaxy_a90_b10_c80_v3.col,0.9165
10,80,5.55663,0.1115,4343,4253,4,137.0,90,galaxy_a90_b10_c80_v4.col,1.5166
10,80,4.53799,0.1263,4114,4024,5,134.0,90,galaxy_a90_b10_c80_v5.col,0.7071
10,90,5.46594,0.1313,4650,4560,1,140.4,90,galaxy_a90_b10_c90_v1.col,1.2884
10,90,5.39088,0.1182,4555,4465,2,142.6,90,galaxy_a90_b10_c90_v2.col,1.7493
10,90,5.08513,0.2252,4319,4229,3,135.6,90,galaxy_a90_b10_c90_v3.col,1.3266
10,90,5.09315,0.107,4459,4369,4,140.0,90,galaxy_a90_b10_c90_v4.col,1.1402
10,90,5.98133,0.1409,4944,4854,5,147.2,90,galaxy_a90_b10_c90_v5.col,0.9695
10,100,6.84105,0.1188,5439,5344,1,151.0,95,galaxy_a95_b10_c100_v1.col,2.0736
10,100,7.15169,0.1999,5431,5336,2,155.2,95,galaxy_a95_b10_c100_v2.col,1.3928
10,100,6.61284,0.1535,5002,4907,3,150.0,95,galaxy_a95_b10_c100_v3.col,1.8708
10,100,6.51507,0.1435,5209,5114,4,152.2,95,galaxy_a95_b10_c100_v4.col,1.3565
10,100,7.33619,0.2009,5559,5464,5,156.6,95,galaxy_a95_b10_c100_v5.col,1.3266
10,20,0.91242,0.0573,1488,1393,1,109.4,95,galaxy_a95_b10_c20_v1.col,1.2083
10,20,1.0065,0.1319,1511,1416,2,107.8,95,galaxy_a95_b10_c20_v2.col,0.8602
10,20,0.96452,0.0417,1595,1500,3,109.0,95,galaxy_a95_b10_c20_v3.col,1.2247
10,20,0.87809,0.0193,1501,1406,4,110.0,95,galaxy_a95_b10_c20_v4.col,2.2583
10,20,0.96054,0.108,1503,1408,5,108.8,95,galaxy_a95_b10_c20_v5.col,1.7436
10,30,1.21749,0.0111,1947,1852,1,112.6,95,galaxy_a95_b10_c30_v1.col,0.9274
10,30,1.25939,0.0076,1957,1862,2,112.0,95,galaxy_a95_b10_c30_v2.col,0.8367
10,30,1.51706,0.123,2069,1974,3,112.6,95,galaxy_a95_b10_c30_v3.col,0.8718
10,30,1.26034,0.0041,1995,1900,4,111.8,95,galaxy_a95_b10_c30_v4.col,1.2
10,30,1.34589,0.1214,1929,1834,5,110.4,95,galaxy_a95_b10_c30_v5.col,1.2884
10,40,1.95365,0.0137,2588,2493,1,116.4,95,galaxy_a95_b10_c40_v1.col,0.9798
10,40,2.14081,0.1188,2630,2535,2,117.8,95,galaxy_a95_b10_c40_v2.col,0.8602
10,40,1.94061,0.0209,2515,2420,3,118.2,95,galaxy_a95_b10_c40_v3.col,0.7348
10,40,2.27898,0.1164,2684,2589,4,119.2,95,galaxy_a95_b10_c40_v4.col,0.8602
10,40,1.99746,0.0601,2521,2426,5,118.2,95,galaxy_a95_b10_c40_v5.col,0.3742
10,50,2.83696,0.1495,3073,2978,1,122.0,95,galaxy_a95_b10_c50_v1.col,1.4491
10,50,2.4188,0.1618,2904,2809,2,121.0,95,galaxy_a95_b10_c50_v2.col,0.6325
10,50,2.58184,0.1272,3040,2945,3,123.8,95,galaxy_a95_b10_c50_v3.col,1.241
10,50,2.5359,0.161,2771,2676,4,120.2,95,galaxy_a95_b10_c50_v4.col,1.241
10,50,2.82059,0.1233,3102,3007,5,125.4,95,galaxy_a95_b10_c50_v5.col,0.8124
10,60,3.2929,0.106,3501,3406,1,128.4,95,galaxy_a95_b10_c60_v1.col,0.6
10,60,2.91521,0.1243,3263,3168,2,126.0,95,galaxy_a95_b10_c60_v2.col,1.3416
10,60,3.17707,0.1166,3480,3385,3,127.4,95,galaxy_a95_b10_c60_v3.col,1.4
10,60,3.74607,0.1243,3765,3670,4,131.8,95,galaxy_a95_b10_c60_v4.col,0.5831
10,60,3.14388,0.1181,3333,3238,5,124.4,95,galaxy_a95_b10_c60_v5.col,1.3638
10,70,3.82509,0.1658,3744,3649,1,130.0,95,galaxy_a95_b10_c70_v1.col,0.8367
10,70,4.17281,0.1865,4008,3913,2,130.2,95,galaxy_a95_b10_c70_v2.col,1.4629
10,70,4.09341,0.1332,3926,3831,3,132.4,95,galaxy_a95_b10_c70_v3.col,1.249
10,70,3.90457,0.1259,3820,3725,4,131.8,95,galaxy_a95_b10_c70_v4.col,0.3742
10,70,4.31412,0.1323,3971,3876,5,131.6,95,galaxy_a95_b10_c70_v5.col,1.3638
10,80,5.06287,0.1355,4388,4293,1,138.6,95,galaxy_a95_b10_c80_v1.col,1.2083
10,80,5.73635,0.1498,4608,4513,2,141.8,95,galaxy_a95_b10_c80_v2.col,1.241
10,80,5.98178,0.223,4811,4716,3,144.0,95,galaxy_a95_b10_c80_v3.col,1.5166
10,80,5.40347,0.1855,4644,4549,4,139.2,95,galaxy_a95_b10_c80_v4.col,1.1576
10,80,4.87043,0.1366,4220,4125,5,136.6,95,galaxy_a95_b10_c80_v5.col,1.3266
10,90,6.32645,0.232,4894,4799,1,144.4,95,galaxy_a95_b10_c90_v1.col,1.249
10,90,6.13123,0.1896,4746,4651,2,142.4,95,galaxy_a95_b10_c90_v2.col,1.5362
10,90,5.95368,0.1612,4911,4816,3,143.0,95,galaxy_a95_b10_c90_v3.col,2.0248
10,90,6.10653,0.1524,4867,4772,4,147.2,95,galaxy_a95_b10_c90_v4.col,1.4629
10,90,6.1304,0.1114,4983,4888,5,148.6,95,galaxy_a95_b10_c90_v5.col,0.8718
