n_config,tempo_melhor,v_config,N_real,melhor_chi,instancia,heuristica_vencedora,M_real,p_config
500,0.001001,1,500,92,simples_n500_p01%_v1.col,MaxGrau,1247,1
500,0.001164,2,500,119,simples_n500_p01%_v2.col,MaxGrau,1334,1
500,0.001139,3,500,131,simples_n500_p01%_v3.col,MaxGrau,1196,1
500,0.00124,4,500,150,simples_n500_p01%_v4.col,MaxGrau,1278,1
500,0.001044,5,500,110,simples_n500_p01%_v5.col,MaxGrau,1243,1
500,0.002064,1,500,132,simples_n500_p03%_v1.col,MaxGrau,3630,3
500,0.002098,2,500,135,simples_n500_p03%_v2.col,MaxGrau,3730,3
500,0.002104,3,500,135,simples_n500_p03%_v3.col,MaxGrau,3725,3
500,0.002159,4,500,133,simples_n500_p03%_v4.col,MaxGrau,3694,3
500,0.0021,5,500,136,simples_n500_p03%_v5.col,MaxGrau,3741,3
500,0.003351,1,500,217,simples_n500_p05%_v1.col,MaxGrau,6413,5
500,0.003378,2,500,205,simples_n500_p05%_v2.col,MaxGrau,6224,5
500,0.00338,3,500,206,simples_n500_p05%_v3.col,MaxGrau,6266,5
500,0.00336,4,500,203,simples_n500_p05%_v4.col,MaxGrau,6217,5
500,0.003435,5,500,211,simples_n500_p05%_v5.col,MaxGrau,6277,5
500,0.0087,1,500,401,simples_n500_p10%_v1.col,MaxGrau,12548,10
500,0.008518,2,500,407,simples_n500_p10%_v2.col,MaxGrau,12537,10
500,0.009677,3,500,396,simples_n500_p10%_v3.col,MaxGrau,12464,10
500,0.008986,4,500,395,simples_n500_p10%_v4.col,MaxGrau,12431,10
500,0.012434,5,500,403,simples_n500_p10%_v5.col,Satur,12664,10
500,0.026889,1,500,500,simples_n500_p20%_v1.col,MinGrau,25054,20
500,0.026445,2,500,500,simples_n500_p20%_v2.col,MinGrau,24765,20
500,0.026843,3,500,500,simples_n500_p20%_v3.col,MaxGrau,24925,20
500,0.027155,4,500,500,simples_n500_p20%_v4.col,MaxGrau,25197,20
500,0.025813,5,500,500,simples_n500_p20%_v5.col,MaxGrau,24833,20
500,0.057016,1,500,500,simples_n500_p30%_v1.col,MinGrau,37350,30
500,0.057064,2,500,500,simples_n500_p30%_v2.col,MinGrau,37393,30
500,0.057259,3,500,500,simples_n500_p30%_v3.col,MaxGrau,37423,30
500,0.057134,4,500,500,simples_n500_p30%_v4.col,MaxGrau,37349,30
500,0.057045,5,500,500,simples_n500_p30%_v5.col,MaxGrau,37442,30
500,0.099665,1,500,500,simples_n500_p40%_v1.col,MinGrau,49424,40
500,0.098955,2,500,500,simples_n500_p40%_v2.col,MaxGrau,50039,40
500,0.097395,3,500,500,simples_n500_p40%_v3.col,MinGrau,49592,40
500,0.098216,4,500,500,simples_n500_p40%_v4.col,MaxGrau,49987,40
500,0.102225,5,500,500,simples_n500_p40%_v5.col,MinGrau,50257,40
500,0.155278,1,500,500,simples_n500_p50%_v1.col,MaxGrau,61956,50
500,0.148773,2,500,500,simples_n500_p50%_v2.col,MinGrau,62439,50
500,0.148499,3,500,500,simples_n500_p50%_v3.col,MaxGrau,62304,50
500,0.148766,4,500,500,simples_n500_p50%_v4.col,MaxGrau,62309,50
500,0.157651,5,500,500,simples_n500_p50%_v5.col,MaxGrau,62349,50
500,0.209857,1,500,500,simples_n500_p60%_v1.col,MinGrau,74574,60
500,0.210487,2,500,500,simples_n500_p60%_v2.col,MinGrau,74736,60
500,0.211695,3,500,500,simples_n500_p60%_v3.col,MaxGrau,74632,60
500,0.209527,4,500,500,simples_n500_p60%_v4.col,MinGrau,75011,60
500,0.221033,5,500,500,simples_n500_p60%_v5.col,MinGrau,74982,60
500,0.279295,1,500,500,simples_n500_p70%_v1.col,MaxGrau,87094,70
500,0.286043,2,500,500,simples_n500_p70%_v2.col,MinGrau,87398,70
500,0.278804,3,500,500,simples_n500_p70%_v3.col,MinGrau,87405,70
500,0.278976,4,500,500,simples_n500_p70%_v4.col,MaxGrau,87580,70
500,0.279115,5,500,500,simples_n500_p70%_v5.col,MinGrau,87311,70
500,0.354774,1,500,500,simples_n500_p80%_v1.col,MinGrau,99614,80
500,0.355329,2,500,500,simples_n500_p80%_v2.col,MaxGrau,99748,80
500,0.355157,3,500,500,simples_n500_p80%_v3.col,MinGrau,99882,80
500,0.355681,4,500,500,simples_n500_p80%_v4.col,MinGrau,99686,80
500,0.353899,5,500,500,simples_n500_p80%_v5.col,MinGrau,99554,80
500,0.409756,1,500,500,simples_n500_p90%_v1.col,MinGrau,112458,90
500,0.408752,2,500,500,simples_n500_p90%_v2.col,MaxGrau,112270,90
500,0.405777,3,500,500,simples_n500_p90%_v3.col,MinGrau,112133,90
500,0.429335,4,500,500,simples_n500_p90%_v4.col,MaxGrau,112525,90
500,0.411457,5,500,500,simples_n500_p90%_v5.col,MinGrau,112278,90
