b,chi_sat,p,tempo_max,chi_max,chi_min,N,M,v,a,tempo_sat,instancia,tempo_min
1000,764,10,110.0044,764,813,1500,49704,4,500,114.278,bi_a500_b1000_p10%_v4.col,208.6973
1000,772,10,109.7454,772,823,1500,50225,5,500,108.9884,bi_a500_b1000_p10%_v5.col,212.809
1000,1316,20,572.339,1316,1275,1500,99683,1,500,560.2858,bi_a500_b1000_p20%_v1.col,874.8341
1000,1311,20,576.2134,1311,1271,1500,99572,2,500,562.1567,bi_a500_b1000_p20%_v2.col,855.1183
1000,1320,20,583.5577,1320,1277,1500,100299,3,500,562.5781,bi_a500_b1000_p20%_v3.col,885.7141
1000,1317,20,582.6957,1317,1282,1500,100428,4,500,565.9474,bi_a500_b1000_p20%_v4.col,888.637
1000,1316,20,580.4682,1316,1278,1500,100288,5,500,562.0434,bi_a500_b1000_p20%_v5.col,867.1211
1000,1407,30,1060.7238,1407,1388,1500,150068,1,500,1042.6288,bi_a500_b1000_p30%_v1.col,1822.7437
1000,1410,30,1077.664,1410,1391,1500,150470,2,500,1069.1455,bi_a500_b1000_p30%_v2.col,1834.3156
1000,1409,30,1042.8721,1409,1390,1500,150505,3,500,1036.5927,bi_a500_b1000_p30%_v3.col,1806.4548
1000,1408,30,1057.4461,1408,1390,1500,149719,4,500,1052.6389,bi_a500_b1000_p30%_v4.col,1836.8575
1000,1411,30,1041.4582,1411,1390,1500,150236,5,500,1036.5355,bi_a500_b1000_p30%_v5.col,1819.1273
1000,1447,40,1506.8293,1447,1436,1500,199683,1,500,1483.3277,bi_a500_b1000_p40%_v1.col,2665.0968
1000,1451,40,1484.4482,1451,1439,1500,199790,2,500,1492.8714,bi_a500_b1000_p40%_v2.col,2645.6008
1000,1449,40,1485.1477,1449,1436,1500,199737,3,500,1490.9466,bi_a500_b1000_p40%_v3.col,2637.8069
1000,1450,40,1499.2209,1450,1436,1500,200163,4,500,1504.8376,bi_a500_b1000_p40%_v4.col,2652.6094
1000,1445,40,1488.6363,1445,1434,1500,200116,5,500,1496.3342,bi_a500_b1000_p40%_v5.col,2628.5766
1000,1469,50,1856.5783,1469,1461,1500,250427,1,500,1893.3666,bi_a500_b1000_p50%_v1.col,3344.6816
1000,1466,50,1857.0668,1466,1460,1500,249704,2,500,1884.4509,bi_a500_b1000_p50%_v2.col,3338.8002
1000,1466,50,1856.881,1466,1459,1500,249490,3,500,1882.9597,bi_a500_b1000_p50%_v3.col,3314.0088
1000,1464,50,1850.6609,1464,1462,1500,249760,4,500,1893.9542,bi_a500_b1000_p50%_v4.col,3347.6105
1000,1467,50,1857.7583,1467,1458,1500,250155,5,500,1904.4338,bi_a500_b1000_p50%_v5.col,3338.2208
1000,1478,60,2061.7986,1478,1476,1500,300085,1,500,2121.5497,bi_a500_b1000_p60%_v1.col,3771.1589
1000,1478,60,2013.6677,1478,1474,1500,300516,2,500,2102.1146,bi_a500_b1000_p60%_v2.col,3802.8092
1000,1478,60,2038.8711,1478,1473,1500,300293,3,500,2118.3637,bi_a500_b1000_p60%_v3.col,3739.0956
1000,1477,60,2018.9128,1477,1474,1500,300049,4,500,2109.2832,bi_a500_b1000_p60%_v4.col,3790.515
1000,1477,60,2056.1305,1477,1473,1500,300747,5,500,2117.113,bi_a500_b1000_p60%_v5.col,3745.4723
1000,1486,70,2096.8258,1486,1482,1500,349678,1,500,2173.83,bi_a500_b1000_p70%_v1.col,4003.293
1000,1483,70,2081.6127,1483,1483,1500,349845,2,500,2153.7004,bi_a500_b1000_p70%_v2.col,3982.5786
1000,1485,70,2090.5394,1485,1483,1500,350377,3,500,2178.8786,bi_a500_b1000_p70%_v3.col,3933.7264
1000,1486,70,2084.5249,1486,1483,1500,349872,4,500,2161.3352,bi_a500_b1000_p70%_v4.col,3949.9409
1000,1486,70,2098.7354,1486,1482,1500,349973,5,500,2170.3707,bi_a500_b1000_p70%_v5.col,3973.181
1000,1490,80,2085.3783,1490,1488,1500,400300,1,500,2140.3015,bi_a500_b1000_p80%_v1.col,4109.3158
1000,1491,80,2110.8536,1491,1488,1500,399801,2,500,2158.453,bi_a500_b1000_p80%_v2.col,4085.1245
1000,1491,80,2087.8502,1491,1488,1500,399916,3,500,2150.604,bi_a500_b1000_p80%_v3.col,4084.1091
1000,1491,80,2100.0398,1491,1488,1500,400588,4,500,2161.3851,bi_a500_b1000_p80%_v4.col,4079.9476
1000,1491,80,2107.8395,1491,1488,1500,399829,5,500,2170.6203,bi_a500_b1000_p80%_v5.col,4095.585
1000,1494,90,2068.3967,1494,1493,1500,449955,1,500,2097.7054,bi_a500_b1000_p90%_v1.col,4108.7095
1000,1494,90,2062.3317,1494,1493,1500,449946,2,500,2092.1423,bi_a500_b1000_p90%_v2.col,4149.2457
1000,1494,90,2079.3407,1494,1493,1500,449847,3,500,2106.2972,bi_a500_b1000_p90%_v3.col,4133.7353
1000,1494,90,2056.4875,1494,1492,1500,449742,4,500,2076.4809,bi_a500_b1000_p90%_v4.col,4134.6617
1000,1494,90,2058.0017,1494,1493,1500,450083,5,500,2083.295,bi_a500_b1000_p90%_v5.col,4113.9182
