a,b,N,p,M,v,tempo_melhor,heuristica_vencedora,melhor_chi,instancia
100,10000,10100,90,899871,4,41.6962,MinGrau,10093,bi_a100_b10000_p90%_v4.col
100,10000,10100,90,900149,5,38.9356,MinGrau,10092,bi_a100_b10000_p90%_v5.col
500,500,1000,1,2537,1,0.0138,MaxGrau,236,bi_a500_b500_p01%_v1.col
500,500,1000,1,2396,2,0.0128,MaxGrau,211,bi_a500_b500_p01%_v2.col
500,500,1000,1,2522,3,0.0103,MaxGrau,205,bi_a500_b500_p01%_v3.col
500,500,1000,1,2462,4,0.0068,MaxGrau,255,bi_a500_b500_p01%_v4.col
500,500,1000,1,2493,5,0.0092,MaxGrau,194,bi_a500_b500_p01%_v5.col
500,500,1000,3,7384,1,0.0224,MaxGrau,193,bi_a500_b500_p03%_v1.col
500,500,1000,3,7474,2,0.0244,MaxGrau,194,bi_a500_b500_p03%_v2.col
500,500,1000,3,7541,3,0.0261,MaxGrau,194,bi_a500_b500_p03%_v3.col
500,500,1000,3,7501,4,0.0223,MaxGrau,191,bi_a500_b500_p03%_v4.col
500,500,1000,3,7478,5,0.024,MaxGrau,190,bi_a500_b500_p03%_v5.col
500,500,1000,5,12438,1,0.0343,MaxGrau,281,bi_a500_b500_p05%_v1.col
500,500,1000,5,12517,2,0.0304,MaxGrau,284,bi_a500_b500_p05%_v2.col
500,500,1000,5,12417,3,0.2146,MaxGrau,282,bi_a500_b500_p05%_v3.col
500,500,1000,5,12678,4,0.0161,MaxGrau,288,bi_a500_b500_p05%_v4.col
500,500,1000,5,12596,5,0.0415,MaxGrau,285,bi_a500_b500_p05%_v5.col
500,500,1000,10,25253,1,0.0588,MaxGrau,507,bi_a500_b500_p10%_v1.col
500,500,1000,10,24872,2,0.0734,MaxGrau,502,bi_a500_b500_p10%_v2.col
500,500,1000,10,25214,3,0.0398,MaxGrau,504,bi_a500_b500_p10%_v3.col
500,500,1000,10,25129,4,0.078,MaxGrau,504,bi_a500_b500_p10%_v4.col
500,500,1000,10,24870,5,0.0822,MaxGrau,507,bi_a500_b500_p10%_v5.col
500,500,1000,20,50042,1,0.238,MinGrau,809,bi_a500_b500_p20%_v1.col
500,500,1000,20,50009,2,0.2692,MinGrau,807,bi_a500_b500_p20%_v2.col
500,500,1000,20,49881,3,0.2642,MinGrau,803,bi_a500_b500_p20%_v3.col
500,500,1000,20,50029,4,0.157,MinGrau,807,bi_a500_b500_p20%_v4.col
500,500,1000,20,50011,5,0.3013,MinGrau,805,bi_a500_b500_p20%_v5.col
500,500,1000,30,75280,1,0.5019,MinGrau,898,bi_a500_b500_p30%_v1.col
500,500,1000,30,75133,2,0.3246,MinGrau,899,bi_a500_b500_p30%_v2.col
500,500,1000,30,75090,3,0.3381,MinGrau,900,bi_a500_b500_p30%_v3.col
500,500,1000,30,75347,4,0.2908,MinGrau,900,bi_a500_b500_p30%_v4.col
500,500,1000,30,75084,5,0.6118,MinGrau,897,bi_a500_b500_p30%_v5.col
500,500,1000,40,100391,1,0.6704,MinGrau,939,bi_a500_b500_p40%_v1.col
500,500,1000,40,100075,2,1.0517,MinGrau,941,bi_a500_b500_p40%_v2.col
500,500,1000,40,100085,3,0.6116,MinGrau,940,bi_a500_b500_p40%_v3.col
500,500,1000,40,100045,4,0.7619,MinGrau,939,bi_a500_b500_p40%_v4.col
500,500,1000,40,100122,5,1.024,MinGrau,941,bi_a500_b500_p40%_v5.col
500,500,1000,50,124819,1,0.9391,MinGrau,964,bi_a500_b500_p50%_v1.col
500,500,1000,50,125009,2,1.0319,MinGrau,963,bi_a500_b500_p50%_v2.col
500,500,1000,50,124539,3,1.0666,MinGrau,963,bi_a500_b500_p50%_v3.col
500,500,1000,50,124813,4,0.8759,MinGrau,963,bi_a500_b500_p50%_v4.col
500,500,1000,50,124972,5,0.9208,MinGrau,963,bi_a500_b500_p50%_v5.col
500,500,1000,60,149899,1,0.9639,MinGrau,972,bi_a500_b500_p60%_v1.col
500,500,1000,60,149722,2,1.5851,MinGrau,974,bi_a500_b500_p60%_v2.col
500,500,1000,60,150125,3,1.3802,MinGrau,975,bi_a500_b500_p60%_v3.col
500,500,1000,60,150210,4,1.8409,MinGrau,973,bi_a500_b500_p60%_v4.col
500,500,1000,60,150122,5,1.0772,MinGrau,973,bi_a500_b500_p60%_v5.col
500,500,1000,70,175289,1,1.2407,MinGrau,984,bi_a500_b500_p70%_v1.col
500,500,1000,70,174970,2,2.1272,MinGrau,983,bi_a500_b500_p70%_v2.col
500,500,1000,70,174869,3,1.5269,MinGrau,982,bi_a500_b500_p70%_v3.col
500,500,1000,70,175027,4,1.5003,MinGrau,983,bi_a500_b500_p70%_v4.col
500,500,1000,70,174595,5,1.6156,MinGrau,984,bi_a500_b500_p70%_v5.col
500,500,1000,80,199919,1,1.8234,MinGrau,988,bi_a500_b500_p80%_v1.col
500,500,1000,80,200277,2,1.4891,MinGrau,989,bi_a500_b500_p80%_v2.col
500,500,1000,80,199860,3,1.6751,MinGrau,988,bi_a500_b500_p80%_v3.col
500,500,1000,80,200229,4,1.624,MinGrau,988,bi_a500_b500_p80%_v4.col
500,500,1000,80,200061,5,1.9344,MinGrau,989,bi_a500_b500_p80%_v5.col
500,500,1000,90,224990,1,2.346,MinGrau,993,bi_a500_b500_p90%_v1.col
500,500,1000,90,225217,2,2.2219,MinGrau,992,bi_a500_b500_p90%_v2.col
500,500,1000,90,225175,3,1.6371,MinGrau,993,bi_a500_b500_p90%_v3.col
500,500,1000,90,224958,4,3.1808,MinGrau,993,bi_a500_b500_p90%_v4.col
500,500,1000,90,225220,5,1.7246,MinGrau,993,bi_a500_b500_p90%_v5.col
500,1000,1500,1,4951,1,0.0354,MaxGrau,369,bi_a500_b1000_p01%_v1.col
500,1000,1500,1,4920,2,0.0352,MaxGrau,347,bi_a500_b1000_p01%_v2.col
500,1000,1500,1,5038,3,0.0309,MaxGrau,362,bi_a500_b1000_p01%_v3.col
500,1000,1500,1,4995,4,0.0374,MaxGrau,363,bi_a500_b1000_p01%_v4.col
500,1000,1500,1,5010,5,0.037,MaxGrau,367,bi_a500_b1000_p01%_v5.col
500,1000,1500,3,14962,1,0.078,MaxGrau,447,bi_a500_b1000_p03%_v1.col
500,1000,1500,3,14877,2,0.0387,MaxGrau,436,bi_a500_b1000_p03%_v2.col
500,1000,1500,3,15019,3,0.0385,MaxGrau,444,bi_a500_b1000_p03%_v3.col
500,1000,1500,3,15088,4,0.0944,Satur,448,bi_a500_b1000_p03%_v4.col
500,1000,1500,3,14826,5,0.0466,MaxGrau,440,bi_a500_b1000_p03%_v5.col
500,1000,1500,5,25206,1,0.0961,MaxGrau,538,bi_a500_b1000_p05%_v1.col
500,1000,1500,5,24966,2,0.0952,MaxGrau,540,bi_a500_b1000_p05%_v2.col
500,1000,1500,5,25025,3,0.1015,MaxGrau,543,bi_a500_b1000_p05%_v3.col
500,1000,1500,5,25073,4,0.0586,MaxGrau,538,bi_a500_b1000_p05%_v4.col
500,1000,1500,5,24946,5,0.0932,MaxGrau,546,bi_a500_b1000_p05%_v5.col
500,1000,1500,10,50023,1,0.2165,MaxGrau,766,bi_a500_b1000_p10%_v1.col
500,1000,1500,10,50026,2,0.123,MaxGrau,766,bi_a500_b1000_p10%_v2.col
500,1000,1500,10,49783,3,0.1503,MaxGrau,776,bi_a500_b1000_p10%_v3.col
500,1000,1500,10,49704,4,0.1131,MaxGrau,764,bi_a500_b1000_p10%_v4.col
500,1000,1500,10,50225,5,0.1582,MaxGrau,772,bi_a500_b1000_p10%_v5.col
500,1000,1500,20,99683,1,0.6689,MinGrau,1275,bi_a500_b1000_p20%_v1.col
500,1000,1500,20,99572,2,1.2436,MinGrau,1271,bi_a500_b1000_p20%_v2.col
500,1000,1500,20,100299,3,0.5209,MinGrau,1277,bi_a500_b1000_p20%_v3.col
500,1000,1500,20,100428,4,0.5343,MinGrau,1282,bi_a500_b1000_p20%_v4.col
500,1000,1500,20,100288,5,2.3888,MinGrau,1278,bi_a500_b1000_p20%_v5.col
500,1000,1500,30,150068,1,2.4469,MinGrau,1388,bi_a500_b1000_p30%_v1.col
500,1000,1500,30,150470,2,1.5784,MinGrau,1391,bi_a500_b1000_p30%_v2.col
500,1000,1500,30,150505,3,2.3783,MinGrau,1390,bi_a500_b1000_p30%_v3.col
500,1000,1500,30,149719,4,1.4347,MinGrau,1390,bi_a500_b1000_p30%_v4.col
500,1000,1500,30,150236,5,2.1844,MinGrau,1390,bi_a500_b1000_p30%_v5.col
500,1000,1500,40,199683,1,2.1646,MinGrau,1436,bi_a500_b1000_p40%_v1.col
500,1000,1500,40,199790,2,2.6164,MinGrau,1439,bi_a500_b1000_p40%_v2.col
500,1000,1500,40,199737,3,3.7344,MinGrau,1436,bi_a500_b1000_p40%_v3.col
500,1000,1500,40,200163,4,3.3549,MinGrau,1436,bi_a500_b1000_p40%_v4.col
500,1000,1500,40,200116,5,3.6064,MinGrau,1434,bi_a500_b1000_p40%_v5.col
500,1000,1500,50,250427,1,4.3298,MinGrau,1461,bi_a500_b1000_p50%_v1.col
500,1000,1500,50,249704,2,3.1003,MinGrau,1460,bi_a500_b1000_p50%_v2.col
500,1000,1500,50,249490,3,2.6462,MinGrau,1459,bi_a500_b1000_p50%_v3.col
500,1000,1500,50,249760,4,2.9824,MinGrau,1462,bi_a500_b1000_p50%_v4.col
500,1000,1500,50,250155,5,3.5106,MinGrau,1458,bi_a500_b1000_p50%_v5.col
500,1000,1500,60,300085,1,4.3511,MinGrau,1476,bi_a500_b1000_p60%_v1.col
500,1000,1500,60,300516,2,3.6203,MinGrau,1474,bi_a500_b1000_p60%_v2.col
500,1000,1500,60,300293,3,4.2682,MinGrau,1473,bi_a500_b1000_p60%_v3.col
500,1000,1500,60,300049,4,4.3655,MinGrau,1474,bi_a500_b1000_p60%_v4.col
500,1000,1500,60,300747,5,6.4308,MinGrau,1473,bi_a500_b1000_p60%_v5.col
500,1000,1500,70,349678,1,5.9228,MinGrau,1482,bi_a500_b1000_p70%_v1.col
500,1000,1500,70,349845,2,6.4015,MaxGrau,1483,bi_a500_b1000_p70%_v2.col
500,1000,1500,70,350377,3,6.9904,MinGrau,1483,bi_a500_b1000_p70%_v3.col
500,1000,1500,70,349872,4,5.5009,MinGrau,1483,bi_a500_b1000_p70%_v4.col
500,1000,1500,70,349973,5,3.7382,MinGrau,1482,bi_a500_b1000_p70%_v5.col
500,1000,1500,80,400300,1,7.0262,MinGrau,1488,bi_a500_b1000_p80%_v1.col
500,1000,1500,80,399801,2,5.056,MinGrau,1488,bi_a500_b1000_p80%_v2.col
500,1000,1500,80,399916,3,5.9709,MinGrau,1488,bi_a500_b1000_p80%_v3.col
500,1000,1500,80,400588,4,5.5028,MinGrau,1488,bi_a500_b1000_p80%_v4.col
500,1000,1500,80,399829,5,6.4398,MinGrau,1488,bi_a500_b1000_p80%_v5.col
500,1000,1500,90,449955,1,7.6228,MinGrau,1493,bi_a500_b1000_p90%_v1.col
500,1000,1500,90,449946,2,5.8737,MinGrau,1493,bi_a500_b1000_p90%_v2.col
500,1000,1500,90,449847,3,6.1172,MinGrau,1493,bi_a500_b1000_p90%_v3.col
500,1000,1500,90,449742,4,7.0958,MinGrau,1492,bi_a500_b1000_p90%_v4.col
500,1000,1500,90,450083,5,5.7648,MinGrau,1493,bi_a500_b1000_p90%_v5.col
500,5000,5500,1,25147,1,0.1468,MinGrau,564,bi_a500_b5000_p01%_v1.col
500,5000,5500,1,24841,2,0.1346,MinGrau,560,bi_a500_b5000_p01%_v2.col
500,5000,5500,1,24813,3,0.0765,MinGrau,559,bi_a500_b5000_p01%_v3.col
500,5000,5500,1,25171,4,0.1382,MinGrau,561,bi_a500_b5000_p01%_v4.col
500,5000,5500,1,24975,5,0.0683,MinGrau,555,bi_a500_b5000_p01%_v5.col
500,5000,5500,3,75474,1,0.3389,MaxGrau,752,bi_a500_b5000_p03%_v1.col
500,5000,5500,3,75287,2,0.5802,MaxGrau,759,bi_a500_b5000_p03%_v2.col
500,5000,5500,3,75229,3,0.5941,MaxGrau,760,bi_a500_b5000_p03%_v3.col
500,5000,5500,3,75757,4,0.4408,MaxGrau,755,bi_a500_b5000_p03%_v4.col
500,5000,5500,3,75144,5,0.3375,MaxGrau,747,bi_a500_b5000_p03%_v5.col
500,5000,5500,5,125059,1,0.5435,MaxGrau,1029,bi_a500_b5000_p05%_v1.col
500,5000,5500,5,125518,2,0.4976,MaxGrau,1037,bi_a500_b5000_p05%_v2.col
500,5000,5500,5,125198,3,0.4481,MaxGrau,1038,bi_a500_b5000_p05%_v3.col
500,5000,5500,5,125260,4,0.9072,MaxGrau,1026,bi_a500_b5000_p05%_v4.col
500,5000,5500,5,125308,5,0.576,MaxGrau,1034,bi_a500_b5000_p05%_v5.col
500,5000,5500,10,250625,1,2.1557,MaxGrau,2649,bi_a500_b5000_p10%_v1.col
500,5000,5500,10,249650,2,2.75,MaxGrau,2650,bi_a500_b5000_p10%_v2.col
500,5000,5500,10,250608,3,2.1281,MaxGrau,2628,bi_a500_b5000_p10%_v3.col
500,5000,5500,10,249958,4,2.3306,MaxGrau,2639,bi_a500_b5000_p10%_v4.col
500,5000,5500,10,249787,5,1.8585,MaxGrau,2632,bi_a500_b5000_p10%_v5.col
500,5000,5500,20,500302,1,17.7785,MinGrau,5219,bi_a500_b5000_p20%_v1.col
500,5000,5500,20,500497,2,19.1592,MinGrau,5220,bi_a500_b5000_p20%_v2.col
500,5000,5500,20,499844,3,21.4195,MinGrau,5219,bi_a500_b5000_p20%_v3.col
500,5000,5500,20,500051,4,16.3026,MinGrau,5225,bi_a500_b5000_p20%_v4.col
500,5000,5500,20,499440,5,21.7812,MinGrau,5222,bi_a500_b5000_p20%_v5.col
500,5000,5500,30,749911,1,50.4271,MinGrau,5364,bi_a500_b5000_p30%_v1.col
500,5000,5500,30,749799,2,39.639,MinGrau,5368,bi_a500_b5000_p30%_v2.col
500,5000,5500,30,750190,3,50.0879,MinGrau,5371,bi_a500_b5000_p30%_v3.col
500,5000,5500,30,750028,4,36.8252,MinGrau,5365,bi_a500_b5000_p30%_v4.col
500,5000,5500,30,749225,5,48.5178,MinGrau,5372,bi_a500_b5000_p30%_v5.col
500,5000,5500,40,999014,1,49.9036,MinGrau,5421,bi_a500_b5000_p40%_v1.col
500,5000,5500,40,999631,2,63.9948,MinGrau,5425,bi_a500_b5000_p40%_v2.col
500,5000,5500,40,999772,3,62.5039,MinGrau,5423,bi_a500_b5000_p40%_v3.col
500,5000,5500,40,1001275,4,79.6155,MinGrau,5424,bi_a500_b5000_p40%_v4.col
500,5000,5500,40,999564,5,73.5608,MinGrau,5426,bi_a500_b5000_p40%_v5.col
500,5000,5500,50,1249911,1,72.3191,MinGrau,5453,bi_a500_b5000_p50%_v1.col
500,5000,5500,50,1250798,2,69.6778,MinGrau,5453,bi_a500_b5000_p50%_v2.col
500,5000,5500,50,1249816,3,81.4343,MinGrau,5455,bi_a500_b5000_p50%_v3.col
500,5000,5500,50,1249270,4,76.7923,MinGrau,5452,bi_a500_b5000_p50%_v4.col
500,5000,5500,50,1250519,5,62.8053,MinGrau,5454,bi_a500_b5000_p50%_v5.col
500,5000,5500,60,1500337,1,116.7295,MinGrau,5470,bi_a500_b5000_p60%_v1.col
500,5000,5500,60,1499648,2,16.0912,MinGrau,5062,bi_a500_b5000_p60%_v2.col
500,5000,5500,60,1499639,3,94.0723,MinGrau,5471,bi_a500_b5000_p60%_v3.col
500,5000,5500,60,1499636,4,121.7405,MinGrau,5470,bi_a500_b5000_p60%_v4.col
500,5000,5500,60,1498875,5,106.398,MinGrau,5468,bi_a500_b5000_p60%_v5.col
500,5000,5500,70,1750285,1,176.4285,MinGrau,5479,bi_a500_b5000_p70%_v1.col
500,5000,5500,70,1750235,2,126.3358,MinGrau,5479,bi_a500_b5000_p70%_v2.col
500,5000,5500,70,1749248,3,88.3204,MinGrau,5479,bi_a500_b5000_p70%_v3.col
500,5000,5500,70,1749170,4,125.0924,MinGrau,5480,bi_a500_b5000_p70%_v4.col
500,5000,5500,70,1750098,5,104.1289,MinGrau,5481,bi_a500_b5000_p70%_v5.col
500,5000,5500,80,1999749,1,120.4514,MinGrau,5486,bi_a500_b5000_p80%_v1.col
500,5000,5500,80,1999497,2,113.0845,MinGrau,5486,bi_a500_b5000_p80%_v2.col
500,5000,5500,80,1999193,3,209.0545,MinGrau,5487,bi_a500_b5000_p80%_v3.col
500,5000,5500,80,2000508,4,137.0928,MinGrau,5485,bi_a500_b5000_p80%_v4.col
500,5000,5500,80,2000824,5,118.8824,MinGrau,5486,bi_a500_b5000_p80%_v5.col
500,5000,5500,90,2250770,1,117.6708,MinGrau,5492,bi_a500_b5000_p90%_v1.col
500,5000,5500,90,2250051,2,120.8672,MaxGrau,5491,bi_a500_b5000_p90%_v2.col
500,5000,5500,90,2250054,3,161.887,MinGrau,5492,bi_a500_b5000_p90%_v3.col
500,5000,5500,90,2250472,4,134.1337,MinGrau,5492,bi_a500_b5000_p90%_v4.col
500,5000,5500,90,2249876,5,149.3444,MinGrau,5491,bi_a500_b5000_p90%_v5.col
1000,1000,2000,1,10032,1,0.0171,MaxGrau,325,bi_a1000_b1000_p01%_v1.col
1000,1000,2000,1,10197,2,0.0176,MaxGrau,380,bi_a1000_b1000_p01%_v2.col
1000,1000,2000,1,9969,3,0.0157,MaxGrau,350,bi_a1000_b1000_p01%_v3.col
1000,1000,2000,1,10087,4,0.0152,MaxGrau,310,bi_a1000_b1000_p01%_v4.col
1000,1000,2000,1,9898,5,0.0146,MaxGrau,320,bi_a1000_b1000_p01%_v5.col
1000,1000,2000,3,30236,1,0.0305,MaxGrau,455,bi_a1000_b1000_p03%_v1.col
1000,1000,2000,3,30188,2,0.0294,MaxGrau,461,bi_a1000_b1000_p03%_v2.col
1000,1000,2000,3,30148,3,0.0306,MaxGrau,460,bi_a1000_b1000_p03%_v3.col
1000,1000,2000,3,30312,4,0.0303,MaxGrau,462,bi_a1000_b1000_p03%_v4.col
1000,1000,2000,3,30135,5,0.0305,MaxGrau,465,bi_a1000_b1000_p03%_v5.col
1000,1000,2000,5,49500,1,0.0634,MaxGrau,713,bi_a1000_b1000_p05%_v1.col
1000,1000,2000,5,49961,2,0.0554,MaxGrau,714,bi_a1000_b1000_p05%_v2.col
1000,1000,2000,5,49848,3,0.052,MaxGrau,714,bi_a1000_b1000_p05%_v3.col
1000,1000,2000,5,49699,4,0.0542,MaxGrau,713,bi_a1000_b1000_p05%_v4.col
1000,1000,2000,5,50052,5,0.0522,MaxGrau,718,bi_a1000_b1000_p05%_v5.col
1000,1000,2000,10,100111,1,0.248,Satur,1299,bi_a1000_b1000_p10%_v1.col
1000,1000,2000,10,100123,2,0.2527,Satur,1286,bi_a1000_b1000_p10%_v2.col
1000,1000,2000,10,99693,3,0.2463,Satur,1283,bi_a1000_b1000_p10%_v3.col
1000,1000,2000,10,100116,4,0.1987,MaxGrau,1291,bi_a1000_b1000_p10%_v4.col
1000,1000,2000,10,99775,5,0.2543,Satur,1281,bi_a1000_b1000_p10%_v5.col
1000,1000,2000,20,200037,1,0.6896,MinGrau,1742,bi_a1000_b1000_p20%_v1.col
1000,1000,2000,20,199938,2,0.6943,MinGrau,1746,bi_a1000_b1000_p20%_v2.col
1000,1000,2000,20,199668,3,0.7081,MinGrau,1755,bi_a1000_b1000_p20%_v3.col
1000,1000,2000,20,199918,4,0.733,MinGrau,1747,bi_a1000_b1000_p20%_v4.col
1000,1000,2000,20,200282,5,0.705,MinGrau,1753,bi_a1000_b1000_p20%_v5.col
1000,1000,2000,30,300128,1,1.3609,MinGrau,1876,bi_a1000_b1000_p30%_v1.col
1000,1000,2000,30,300158,2,1.4329,MinGrau,1881,bi_a1000_b1000_p30%_v2.col
1000,1000,2000,30,300494,3,1.3576,MinGrau,1878,bi_a1000_b1000_p30%_v3.col
1000,1000,2000,30,299780,4,1.3951,MinGrau,1875,bi_a1000_b1000_p30%_v4.col
1000,1000,2000,30,300342,5,1.4751,MinGrau,1880,bi_a1000_b1000_p30%_v5.col
1000,1000,2000,40,400221,1,2.175,MinGrau,1930,bi_a1000_b1000_p40%_v1.col
1000,1000,2000,40,399902,2,2.1718,MinGrau,1931,bi_a1000_b1000_p40%_v2.col
1000,1000,2000,40,399618,3,2.088,MinGrau,1929,bi_a1000_b1000_p40%_v3.col
1000,1000,2000,40,399955,4,2.182,MinGrau,1929,bi_a1000_b1000_p40%_v4.col
1000,1000,2000,40,399811,5,2.6245,MinGrau,1932,bi_a1000_b1000_p40%_v5.col
1000,1000,2000,50,500821,1,2.994,MinGrau,1957,bi_a1000_b1000_p50%_v1.col
1000,1000,2000,50,499975,2,3.0804,MinGrau,1957,bi_a1000_b1000_p50%_v2.col
1000,1000,2000,50,500810,3,3.0394,MinGrau,1957,bi_a1000_b1000_p50%_v3.col
1000,1000,2000,50,499285,4,2.9472,MinGrau,1956,bi_a1000_b1000_p50%_v4.col
1000,1000,2000,50,500546,5,2.6725,MinGrau,1956,bi_a1000_b1000_p50%_v5.col
1000,1000,2000,60,600273,1,4.1715,MinGrau,1971,bi_a1000_b1000_p60%_v1.col
1000,1000,2000,60,600070,2,3.9173,MinGrau,1973,bi_a1000_b1000_p60%_v2.col
1000,1000,2000,60,601024,3,3.8422,MinGrau,1971,bi_a1000_b1000_p60%_v3.col
1000,1000,2000,60,599209,4,4.3375,MinGrau,1972,bi_a1000_b1000_p60%_v4.col
1000,1000,2000,60,600111,5,4.2472,MinGrau,1973,bi_a1000_b1000_p60%_v5.col
1000,1000,2000,70,700185,1,6.1505,MinGrau,1982,bi_a1000_b1000_p70%_v1.col
1000,1000,2000,70,700326,2,5.1681,MinGrau,1981,bi_a1000_b1000_p70%_v2.col
1000,1000,2000,70,700160,3,5.3757,MinGrau,1980,bi_a1000_b1000_p70%_v3.col
1000,1000,2000,70,699889,4,5.1784,MinGrau,1982,bi_a1000_b1000_p70%_v4.col
1000,1000,2000,70,699495,5,5.9061,MinGrau,1981,bi_a1000_b1000_p70%_v5.col
1000,1000,2000,80,799953,1,6.3051,MinGrau,1988,bi_a1000_b1000_p80%_v1.col
1000,1000,2000,80,800201,2,6.8309,MinGrau,1988,bi_a1000_b1000_p80%_v2.col
1000,1000,2000,80,800350,3,6.6636,MinGrau,1988,bi_a1000_b1000_p80%_v3.col
1000,1000,2000,80,799949,4,6.2902,MinGrau,1988,bi_a1000_b1000_p80%_v4.col
1000,1000,2000,80,800105,5,6.4177,MinGrau,1987,bi_a1000_b1000_p80%_v5.col
1000,1000,2000,90,900225,1,8.0035,MinGrau,1992,bi_a1000_b1000_p90%_v1.col
1000,1000,2000,90,900215,2,7.4368,MinGrau,1992,bi_a1000_b1000_p90%_v2.col
1000,1000,2000,90,900707,3,7.5672,MinGrau,1992,bi_a1000_b1000_p90%_v3.col
1000,1000,2000,90,899889,4,7.276,MinGrau,1992,bi_a1000_b1000_p90%_v4.col
1000,1000,2000,90,900174,5,7.2741,MaxGrau,1993,bi_a1000_b1000_p90%_v5.col
1000,5000,6000,1,49621,1,0.1688,MaxGrau,928,bi_a1000_b5000_p01%_v1.col
1000,5000,6000,1,49914,2,0.1679,MaxGrau,933,bi_a1000_b5000_p01%_v2.col
1000,5000,6000,1,50109,3,0.2086,MaxGrau,921,bi_a1000_b5000_p01%_v3.col
1000,5000,6000,1,50134,4,0.1743,MaxGrau,925,bi_a1000_b5000_p01%_v4.col
1000,5000,6000,1,50172,5,0.1723,MaxGrau,917,bi_a1000_b5000_p01%_v5.col
1000,5000,6000,3,149688,1,0.2876,MaxGrau,1319,bi_a1000_b5000_p03%_v1.col
1000,5000,6000,3,150307,2,0.2841,MaxGrau,1332,bi_a1000_b5000_p03%_v2.col
1000,5000,6000,3,149799,3,0.292,MaxGrau,1328,bi_a1000_b5000_p03%_v3.col
1000,5000,6000,3,150301,4,0.2872,MaxGrau,1317,bi_a1000_b5000_p03%_v4.col
1000,5000,6000,3,150319,5,0.287,MaxGrau,1331,bi_a1000_b5000_p03%_v5.col
1000,5000,6000,5,250255,1,0.5235,MaxGrau,1829,bi_a1000_b5000_p05%_v1.col
1000,5000,6000,5,250487,2,0.518,MaxGrau,1836,bi_a1000_b5000_p05%_v2.col
1000,5000,6000,5,249678,3,0.5157,MaxGrau,1840,bi_a1000_b5000_p05%_v3.col
1000,5000,6000,5,250642,4,0.5175,MaxGrau,1838,bi_a1000_b5000_p05%_v4.col
1000,5000,6000,5,250674,5,0.7893,MaxGrau,1847,bi_a1000_b5000_p05%_v5.col
1000,5000,6000,10,500599,1,4.4392,MinGrau,4860,bi_a1000_b5000_p10%_v1.col
1000,5000,6000,10,500224,2,4.1123,MinGrau,4861,bi_a1000_b5000_p10%_v2.col
1000,5000,6000,10,500125,3,3.7204,MinGrau,4873,bi_a1000_b5000_p10%_v3.col
1000,5000,6000,10,500599,4,3.8953,MinGrau,4850,bi_a1000_b5000_p10%_v4.col
1000,5000,6000,10,500754,5,4.1756,MinGrau,4852,bi_a1000_b5000_p10%_v5.col
1000,5000,6000,20,998795,1,18.5455,MinGrau,5698,bi_a1000_b5000_p20%_v1.col
1000,5000,6000,20,999172,2,16.1579,MinGrau,5699,bi_a1000_b5000_p20%_v2.col
1000,5000,6000,20,999574,3,16.6263,MinGrau,5699,bi_a1000_b5000_p20%_v3.col
1000,5000,6000,20,999152,4,16.201,MinGrau,5703,bi_a1000_b5000_p20%_v4.col
1000,5000,6000,20,999449,5,15.6348,MinGrau,5693,bi_a1000_b5000_p20%_v5.col
1000,5000,6000,30,1499614,1,26.845,MinGrau,5858,bi_a1000_b5000_p30%_v1.col
1000,5000,6000,30,1499593,2,32.8382,MinGrau,5860,bi_a1000_b5000_p30%_v2.col
1000,5000,6000,30,1499637,3,26.2262,MinGrau,5862,bi_a1000_b5000_p30%_v3.col
1000,5000,6000,30,1500327,4,31.9638,MinGrau,5857,bi_a1000_b5000_p30%_v4.col
1000,5000,6000,30,1500579,5,29.5023,MinGrau,5855,bi_a1000_b5000_p30%_v5.col
1000,5000,6000,40,1999296,1,44.8316,MinGrau,5922,bi_a1000_b5000_p40%_v1.col
1000,5000,6000,40,1999681,2,54.9153,MinGrau,5921,bi_a1000_b5000_p40%_v2.col
1000,5000,6000,40,1999928,3,38.7715,MinGrau,5922,bi_a1000_b5000_p40%_v3.col
1000,5000,6000,40,2001353,4,36.7952,MinGrau,5921,bi_a1000_b5000_p40%_v4.col
1000,5000,6000,40,1999216,5,46.742,MinGrau,5920,bi_a1000_b5000_p40%_v5.col
1000,5000,6000,50,2499796,1,51.6255,MinGrau,5952,bi_a1000_b5000_p50%_v1.col
1000,5000,6000,50,2500198,2,54.7296,MinGrau,5950,bi_a1000_b5000_p50%_v2.col
1000,5000,6000,50,2500694,3,58.8919,MinGrau,5949,bi_a1000_b5000_p50%_v3.col
1000,5000,6000,50,2500020,4,66.2139,MinGrau,5952,bi_a1000_b5000_p50%_v4.col
1000,5000,6000,50,2501562,5,58.6423,MinGrau,5952,bi_a1000_b5000_p50%_v5.col
1000,5000,6000,60,3000063,1,78.5427,MinGrau,5969,bi_a1000_b5000_p60%_v1.col
1000,5000,6000,60,3001275,2,86.3807,MinGrau,5970,bi_a1000_b5000_p60%_v2.col
1000,5000,6000,60,2999485,3,73.3119,MinGrau,5970,bi_a1000_b5000_p60%_v3.col
1000,5000,6000,60,3000212,4,80.4267,MinGrau,5966,bi_a1000_b5000_p60%_v4.col
1000,5000,6000,60,2998265,5,90.6824,MinGrau,5969,bi_a1000_b5000_p60%_v5.col
1000,5000,6000,70,3499183,1,83.277,MinGrau,5979,bi_a1000_b5000_p70%_v1.col
1000,5000,6000,70,3500222,2,91.7846,MinGrau,5978,bi_a1000_b5000_p70%_v2.col
