a,b,N,p,M,v,mean_time,se_time,mean_chi,se_chi,peak_mem_mb,mean_mem_mb,instancia
100,100,200,1,92,1,1.8412567407999998,0.92898475705744,39.2,0.7348469228349533,100.27411651611328,74.31161651611328,bi_a100_b100_p01%_v1.col
100,100,200,3,306,1,4.285217921,1.1068361100423931,37.8,1.0198039027185568,160.62767028808594,107.32312622070313,bi_a100_b100_p03%_v1.col
100,100,200,5,497,1,8.9571226202,1.3470599767347822,39.0,0.0,166.9485321044922,133.8227569580078,bi_a100_b100_p05%_v1.col
100,100,200,10,971,1,11.876257677999998,1.5184496361975104,62.0,0.31622776601683794,207.09198760986328,128.45560760498046,bi_a100_b100_p10%_v1.col
100,100,200,20,1973,1,22.0469454598,2.423224068316565,105.2,0.3741657386773941,136.70947265625,115.71018829345704,bi_a100_b100_p20%_v1.col
100,100,200,30,2897,1,44.2592065972,10.203634208889468,138.6,0.5099019513592785,190.4300537109375,113.7290542602539,bi_a100_b100_p30%_v1.col
100,100,200,40,3953,1,59.9982898028,22.8280655985135,158.8,0.2,315.68431854248047,123.49078369140625,bi_a100_b100_p40%_v1.col
100,100,200,50,5022,1,56.2603699962,5.947577864626485,172.2,0.3741657386773941,96.04792022705078,78.8588363647461,bi_a100_b100_p50%_v1.col
100,100,200,60,6000,1,70.218619824,13.943752070920494,180.8,0.19999999999999998,195.22901916503906,98.6304428100586,bi_a100_b100_p60%_v1.col
100,100,200,70,7039,1,73.7275553724,7.869641824659403,186.4,0.24494897427831777,85.15828704833984,71.85354156494141,bi_a100_b100_p70%_v1.col
100,100,200,80,8007,1,77.55253932000001,14.800758252270697,190.2,0.2,86.47794342041016,68.52936248779297,bi_a100_b100_p80%_v1.col
100,100,200,90,9021,1,35.5644131696,5.5919709393166475,194.0,0.0,75.68932342529297,54.49169158935547,bi_a100_b100_p90%_v1.col
