chi_sat,M_real,tempo_max,chi_max,chi_min,v_config,p_config,tempo_sat,n_config,N_real,instancia,tempo_min
1040,101270,0.202959,962,1128,1,1,0.333858,4500,4500,simples_n4500_p01%_v1.col,0.184175
1039,101222,0.235693,963,1124,2,1,0.344491,4500,4500,simples_n4500_p01%_v2.col,0.184683
1028,100762,0.233055,954,1124,3,1,0.335796,4500,4500,simples_n4500_p01%_v3.col,0.195549
1031,101079,0.199755,959,1120,4,1,0.325813,4500,4500,simples_n4500_p01%_v4.col,0.181016
1039,101338,0.20158,963,1130,5,1,0.323319,4500,4500,simples_n4500_p01%_v5.col,0.183053
2633,303694,0.697556,2494,2831,1,3,0.960587,4500,4500,simples_n4500_p03%_v1.col,0.685915
2638,303582,0.716757,2502,2861,2,3,0.982728,4500,4500,simples_n4500_p03%_v2.col,0.689302
2637,303707,0.716156,2492,2850,3,3,0.969161,4500,4500,simples_n4500_p03%_v3.col,0.712285
2634,304465,0.75,2495,2829,4,3,0.959345,4500,4500,simples_n4500_p03%_v4.col,0.805379
2631,303117,0.695469,2491,2851,5,3,0.959768,4500,4500,simples_n4500_p03%_v5.col,0.688725
4402,505698,1.593275,4402,4404,1,5,2.114818,4500,4500,simples_n4500_p05%_v1.col,1.630299
4415,507072,1.594747,4417,4417,2,5,2.110341,4500,4500,simples_n4500_p05%_v2.col,1.6264
4404,507180,1.607742,4401,4401,3,5,2.138727,4500,4500,simples_n4500_p05%_v3.col,1.590814
4404,505506,1.620036,4406,4406,4,5,2.117529,4500,4500,simples_n4500_p05%_v4.col,1.622062
4407,505910,1.633854,4408,4406,5,5,2.112868,4500,4500,simples_n4500_p05%_v5.col,1.602023
4500,1011659,6.216228,4500,4500,1,10,7.093465,4500,4500,simples_n4500_p10%_v1.col,7.379456
4500,1012608,5.858299,4500,4500,2,10,7.162058,4500,4500,simples_n4500_p10%_v2.col,5.83918
4500,1010577,5.82524,4500,4500,3,10,7.225213,4500,4500,simples_n4500_p10%_v3.col,5.989966
4500,1010967,5.986184,4500,4500,4,10,7.163724,4500,4500,simples_n4500_p10%_v4.col,6.684285
4500,1012149,6.012915,4500,4500,5,10,9.56103,4500,4500,simples_n4500_p10%_v5.col,7.889342
4500,2023469,27.725454,4500,4500,1,20,33.819593,4500,4500,simples_n4500_p20%_v1.col,28.347093
4500,2024644,23.054499,4500,4500,2,20,35.013108,4500,4500,simples_n4500_p20%_v2.col,28.083804
4500,2022983,28.580493,4500,4500,3,20,37.847114,4500,4500,simples_n4500_p20%_v3.col,28.96699
4500,2025871,32.883116,4500,4500,4,20,45.639214,4500,4500,simples_n4500_p20%_v4.col,35.18219
4500,2021891,37.226439,4500,4500,5,20,50.586158,4500,4500,simples_n4500_p20%_v5.col,40.773597
4500,3035838,91.892193,4500,4500,1,30,120.402234,4500,4500,simples_n4500_p30%_v1.col,102.52906
4500,3036464,87.747584,4500,4500,2,30,116.304748,4500,4500,simples_n4500_p30%_v2.col,93.149387
4500,3035733,96.490208,4500,4500,3,30,114.408596,4500,4500,simples_n4500_p30%_v3.col,95.218688
4500,3034563,93.406385,4500,4500,4,30,118.780986,4500,4500,simples_n4500_p30%_v4.col,89.941577
4500,3038199,108.851483,4500,4500,5,30,115.637614,4500,4500,simples_n4500_p30%_v5.col,104.057362
4500,4050054,164.901089,4500,4500,1,40,201.009544,4500,4500,simples_n4500_p40%_v1.col,171.671772
4500,4049774,163.483824,4500,4500,2,40,207.220033,4500,4500,simples_n4500_p40%_v2.col,163.35625
4500,4049042,165.814819,4500,4500,3,40,184.735648,4500,4500,simples_n4500_p40%_v3.col,159.747359
4500,4048300,173.81816,4500,4500,4,40,209.476975,4500,4500,simples_n4500_p40%_v4.col,160.615763
4500,4049751,166.136578,4500,4500,5,40,222.876584,4500,4500,simples_n4500_p40%_v5.col,170.412406
4500,5061102,252.164469,4500,4500,1,50,293.335,4500,4500,simples_n4500_p50%_v1.col,252.766197
4500,5064524,235.814092,4500,4500,2,50,316.81473,4500,4500,simples_n4500_p50%_v2.col,242.954122
4500,5063888,267.633552,4500,4500,3,50,312.933098,4500,4500,simples_n4500_p50%_v3.col,266.219195
4500,5062873,232.198495,4500,4500,4,50,310.22345,4500,4500,simples_n4500_p50%_v4.col,266.40067
4500,5061606,246.232985,4500,4500,5,50,321.696396,4500,4500,simples_n4500_p50%_v5.col,235.772943
4500,6076822,341.235991,4500,4500,1,60,419.093562,4500,4500,simples_n4500_p60%_v1.col,333.284619
4500,6075743,361.60268,4500,4500,2,60,421.238312,4500,4500,simples_n4500_p60%_v2.col,330.844726
4500,6076291,330.691586,4500,4500,3,60,438.361286,4500,4500,simples_n4500_p60%_v3.col,352.551528
4500,6073572,354.611912,4500,4500,4,60,426.324742,4500,4500,simples_n4500_p60%_v4.col,337.402162
4500,6075734,342.952839,4500,4500,5,60,431.468795,4500,4500,simples_n4500_p60%_v5.col,318.167545
4500,7084577,429.915194,4500,4500,1,70,576.340691,4500,4500,simples_n4500_p70%_v1.col,423.642429
