chi_sat,M_real,tempo_max,chi_max,chi_min,v_config,p_config,tempo_sat,n_config,N_real,instancia,tempo_min
4500,7086283,445.297114,4500,4500,2,70,535.402215,4500,4500,simples_n4500_p70%_v2.col,437.64915
4500,7087653,411.244039,4500,4500,3,70,524.057505,4500,4500,simples_n4500_p70%_v3.col,445.940177
4500,7087141,440.651069,4500,4500,4,70,547.509689,4500,4500,simples_n4500_p70%_v4.col,432.715627
4500,7085557,420.31711,4500,4500,5,70,527.420592,4500,4500,simples_n4500_p70%_v5.col,410.802764
4500,8097278,502.629664,4500,4500,1,80,708.149496,4500,4500,simples_n4500_p80%_v1.col,521.617337
4500,8099498,541.717337,4500,4500,2,80,673.473263,4500,4500,simples_n4500_p80%_v2.col,551.165904
4500,8098923,507.593062,4500,4500,3,80,662.046845,4500,4500,simples_n4500_p80%_v3.col,547.855429
4500,8099271,526.792445,4500,4500,4,80,689.492196,4500,4500,simples_n4500_p80%_v4.col,558.486666
4500,8101069,535.142261,4500,4500,5,80,664.792366,4500,4500,simples_n4500_p80%_v5.col,524.036305
4500,9111186,654.97229,4500,4500,1,90,809.625716,4500,4500,simples_n4500_p90%_v1.col,665.188999
4500,9110977,650.414094,4500,4500,2,90,794.929174,4500,4500,simples_n4500_p90%_v2.col,628.101841
4500,9110623,655.617003,4500,4500,3,90,850.497969,4500,4500,simples_n4500_p90%_v3.col,641.29331
4500,9111995,689.736674,4500,4500,4,90,836.698799,4500,4500,simples_n4500_p90%_v4.col,678.214426
4500,9110110,672.192926,4500,4500,5,90,809.025459,4500,4500,simples_n4500_p90%_v5.col,655.808759
