n_config,tempo_melhor,v_config,N_real,melhor_chi,instancia,heuristica_vencedora,M_real,p_config
7500,0.96589,1,7500,1950,simples_n7500_p01%_v1.col,MaxGrau,281971,1
7500,1.000955,2,7500,1943,simples_n7500_p01%_v2.col,MaxGrau,281359,1
7500,1.364683,3,7500,1943,simples_n7500_p01%_v3.col,MaxGrau,280895,1
7500,1.390446,4,7500,1945,simples_n7500_p01%_v4.col,MaxGrau,280459,1
7500,1.312704,5,7500,1948,simples_n7500_p01%_v5.col,MaxGrau,281964,1
7500,4.469446,1,7500,5723,simples_n7500_p03%_v1.col,MaxGrau,844634,3
7500,4.091075,2,7500,5702,simples_n7500_p03%_v2.col,MaxGrau,844320,3
7500,4.633089,3,7500,5686,simples_n7500_p03%_v3.col,MaxGrau,843403,3
7500,4.019728,4,7500,5668,simples_n7500_p03%_v4.col,MaxGrau,842310,3
7500,4.093651,5,7500,5688,simples_n7500_p03%_v5.col,MaxGrau,844170,3
7500,10.16434,1,7500,7500,simples_n7500_p05%_v1.col,MaxGrau,1406008,5
7500,10.006515,2,7500,7500,simples_n7500_p05%_v2.col,MaxGrau,1405296,5
7500,10.815697,3,7500,7500,simples_n7500_p05%_v3.col,MaxGrau,1405641,5
7500,11.66324,4,7500,7500,simples_n7500_p05%_v4.col,MaxGrau,1405278,5
7500,11.852005,5,7500,7500,simples_n7500_p05%_v5.col,MaxGrau,1406825,5
7500,43.513452,1,7500,7500,simples_n7500_p10%_v1.col,MinGrau,2809499,10
7500,50.125748,2,7500,7500,simples_n7500_p10%_v2.col,MaxGrau,2811940,10
7500,52.716281,3,7500,7500,simples_n7500_p10%_v3.col,MaxGrau,2813209,10
7500,51.217819,4,7500,7500,simples_n7500_p10%_v4.col,MinGrau,2813554,10
7500,56.055239,5,7500,7500,simples_n7500_p10%_v5.col,MaxGrau,2810303,10
7500,194.619854,1,7500,7500,simples_n7500_p20%_v1.col,MinGrau,5621139,20
7500,204.027823,2,7500,7500,simples_n7500_p20%_v2.col,MaxGrau,5624446,20
7500,202.821809,3,7500,7500,simples_n7500_p20%_v3.col,MaxGrau,5622760,20
7500,204.841849,4,7500,7500,simples_n7500_p20%_v4.col,MaxGrau,5627036,20
7500,179.703937,5,7500,7500,simples_n7500_p20%_v5.col,MaxGrau,5628383,20
7500,404.637433,1,7500,7500,simples_n7500_p30%_v1.col,MaxGrau,8436926,30
7500,429.774108,2,7500,7500,simples_n7500_p30%_v2.col,MaxGrau,8438791,30
7500,412.339945,3,7500,7500,simples_n7500_p30%_v3.col,MaxGrau,8436301,30
7500,428.063374,4,7500,7500,simples_n7500_p30%_v4.col,MinGrau,8437851,30
7500,426.24866,5,7500,7500,simples_n7500_p30%_v5.col,MaxGrau,8438931,30
7500,699.193498,1,7500,7500,simples_n7500_p40%_v1.col,MinGrau,11247328,40
7500,702.20242,2,7500,7500,simples_n7500_p40%_v2.col,MaxGrau,11243261,40
7500,716.123836,3,7500,7500,simples_n7500_p40%_v3.col,MinGrau,11246542,40
7500,683.533908,4,7500,7500,simples_n7500_p40%_v4.col,MaxGrau,11248952,40
7500,680.218508,5,7500,7500,simples_n7500_p40%_v5.col,MinGrau,11245050,40
7500,1029.094071,1,7500,7500,simples_n7500_p50%_v1.col,MinGrau,14065789,50
7500,948.053708,2,7500,7500,simples_n7500_p50%_v2.col,MaxGrau,14057027,50
7500,962.535295,3,7500,7500,simples_n7500_p50%_v3.col,MaxGrau,14062597,50
7500,966.951244,4,7500,7500,simples_n7500_p50%_v4.col,MinGrau,14054105,50
7500,999.952653,5,7500,7500,simples_n7500_p50%_v5.col,MaxGrau,14056399,50
7500,1324.734642,1,7500,7500,simples_n7500_p60%_v1.col,MinGrau,16874358,60
7500,1334.675183,2,7500,7500,simples_n7500_p60%_v2.col,MinGrau,16871823,60
7500,1395.056173,3,7500,7500,simples_n7500_p60%_v3.col,MinGrau,16876015,60
7500,1316.989064,4,7500,7500,simples_n7500_p60%_v4.col,MinGrau,16873203,60
7500,1287.422713,5,7500,7500,simples_n7500_p60%_v5.col,MinGrau,16875938,60
7500,1736.832345,1,7500,7500,simples_n7500_p70%_v1.col,MinGrau,19682735,70
7500,1742.69565,2,7500,7500,simples_n7500_p70%_v2.col,MinGrau,19686644,70
7500,1672.529689,3,7500,7500,simples_n7500_p70%_v3.col,MinGrau,19685451,70
7500,1690.343129,4,7500,7500,simples_n7500_p70%_v4.col,MinGrau,19680443,70
7500,1703.59343,5,7500,7500,simples_n7500_p70%_v5.col,MaxGrau,19686127,70
7500,2121.435439,1,7500,7500,simples_n7500_p80%_v1.col,MinGrau,22496741,80
7500,2094.328727,2,7500,7500,simples_n7500_p80%_v2.col,MaxGrau,22496856,80
7500,2116.130355,3,7500,7500,simples_n7500_p80%_v3.col,MinGrau,22495177,80
7500,2054.641286,4,7500,7500,simples_n7500_p80%_v4.col,MinGrau,22496869,80
7500,2080.257794,5,7500,7500,simples_n7500_p80%_v5.col,MinGrau,22495789,80
7500,2439.399716,1,7500,7500,simples_n7500_p90%_v1.col,MinGrau,25305409,90
7500,2470.931148,2,7500,7500,simples_n7500_p90%_v2.col,MaxGrau,25310155,90
7500,2440.624683,3,7500,7500,simples_n7500_p90%_v3.col,MinGrau,25310764,90
7500,2474.129391,4,7500,7500,simples_n7500_p90%_v4.col,MaxGrau,25308433,90
7500,2448.466773,5,7500,7500,simples_n7500_p90%_v5.col,MaxGrau,25310238,90
