chi_sat,M_real,tempo_max,chi_max,chi_min,v_config,p_config,tempo_sat,n_config,N_real,instancia,tempo_min
2056,281971,0.96589,1950,2201,1,1,1.376421,7500,7500,simples_n7500_p01%_v1.col,0.895307
2048,281359,1.000955,1943,2184,2,1,1.462943,7500,7500,simples_n7500_p01%_v2.col,0.876936
2049,280895,1.364683,1943,2181,3,1,1.940316,7500,7500,simples_n7500_p01%_v3.col,1.304132
2046,280459,1.390446,1945,2181,4,1,1.832008,7500,7500,simples_n7500_p01%_v4.col,1.211997
2046,281964,1.312704,1948,2199,5,1,1.8456,7500,7500,simples_n7500_p01%_v5.col,1.057673
5754,844634,4.469446,5723,5885,1,3,5.847362,7500,7500,simples_n7500_p03%_v1.col,4.627748
5770,844320,4.091075,5702,5895,2,3,5.614455,7500,7500,simples_n7500_p03%_v2.col,3.992792
5747,843403,4.633089,5686,5882,3,3,5.792916,7500,7500,simples_n7500_p03%_v3.col,3.951995
5740,842310,4.019728,5668,5871,4,3,5.516548,7500,7500,simples_n7500_p03%_v4.col,3.962829
5757,844170,4.093651,5688,5877,5,3,6.330935,7500,7500,simples_n7500_p03%_v5.col,4.115581
7500,1406008,10.16434,7500,7500,1,5,13.229542,7500,7500,simples_n7500_p05%_v1.col,10.295262
7500,1405296,10.006515,7500,7500,2,5,14.271681,7500,7500,simples_n7500_p05%_v2.col,10.329124
7500,1405641,10.815697,7500,7500,3,5,15.819512,7500,7500,simples_n7500_p05%_v3.col,11.92042
7500,1405278,11.66324,7500,7500,4,5,17.248318,7500,7500,simples_n7500_p05%_v4.col,12.377745
7500,1406825,11.852005,7500,7500,5,5,17.510557,7500,7500,simples_n7500_p05%_v5.col,12.970213
7500,2809499,49.068361,7500,7500,1,10,62.179221,7500,7500,simples_n7500_p10%_v1.col,43.513452
7500,2811940,50.125748,7500,7500,2,10,79.472292,7500,7500,simples_n7500_p10%_v2.col,51.815784
7500,2813209,52.716281,7500,7500,3,10,80.552327,7500,7500,simples_n7500_p10%_v3.col,62.028574
7500,2813554,65.736296,7500,7500,4,10,76.801807,7500,7500,simples_n7500_p10%_v4.col,51.217819
7500,2810303,56.055239,7500,7500,5,10,73.726237,7500,7500,simples_n7500_p10%_v5.col,56.610642
7500,5621139,204.706313,7500,7500,1,20,249.432134,7500,7500,simples_n7500_p20%_v1.col,194.619854
7500,5624446,204.027823,7500,7500,2,20,269.995605,7500,7500,simples_n7500_p20%_v2.col,214.48668
7500,5622760,202.821809,7500,7500,3,20,252.602843,7500,7500,simples_n7500_p20%_v3.col,217.862833
7500,5627036,204.841849,7500,7500,4,20,244.088691,7500,7500,simples_n7500_p20%_v4.col,205.78616
7500,5628383,179.703937,7500,7500,5,20,238.636851,7500,7500,simples_n7500_p20%_v5.col,193.953246
7500,8436926,404.637433,7500,7500,1,30,572.547328,7500,7500,simples_n7500_p30%_v1.col,438.623968
7500,8438791,429.774108,7500,7500,2,30,535.333248,7500,7500,simples_n7500_p30%_v2.col,442.797564
7500,8436301,412.339945,7500,7500,3,30,539.236516,7500,7500,simples_n7500_p30%_v3.col,414.235127
