N,p,n,M,v,mean_time,se_time,instancia,mean_chi,se_chi
3000,1,3000,44707,1,1394.83014,305.64953,simples_n3000_p01%_v1.col,583.6,1.1225
3000,1,3000,44745,2,1320.88072,386.58206,simples_n3000_p01%_v2.col,586.6,0.74833
3000,1,3000,45101,3,1129.70422,131.2469,simples_n3000_p01%_v3.col,589.0,0.89443
3000,1,3000,45034,4,1313.77526,116.91836,simples_n3000_p01%_v4.col,588.0,0.70711
3000,1,3000,45122,5,1150.50411,101.11813,simples_n3000_p01%_v5.col,590.2,0.8
3000,3,3000,134605,1,5062.28212,686.85006,simples_n3000_p03%_v1.col,1486.4,2.94279
3000,3,3000,134610,2,6859.46829,931.90541,simples_n3000_p03%_v2.col,1484.0,3.39116
3000,3,3000,135045,3,5332.37601,868.36527,simples_n3000_p03%_v3.col,1493.0,3.39116
3000,3,3000,135164,4,4807.90703,478.00797,simples_n3000_p03%_v4.col,1489.0,2.19089
3000,3,3000,135506,5,6170.2711,1095.95483,simples_n3000_p03%_v5.col,1493.8,2.39583
3000,5,3000,225868,1,10329.96319,1630.95301,simples_n3000_p05%_v1.col,2531.8,1.74356
3000,5,3000,225232,2,9169.16568,722.44387,simples_n3000_p05%_v2.col,2529.2,1.15758
3000,5,3000,225265,3,11728.43656,1394.77367,simples_n3000_p05%_v3.col,2532.0,4.04969
3000,5,3000,223853,4,13449.89297,3208.88308,simples_n3000_p05%_v4.col,2509.4,2.78568
3000,5,3000,225344,5,11023.89886,1486.94453,simples_n3000_p05%_v5.col,2528.8,1.98494
3000,10,3000,449403,1,342.30308,2.09346,simples_n3000_p10%_v1.col,3000.0,0.0
3000,10,3000,450486,2,338.17092,0.21867,simples_n3000_p10%_v2.col,3000.0,0.0
3000,10,3000,449699,3,336.47931,0.2942,simples_n3000_p10%_v3.col,3000.0,0.0
3000,10,3000,450510,4,338.58019,0.19128,simples_n3000_p10%_v4.col,3000.0,0.0
3000,10,3000,449108,5,335.92561,0.19827,simples_n3000_p10%_v5.col,3000.0,0.0
3000,20,3000,900589,1,1272.61862,1.67017,simples_n3000_p20%_v1.col,3000.0,0.0
3000,20,3000,900296,2,1271.78478,0.67768,simples_n3000_p20%_v2.col,3000.0,0.0
3000,20,3000,899588,3,1268.95891,0.58121,simples_n3000_p20%_v3.col,3000.0,0.0
3000,20,3000,899733,4,1272.72028,1.94297,simples_n3000_p20%_v4.col,3000.0,0.0
3000,20,3000,898841,5,1268.70696,0.49452,simples_n3000_p20%_v5.col,3000.0,0.0
3000,30,3000,1349159,1,2739.63732,0.89569,simples_n3000_p30%_v1.col,3000.0,0.0
3000,30,3000,1348786,2,2743.14616,0.95636,simples_n3000_p30%_v2.col,3000.0,0.0
3000,30,3000,1350257,3,2713.64645,14.51912,simples_n3000_p30%_v3.col,3000.0,0.0
3000,30,3000,1350953,4,2691.17444,7.92277,simples_n3000_p30%_v4.col,3000.0,0.0
