n_config,tempo_melhor,v_config,N_real,melhor_chi,instancia,heuristica_vencedora,M_real,p_config
3000,0.067688,1,3000,548,simples_n3000_p01%_v1.col,MaxGrau,44707,1
3000,0.073174,2,3000,552,simples_n3000_p01%_v2.col,MaxGrau,44745,1
3000,0.068704,3,3000,554,simples_n3000_p01%_v3.col,MaxGrau,45101,1
3000,0.07516,4,3000,555,simples_n3000_p01%_v4.col,MaxGrau,45034,1
3000,0.068321,5,3000,557,simples_n3000_p01%_v5.col,MaxGrau,45122,1
3000,0.19236,1,3000,1472,simples_n3000_p03%_v1.col,MaxGrau,134605,3
3000,0.191315,2,3000,1467,simples_n3000_p03%_v2.col,MaxGrau,134610,3
3000,0.196486,3,3000,1473,simples_n3000_p03%_v3.col,MaxGrau,135045,3
3000,0.196462,4,3000,1478,simples_n3000_p03%_v4.col,MaxGrau,135164,3
3000,0.193896,5,3000,1466,simples_n3000_p03%_v5.col,MaxGrau,135506,3
3000,0.485902,1,3000,2595,simples_n3000_p05%_v1.col,MaxGrau,225868,5
3000,0.457193,2,3000,2573,simples_n3000_p05%_v2.col,MaxGrau,225232,5
3000,0.665048,3,3000,2585,simples_n3000_p05%_v3.col,Satur,225265,5
3000,0.457555,4,3000,2559,simples_n3000_p05%_v4.col,MaxGrau,223853,5
3000,0.476318,5,3000,2565,simples_n3000_p05%_v5.col,MaxGrau,225344,5
3000,1.616598,1,3000,3000,simples_n3000_p10%_v1.col,MinGrau,449403,10
3000,1.608764,2,3000,3000,simples_n3000_p10%_v2.col,MaxGrau,450486,10
3000,1.604076,3,3000,3000,simples_n3000_p10%_v3.col,MinGrau,449699,10
3000,1.63451,4,3000,3000,simples_n3000_p10%_v4.col,MinGrau,450510,10
3000,1.617966,5,3000,3000,simples_n3000_p10%_v5.col,MinGrau,449108,10
3000,6.261798,1,3000,3000,simples_n3000_p20%_v1.col,MaxGrau,900589,20
3000,6.333948,2,3000,3000,simples_n3000_p20%_v2.col,MaxGrau,900296,20
3000,6.333582,3,3000,3000,simples_n3000_p20%_v3.col,MaxGrau,899588,20
3000,6.827046,4,3000,3000,simples_n3000_p20%_v4.col,MinGrau,899733,20
3000,6.644711,5,3000,3000,simples_n3000_p20%_v5.col,MinGrau,898841,20
3000,14.214806,1,3000,3000,simples_n3000_p30%_v1.col,MinGrau,1349159,30
3000,14.348398,2,3000,3000,simples_n3000_p30%_v2.col,MinGrau,1348786,30
3000,14.291595,3,3000,3000,simples_n3000_p30%_v3.col,MaxGrau,1350257,30
3000,17.738263,4,3000,3000,simples_n3000_p30%_v4.col,MaxGrau,1350953,30
3000,15.47379,5,3000,3000,simples_n3000_p30%_v5.col,MinGrau,1350395,30
3000,30.182009,1,3000,3000,simples_n3000_p40%_v1.col,MaxGrau,1799234,40
3000,37.434854,2,3000,3000,simples_n3000_p40%_v2.col,MaxGrau,1800084,40
3000,39.758261,3,3000,3000,simples_n3000_p40%_v3.col,MaxGrau,1799395,40
3000,42.848462,4,3000,3000,simples_n3000_p40%_v4.col,MaxGrau,1797080,40
3000,51.730835,5,3000,3000,simples_n3000_p40%_v5.col,MinGrau,1799744,40
3000,72.41937,1,3000,3000,simples_n3000_p50%_v1.col,MaxGrau,2250310,50
3000,74.538965,2,3000,3000,simples_n3000_p50%_v2.col,MinGrau,2249563,50
3000,78.165445,3,3000,3000,simples_n3000_p50%_v3.col,MaxGrau,2250330,50
3000,70.986956,4,3000,3000,simples_n3000_p50%_v4.col,MinGrau,2248311,50
3000,72.968849,5,3000,3000,simples_n3000_p50%_v5.col,MaxGrau,2250243,50
3000,111.956949,1,3000,3000,simples_n3000_p60%_v1.col,MinGrau,2699506,60
3000,99.411034,2,3000,3000,simples_n3000_p60%_v2.col,MaxGrau,2698238,60
3000,106.980279,3,3000,3000,simples_n3000_p60%_v3.col,MaxGrau,2699134,60
3000,97.378614,4,3000,3000,simples_n3000_p60%_v4.col,MaxGrau,2699824,60
3000,97.948754,5,3000,3000,simples_n3000_p60%_v5.col,MinGrau,2698636,60
3000,132.582151,1,3000,3000,simples_n3000_p70%_v1.col,MaxGrau,3149546,70
3000,132.951792,2,3000,3000,simples_n3000_p70%_v2.col,MaxGrau,3149810,70
3000,134.307221,3,3000,3000,simples_n3000_p70%_v3.col,MaxGrau,3149199,70
3000,127.742284,4,3000,3000,simples_n3000_p70%_v4.col,MaxGrau,3150707,70
3000,136.642635,5,3000,3000,simples_n3000_p70%_v5.col,MinGrau,3149542,70
3000,172.658957,1,3000,3000,simples_n3000_p80%_v1.col,MinGrau,3598248,80
3000,176.844809,2,3000,3000,simples_n3000_p80%_v2.col,MinGrau,3598584,80
3000,183.911945,3,3000,3000,simples_n3000_p80%_v3.col,MaxGrau,3599488,80
3000,168.281321,4,3000,3000,simples_n3000_p80%_v4.col,MinGrau,3598800,80
3000,173.209118,5,3000,3000,simples_n3000_p80%_v5.col,MaxGrau,3598401,80
3000,206.50544,1,3000,3000,simples_n3000_p90%_v1.col,MinGrau,4047238,90
3000,218.459786,2,3000,3000,simples_n3000_p90%_v2.col,MinGrau,4049529,90
3000,218.571826,3,3000,3000,simples_n3000_p90%_v3.col,MinGrau,4048744,90
3000,219.858395,4,3000,3000,simples_n3000_p90%_v4.col,MinGrau,4048971,90
3000,219.483193,5,3000,3000,simples_n3000_p90%_v5.col,MinGrau,4049220,90
