chi_sat,M_real,tempo_max,chi_max,chi_min,v_config,p_config,tempo_sat,n_config,N_real,instancia,tempo_min
611,44707,0.067688,548,673,1,1,0.11424,3000,3000,simples_n3000_p01%_v1.col,0.064173
615,44745,0.073174,552,675,2,1,0.118251,3000,3000,simples_n3000_p01%_v2.col,0.063507
616,45101,0.068704,554,668,3,1,0.113945,3000,3000,simples_n3000_p01%_v3.col,0.059466
621,45034,0.07516,555,672,4,1,0.111926,3000,3000,simples_n3000_p01%_v4.col,0.057908
618,45122,0.068321,557,680,5,1,0.11531,3000,3000,simples_n3000_p01%_v5.col,0.066693
1523,134605,0.19236,1472,1632,1,3,0.298649,3000,3000,simples_n3000_p03%_v1.col,0.198994
1531,134610,0.191315,1467,1627,2,3,0.296449,3000,3000,simples_n3000_p03%_v2.col,0.195267
1516,135045,0.196486,1473,1633,3,3,0.297845,3000,3000,simples_n3000_p03%_v3.col,0.194027
1530,135164,0.196462,1478,1642,4,3,0.296208,3000,3000,simples_n3000_p03%_v4.col,0.193116
1527,135506,0.193896,1466,1636,5,3,0.302043,3000,3000,simples_n3000_p03%_v5.col,0.200479
2597,225868,0.485902,2595,2613,1,5,0.651616,3000,3000,simples_n3000_p05%_v1.col,0.541879
2581,225232,0.457193,2573,2604,2,5,0.625017,3000,3000,simples_n3000_p05%_v2.col,0.453211
2585,225265,0.802213,2593,2617,3,5,0.665048,3000,3000,simples_n3000_p05%_v3.col,0.470807
2580,223853,0.457555,2559,2592,4,5,0.646829,3000,3000,simples_n3000_p05%_v4.col,0.468454
2590,225344,0.476318,2565,2599,5,5,0.655805,3000,3000,simples_n3000_p05%_v5.col,0.465671
3000,449403,1.618355,3000,3000,1,10,2.061045,3000,3000,simples_n3000_p10%_v1.col,1.616598
3000,450486,1.608764,3000,3000,2,10,2.079127,3000,3000,simples_n3000_p10%_v2.col,1.638219
3000,449699,1.612041,3000,3000,3,10,2.086537,3000,3000,simples_n3000_p10%_v3.col,1.604076
3000,450510,1.637919,3000,3000,4,10,2.095861,3000,3000,simples_n3000_p10%_v4.col,1.63451
3000,449108,1.638578,3000,3000,5,10,2.096237,3000,3000,simples_n3000_p10%_v5.col,1.617966
3000,900589,6.261798,3000,3000,1,20,7.754338,3000,3000,simples_n3000_p20%_v1.col,6.353846
3000,900296,6.333948,3000,3000,2,20,7.796187,3000,3000,simples_n3000_p20%_v2.col,6.397939
3000,899588,6.333582,3000,3000,3,20,7.842993,3000,3000,simples_n3000_p20%_v3.col,6.376061
3000,899733,6.83318,3000,3000,4,20,8.186692,3000,3000,simples_n3000_p20%_v4.col,6.827046
3000,898841,6.870114,3000,3000,5,20,7.910995,3000,3000,simples_n3000_p20%_v5.col,6.644711
3000,1349159,14.689056,3000,3000,1,30,20.70688,3000,3000,simples_n3000_p30%_v1.col,14.214806
3000,1348786,16.877594,3000,3000,2,30,18.953423,3000,3000,simples_n3000_p30%_v2.col,14.348398
3000,1350257,14.291595,3000,3000,3,30,21.869358,3000,3000,simples_n3000_p30%_v3.col,15.105042
3000,1350953,17.738263,3000,3000,4,30,19.240183,3000,3000,simples_n3000_p30%_v4.col,17.754051
3000,1350395,15.681167,3000,3000,5,30,22.92523,3000,3000,simples_n3000_p30%_v5.col,15.47379
3000,1799234,30.182009,3000,3000,1,40,42.731549,3000,3000,simples_n3000_p40%_v1.col,30.854402
3000,1800084,37.434854,3000,3000,2,40,52.375741,3000,3000,simples_n3000_p40%_v2.col,37.826129
3000,1799395,39.758261,3000,3000,3,40,58.718954,3000,3000,simples_n3000_p40%_v3.col,43.35263
3000,1797080,42.848462,3000,3000,4,40,63.831029,3000,3000,simples_n3000_p40%_v4.col,52.670399
3000,1799744,59.254282,3000,3000,5,40,66.814525,3000,3000,simples_n3000_p40%_v5.col,51.730835
3000,2250310,72.41937,3000,3000,1,50,106.772576,3000,3000,simples_n3000_p50%_v1.col,76.127454
3000,2249563,76.412933,3000,3000,2,50,93.080252,3000,3000,simples_n3000_p50%_v2.col,74.538965
3000,2250330,78.165445,3000,3000,3,50,90.545259,3000,3000,simples_n3000_p50%_v3.col,78.434558
3000,2248311,82.7339,3000,3000,4,50,94.982517,3000,3000,simples_n3000_p50%_v4.col,70.986956
3000,2250243,72.968849,3000,3000,5,50,94.150212,3000,3000,simples_n3000_p50%_v5.col,82.763724
3000,2699506,112.22557,3000,3000,1,60,133.730287,3000,3000,simples_n3000_p60%_v1.col,111.956949
3000,2698238,99.411034,3000,3000,2,60,139.772166,3000,3000,simples_n3000_p60%_v2.col,106.436048
3000,2699134,106.980279,3000,3000,3,60,125.978021,3000,3000,simples_n3000_p60%_v3.col,112.774721
3000,2699824,97.378614,3000,3000,4,60,134.88601,3000,3000,simples_n3000_p60%_v4.col,105.539463
3000,2698636,104.466299,3000,3000,5,60,128.153644,3000,3000,simples_n3000_p60%_v5.col,97.948754
3000,3149546,132.582151,3000,3000,1,70,184.764989,3000,3000,simples_n3000_p70%_v1.col,143.021887
3000,3149810,132.951792,3000,3000,2,70,174.600069,3000,3000,simples_n3000_p70%_v2.col,138.416737
3000,3149199,134.307221,3000,3000,3,70,164.119241,3000,3000,simples_n3000_p70%_v3.col,138.287536
3000,3150707,127.742284,3000,3000,4,70,186.993126,3000,3000,simples_n3000_p70%_v4.col,150.900127
3000,3149542,140.04834,3000,3000,5,70,186.564557,3000,3000,simples_n3000_p70%_v5.col,136.642635
3000,3598248,185.548163,3000,3000,1,80,225.497372,3000,3000,simples_n3000_p80%_v1.col,172.658957
3000,3598584,181.293771,3000,3000,2,80,230.027223,3000,3000,simples_n3000_p80%_v2.col,176.844809
3000,3599488,183.911945,3000,3000,3,80,230.540793,3000,3000,simples_n3000_p80%_v3.col,189.757392
3000,3598800,182.073625,3000,3000,4,80,229.3799,3000,3000,simples_n3000_p80%_v4.col,168.281321
3000,3598401,173.209118,3000,3000,5,80,221.781193,3000,3000,simples_n3000_p80%_v5.col,179.952249
3000,4047238,215.086444,3000,3000,1,90,297.908603,3000,3000,simples_n3000_p90%_v1.col,206.50544
3000,4049529,222.475258,3000,3000,2,90,286.859009,3000,3000,simples_n3000_p90%_v2.col,218.459786
3000,4048744,232.120668,3000,3000,3,90,281.114636,3000,3000,simples_n3000_p90%_v3.col,218.571826
3000,4048971,227.112177,3000,3000,4,90,296.909661,3000,3000,simples_n3000_p90%_v4.col,219.858395
3000,4049220,221.484655,3000,3000,5,90,294.428833,3000,3000,simples_n3000_p90%_v5.col,219.483193
