chi_sat,M_real,tempo_max,chi_max,chi_min,v_config,p_config,tempo_sat,n_config,N_real,instancia,tempo_min
480,31065,0.036994,430,539,1,1,0.063252,2500,2500,simples_n2500_p01%_v1.col,0.035438
498,31095,0.037832,435,553,2,1,0.065534,2500,2500,simples_n2500_p01%_v2.col,0.036158
484,31168,0.03763,437,540,3,1,0.063086,2500,2500,simples_n2500_p01%_v3.col,0.035131
492,31133,0.037456,435,552,4,1,0.065552,2500,2500,simples_n2500_p01%_v4.col,0.036401
498,31149,0.037483,433,541,5,1,0.064729,2500,2500,simples_n2500_p01%_v5.col,0.035632
1196,93551,0.110297,1161,1285,1,3,0.169995,2500,2500,simples_n2500_p03%_v1.col,0.108437
1203,93836,0.1069,1166,1275,2,3,0.165563,2500,2500,simples_n2500_p03%_v2.col,0.105183
1204,94168,0.113203,1174,1287,3,3,0.167052,2500,2500,simples_n2500_p03%_v3.col,0.106683
1193,93541,0.112614,1165,1276,4,3,0.164845,2500,2500,simples_n2500_p03%_v4.col,0.104069
1201,93528,0.112661,1168,1270,5,3,0.171335,2500,2500,simples_n2500_p03%_v5.col,0.106782
2005,156298,0.240774,1961,2025,1,5,0.348628,2500,2500,simples_n2500_p05%_v1.col,0.256614
1981,155670,0.24295,1970,2019,2,5,0.34384,2500,2500,simples_n2500_p05%_v2.col,0.236086
1973,155827,0.242951,1959,2016,3,5,0.343783,2500,2500,simples_n2500_p05%_v3.col,0.245182
1965,155540,0.238843,1952,2035,4,5,0.347349,2500,2500,simples_n2500_p05%_v4.col,0.237315
2000,155849,0.243234,1963,2022,5,5,0.345775,2500,2500,simples_n2500_p05%_v5.col,0.245524
2500,312687,0.858486,2500,2500,1,10,1.103153,2500,2500,simples_n2500_p10%_v1.col,0.853477
2500,311990,0.853944,2500,2500,2,10,1.101071,2500,2500,simples_n2500_p10%_v2.col,0.848152
2500,313461,0.877236,2500,2500,3,10,1.124556,2500,2500,simples_n2500_p10%_v3.col,0.881335
2500,311949,0.855481,2500,2500,4,10,1.113632,2500,2500,simples_n2500_p10%_v4.col,0.868309
2500,312009,0.892138,2500,2500,5,10,1.124168,2500,2500,simples_n2500_p10%_v5.col,0.888159
2500,625313,3.318254,2500,2500,1,20,4.084258,2500,2500,simples_n2500_p20%_v1.col,3.289214
2500,626236,3.340234,2500,2500,2,20,4.0688,2500,2500,simples_n2500_p20%_v2.col,3.615517
2500,624602,3.607608,2500,2500,3,20,4.365011,2500,2500,simples_n2500_p20%_v3.col,3.29721
2500,625132,3.331993,2500,2500,4,20,4.266528,2500,2500,simples_n2500_p20%_v4.col,3.476587
2500,625096,3.449791,2500,2500,5,20,4.238256,2500,2500,simples_n2500_p20%_v5.col,3.462536
2500,937365,8.263837,2500,2500,1,30,9.521578,2500,2500,simples_n2500_p30%_v1.col,7.783185
2500,936820,7.834988,2500,2500,2,30,9.516662,2500,2500,simples_n2500_p30%_v2.col,7.897602
2500,936923,7.896703,2500,2500,3,30,9.517734,2500,2500,simples_n2500_p30%_v3.col,7.912768
2500,936892,8.08857,2500,2500,4,30,9.541903,2500,2500,simples_n2500_p30%_v4.col,7.940226
2500,938556,10.186053,2500,2500,5,30,9.729662,2500,2500,simples_n2500_p30%_v5.col,8.001994
2500,1250979,13.698903,2500,2500,1,40,19.603052,2500,2500,simples_n2500_p40%_v1.col,14.066231
2500,1248586,16.68223,2500,2500,2,40,16.581782,2500,2500,simples_n2500_p40%_v2.col,14.686637
2500,1250230,15.162363,2500,2500,3,40,17.406426,2500,2500,simples_n2500_p40%_v3.col,17.67498
2500,1250074,14.311875,2500,2500,4,40,20.740594,2500,2500,simples_n2500_p40%_v4.col,17.341857
2500,1247517,16.779653,2500,2500,5,40,21.067623,2500,2500,simples_n2500_p40%_v5.col,18.0189
2500,1560523,27.339652,2500,2500,1,50,35.606483,2500,2500,simples_n2500_p50%_v1.col,28.090368
2500,1560588,28.591015,2500,2500,2,50,43.604707,2500,2500,simples_n2500_p50%_v2.col,32.161924
