n_config,tempo_melhor,v_config,N_real,melhor_chi,instancia,heuristica_vencedora,M_real,p_config
2500,0.036994,1,2500,430,simples_n2500_p01%_v1.col,MaxGrau,31065,1
2500,0.037832,2,2500,435,simples_n2500_p01%_v2.col,MaxGrau,31095,1
2500,0.03763,3,2500,437,simples_n2500_p01%_v3.col,MaxGrau,31168,1
2500,0.037456,4,2500,435,simples_n2500_p01%_v4.col,MaxGrau,31133,1
2500,0.037483,5,2500,433,simples_n2500_p01%_v5.col,MaxGrau,31149,1
2500,0.110297,1,2500,1161,simples_n2500_p03%_v1.col,MaxGrau,93551,3
2500,0.1069,2,2500,1166,simples_n2500_p03%_v2.col,MaxGrau,93836,3
2500,0.113203,3,2500,1174,simples_n2500_p03%_v3.col,MaxGrau,94168,3
2500,0.112614,4,2500,1165,simples_n2500_p03%_v4.col,MaxGrau,93541,3
2500,0.112661,5,2500,1168,simples_n2500_p03%_v5.col,MaxGrau,93528,3
2500,0.240774,1,2500,1961,simples_n2500_p05%_v1.col,MaxGrau,156298,5
2500,0.24295,2,2500,1970,simples_n2500_p05%_v2.col,MaxGrau,155670,5
2500,0.242951,3,2500,1959,simples_n2500_p05%_v3.col,MaxGrau,155827,5
2500,0.238843,4,2500,1952,simples_n2500_p05%_v4.col,MaxGrau,155540,5
2500,0.243234,5,2500,1963,simples_n2500_p05%_v5.col,MaxGrau,155849,5
2500,0.853477,1,2500,2500,simples_n2500_p10%_v1.col,MinGrau,312687,10
2500,0.848152,2,2500,2500,simples_n2500_p10%_v2.col,MinGrau,311990,10
2500,0.877236,3,2500,2500,simples_n2500_p10%_v3.col,MaxGrau,313461,10
2500,0.855481,4,2500,2500,simples_n2500_p10%_v4.col,MaxGrau,311949,10
2500,0.888159,5,2500,2500,simples_n2500_p10%_v5.col,MinGrau,312009,10
2500,3.289214,1,2500,2500,simples_n2500_p20%_v1.col,MinGrau,625313,20
2500,3.340234,2,2500,2500,simples_n2500_p20%_v2.col,MaxGrau,626236,20
2500,3.29721,3,2500,2500,simples_n2500_p20%_v3.col,MinGrau,624602,20
2500,3.331993,4,2500,2500,simples_n2500_p20%_v4.col,MaxGrau,625132,20
2500,3.449791,5,2500,2500,simples_n2500_p20%_v5.col,MaxGrau,625096,20
2500,7.783185,1,2500,2500,simples_n2500_p30%_v1.col,MinGrau,937365,30
2500,7.834988,2,2500,2500,simples_n2500_p30%_v2.col,MaxGrau,936820,30
2500,7.896703,3,2500,2500,simples_n2500_p30%_v3.col,MaxGrau,936923,30
2500,7.940226,4,2500,2500,simples_n2500_p30%_v4.col,MinGrau,936892,30
2500,8.001994,5,2500,2500,simples_n2500_p30%_v5.col,MinGrau,938556,30
2500,13.698903,1,2500,2500,simples_n2500_p40%_v1.col,MaxGrau,1250979,40
2500,14.686637,2,2500,2500,simples_n2500_p40%_v2.col,MinGrau,1248586,40
2500,15.162363,3,2500,2500,simples_n2500_p40%_v3.col,MaxGrau,1250230,40
2500,14.311875,4,2500,2500,simples_n2500_p40%_v4.col,MaxGrau,1250074,40
2500,16.779653,5,2500,2500,simples_n2500_p40%_v5.col,MaxGrau,1247517,40
2500,27.339652,1,2500,2500,simples_n2500_p50%_v1.col,MaxGrau,1560523,50
2500,28.591015,2,2500,2500,simples_n2500_p50%_v2.col,MaxGrau,1560588,50
2500,33.763492,3,2500,2500,simples_n2500_p50%_v3.col,MaxGrau,1561941,50
2500,38.246743,4,2500,2500,simples_n2500_p50%_v4.col,MaxGrau,1562459,50
2500,42.470896,5,2500,2500,simples_n2500_p50%_v5.col,MaxGrau,1563389,50
2500,49.392786,1,2500,2500,simples_n2500_p60%_v1.col,MaxGrau,1875671,60
2500,54.951475,2,2500,2500,simples_n2500_p60%_v2.col,MaxGrau,1876217,60
2500,57.042216,3,2500,2500,simples_n2500_p60%_v3.col,MaxGrau,1872582,60
2500,56.09004,4,2500,2500,simples_n2500_p60%_v4.col,MaxGrau,1873774,60
2500,55.513129,5,2500,2500,simples_n2500_p60%_v5.col,MinGrau,1874925,60
2500,77.68607,1,2500,2500,simples_n2500_p70%_v1.col,MinGrau,2186543,70
2500,80.750633,2,2500,2500,simples_n2500_p70%_v2.col,MinGrau,2187736,70
2500,83.364187,3,2500,2500,simples_n2500_p70%_v3.col,MaxGrau,2187632,70
2500,80.704682,4,2500,2500,simples_n2500_p70%_v4.col,MaxGrau,2187635,70
2500,79.473517,5,2500,2500,simples_n2500_p70%_v5.col,MaxGrau,2186381,70
2500,103.171159,1,2500,2500,simples_n2500_p80%_v1.col,MinGrau,2499347,80
2500,106.546781,2,2500,2500,simples_n2500_p80%_v2.col,MinGrau,2499155,80
2500,104.555548,3,2500,2500,simples_n2500_p80%_v3.col,MaxGrau,2498226,80
2500,108.228507,4,2500,2500,simples_n2500_p80%_v4.col,MinGrau,2499771,80
2500,102.365874,5,2500,2500,simples_n2500_p80%_v5.col,MaxGrau,2500364,80
2500,121.540572,1,2500,2500,simples_n2500_p90%_v1.col,MaxGrau,2811005,90
2500,122.939126,2,2500,2500,simples_n2500_p90%_v2.col,MaxGrau,2811134,90
2500,126.312043,3,2500,2500,simples_n2500_p90%_v3.col,MaxGrau,2811342,90
2500,125.886671,4,2500,2500,simples_n2500_p90%_v4.col,MinGrau,2812292,90
2500,132.399806,5,2500,2500,simples_n2500_p90%_v5.col,MinGrau,2811342,90
