chi_sat,M_real,tempo_max,chi_max,chi_min,v_config,p_config,tempo_sat,n_config,N_real,instancia,tempo_min
1869,244508,1.04183,1764,2008,1,1,1.498467,7000,7000,simples_n7000_p01%_v1.col,0.863615
1866,245151,0.949899,1770,2013,2,1,1.510022,7000,7000,simples_n7000_p01%_v2.col,0.911073
1865,245122,1.023043,1769,2009,3,1,1.460737,7000,7000,simples_n7000_p01%_v3.col,0.844161
1872,244397,0.883907,1761,1994,4,1,1.464031,7000,7000,simples_n7000_p01%_v4.col,0.852301
1863,244628,0.948659,1757,1995,5,1,1.577531,7000,7000,simples_n7000_p01%_v5.col,0.947036
5178,735681,3.464968,5114,5320,1,3,4.709601,7000,7000,simples_n7000_p03%_v1.col,3.39211
5192,734445,3.350913,5110,5313,2,3,5.330452,7000,7000,simples_n7000_p03%_v2.col,3.314238
5172,735445,3.34973,5117,5324,3,3,4.749248,7000,7000,simples_n7000_p03%_v3.col,3.407239
5208,735255,4.13893,5121,5328,4,3,4.579557,7000,7000,simples_n7000_p03%_v4.col,3.390849
5232,737009,3.431652,5157,5335,5,3,4.738418,7000,7000,simples_n7000_p03%_v5.col,3.673241
7000,1224840,8.093643,7000,7000,1,5,10.678699,7000,7000,simples_n7000_p05%_v1.col,8.839665
6999,1225830,8.026002,6999,6999,2,5,10.77935,7000,7000,simples_n7000_p05%_v2.col,8.113899
7000,1222150,7.975355,7000,7000,3,5,9.743345,7000,7000,simples_n7000_p05%_v3.col,8.463478
6997,1222143,8.280598,6997,6997,4,5,10.60118,7000,7000,simples_n7000_p05%_v4.col,8.648101
7000,1224619,8.846198,7000,7000,5,5,11.53049,7000,7000,simples_n7000_p05%_v5.col,8.779925
7000,2449587,34.763807,7000,7000,1,10,50.448428,7000,7000,simples_n7000_p10%_v1.col,36.153011
7000,2449672,39.054195,7000,7000,2,10,50.860631,7000,7000,simples_n7000_p10%_v2.col,35.062993
7000,2450959,46.821686,7000,7000,3,10,55.375004,7000,7000,simples_n7000_p10%_v3.col,43.907299
7000,2447809,44.262497,7000,7000,4,10,63.379326,7000,7000,simples_n7000_p10%_v4.col,53.714103
7000,2449979,51.224633,7000,7000,5,10,65.661367,7000,7000,simples_n7000_p10%_v5.col,50.990253
7000,4902120,174.680956,7000,7000,1,20,220.086843,7000,7000,simples_n7000_p20%_v1.col,169.734718
7000,4894611,160.938262,7000,7000,2,20,198.079998,7000,7000,simples_n7000_p20%_v2.col,174.940414
7000,4898059,188.571242,7000,7000,3,20,196.434913,7000,7000,simples_n7000_p20%_v3.col,162.275048
7000,4899956,180.490798,7000,7000,4,20,213.771061,7000,7000,simples_n7000_p20%_v4.col,169.570319
7000,4896926,160.300851,7000,7000,5,20,214.456203,7000,7000,simples_n7000_p20%_v5.col,163.644681
7000,7347829,347.799755,7000,7000,1,30,464.635422,7000,7000,simples_n7000_p30%_v1.col,367.301774
7000,7350373,365.713567,7000,7000,2,30,454.680786,7000,7000,simples_n7000_p30%_v2.col,352.255316
