chi_sat,M_real,tempo_max,chi_max,chi_min,v_config,p_config,tempo_sat,n_config,N_real,instancia,tempo_min
7000,7348730,375.693591,7000,7000,3,30,437.325595,7000,7000,simples_n7000_p30%_v3.col,346.803496
7000,7347923,351.849731,7000,7000,4,30,413.597432,7000,7000,simples_n7000_p30%_v4.col,347.950532
7000,7350115,372.046241,7000,7000,5,30,451.100366,7000,7000,simples_n7000_p30%_v5.col,361.658393
7000,9798789,618.070415,7000,7000,1,40,722.223063,7000,7000,simples_n7000_p40%_v1.col,607.740947
7000,9799566,596.735395,7000,7000,2,40,743.161031,7000,7000,simples_n7000_p40%_v2.col,601.128888
7000,9798739,627.810365,7000,7000,3,40,723.277638,7000,7000,simples_n7000_p40%_v3.col,590.825689
7000,9793957,574.433644,7000,7000,4,40,730.223191,7000,7000,simples_n7000_p40%_v4.col,620.233378
7000,9795330,609.394257,7000,7000,5,40,670.494787,7000,7000,simples_n7000_p40%_v5.col,567.095388
7000,12247816,845.282649,7000,7000,1,50,982.483535,7000,7000,simples_n7000_p50%_v1.col,832.312524
7000,12245777,806.253991,7000,7000,2,50,1079.074579,7000,7000,simples_n7000_p50%_v2.col,899.909563
7000,12248391,863.119558,7000,7000,3,50,1022.733126,7000,7000,simples_n7000_p50%_v3.col,850.120621
7000,12247123,846.162169,7000,7000,4,50,1035.387752,7000,7000,simples_n7000_p50%_v4.col,849.784025
7000,12253824,799.866616,7000,7000,5,50,1018.932428,7000,7000,simples_n7000_p50%_v5.col,806.641852
7000,14699797,1165.361848,7000,7000,1,60,1424.002118,7000,7000,simples_n7000_p60%_v1.col,1117.054837
7000,14700421,1219.342961,7000,7000,2,60,1400.698136,7000,7000,simples_n7000_p60%_v2.col,1189.363842
7000,14699289,1121.415772,7000,7000,3,60,1400.297898,7000,7000,simples_n7000_p60%_v3.col,1117.508725
7000,14702262,1123.963536,7000,7000,4,60,1388.666988,7000,7000,simples_n7000_p60%_v4.col,1081.358833
7000,14697007,1134.775537,7000,7000,5,60,1389.388085,7000,7000,simples_n7000_p60%_v5.col,1122.811883
7000,17145166,1534.053297,7000,7000,1,70,1821.065514,7000,7000,simples_n7000_p70%_v1.col,1513.689008
7000,17147084,1433.306757,7000,7000,2,70,1776.342588,7000,7000,simples_n7000_p70%_v2.col,1430.510861
7000,17147298,1436.249731,7000,7000,3,70,1795.498754,7000,7000,simples_n7000_p70%_v3.col,1411.742565
7000,17144723,1421.929019,7000,7000,4,70,1736.029295,7000,7000,simples_n7000_p70%_v4.col,1375.488835
7000,17150132,1421.594762,7000,7000,5,70,1729.760165,7000,7000,simples_n7000_p70%_v5.col,1412.269774
7000,19600273,1778.243975,7000,7000,1,80,2222.835878,7000,7000,simples_n7000_p80%_v1.col,1761.56284
7000,19596303,1792.469685,7000,7000,2,80,2268.73808,7000,7000,simples_n7000_p80%_v2.col,1799.806182
7000,19595970,1819.196847,7000,7000,3,80,2133.691822,7000,7000,simples_n7000_p80%_v3.col,1825.443101
7000,19592305,1710.983969,7000,7000,4,80,2132.990592,7000,7000,simples_n7000_p80%_v4.col,1718.568907
7000,19595658,1712.358097,7000,7000,5,80,2127.049791,7000,7000,simples_n7000_p80%_v5.col,1711.326996
7000,22046196,2148.91348,7000,7000,1,90,2670.910793,7000,7000,simples_n7000_p90%_v1.col,2153.148212
7000,22046997,2153.466827,7000,7000,2,90,2653.45745,7000,7000,simples_n7000_p90%_v2.col,2125.903496
7000,22044942,2164.955108,7000,7000,3,90,2585.66039,7000,7000,simples_n7000_p90%_v3.col,2141.010795
7000,22046589,2061.311436,7000,7000,4,90,2496.075104,7000,7000,simples_n7000_p90%_v4.col,2001.568774
7000,22046921,1998.468917,7000,7000,5,90,2467.563283,7000,7000,simples_n7000_p90%_v5.col,2001.54143
