n_config,tempo_melhor,v_config,N_real,melhor_chi,instancia,heuristica_vencedora,M_real,p_config
7000,1.04183,1,7000,1764,simples_n7000_p01%_v1.col,MaxGrau,244508,1
7000,0.949899,2,7000,1770,simples_n7000_p01%_v2.col,MaxGrau,245151,1
7000,1.023043,3,7000,1769,simples_n7000_p01%_v3.col,MaxGrau,245122,1
7000,0.883907,4,7000,1761,simples_n7000_p01%_v4.col,MaxGrau,244397,1
7000,0.948659,5,7000,1757,simples_n7000_p01%_v5.col,MaxGrau,244628,1
7000,3.464968,1,7000,5114,simples_n7000_p03%_v1.col,MaxGrau,735681,3
7000,3.350913,2,7000,5110,simples_n7000_p03%_v2.col,MaxGrau,734445,3
7000,3.34973,3,7000,5117,simples_n7000_p03%_v3.col,MaxGrau,735445,3
7000,4.13893,4,7000,5121,simples_n7000_p03%_v4.col,MaxGrau,735255,3
7000,3.431652,5,7000,5157,simples_n7000_p03%_v5.col,MaxGrau,737009,3
7000,8.093643,1,7000,7000,simples_n7000_p05%_v1.col,MaxGrau,1224840,5
7000,8.026002,2,7000,6999,simples_n7000_p05%_v2.col,MaxGrau,1225830,5
7000,7.975355,3,7000,7000,simples_n7000_p05%_v3.col,MaxGrau,1222150,5
7000,8.280598,4,7000,6997,simples_n7000_p05%_v4.col,MaxGrau,1222143,5
7000,8.779925,5,7000,7000,simples_n7000_p05%_v5.col,MinGrau,1224619,5
7000,34.763807,1,7000,7000,simples_n7000_p10%_v1.col,MaxGrau,2449587,10
7000,35.062993,2,7000,7000,simples_n7000_p10%_v2.col,MinGrau,2449672,10
7000,43.907299,3,7000,7000,simples_n7000_p10%_v3.col,MinGrau,2450959,10
7000,44.262497,4,7000,7000,simples_n7000_p10%_v4.col,MaxGrau,2447809,10
7000,50.990253,5,7000,7000,simples_n7000_p10%_v5.col,MinGrau,2449979,10
7000,169.734718,1,7000,7000,simples_n7000_p20%_v1.col,MinGrau,4902120,20
7000,160.938262,2,7000,7000,simples_n7000_p20%_v2.col,MaxGrau,4894611,20
7000,162.275048,3,7000,7000,simples_n7000_p20%_v3.col,MinGrau,4898059,20
7000,169.570319,4,7000,7000,simples_n7000_p20%_v4.col,MinGrau,4899956,20
7000,160.300851,5,7000,7000,simples_n7000_p20%_v5.col,MaxGrau,4896926,20
7000,347.799755,1,7000,7000,simples_n7000_p30%_v1.col,MaxGrau,7347829,30
7000,352.255316,2,7000,7000,simples_n7000_p30%_v2.col,MinGrau,7350373,30
7000,346.803496,3,7000,7000,simples_n7000_p30%_v3.col,MinGrau,7348730,30
7000,347.950532,4,7000,7000,simples_n7000_p30%_v4.col,MinGrau,7347923,30
7000,361.658393,5,7000,7000,simples_n7000_p30%_v5.col,MinGrau,7350115,30
7000,607.740947,1,7000,7000,simples_n7000_p40%_v1.col,MinGrau,9798789,40
7000,596.735395,2,7000,7000,simples_n7000_p40%_v2.col,MaxGrau,9799566,40
7000,590.825689,3,7000,7000,simples_n7000_p40%_v3.col,MinGrau,9798739,40
7000,574.433644,4,7000,7000,simples_n7000_p40%_v4.col,MaxGrau,9793957,40
7000,567.095388,5,7000,7000,simples_n7000_p40%_v5.col,MinGrau,9795330,40
7000,832.312524,1,7000,7000,simples_n7000_p50%_v1.col,MinGrau,12247816,50
7000,806.253991,2,7000,7000,simples_n7000_p50%_v2.col,MaxGrau,12245777,50
7000,850.120621,3,7000,7000,simples_n7000_p50%_v3.col,MinGrau,12248391,50
7000,846.162169,4,7000,7000,simples_n7000_p50%_v4.col,MaxGrau,12247123,50
7000,799.866616,5,7000,7000,simples_n7000_p50%_v5.col,MaxGrau,12253824,50
7000,1117.054837,1,7000,7000,simples_n7000_p60%_v1.col,MinGrau,14699797,60
7000,1189.363842,2,7000,7000,simples_n7000_p60%_v2.col,MinGrau,14700421,60
7000,1117.508725,3,7000,7000,simples_n7000_p60%_v3.col,MinGrau,14699289,60
7000,1081.358833,4,7000,7000,simples_n7000_p60%_v4.col,MinGrau,14702262,60
7000,1122.811883,5,7000,7000,simples_n7000_p60%_v5.col,MinGrau,14697007,60
7000,1513.689008,1,7000,7000,simples_n7000_p70%_v1.col,MinGrau,17145166,70
7000,1430.510861,2,7000,7000,simples_n7000_p70%_v2.col,MinGrau,17147084,70
7000,1411.742565,3,7000,7000,simples_n7000_p70%_v3.col,MinGrau,17147298,70
7000,1375.488835,4,7000,7000,simples_n7000_p70%_v4.col,MinGrau,17144723,70
7000,1412.269774,5,7000,7000,simples_n7000_p70%_v5.col,MinGrau,17150132,70
7000,1761.56284,1,7000,7000,simples_n7000_p80%_v1.col,MinGrau,19600273,80
7000,1792.469685,2,7000,7000,simples_n7000_p80%_v2.col,MaxGrau,19596303,80
7000,1819.196847,3,7000,7000,simples_n7000_p80%_v3.col,MaxGrau,19595970,80
7000,1710.983969,4,7000,7000,simples_n7000_p80%_v4.col,MaxGrau,19592305,80
7000,1711.326996,5,7000,7000,simples_n7000_p80%_v5.col,MinGrau,19595658,80
7000,2148.91348,1,7000,7000,simples_n7000_p90%_v1.col,MaxGrau,22046196,90
7000,2125.903496,2,7000,7000,simples_n7000_p90%_v2.col,MinGrau,22046997,90
7000,2141.010795,3,7000,7000,simples_n7000_p90%_v3.col,MinGrau,22044942,90
7000,2001.568774,4,7000,7000,simples_n7000_p90%_v4.col,MinGrau,22046589,90
7000,1998.468917,5,7000,7000,simples_n7000_p90%_v5.col,MaxGrau,22046921,90
