chi_sat,M_real,tempo_max,chi_max,chi_min,v_config,p_config,tempo_sat,n_config,N_real,instancia,tempo_min
1191,125058,0.318162,1114,1293,1,1,0.476261,5000,5000,simples_n5000_p01%_v1.col,0.297949
1198,124713,0.303596,1116,1290,2,1,0.491244,5000,5000,simples_n5000_p01%_v2.col,0.295483
1198,125077,0.312489,1110,1296,3,1,0.488345,5000,5000,simples_n5000_p01%_v3.col,0.290945
1197,125258,0.305343,1111,1290,4,1,0.487415,5000,5000,simples_n5000_p01%_v4.col,0.28907
1190,124877,0.30838,1112,1285,5,1,0.47236,5000,5000,simples_n5000_p01%_v5.col,0.290015
3084,373909,1.0498,2931,3300,1,3,1.402137,5000,5000,simples_n5000_p03%_v1.col,1.039426
3086,374288,1.078108,2926,3292,2,3,1.394367,5000,5000,simples_n5000_p03%_v2.col,1.078208
3075,375200,0.952881,2932,3306,3,3,1.323834,5000,5000,simples_n5000_p03%_v3.col,0.937614
3091,374101,1.38733,2929,3290,4,3,1.339255,5000,5000,simples_n5000_p03%_v4.col,0.942506
3081,375448,0.969679,2942,3295,5,3,1.334808,5000,5000,simples_n5000_p03%_v5.col,0.957237
4962,625467,2.823177,4962,4962,1,5,2.855766,5000,5000,simples_n5000_p05%_v1.col,3.293884
4958,626186,2.200668,4958,4958,2,5,2.903267,5000,5000,simples_n5000_p05%_v2.col,2.229011
4959,625950,2.176269,4959,4958,3,5,3.06107,5000,5000,simples_n5000_p05%_v3.col,2.376448
4961,625134,3.158786,4961,4961,4,5,3.65466,5000,5000,simples_n5000_p05%_v4.col,2.393352
4958,624473,2.354034,4958,4957,5,5,3.081386,5000,5000,simples_n5000_p05%_v5.col,2.907268
5000,1249414,8.623359,5000,5000,1,10,10.245018,5000,5000,simples_n5000_p10%_v1.col,8.599042
5000,1250035,10.555101,5000,5000,2,10,13.435017,5000,5000,simples_n5000_p10%_v2.col,10.827164
5000,1249868,10.445103,5000,5000,3,10,13.370195,5000,5000,simples_n5000_p10%_v3.col,10.766821
5000,1250255,8.659847,5000,5000,4,10,10.859738,5000,5000,simples_n5000_p10%_v4.col,8.640068
5000,1248989,10.517515,5000,5000,5,10,13.692503,5000,5000,simples_n5000_p10%_v5.col,11.117837
5000,2500321,38.28319,5000,5000,1,20,48.846018,5000,5000,simples_n5000_p20%_v1.col,38.235699
5000,2499655,42.528888,5000,5000,2,20,58.805074,5000,5000,simples_n5000_p20%_v2.col,46.598068
