n_config,tempo_melhor,v_config,N_real,melhor_chi,instancia,heuristica_vencedora,M_real,p_config
5000,0.318162,1,5000,1114,simples_n5000_p01%_v1.col,MaxGrau,125058,1
5000,0.303596,2,5000,1116,simples_n5000_p01%_v2.col,MaxGrau,124713,1
5000,0.312489,3,5000,1110,simples_n5000_p01%_v3.col,MaxGrau,125077,1
5000,0.305343,4,5000,1111,simples_n5000_p01%_v4.col,MaxGrau,125258,1
5000,0.30838,5,5000,1112,simples_n5000_p01%_v5.col,MaxGrau,124877,1
5000,1.0498,1,5000,2931,simples_n5000_p03%_v1.col,MaxGrau,373909,3
5000,1.078108,2,5000,2926,simples_n5000_p03%_v2.col,MaxGrau,374288,3
5000,0.952881,3,5000,2932,simples_n5000_p03%_v3.col,MaxGrau,375200,3
5000,1.38733,4,5000,2929,simples_n5000_p03%_v4.col,MaxGrau,374101,3
5000,0.969679,5,5000,2942,simples_n5000_p03%_v5.col,MaxGrau,375448,3
5000,2.823177,1,5000,4962,simples_n5000_p05%_v1.col,MaxGrau,625467,5
5000,2.200668,2,5000,4958,simples_n5000_p05%_v2.col,MaxGrau,626186,5
5000,2.376448,3,5000,4958,simples_n5000_p05%_v3.col,MinGrau,625950,5
5000,2.393352,4,5000,4961,simples_n5000_p05%_v4.col,MinGrau,625134,5
5000,2.907268,5,5000,4957,simples_n5000_p05%_v5.col,MinGrau,624473,5
5000,8.599042,1,5000,5000,simples_n5000_p10%_v1.col,MinGrau,1249414,10
5000,10.555101,2,5000,5000,simples_n5000_p10%_v2.col,MaxGrau,1250035,10
5000,10.445103,3,5000,5000,simples_n5000_p10%_v3.col,MaxGrau,1249868,10
5000,8.640068,4,5000,5000,simples_n5000_p10%_v4.col,MinGrau,1250255,10
5000,10.517515,5,5000,5000,simples_n5000_p10%_v5.col,MaxGrau,1248989,10
5000,38.235699,1,5000,5000,simples_n5000_p20%_v1.col,MinGrau,2500321,20
5000,42.528888,2,5000,5000,simples_n5000_p20%_v2.col,MaxGrau,2499655,20
5000,48.753268,3,5000,5000,simples_n5000_p20%_v3.col,MaxGrau,2498175,20
5000,57.963878,4,5000,5000,simples_n5000_p20%_v4.col,MaxGrau,2497321,20
5000,56.881356,5,5000,5000,simples_n5000_p20%_v5.col,MaxGrau,2497034,20
5000,130.254473,1,5000,5000,simples_n5000_p30%_v1.col,MinGrau,3748996,30
5000,127.810376,2,5000,5000,simples_n5000_p30%_v2.col,MinGrau,3748679,30
5000,125.859096,3,5000,5000,simples_n5000_p30%_v3.col,MaxGrau,3749100,30
5000,132.245339,4,5000,5000,simples_n5000_p30%_v4.col,MaxGrau,3748975,30
5000,128.472782,5,5000,5000,simples_n5000_p30%_v5.col,MinGrau,3749062,30
5000,204.935861,1,5000,5000,simples_n5000_p40%_v1.col,MaxGrau,4999895,40
5000,203.412157,2,5000,5000,simples_n5000_p40%_v2.col,MinGrau,4998413,40
5000,206.404227,3,5000,5000,simples_n5000_p40%_v3.col,MaxGrau,4999640,40
5000,219.407026,4,5000,5000,simples_n5000_p40%_v4.col,MinGrau,4999074,40
5000,209.522524,5,5000,5000,simples_n5000_p40%_v5.col,MinGrau,4998993,40
5000,328.875646,1,5000,5000,simples_n5000_p50%_v1.col,MinGrau,6249022,50
5000,323.117867,2,5000,5000,simples_n5000_p50%_v2.col,MinGrau,6249204,50
5000,326.00177,3,5000,5000,simples_n5000_p50%_v3.col,MaxGrau,6247888,50
5000,327.788051,4,5000,5000,simples_n5000_p50%_v4.col,MinGrau,6248617,50
5000,312.10228,5,5000,5000,simples_n5000_p50%_v5.col,MaxGrau,6249706,50
5000,433.103223,1,5000,5000,simples_n5000_p60%_v1.col,MinGrau,7498033,60
5000,440.0707,2,5000,5000,simples_n5000_p60%_v2.col,MaxGrau,7497518,60
5000,461.862756,3,5000,5000,simples_n5000_p60%_v3.col,MinGrau,7498676,60
5000,460.093527,4,5000,5000,simples_n5000_p60%_v4.col,MinGrau,7497485,60
5000,433.296654,5,5000,5000,simples_n5000_p60%_v5.col,MaxGrau,7499308,60
5000,567.147472,1,5000,5000,simples_n5000_p70%_v1.col,MinGrau,8748316,70
5000,572.114091,2,5000,5000,simples_n5000_p70%_v2.col,MinGrau,8749006,70
5000,569.799108,3,5000,5000,simples_n5000_p70%_v3.col,MinGrau,8747638,70
5000,572.030705,4,5000,5000,simples_n5000_p70%_v4.col,MinGrau,8748057,70
5000,559.081575,5,5000,5000,simples_n5000_p70%_v5.col,MaxGrau,8749543,70
5000,735.084465,1,5000,5000,simples_n5000_p80%_v1.col,MinGrau,9995618,80
5000,715.44963,2,5000,5000,simples_n5000_p80%_v2.col,MaxGrau,9999399,80
5000,676.834749,3,5000,5000,simples_n5000_p80%_v3.col,MaxGrau,9999721,80
5000,729.160769,4,5000,5000,simples_n5000_p80%_v4.col,MinGrau,9999300,80
5000,691.830183,5,5000,5000,simples_n5000_p80%_v5.col,MaxGrau,9998440,80
5000,859.22104,1,5000,5000,simples_n5000_p90%_v1.col,MinGrau,11247077,90
5000,882.888338,2,5000,5000,simples_n5000_p90%_v2.col,MinGrau,11248073,90
5000,867.198219,3,5000,5000,simples_n5000_p90%_v3.col,MaxGrau,11249439,90
5000,872.165555,4,5000,5000,simples_n5000_p90%_v4.col,MinGrau,11247074,90
5000,879.62634,5,5000,5000,simples_n5000_p90%_v5.col,MinGrau,11246479,90
