instancia,a,b,c,v,N,M,mean_chi,se_chi,mean_time,se_time
galaxy_a25_b10_c20_v5.col,25,10,20,5,398,373,35.0,0.3162,0.13836,0.0096
galaxy_a25_b10_c30_v1.col,25,10,30,1,557,532,39.2,0.4899,0.28047,0.0137
galaxy_a25_b10_c30_v2.col,25,10,30,2,544,519,39.4,0.2449,0.24611,0.0286
galaxy_a25_b10_c30_v3.col,25,10,30,3,513,488,36.4,0.2449,0.30666,0.0885
galaxy_a25_b10_c30_v4.col,25,10,30,4,525,500,37.6,0.2449,0.25414,0.0083
galaxy_a25_b10_c30_v5.col,25,10,30,5,528,503,39.2,0.3742,0.20676,0.0207
galaxy_a25_b10_c40_v1.col,25,10,40,1,604,579,42.6,0.6782,0.29367,0.0365
galaxy_a25_b10_c40_v2.col,25,10,40,2,655,630,44.0,0.5477,0.43602,0.0923
galaxy_a25_b10_c40_v3.col,25,10,40,3,634,609,44.6,0.5099,0.26244,0.0159
galaxy_a25_b10_c40_v4.col,25,10,40,4,692,667,45.6,0.4,0.34155,0.0278
galaxy_a25_b10_c40_v5.col,25,10,40,5,625,600,42.6,0.6782,0.28799,0.0266
galaxy_a25_b10_c50_v1.col,25,10,50,1,797,772,50.6,0.4,0.57084,0.0984
galaxy_a25_b10_c50_v2.col,25,10,50,2,749,724,51.2,0.2,0.29056,0.0154
galaxy_a25_b10_c50_v3.col,25,10,50,3,762,737,51.0,0.0,0.37042,0.0255
galaxy_a25_b10_c50_v4.col,25,10,50,4,849,824,52.8,0.5831,0.53598,0.1004
galaxy_a25_b10_c50_v5.col,25,10,50,5,789,764,50.6,0.4,0.37577,0.0105
galaxy_a25_b10_c60_v1.col,25,10,60,1,814,789,60.0,0.0,0.39031,0.0804
galaxy_a25_b10_c60_v2.col,25,10,60,2,882,857,61.4,0.2449,0.40574,0.0388
galaxy_a25_b10_c60_v3.col,25,10,60,3,865,840,61.0,0.0,0.33285,0.025
galaxy_a25_b10_c60_v4.col,25,10,60,4,913,888,61.0,0.0,0.51798,0.0842
galaxy_a25_b10_c60_v5.col,25,10,60,5,887,862,60.4,0.2449,0.37517,0.0358
galaxy_a25_b10_c70_v1.col,25,10,70,1,1030,1005,71.0,0.0,0.44936,0.0382
galaxy_a25_b10_c70_v2.col,25,10,70,2,1013,988,69.0,0.3162,0.65682,0.1307
galaxy_a25_b10_c70_v3.col,25,10,70,3,1028,1003,68.2,0.2,0.49382,0.0386
galaxy_a25_b10_c70_v4.col,25,10,70,4,1004,979,71.0,0.0,0.4778,0.0589
galaxy_a25_b10_c70_v5.col,25,10,70,5,949,924,65.0,0.0,0.43699,0.0319
galaxy_a25_b10_c80_v1.col,25,10,80,1,1071,1046,78.0,0.0,0.36783,0.0153
galaxy_a25_b10_c80_v2.col,25,10,80,2,1275,1250,79.2,0.2,0.8942,0.1652
galaxy_a25_b10_c80_v3.col,25,10,80,3,1339,1314,82.0,0.0,0.94805,0.1246
galaxy_a25_b10_c80_v4.col,25,10,80,4,1099,1074,81.0,0.0,0.54988,0.0452
galaxy_a25_b10_c80_v5.col,25,10,80,5,1277,1252,74.2,0.4899,1.10558,0.1802
galaxy_a25_b10_c90_v1.col,25,10,90,1,1220,1195,90.0,0.0,0.42115,0.0017
galaxy_a25_b10_c90_v2.col,25,10,90,2,1128,1103,79.0,0.0,0.4511,0.0688
galaxy_a25_b10_c90_v3.col,25,10,90,3,1201,1176,91.0,0.0,0.46737,0.0182
galaxy_a25_b10_c90_v4.col,25,10,90,4,1077,1052,89.0,0.0,0.26748,0.0122
galaxy_a25_b10_c90_v5.col,25,10,90,5,1435,1410,90.0,0.0,0.69646,0.0704
galaxy_a30_b10_c100_v1.col,30,10,100,1,1837,1807,100.0,0.0,1.23279,0.1117
galaxy_a30_b10_c100_v2.col,30,10,100,2,1411,1381,83.2,0.2,0.75497,0.0838
galaxy_a30_b10_c100_v3.col,30,10,100,3,1687,1657,97.0,0.0,0.75845,0.0647
galaxy_a30_b10_c100_v4.col,30,10,100,4,1489,1459,101.0,0.0,0.62406,0.0345
galaxy_a30_b10_c100_v5.col,30,10,100,5,1571,1541,101.0,0.0,0.56475,0.023
galaxy_a30_b10_c20_v1.col,30,10,20,1,479,449,39.2,0.5831,0.27595,0.0675
galaxy_a30_b10_c20_v2.col,30,10,20,2,494,464,40.6,0.5099,0.16141,0.0066
galaxy_a30_b10_c20_v3.col,30,10,20,3,492,462,39.8,0.3742,0.16683,0.0147
galaxy_a30_b10_c20_v4.col,30,10,20,4,497,467,41.2,0.3742,0.15169,0.0072
galaxy_a30_b10_c20_v5.col,30,10,20,5,468,438,39.2,0.4899,0.16919,0.0143
galaxy_a30_b10_c30_v1.col,30,10,30,1,561,531,41.2,0.3742,0.22261,0.0223
galaxy_a30_b10_c30_v2.col,30,10,30,2,623,593,42.2,0.3742,0.27387,0.0359
galaxy_a30_b10_c30_v3.col,30,10,30,3,609,579,41.4,0.7483,0.32584,0.0565
galaxy_a30_b10_c30_v4.col,30,10,30,4,621,591,41.6,0.4,0.35152,0.0236
galaxy_a30_b10_c30_v5.col,30,10,30,5,600,570,41.2,0.2,0.28826,0.0113
galaxy_a30_b10_c40_v1.col,30,10,40,1,839,809,48.2,0.4899,0.63377,0.0498
galaxy_a30_b10_c40_v2.col,30,10,40,2,786,756,48.8,0.5831,0.41254,0.0409
galaxy_a30_b10_c40_v3.col,30,10,40,3,840,810,48.8,0.3742,0.61631,0.0553
galaxy_a30_b10_c40_v4.col,30,10,40,4,677,647,43.0,0.3162,0.40822,0.0173
galaxy_a30_b10_c40_v5.col,30,10,40,5,745,715,46.0,0.7746,0.44715,0.0527
galaxy_a30_b10_c50_v1.col,30,10,50,1,984,954,55.8,0.5831,0.71538,0.1274
galaxy_a30_b10_c50_v2.col,30,10,50,2,856,826,51.0,0.3162,0.47468,0.038
galaxy_a30_b10_c50_v3.col,30,10,50,3,992,962,57.0,0.4472,0.77844,0.1027
galaxy_a30_b10_c50_v4.col,30,10,50,4,973,943,54.6,0.4,0.75367,0.1222
galaxy_a30_b10_c50_v5.col,30,10,50,5,922,892,53.6,0.2449,0.58899,0.0395
galaxy_a30_b10_c60_v1.col,30,10,60,1,1088,1058,61.0,0.0,0.78725,0.0567
galaxy_a30_b10_c60_v2.col,30,10,60,2,1115,1085,64.8,0.3742,0.88316,0.0735
galaxy_a30_b10_c60_v3.col,30,10,60,3,1104,1074,62.0,0.3162,0.81337,0.0518
galaxy_a30_b10_c60_v4.col,30,10,60,4,936,906,61.0,0.0,0.38199,0.087
galaxy_a30_b10_c60_v5.col,30,10,60,5,1075,1045,60.6,0.2449,0.72867,0.0714
galaxy_a30_b10_c70_v1.col,30,10,70,1,1148,1118,71.0,0.0,0.54164,0.0773
galaxy_a30_b10_c70_v2.col,30,10,70,2,1132,1102,70.0,0.0,0.60628,0.0423
galaxy_a30_b10_c70_v3.col,30,10,70,3,1318,1288,72.0,0.5477,0.99126,0.109
galaxy_a30_b10_c70_v4.col,30,10,70,4,1123,1093,72.8,0.2,0.54842,0.0355
galaxy_a30_b10_c70_v5.col,30,10,70,5,1182,1152,71.0,0.0,0.65082,0.0975
galaxy_a30_b10_c80_v1.col,30,10,80,1,1403,1373,81.0,0.0,0.57785,0.018
galaxy_a30_b10_c80_v2.col,30,10,80,2,1432,1402,83.6,0.4,1.03225,0.0681
galaxy_a30_b10_c80_v3.col,30,10,80,3,1220,1190,79.0,0.0,0.42356,0.0116
galaxy_a30_b10_c80_v4.col,30,10,80,4,1515,1485,81.2,0.3742,1.33604,0.2218
galaxy_a30_b10_c80_v5.col,30,10,80,5,1360,1330,74.6,0.5099,1.04015,0.1544
galaxy_a30_b10_c90_v1.col,30,10,90,1,1608,1578,92.2,0.2,1.09758,0.0948
galaxy_a30_b10_c90_v2.col,30,10,90,2,1408,1378,86.0,0.0,0.5712,0.0196
galaxy_a30_b10_c90_v3.col,30,10,90,3,1498,1468,91.0,0.0,0.82925,0.0745
galaxy_a30_b10_c90_v4.col,30,10,90,4,1863,1833,92.0,0.5477,1.97903,0.1897
galaxy_a30_b10_c90_v5.col,30,10,90,5,1520,1490,91.0,0.0,0.75477,0.0844
galaxy_a35_b10_c100_v1.col,35,10,100,1,1935,1900,101.0,0.0,1.32591,0.163
galaxy_a35_b10_c100_v2.col,35,10,100,2,1868,1833,101.0,0.0,0.99561,0.0694
galaxy_a35_b10_c100_v3.col,35,10,100,3,1678,1643,93.4,0.4,1.35146,0.1693
galaxy_a35_b10_c100_v4.col,35,10,100,4,2167,2132,102.8,0.3742,2.65742,0.4016
galaxy_a35_b10_c100_v5.col,35,10,100,5,1803,1768,101.0,0.0,0.92916,0.0766
galaxy_a35_b10_c20_v1.col,35,10,20,1,556,521,44.6,0.4,0.2462,0.0222
galaxy_a35_b10_c20_v2.col,35,10,20,2,551,516,44.2,0.3742,0.1931,0.0227
galaxy_a35_b10_c20_v3.col,35,10,20,3,533,498,44.8,0.3742,0.19016,0.025
galaxy_a35_b10_c20_v4.col,35,10,20,4,534,499,44.0,0.5477,0.29726,0.0646
galaxy_a35_b10_c20_v5.col,35,10,20,5,527,492,42.8,0.5831,0.22854,0.0287
galaxy_a35_b10_c30_v1.col,35,10,30,1,743,708,47.4,0.6,0.40488,0.039
galaxy_a35_b10_c30_v2.col,35,10,30,2,728,693,47.2,0.2,0.47517,0.0899
galaxy_a35_b10_c30_v3.col,35,10,30,3,764,729,48.0,0.6325,0.35629,0.0136
galaxy_a35_b10_c30_v4.col,35,10,30,4,731,696,47.8,0.5831,0.40594,0.0479
galaxy_a35_b10_c30_v5.col,35,10,30,5,723,688,47.2,0.6633,0.46834,0.0928
galaxy_a35_b10_c40_v1.col,35,10,40,1,996,961,53.8,0.8,0.7009,0.0792
galaxy_a35_b10_c40_v2.col,35,10,40,2,927,892,53.2,0.3742,0.57331,0.0696
galaxy_a35_b10_c40_v3.col,35,10,40,3,930,895,52.4,0.4,0.58331,0.0387
galaxy_a35_b10_c40_v4.col,35,10,40,4,875,840,50.4,0.6782,0.55535,0.039
galaxy_a35_b10_c40_v5.col,35,10,40,5,766,731,46.8,0.2,0.4578,0.039
galaxy_a35_b10_c50_v1.col,35,10,50,1,1115,1080,58.8,0.3742,0.83595,0.0759
galaxy_a35_b10_c50_v2.col,35,10,50,2,1186,1151,59.6,0.6782,1.08327,0.1299
galaxy_a35_b10_c50_v3.col,35,10,50,3,1150,1115,58.6,0.8718,1.09445,0.081
galaxy_a35_b10_c50_v4.col,35,10,50,4,1074,1039,54.4,0.2449,0.94414,0.0777
galaxy_a35_b10_c50_v5.col,35,10,50,5,1084,1049,56.6,0.7483,0.81092,0.0831
galaxy_a35_b10_c60_v1.col,35,10,60,1,1295,1260,64.2,0.4899,1.45972,0.1402
galaxy_a35_b10_c60_v2.col,35,10,60,2,1199,1164,61.0,0.6325,1.00188,0.1113
galaxy_a35_b10_c60_v3.col,35,10,60,3,1270,1235,62.8,0.8,1.0337,0.0877
galaxy_a35_b10_c60_v4.col,35,10,60,4,1259,1224,63.4,0.5099,1.07862,0.0747
galaxy_a35_b10_c60_v5.col,35,10,60,5,1205,1170,61.0,0.7071,1.16484,0.1098
galaxy_a35_b10_c70_v1.col,35,10,70,1,1521,1486,73.6,0.4,1.53106,0.1435
galaxy_a35_b10_c70_v2.col,35,10,70,2,1394,1359,68.4,0.6782,1.29502,0.1343
galaxy_a35_b10_c70_v3.col,35,10,70,3,1415,1380,70.8,0.3742,1.29168,0.0732
galaxy_a35_b10_c70_v4.col,35,10,70,4,1389,1354,74.4,0.5099,1.13592,0.1346
galaxy_a35_b10_c70_v5.col,35,10,70,5,1323,1288,70.8,0.5831,0.85885,0.0809
galaxy_a35_b10_c80_v1.col,35,10,80,1,1668,1633,82.2,0.3742,1.48532,0.1153
galaxy_a35_b10_c80_v2.col,35,10,80,2,1491,1456,79.2,0.4899,1.38367,0.1897
galaxy_a35_b10_c80_v3.col,35,10,80,3,1628,1593,83.4,0.5099,1.58065,0.1591
galaxy_a35_b10_c80_v4.col,35,10,80,4,1451,1416,79.0,0.0,0.76433,0.082
galaxy_a35_b10_c80_v5.col,35,10,80,5,1571,1536,84.0,0.8944,1.25276,0.1269
galaxy_a35_b10_c90_v1.col,35,10,90,1,1716,1681,90.2,0.2,1.31735,0.1107
galaxy_a35_b10_c90_v2.col,35,10,90,2,1608,1573,90.0,0.0,0.78119,0.0275
galaxy_a35_b10_c90_v3.col,35,10,90,3,1390,1355,86.0,0.0,0.57068,0.0688
galaxy_a35_b10_c90_v4.col,35,10,90,4,1729,1694,91.0,0.0,1.19254,0.0972
galaxy_a35_b10_c90_v5.col,35,10,90,5,1924,1889,91.4,0.2449,1.94965,0.3172
galaxy_a40_b10_c100_v1.col,40,10,100,1,2441,2401,105.8,0.3742,3.17325,0.4388
galaxy_a40_b10_c100_v2.col,40,10,100,2,2316,2276,99.8,0.3742,2.79572,0.2322
galaxy_a40_b10_c100_v3.col,40,10,100,3,2184,2144,103.4,0.6782,2.16237,0.1876
galaxy_a40_b10_c100_v4.col,40,10,100,4,2262,2222,100.4,0.4,2.39132,0.1318
galaxy_a40_b10_c100_v5.col,40,10,100,5,2104,2064,101.4,0.2449,2.13321,0.2392
galaxy_a40_b10_c20_v1.col,40,10,20,1,637,597,50.4,0.2449,0.27334,0.0638
galaxy_a40_b10_c20_v2.col,40,10,20,2,642,602,49.2,0.3742,0.284,0.0266
galaxy_a40_b10_c20_v3.col,40,10,20,3,623,583,49.8,0.3742,0.22648,0.0249
galaxy_a40_b10_c20_v4.col,40,10,20,4,666,626,50.2,0.3742,0.27778,0.0348
galaxy_a40_b10_c20_v5.col,40,10,20,5,636,596,48.2,0.4899,0.40745,0.0904
galaxy_a40_b10_c30_v1.col,40,10,30,1,797,757,51.4,0.2449,0.4685,0.0082
galaxy_a40_b10_c30_v2.col,40,10,30,2,799,759,51.0,0.5477,0.47638,0.0514
galaxy_a40_b10_c30_v3.col,40,10,30,3,788,748,52.0,0.3162,0.48496,0.0696
galaxy_a40_b10_c30_v4.col,40,10,30,4,824,784,52.4,0.5099,0.37022,0.0147
galaxy_a40_b10_c30_v5.col,40,10,30,5,889,849,52.2,0.3742,0.64096,0.0876
galaxy_a40_b10_c40_v1.col,40,10,40,1,1053,1013,56.0,0.7071,0.68173,0.0502
galaxy_a40_b10_c40_v2.col,40,10,40,2,1028,988,55.6,1.0296,0.7421,0.1272
galaxy_a40_b10_c40_v3.col,40,10,40,3,1089,1049,58.0,0.4472,0.81368,0.0879
galaxy_a40_b10_c40_v4.col,40,10,40,4,978,938,53.8,0.7348,0.70146,0.0476
galaxy_a40_b10_c40_v5.col,40,10,40,5,1053,1013,55.6,0.5099,0.89768,0.052
galaxy_a40_b10_c50_v1.col,40,10,50,1,1176,1136,58.2,0.8,1.02645,0.1086
galaxy_a40_b10_c50_v2.col,40,10,50,2,1276,1236,62.0,0.8367,1.08892,0.0577
galaxy_a40_b10_c50_v3.col,40,10,50,3,1278,1238,62.2,1.241,0.97607,0.1433
galaxy_a40_b10_c50_v4.col,40,10,50,4,1208,1168,58.6,0.9274,1.1679,0.1507
galaxy_a40_b10_c50_v5.col,40,10,50,5,1354,1314,63.0,0.5477,1.52985,0.095
galaxy_a40_b10_c60_v1.col,40,10,60,1,1561,1521,71.4,0.6782,1.65387,0.1375
galaxy_a40_b10_c60_v2.col,40,10,60,2,1399,1359,65.8,0.9695,1.37983,0.1498
galaxy_a40_b10_c60_v3.col,40,10,60,3,1409,1369,66.4,0.4,1.31483,0.1993
galaxy_a40_b10_c60_v4.col,40,10,60,4,1484,1444,68.6,1.3266,1.37123,0.176
galaxy_a40_b10_c60_v5.col,40,10,60,5,1377,1337,66.8,0.8602,1.01937,0.1169
galaxy_a40_b10_c70_v1.col,40,10,70,1,1551,1511,73.0,0.7071,1.4307,0.1045
galaxy_a40_b10_c70_v2.col,40,10,70,2,1571,1531,71.2,0.5831,1.58877,0.0889
galaxy_a40_b10_c70_v3.col,40,10,70,3,1643,1603,75.8,0.8602,1.56708,0.1257
galaxy_a40_b10_c70_v4.col,40,10,70,4,1441,1401,72.2,0.3742,1.18746,0.075
galaxy_a40_b10_c70_v5.col,40,10,70,5,1662,1622,73.6,0.7483,1.78369,0.0834
galaxy_a40_b10_c80_v1.col,40,10,80,1,2093,2053,87.6,1.0296,2.82596,0.3649
galaxy_a40_b10_c80_v2.col,40,10,80,2,1859,1819,82.8,0.6633,2.36604,0.1421
galaxy_a40_b10_c80_v3.col,40,10,80,3,1771,1731,82.8,0.9165,1.89788,0.2387
galaxy_a40_b10_c80_v4.col,40,10,80,4,1736,1696,79.8,0.2,1.81236,0.1344
galaxy_a40_b10_c80_v5.col,40,10,80,5,1864,1824,84.4,0.8124,1.86247,0.1436
galaxy_a40_b10_c90_v1.col,40,10,90,1,2157,2117,92.6,0.2449,2.38513,0.1666
galaxy_a40_b10_c90_v2.col,40,10,90,2,2012,1972,94.8,0.6633,2.09982,0.2362
galaxy_a40_b10_c90_v3.col,40,10,90,3,1918,1878,91.4,0.2449,1.77764,0.11
galaxy_a40_b10_c90_v4.col,40,10,90,4,1937,1897,89.4,0.2449,1.62955,0.1283
galaxy_a40_b10_c90_v5.col,40,10,90,5,2098,2058,91.4,0.2449,2.75162,0.191
galaxy_a45_b10_c100_v1.col,45,10,100,1,2601,2556,104.2,0.9695,3.37488,0.3682
galaxy_a45_b10_c100_v2.col,45,10,100,2,2498,2453,100.8,0.8,3.2655,0.2003
galaxy_a45_b10_c100_v3.col,45,10,100,3,2530,2485,104.2,0.5831,3.73542,0.2421
galaxy_a45_b10_c100_v4.col,45,10,100,4,2621,2576,102.8,0.8602,3.69663,0.4818
galaxy_a45_b10_c100_v5.col,45,10,100,5,2454,2409,100.8,0.6633,3.81388,0.2744
galaxy_a45_b10_c20_v1.col,45,10,20,1,716,671,53.8,0.4899,0.4328,0.06
galaxy_a45_b10_c20_v2.col,45,10,20,2,701,656,54.2,0.5831,0.30938,0.0421
galaxy_a45_b10_c20_v3.col,45,10,20,3,730,685,54.0,0.3162,0.40731,0.0265
galaxy_a45_b10_c20_v4.col,45,10,20,4,707,662,53.6,0.2449,0.39198,0.0931
galaxy_a45_b10_c20_v5.col,45,10,20,5,712,667,53.2,0.6633,0.37378,0.052
galaxy_a45_b10_c30_v1.col,45,10,30,1,933,888,56.0,0.4472,0.67625,0.0748
galaxy_a45_b10_c30_v2.col,45,10,30,2,945,900,57.0,0.7071,0.50845,0.0378
galaxy_a45_b10_c30_v3.col,45,10,30,3,901,856,57.0,0.7071,0.48253,0.0424
galaxy_a45_b10_c30_v4.col,45,10,30,4,899,854,55.2,0.5831,0.57272,0.0553
galaxy_a45_b10_c30_v5.col,45,10,30,5,994,949,57.0,0.9487,0.80531,0.0947
galaxy_a45_b10_c40_v1.col,45,10,40,1,1267,1222,62.8,0.9165,1.17238,0.0696
galaxy_a45_b10_c40_v2.col,45,10,40,2,1309,1264,62.8,0.3742,1.28867,0.1691
galaxy_a45_b10_c40_v3.col,45,10,40,3,1162,1117,60.4,1.4697,0.93779,0.1249
galaxy_a45_b10_c40_v4.col,45,10,40,4,1140,1095,59.6,0.5099,0.87761,0.1393
galaxy_a45_b10_c40_v5.col,45,10,40,5,1178,1133,60.2,1.2806,0.94196,0.1266
galaxy_a45_b10_c50_v1.col,45,10,50,1,1467,1422,66.2,0.5831,1.4461,0.0746
galaxy_a45_b10_c50_v2.col,45,10,50,2,1385,1340,65.4,0.8124,1.29836,0.156
galaxy_a45_b10_c50_v3.col,45,10,50,3,1430,1385,65.6,0.2449,1.33776,0.1485
galaxy_a45_b10_c50_v4.col,45,10,50,4,1386,1341,65.0,0.3162,1.47936,0.1045
galaxy_a45_b10_c50_v5.col,45,10,50,5,1300,1255,60.6,0.5099,1.15011,0.0904
galaxy_a45_b10_c60_v1.col,45,10,60,1,1781,1736,75.2,0.4899,1.78813,0.2437
galaxy_a45_b10_c60_v2.col,45,10,60,2,1659,1614,72.2,0.7348,1.90932,0.191
galaxy_a45_b10_c60_v3.col,45,10,60,3,1552,1507,70.6,1.1225,1.24736,0.1427
galaxy_a45_b10_c60_v4.col,45,10,60,4,1711,1666,72.8,0.5831,1.92038,0.2329
galaxy_a45_b10_c60_v5.col,45,10,60,5,1572,1527,68.8,0.9695,1.64416,0.1215
galaxy_a45_b10_c70_v1.col,45,10,70,1,1662,1617,71.6,0.2449,1.55078,0.1504
galaxy_a45_b10_c70_v2.col,45,10,70,2,1876,1831,78.0,1.1402,2.1703,0.12
galaxy_a45_b10_c70_v3.col,45,10,70,3,1690,1645,71.8,0.7348,1.91998,0.1629
galaxy_a45_b10_c70_v4.col,45,10,70,4,1826,1781,76.2,0.9695,2.29675,0.1363
galaxy_a45_b10_c70_v5.col,45,10,70,5,1821,1776,76.4,1.5684,2.01171,0.2314
galaxy_a45_b10_c80_v1.col,45,10,80,1,2167,2122,85.4,0.4,3.20443,0.2247
galaxy_a45_b10_c80_v2.col,45,10,80,2,2298,2253,89.8,1.9079,3.19206,0.2811
galaxy_a45_b10_c80_v3.col,45,10,80,3,2089,2044,87.4,1.2083,2.25899,0.2321
galaxy_a45_b10_c80_v4.col,45,10,80,4,2035,1990,86.2,0.5831,2.16555,0.1765
galaxy_a45_b10_c80_v5.col,45,10,80,5,2364,2319,90.4,1.631,3.70804,0.5836
galaxy_a45_b10_c90_v1.col,45,10,90,1,2249,2204,91.4,0.8124,3.43321,0.3346
galaxy_a45_b10_c90_v2.col,45,10,90,2,2216,2171,93.0,0.7071,2.67846,0.2498
galaxy_a45_b10_c90_v3.col,45,10,90,3,2472,2427,96.4,0.5099,3.9158,0.2655
galaxy_a45_b10_c90_v4.col,45,10,90,4,2279,2234,92.4,0.5099,2.26548,0.1604
galaxy_a45_b10_c90_v5.col,45,10,90,5,2600,2555,98.8,0.5831,4.00633,0.3251
galaxy_a50_b10_c100_v1.col,50,10,100,1,2731,2681,104.0,0.3162,4.59706,0.3556
galaxy_a50_b10_c100_v2.col,50,10,100,2,2773,2723,105.0,0.5477,5.18266,0.3721
galaxy_a50_b10_c100_v3.col,50,10,100,3,3163,3113,109.4,1.1225,4.69767,0.547
galaxy_a50_b10_c100_v4.col,50,10,100,4,2923,2873,104.2,1.3191,6.11217,0.4323
galaxy_a50_b10_c100_v5.col,50,10,100,5,3016,2966,106.8,0.8602,5.13386,0.556
galaxy_a50_b10_c20_v1.col,50,10,20,1,807,757,57.8,0.7348,0.50977,0.0675
galaxy_a50_b10_c20_v2.col,50,10,20,2,816,766,59.2,0.4899,0.45371,0.0454
galaxy_a50_b10_c20_v3.col,50,10,20,3,775,725,58.8,0.5831,0.3579,0.0517
galaxy_a50_b10_c20_v4.col,50,10,20,4,822,772,60.2,0.2,0.37294,0.0244
galaxy_a50_b10_c20_v5.col,50,10,20,5,806,756,58.2,0.5831,0.48413,0.111
galaxy_a50_b10_c30_v1.col,50,10,30,1,1116,1066,63.8,0.3742,0.71198,0.0424
galaxy_a50_b10_c30_v2.col,50,10,30,2,1005,955,60.6,0.5099,0.61,0.0843
galaxy_a50_b10_c30_v3.col,50,10,30,3,1080,1030,63.0,0.3162,0.62839,0.0521
galaxy_a50_b10_c30_v4.col,50,10,30,4,1122,1072,62.4,0.5099,0.90048,0.1275
galaxy_a50_b10_c30_v5.col,50,10,30,5,1007,957,59.6,0.2449,0.82043,0.0778
galaxy_a50_b10_c40_v1.col,50,10,40,1,1380,1330,66.8,0.9165,1.31959,0.0778
galaxy_a50_b10_c40_v2.col,50,10,40,2,1264,1214,64.0,0.7071,0.88392,0.0678
galaxy_a50_b10_c40_v3.col,50,10,40,3,1256,1206,63.6,0.5099,1.16964,0.1652
galaxy_a50_b10_c40_v4.col,50,10,40,4,1222,1172,62.8,0.3742,0.94604,0.1154
galaxy_a50_b10_c40_v5.col,50,10,40,5,1325,1275,65.0,1.1402,1.08967,0.1744
galaxy_a50_b10_c50_v1.col,50,10,50,1,1551,1501,69.2,0.5831,1.68529,0.069
galaxy_a50_b10_c50_v2.col,50,10,50,2,1604,1554,70.6,1.2083,1.62341,0.1599
galaxy_a50_b10_c50_v3.col,50,10,50,3,1465,1415,66.2,0.5831,1.34551,0.0927
galaxy_a50_b10_c50_v4.col,50,10,50,4,1584,1534,70.2,0.2,1.70812,0.1349
galaxy_a50_b10_c50_v5.col,50,10,50,5,1487,1437,66.8,0.5831,1.49007,0.0864
galaxy_a50_b10_c60_v1.col,50,10,60,1,1723,1673,72.8,1.0198,1.78195,0.1966
galaxy_a50_b10_c60_v2.col,50,10,60,2,1678,1628,71.2,0.8602,1.66787,0.2647
galaxy_a50_b10_c60_v3.col,50,10,60,3,1704,1654,71.8,1.1136,2.07603,0.1401
galaxy_a50_b10_c60_v4.col,50,10,60,4,1865,1815,77.2,1.2806,2.17984,0.2793
galaxy_a50_b10_c60_v5.col,50,10,60,5,1654,1604,70.8,1.3928,1.73936,0.2034
galaxy_a50_b10_c70_v1.col,50,10,70,1,2249,2199,85.4,1.1662,3.27159,0.116
galaxy_a50_b10_c70_v2.col,50,10,70,2,1898,1848,77.4,1.5362,2.85034,0.3733
galaxy_a50_b10_c70_v3.col,50,10,70,3,2197,2147,84.4,0.8124,2.66461,0.156
galaxy_a50_b10_c70_v4.col,50,10,70,4,2096,2046,81.4,1.2884,3.13388,0.2074
galaxy_a50_b10_c70_v5.col,50,10,70,5,1948,1898,79.8,0.5831,2.08645,0.1541
galaxy_a50_b10_c80_v1.col,50,10,80,1,2476,2426,93.4,0.8718,3.37215,0.1787
galaxy_a50_b10_c80_v2.col,50,10,80,2,2285,2235,86.4,0.8718,3.28106,0.3267
galaxy_a50_b10_c80_v3.col,50,10,80,3,2263,2213,87.2,0.5831,3.15644,0.0869
galaxy_a50_b10_c80_v4.col,50,10,80,4,2134,2084,83.8,0.5831,2.61792,0.1654
galaxy_a50_b10_c80_v5.col,50,10,80,5,2318,2268,87.0,0.7071,3.72574,0.3569
galaxy_a50_b10_c90_v1.col,50,10,90,1,2469,2419,93.2,0.5831,3.67462,0.2532
galaxy_a50_b10_c90_v2.col,50,10,90,2,2475,2425,93.4,0.8718,3.53543,0.3431
galaxy_a50_b10_c90_v3.col,50,10,90,3,2566,2516,96.0,0.3162,4.25136,0.5148
galaxy_a50_b10_c90_v4.col,50,10,90,4,2559,2509,98.8,1.5297,3.33675,0.3368
galaxy_a50_b10_c90_v5.col,50,10,90,5,2452,2402,92.2,0.5831,3.51966,0.3969
galaxy_a55_b10_c100_v1.col,55,10,100,1,2941,2886,103.4,0.8124,4.63872,0.4704
galaxy_a55_b10_c100_v2.col,55,10,100,2,3117,3062,105.8,1.1136,6.59267,0.6123
galaxy_a55_b10_c100_v3.col,55,10,100,3,2565,2510,102.0,0.4472,3.17062,0.1865
galaxy_a55_b10_c100_v4.col,55,10,100,4,2939,2884,106.4,1.3266,4.46607,0.2134
galaxy_a55_b10_c100_v5.col,55,10,100,5,3257,3202,110.4,0.9274,6.55463,0.5458
galaxy_a55_b10_c20_v1.col,55,10,20,1,889,834,63.6,1.0296,0.50034,0.0849
galaxy_a55_b10_c20_v2.col,55,10,20,2,927,872,65.0,0.4472,0.48072,0.0503
galaxy_a55_b10_c20_v3.col,55,10,20,3,895,840,64.8,0.3742,0.48112,0.0886
galaxy_a55_b10_c20_v4.col,55,10,20,4,885,830,64.0,0.6325,0.53819,0.0823
galaxy_a55_b10_c20_v5.col,55,10,20,5,909,854,65.2,0.6633,0.51087,0.1102
galaxy_a55_b10_c30_v1.col,55,10,30,1,1187,1132,68.2,1.0198,0.77347,0.0585
galaxy_a55_b10_c30_v2.col,55,10,30,2,1143,1088,66.0,0.5477,0.91369,0.0869
galaxy_a55_b10_c30_v3.col,55,10,30,3,1146,1091,66.4,0.2449,0.98695,0.1078
