instancia,a,b,c,v,N,M,mean_chi,se_chi,mean_time,se_time
galaxy_a55_b10_c30_v4.col,55,10,30,4,1163,1108,66.6,1.1225,1.0194,0.1552
galaxy_a55_b10_c30_v5.col,55,10,30,5,1102,1047,65.4,0.5099,0.59184,0.0545
galaxy_a55_b10_c40_v1.col,55,10,40,1,1455,1400,70.0,1.0488,1.6694,0.162
galaxy_a55_b10_c40_v2.col,55,10,40,2,1494,1439,70.4,0.6782,1.46643,0.0989
galaxy_a55_b10_c40_v3.col,55,10,40,3,1404,1349,68.2,0.3742,1.16709,0.1157
galaxy_a55_b10_c40_v4.col,55,10,40,4,1498,1443,71.4,0.7483,1.21751,0.1478
galaxy_a55_b10_c40_v5.col,55,10,40,5,1446,1391,68.6,1.1662,1.3891,0.1429
galaxy_a55_b10_c50_v1.col,55,10,50,1,1618,1563,72.2,0.5831,1.63419,0.1537
galaxy_a55_b10_c50_v2.col,55,10,50,2,1976,1921,80.2,1.2,2.38658,0.2901
galaxy_a55_b10_c50_v3.col,55,10,50,3,1661,1606,74.8,1.1136,1.50183,0.125
galaxy_a55_b10_c50_v4.col,55,10,50,4,1733,1678,74.6,0.7483,1.90453,0.2832
galaxy_a55_b10_c50_v5.col,55,10,50,5,1798,1743,76.4,0.9798,1.81565,0.1961
galaxy_a55_b10_c60_v1.col,55,10,60,1,2028,1973,80.0,1.0,2.14128,0.2944
galaxy_a55_b10_c60_v2.col,55,10,60,2,1905,1850,78.4,0.7483,1.88319,0.1729
galaxy_a55_b10_c60_v3.col,55,10,60,3,1938,1883,75.2,1.5297,2.67314,0.2209
galaxy_a55_b10_c60_v4.col,55,10,60,4,2299,2244,88.6,0.6782,2.56913,0.2935
galaxy_a55_b10_c60_v5.col,55,10,60,5,1836,1781,75.6,1.7776,2.02187,0.2959
galaxy_a55_b10_c70_v1.col,55,10,70,1,1987,1932,78.6,1.077,3.26521,0.2903
galaxy_a55_b10_c70_v2.col,55,10,70,2,2107,2052,82.0,1.0,2.62834,0.1231
galaxy_a55_b10_c70_v3.col,55,10,70,3,2553,2498,91.0,0.9487,3.83229,0.4832
galaxy_a55_b10_c70_v4.col,55,10,70,4,2152,2097,82.0,1.7889,2.73076,0.4601
galaxy_a55_b10_c70_v5.col,55,10,70,5,2260,2205,84.4,0.8124,3.00674,0.0982
galaxy_a55_b10_c80_v1.col,55,10,80,1,2705,2650,95.0,0.9487,4.47368,0.5259
galaxy_a55_b10_c80_v2.col,55,10,80,2,2820,2765,99.6,1.3266,5.29498,0.3207
galaxy_a55_b10_c80_v3.col,55,10,80,3,2714,2659,95.6,1.2083,4.0422,0.4219
galaxy_a55_b10_c80_v4.col,55,10,80,4,2407,2352,89.6,1.4697,3.02051,0.4844
galaxy_a55_b10_c80_v5.col,55,10,80,5,2663,2608,93.6,1.2083,4.26213,0.4255
galaxy_a55_b10_c90_v1.col,55,10,90,1,2859,2804,98.0,0.4472,5.8119,0.1232
galaxy_a55_b10_c90_v2.col,55,10,90,2,2907,2852,101.0,1.7889,4.308,0.4414
galaxy_a55_b10_c90_v3.col,55,10,90,3,3004,2949,102.2,1.772,6.02309,1.0754
galaxy_a55_b10_c90_v4.col,55,10,90,4,2937,2882,101.6,1.3638,5.19468,0.9403
galaxy_a55_b10_c90_v5.col,55,10,90,5,2814,2759,97.8,0.8602,5.56773,0.6628
galaxy_a60_b10_c100_v1.col,60,10,100,1,3200,3140,107.0,1.1402,6.82678,0.4627
galaxy_a60_b10_c100_v2.col,60,10,100,2,3438,3378,109.2,2.3537,7.23812,0.5364
galaxy_a60_b10_c100_v3.col,60,10,100,3,3252,3192,106.6,1.4,6.2272,0.491
galaxy_a60_b10_c100_v4.col,60,10,100,4,3296,3236,108.4,1.6912,5.61261,0.7121
galaxy_a60_b10_c100_v5.col,60,10,100,5,3338,3278,110.6,1.1225,6.44129,0.621
galaxy_a60_b10_c20_v1.col,60,10,20,1,933,873,68.2,0.3742,0.49525,0.0362
galaxy_a60_b10_c20_v2.col,60,10,20,2,981,921,69.0,0.6325,0.62511,0.1008
galaxy_a60_b10_c20_v3.col,60,10,20,3,932,872,69.0,0.7071,0.49238,0.0599
galaxy_a60_b10_c20_v4.col,60,10,20,4,927,867,69.0,0.4472,0.56065,0.0761
galaxy_a60_b10_c20_v5.col,60,10,20,5,950,890,68.4,0.6782,0.50383,0.0596
galaxy_a60_b10_c30_v1.col,60,10,30,1,1318,1258,73.8,1.0198,0.95626,0.1473
galaxy_a60_b10_c30_v2.col,60,10,30,2,1350,1290,73.4,1.5033,1.07044,0.2018
galaxy_a60_b10_c30_v3.col,60,10,30,3,1229,1169,70.8,0.5831,0.77284,0.0953
galaxy_a60_b10_c30_v4.col,60,10,30,4,1259,1199,70.8,0.5831,1.08332,0.1071
galaxy_a60_b10_c30_v5.col,60,10,30,5,1360,1300,73.4,0.5099,1.13558,0.0705
galaxy_a60_b10_c40_v1.col,60,10,40,1,1500,1440,73.8,0.3742,1.30061,0.1099
galaxy_a60_b10_c40_v2.col,60,10,40,2,1423,1363,72.8,0.4899,1.10089,0.1112
galaxy_a60_b10_c40_v3.col,60,10,40,3,1643,1583,77.0,1.5166,1.5827,0.2241
galaxy_a60_b10_c40_v4.col,60,10,40,4,1528,1468,73.6,0.6782,1.3218,0.0935
galaxy_a60_b10_c40_v5.col,60,10,40,5,1630,1570,77.4,0.8718,1.50503,0.2563
galaxy_a60_b10_c50_v1.col,60,10,50,1,1860,1800,77.4,0.6,2.23695,0.1102
galaxy_a60_b10_c50_v2.col,60,10,50,2,1889,1829,77.6,1.1662,2.52621,0.2069
galaxy_a60_b10_c50_v3.col,60,10,50,3,1822,1762,76.2,0.8,2.21268,0.2955
galaxy_a60_b10_c50_v4.col,60,10,50,4,1677,1617,73.8,1.1576,2.04378,0.2014
galaxy_a60_b10_c50_v5.col,60,10,50,5,1893,1833,79.8,1.1136,1.86414,0.1651
galaxy_a60_b10_c60_v1.col,60,10,60,1,2040,1980,84.2,0.6633,1.87402,0.1687
galaxy_a60_b10_c60_v2.col,60,10,60,2,2223,2163,84.2,1.5297,2.99465,0.547
galaxy_a60_b10_c60_v3.col,60,10,60,3,2131,2071,82.4,1.2083,2.50071,0.3021
galaxy_a60_b10_c60_v4.col,60,10,60,4,2304,2244,84.6,1.3266,2.99734,0.3202
galaxy_a60_b10_c60_v5.col,60,10,60,5,2108,2048,82.4,0.8718,2.70212,0.1811
galaxy_a60_b10_c70_v1.col,60,10,70,1,2378,2318,85.4,0.5099,3.37427,0.1561
galaxy_a60_b10_c70_v2.col,60,10,70,2,2353,2293,84.4,0.2449,4.67628,0.3958
galaxy_a60_b10_c70_v3.col,60,10,70,3,2523,2463,89.6,1.4697,3.90063,0.7201
galaxy_a60_b10_c70_v4.col,60,10,70,4,2332,2272,85.6,1.2083,3.63779,0.2987
galaxy_a60_b10_c70_v5.col,60,10,70,5,2296,2236,85.8,1.2806,3.65674,0.3354
galaxy_a60_b10_c80_v1.col,60,10,80,1,2764,2704,95.0,0.9487,4.08502,0.482
galaxy_a60_b10_c80_v2.col,60,10,80,2,2788,2728,95.2,1.3928,4.55598,0.9315
galaxy_a60_b10_c80_v3.col,60,10,80,3,2856,2796,94.6,0.7483,5.66326,0.1626
galaxy_a60_b10_c80_v4.col,60,10,80,4,2659,2599,93.4,1.6912,4.13227,0.5115
galaxy_a60_b10_c80_v5.col,60,10,80,5,2656,2596,91.6,1.5362,3.87513,0.5424
galaxy_a60_b10_c90_v1.col,60,10,90,1,3460,3400,109.4,1.7205,7.42006,0.7868
galaxy_a60_b10_c90_v2.col,60,10,90,2,3239,3179,103.2,1.0198,6.13212,0.5869
galaxy_a60_b10_c90_v3.col,60,10,90,3,3383,3323,108.2,0.7348,6.94887,0.1731
galaxy_a60_b10_c90_v4.col,60,10,90,4,2868,2808,100.6,1.631,4.38176,0.4619
galaxy_a60_b10_c90_v5.col,60,10,90,5,2928,2868,100.4,0.9274,5.57915,0.6632
galaxy_a65_b10_c100_v1.col,65,10,100,1,3630,3565,110.6,0.8718,8.24251,1.1924
galaxy_a65_b10_c100_v2.col,65,10,100,2,3413,3348,108.8,0.9165,7.2738,0.6886
galaxy_a65_b10_c100_v3.col,65,10,100,3,3875,3810,115.6,1.077,10.34002,0.6646
galaxy_a65_b10_c100_v4.col,65,10,100,4,3532,3467,110.0,1.1402,7.11036,0.522
galaxy_a65_b10_c100_v5.col,65,10,100,5,3413,3348,108.8,1.5297,6.93897,0.7586
galaxy_a65_b10_c20_v1.col,65,10,20,1,1068,1003,73.8,0.3742,0.67001,0.0459
galaxy_a65_b10_c20_v2.col,65,10,20,2,1061,996,73.4,0.5099,0.7476,0.0925
galaxy_a65_b10_c20_v3.col,65,10,20,3,1097,1032,75.2,0.5831,0.75583,0.1015
galaxy_a65_b10_c20_v4.col,65,10,20,4,1024,959,72.6,0.4,0.73889,0.0551
galaxy_a65_b10_c20_v5.col,65,10,20,5,1035,970,74.2,0.4899,0.63286,0.0919
galaxy_a65_b10_c30_v1.col,65,10,30,1,1405,1340,78.2,0.9695,0.95184,0.1627
galaxy_a65_b10_c30_v2.col,65,10,30,2,1415,1350,76.8,0.4899,1.02284,0.1291
galaxy_a65_b10_c30_v3.col,65,10,30,3,1376,1311,76.2,0.5831,1.17198,0.0899
galaxy_a65_b10_c30_v4.col,65,10,30,4,1344,1279,76.8,0.8,1.0671,0.1494
galaxy_a65_b10_c30_v5.col,65,10,30,5,1345,1280,77.6,0.8124,0.97769,0.1322
galaxy_a65_b10_c40_v1.col,65,10,40,1,1730,1665,80.0,0.9487,1.92699,0.2515
galaxy_a65_b10_c40_v2.col,65,10,40,2,1588,1523,77.6,0.6,1.44768,0.2155
galaxy_a65_b10_c40_v3.col,65,10,40,3,1765,1700,79.8,0.3742,1.80627,0.206
galaxy_a65_b10_c40_v4.col,65,10,40,4,1694,1629,77.2,0.7348,1.93413,0.1569
galaxy_a65_b10_c40_v5.col,65,10,40,5,1570,1505,75.4,0.7483,1.64627,0.1716
galaxy_a65_b10_c50_v1.col,65,10,50,1,2057,1992,82.4,0.7483,2.73387,0.2237
galaxy_a65_b10_c50_v2.col,65,10,50,2,2140,2075,85.2,0.9695,3.21471,0.3432
galaxy_a65_b10_c50_v3.col,65,10,50,3,1976,1911,82.6,0.5099,2.27954,0.2865
galaxy_a65_b10_c50_v4.col,65,10,50,4,2059,1994,82.2,1.9849,3.07126,0.142
galaxy_a65_b10_c50_v5.col,65,10,50,5,2026,1961,80.2,1.241,2.82679,0.147
galaxy_a65_b10_c60_v1.col,65,10,60,1,2110,2045,81.4,1.077,2.9366,0.2252
galaxy_a65_b10_c60_v2.col,65,10,60,2,2388,2323,88.4,1.2884,3.25829,0.1777
galaxy_a65_b10_c60_v3.col,65,10,60,3,2424,2359,90.2,1.5937,3.50481,0.4994
galaxy_a65_b10_c60_v4.col,65,10,60,4,2296,2231,84.4,0.7483,3.6404,0.2516
galaxy_a65_b10_c60_v5.col,65,10,60,5,2287,2222,85.2,0.9695,3.4704,0.3791
galaxy_a65_b10_c70_v1.col,65,10,70,1,2765,2700,92.4,1.1225,5.16362,0.3656
galaxy_a65_b10_c70_v2.col,65,10,70,2,2417,2352,87.6,1.3638,3.70434,0.311
galaxy_a65_b10_c70_v3.col,65,10,70,3,2809,2744,96.4,0.9274,4.8323,0.6249
galaxy_a65_b10_c70_v4.col,65,10,70,4,2623,2558,92.4,1.4353,4.63409,0.6399
galaxy_a65_b10_c70_v5.col,65,10,70,5,3024,2959,98.4,1.0296,5.86289,0.5455
galaxy_a65_b10_c80_v1.col,65,10,80,1,2853,2788,96.6,1.4353,4.49897,0.6101
galaxy_a65_b10_c80_v2.col,65,10,80,2,2836,2771,95.4,0.8718,5.6162,0.5085
galaxy_a65_b10_c80_v3.col,65,10,80,3,2840,2775,96.4,0.9274,4.70791,0.3726
galaxy_a65_b10_c80_v4.col,65,10,80,4,3132,3067,101.4,1.1225,6.16901,0.6615
galaxy_a65_b10_c80_v5.col,65,10,80,5,2836,2771,96.8,0.5831,4.65779,0.3291
galaxy_a65_b10_c90_v1.col,65,10,90,1,3668,3603,110.6,1.2083,7.75884,0.5424
galaxy_a65_b10_c90_v2.col,65,10,90,2,3254,3189,103.2,1.3565,6.86647,0.3902
galaxy_a65_b10_c90_v3.col,65,10,90,3,3505,3440,106.8,0.8602,7.24836,0.6359
galaxy_a65_b10_c90_v4.col,65,10,90,4,3490,3425,108.6,1.0296,7.10082,1.047
galaxy_a65_b10_c90_v5.col,65,10,90,5,3256,3191,104.6,1.8601,6.41797,0.8088
galaxy_a70_b10_c100_v1.col,70,10,100,1,3701,3631,117.0,1.8708,7.99034,0.9942
galaxy_a70_b10_c100_v2.col,70,10,100,2,4044,3974,119.0,1.0,10.50059,0.8578
galaxy_a70_b10_c100_v3.col,70,10,100,3,3719,3649,113.4,0.9798,7.84707,0.3692
galaxy_a70_b10_c100_v4.col,70,10,100,4,3854,3784,114.2,1.6553,9.96613,0.7947
galaxy_a70_b10_c100_v5.col,70,10,100,5,4061,3991,116.6,0.7483,10.55516,0.8417
galaxy_a70_b10_c20_v1.col,70,10,20,1,1125,1055,78.2,0.5831,0.65324,0.0572
galaxy_a70_b10_c20_v2.col,70,10,20,2,1107,1037,79.2,0.3742,0.70115,0.1007
galaxy_a70_b10_c20_v3.col,70,10,20,3,1108,1038,79.2,0.3742,0.59591,0.0614
galaxy_a70_b10_c20_v4.col,70,10,20,4,1111,1041,78.6,0.5099,0.8044,0.0605
galaxy_a70_b10_c20_v5.col,70,10,20,5,1144,1074,80.0,0.7071,0.75483,0.1191
galaxy_a70_b10_c30_v1.col,70,10,30,1,1431,1361,80.6,0.7483,1.24618,0.0746
galaxy_a70_b10_c30_v2.col,70,10,30,2,1447,1377,80.0,0.5477,1.31489,0.0944
galaxy_a70_b10_c30_v3.col,70,10,30,3,1511,1441,81.6,0.4,1.26689,0.1076
galaxy_a70_b10_c30_v4.col,70,10,30,4,1430,1360,81.2,0.8602,1.13935,0.1456
galaxy_a70_b10_c30_v5.col,70,10,30,5,1597,1527,83.8,0.3742,1.5072,0.1758
galaxy_a70_b10_c40_v1.col,70,10,40,1,1724,1654,82.0,0.7071,1.68788,0.2344
galaxy_a70_b10_c40_v2.col,70,10,40,2,1822,1752,83.8,1.0198,2.23399,0.3326
galaxy_a70_b10_c40_v3.col,70,10,40,3,1972,1902,87.6,0.8718,1.86805,0.248
galaxy_a70_b10_c40_v4.col,70,10,40,4,1900,1830,85.0,1.0,2.42549,0.1869
galaxy_a70_b10_c40_v5.col,70,10,40,5,1790,1720,84.0,0.7746,1.82369,0.1357
galaxy_a70_b10_c50_v1.col,70,10,50,1,2186,2116,88.0,0.8367,2.83831,0.2244
galaxy_a70_b10_c50_v2.col,70,10,50,2,2118,2048,86.6,0.9798,2.60141,0.4176
galaxy_a70_b10_c50_v3.col,70,10,50,3,1950,1880,84.0,1.3784,2.26999,0.2416
galaxy_a70_b10_c50_v4.col,70,10,50,4,2236,2166,88.6,1.1225,3.16805,0.2306
galaxy_a70_b10_c50_v5.col,70,10,50,5,2087,2017,88.0,0.7746,2.44855,0.2433
galaxy_a70_b10_c60_v1.col,70,10,60,1,2450,2380,92.8,0.6633,3.09849,0.2576
galaxy_a70_b10_c60_v2.col,70,10,60,2,2485,2415,90.8,0.9695,4.19256,0.3036
galaxy_a70_b10_c60_v3.col,70,10,60,3,2495,2425,92.2,2.0591,3.59177,0.2646
galaxy_a70_b10_c60_v4.col,70,10,60,4,2622,2552,92.2,1.1136,4.59036,0.4098
galaxy_a70_b10_c60_v5.col,70,10,60,5,2679,2609,95.6,1.3266,3.76083,0.5163
galaxy_a70_b10_c70_v1.col,70,10,70,1,2896,2826,96.6,0.9274,5.02556,0.2557
galaxy_a70_b10_c70_v2.col,70,10,70,2,3109,3039,101.4,1.1662,5.69526,0.6056
galaxy_a70_b10_c70_v3.col,70,10,70,3,2943,2873,97.8,1.3565,5.09794,0.5996
galaxy_a70_b10_c70_v4.col,70,10,70,4,2772,2702,95.0,0.7071,5.13803,0.3123
galaxy_a70_b10_c70_v5.col,70,10,70,5,3027,2957,101.8,1.1576,4.7911,0.5243
galaxy_a70_b10_c80_v1.col,70,10,80,1,3060,2990,99.6,0.9798,5.69293,0.419
galaxy_a70_b10_c80_v2.col,70,10,80,2,3192,3122,102.6,1.4,7.00306,0.3243
galaxy_a70_b10_c80_v3.col,70,10,80,3,3374,3304,109.2,0.5831,5.51138,0.7304
galaxy_a70_b10_c80_v4.col,70,10,80,4,3087,3017,99.8,2.2226,5.8943,0.9433
galaxy_a70_b10_c80_v5.col,70,10,80,5,3196,3126,101.2,1.4967,6.32258,0.3158
galaxy_a70_b10_c90_v1.col,70,10,90,1,3543,3473,107.6,1.7776,9.24244,0.9239
galaxy_a70_b10_c90_v2.col,70,10,90,2,3465,3395,105.8,0.8602,8.4108,0.4223
galaxy_a70_b10_c90_v3.col,70,10,90,3,3813,3743,111.0,1.2649,10.85599,1.1097
galaxy_a70_b10_c90_v4.col,70,10,90,4,3472,3402,107.0,1.6125,6.53736,0.7756
galaxy_a70_b10_c90_v5.col,70,10,90,5,3394,3324,105.4,1.8055,7.1595,0.7596
galaxy_a75_b10_c100_v1.col,75,10,100,1,4245,4170,120.2,1.1136,11.84094,0.711
galaxy_a75_b10_c100_v2.col,75,10,100,2,4277,4202,123.4,2.0396,10.0469,1.8029
galaxy_a75_b10_c100_v3.col,75,10,100,3,4619,4544,127.4,2.7313,12.17697,2.3413
galaxy_a75_b10_c100_v4.col,75,10,100,4,4384,4309,121.6,1.8601,11.14386,0.6865
galaxy_a75_b10_c100_v5.col,75,10,100,5,3799,3724,112.4,1.2083,8.3839,0.9491
galaxy_a75_b10_c20_v1.col,75,10,20,1,1189,1114,84.2,0.7348,0.76025,0.0804
galaxy_a75_b10_c20_v2.col,75,10,20,2,1193,1118,84.8,0.3742,0.65594,0.0692
galaxy_a75_b10_c20_v3.col,75,10,20,3,1166,1091,82.8,0.8602,0.86247,0.134
galaxy_a75_b10_c20_v4.col,75,10,20,4,1182,1107,83.6,0.4,0.9468,0.1024
galaxy_a75_b10_c20_v5.col,75,10,20,5,1248,1173,83.6,0.5099,0.91823,0.106
galaxy_a75_b10_c30_v1.col,75,10,30,1,1513,1438,86.2,0.8,1.26023,0.1089
galaxy_a75_b10_c30_v2.col,75,10,30,2,1605,1530,85.8,0.7348,1.39908,0.1538
galaxy_a75_b10_c30_v3.col,75,10,30,3,1624,1549,86.4,0.6782,1.48361,0.0941
galaxy_a75_b10_c30_v4.col,75,10,30,4,1572,1497,85.0,0.8367,1.60255,0.2405
galaxy_a75_b10_c30_v5.col,75,10,30,5,1450,1375,85.0,1.0,1.22503,0.1956
galaxy_a75_b10_c40_v1.col,75,10,40,1,1975,1900,88.6,1.1662,2.05965,0.358
galaxy_a75_b10_c40_v2.col,75,10,40,2,1946,1871,91.2,0.7348,1.85949,0.2233
galaxy_a75_b10_c40_v3.col,75,10,40,3,2112,2037,92.2,0.3742,2.52239,0.1144
galaxy_a75_b10_c40_v4.col,75,10,40,4,1921,1846,87.4,0.8124,2.14008,0.2753
galaxy_a75_b10_c40_v5.col,75,10,40,5,1867,1792,86.2,0.8602,1.97347,0.0632
galaxy_a75_b10_c50_v1.col,75,10,50,1,2373,2298,94.8,0.9695,2.99178,0.4579
galaxy_a75_b10_c50_v2.col,75,10,50,2,2354,2279,93.8,0.9695,3.16941,0.2024
galaxy_a75_b10_c50_v3.col,75,10,50,3,2310,2235,90.0,0.7746,3.91729,0.3017
galaxy_a75_b10_c50_v4.col,75,10,50,4,2363,2288,93.6,1.4353,3.14058,0.391
galaxy_a75_b10_c50_v5.col,75,10,50,5,2198,2123,88.2,0.3742,2.90058,0.2445
galaxy_a75_b10_c60_v1.col,75,10,60,1,2853,2778,97.4,2.7857,5.21192,0.7645
galaxy_a75_b10_c60_v2.col,75,10,60,2,2777,2702,97.4,0.4,4.40135,0.3142
galaxy_a75_b10_c60_v3.col,75,10,60,3,2802,2727,98.8,1.2806,4.91891,0.3655
galaxy_a75_b10_c60_v4.col,75,10,60,4,2724,2649,96.8,0.9695,4.74134,0.5655
galaxy_a75_b10_c60_v5.col,75,10,60,5,2744,2669,98.6,0.8124,4.34412,0.5392
galaxy_a75_b10_c70_v1.col,75,10,70,1,2975,2900,98.6,1.1662,6.13998,0.3433
galaxy_a75_b10_c70_v2.col,75,10,70,2,2935,2860,99.0,1.0954,5.46623,0.5335
galaxy_a75_b10_c70_v3.col,75,10,70,3,2939,2864,99.2,1.8547,4.85685,0.4847
galaxy_a75_b10_c70_v4.col,75,10,70,4,3264,3189,107.6,1.2083,5.59273,0.7793
galaxy_a75_b10_c70_v5.col,75,10,70,5,3012,2937,100.6,1.6,5.50843,0.3825
galaxy_a75_b10_c80_v1.col,75,10,80,1,3322,3247,103.4,1.7493,8.14199,0.9852
galaxy_a75_b10_c80_v2.col,75,10,80,2,3626,3551,108.6,1.9391,8.70964,0.8044
galaxy_a75_b10_c80_v3.col,75,10,80,3,3207,3132,103.4,0.9798,5.85285,0.3582
galaxy_a75_b10_c80_v4.col,75,10,80,4,3392,3317,107.0,1.3038,7.65392,0.6144
galaxy_a75_b10_c80_v5.col,75,10,80,5,3250,3175,103.2,1.0677,6.48153,0.4876
galaxy_a75_b10_c90_v1.col,75,10,90,1,3649,3574,111.2,2.3749,8.7926,0.4832
galaxy_a75_b10_c90_v2.col,75,10,90,2,3997,3922,115.6,0.9274,10.24457,0.8641
galaxy_a75_b10_c90_v3.col,75,10,90,3,3764,3689,111.0,1.0488,9.58757,0.3665
galaxy_a75_b10_c90_v4.col,75,10,90,4,3980,3905,114.0,2.2136,10.87183,0.807
galaxy_a75_b10_c90_v5.col,75,10,90,5,3663,3588,110.6,2.0149,8.24237,0.7946
galaxy_a80_b10_c100_v1.col,80,10,100,1,4353,4273,122.8,1.6553,12.49692,0.8191
galaxy_a80_b10_c100_v2.col,80,10,100,2,4195,4115,121.0,1.6432,10.22658,0.9442
galaxy_a80_b10_c100_v3.col,80,10,100,3,4813,4733,128.4,2.502,15.91636,1.391
galaxy_a80_b10_c100_v4.col,80,10,100,4,4467,4387,123.6,0.8124,12.13146,0.4466
galaxy_a80_b10_c100_v5.col,80,10,100,5,4435,4355,126.8,2.1772,9.10544,1.135
galaxy_a80_b10_c20_v1.col,80,10,20,1,1292,1212,89.6,0.5099,0.79739,0.0998
galaxy_a80_b10_c20_v2.col,80,10,20,2,1289,1209,88.8,0.4899,0.92959,0.1369
galaxy_a80_b10_c20_v3.col,80,10,20,3,1271,1191,88.6,0.8124,0.9343,0.1726
galaxy_a80_b10_c20_v4.col,80,10,20,4,1267,1187,88.6,0.6,0.96568,0.1216
galaxy_a80_b10_c20_v5.col,80,10,20,5,1301,1221,88.6,0.5099,1.04002,0.1425
galaxy_a80_b10_c30_v1.col,80,10,30,1,1644,1564,90.8,0.4899,1.42739,0.0899
galaxy_a80_b10_c30_v2.col,80,10,30,2,1613,1533,90.2,0.3742,1.41441,0.1139
galaxy_a80_b10_c30_v3.col,80,10,30,3,1784,1704,93.4,0.9274,1.7282,0.048
galaxy_a80_b10_c30_v4.col,80,10,30,4,1721,1641,91.6,0.6,1.34842,0.1109
galaxy_a80_b10_c30_v5.col,80,10,30,5,1559,1479,90.8,0.5831,1.30148,0.1045
galaxy_a80_b10_c40_v1.col,80,10,40,1,1982,1902,93.4,0.8718,2.38255,0.2615
galaxy_a80_b10_c40_v2.col,80,10,40,2,2032,1952,91.8,1.0198,2.16959,0.1228
galaxy_a80_b10_c40_v3.col,80,10,40,3,2174,2094,95.6,1.631,2.76392,0.2931
galaxy_a80_b10_c40_v4.col,80,10,40,4,1996,1916,93.4,0.4,1.85295,0.0988
galaxy_a80_b10_c40_v5.col,80,10,40,5,2127,2047,94.2,1.3191,2.83687,0.3504
galaxy_a80_b10_c50_v1.col,80,10,50,1,2440,2360,96.2,0.7348,3.70746,0.0757
galaxy_a80_b10_c50_v2.col,80,10,50,2,2445,2365,99.6,0.8124,3.16695,0.2034
galaxy_a80_b10_c50_v3.col,80,10,50,3,2337,2257,94.6,1.1662,3.59156,0.1851
galaxy_a80_b10_c50_v4.col,80,10,50,4,2431,2351,97.4,0.4,3.73386,0.2492
galaxy_a80_b10_c50_v5.col,80,10,50,5,2502,2422,97.4,1.6912,3.36878,0.4606
galaxy_a80_b10_c60_v1.col,80,10,60,1,2804,2724,98.6,1.4697,4.97591,0.5169
galaxy_a80_b10_c60_v2.col,80,10,60,2,2969,2889,104.4,1.4353,4.8501,0.5483
galaxy_a80_b10_c60_v3.col,80,10,60,3,2898,2818,102.0,1.0954,4.88573,0.2593
galaxy_a80_b10_c60_v4.col,80,10,60,4,2744,2664,98.2,0.7348,5.0199,0.2303
galaxy_a80_b10_c60_v5.col,80,10,60,5,2754,2674,97.0,1.5166,4.63915,0.2483
galaxy_a80_b10_c70_v1.col,80,10,70,1,3150,3070,105.2,0.6633,6.48064,0.4103
galaxy_a80_b10_c70_v2.col,80,10,70,2,3222,3142,102.0,0.8944,6.82195,0.6338
galaxy_a80_b10_c70_v3.col,80,10,70,3,3477,3397,108.2,0.8602,6.90053,0.7116
galaxy_a80_b10_c70_v4.col,80,10,70,4,3070,2990,103.2,1.4629,5.94365,0.5281
galaxy_a80_b10_c70_v5.col,80,10,70,5,2993,2913,98.4,0.6782,5.83774,0.5763
galaxy_a80_b10_c80_v1.col,80,10,80,1,3477,3397,111.6,1.5362,7.05065,1.0808
galaxy_a80_b10_c80_v2.col,80,10,80,2,3883,3803,115.4,1.4353,8.06068,1.0264
galaxy_a80_b10_c80_v3.col,80,10,80,3,3614,3534,110.4,1.6912,7.29946,0.9144
galaxy_a80_b10_c80_v4.col,80,10,80,4,3783,3703,115.2,0.7348,7.28687,0.6864
galaxy_a80_b10_c80_v5.col,80,10,80,5,3664,3584,109.4,1.2083,9.30074,0.9732
galaxy_a80_b10_c90_v1.col,80,10,90,1,3822,3742,113.2,0.7348,9.20845,0.4364
galaxy_a80_b10_c90_v2.col,80,10,90,2,4144,4064,120.2,2.3958,10.77784,0.6055
galaxy_a80_b10_c90_v3.col,80,10,90,3,3855,3775,111.6,1.3266,9.22703,1.0329
galaxy_a80_b10_c90_v4.col,80,10,90,4,4135,4055,120.8,1.7436,8.26725,0.8554
galaxy_a80_b10_c90_v5.col,80,10,90,5,4120,4040,116.6,0.6782,10.40366,0.3565
galaxy_a85_b10_c100_v1.col,85,10,100,1,5319,5234,134.2,1.9849,19.65912,1.8055
galaxy_a85_b10_c100_v2.col,85,10,100,2,4538,4453,122.8,1.3565,14.11156,1.0971
galaxy_a85_b10_c100_v3.col,85,10,100,3,4667,4582,126.0,2.2804,13.42011,0.6712
galaxy_a85_b10_c100_v4.col,85,10,100,4,4702,4617,125.8,2.1541,14.20726,1.2619
galaxy_a85_b10_c100_v5.col,85,10,100,5,4660,4575,122.4,1.0296,14.96538,0.6776
galaxy_a85_b10_c20_v1.col,85,10,20,1,1379,1294,93.6,0.4,0.84478,0.0561
galaxy_a85_b10_c20_v2.col,85,10,20,2,1357,1272,93.4,0.5099,1.04062,0.0755
galaxy_a85_b10_c20_v3.col,85,10,20,3,1361,1276,93.6,0.6,1.17992,0.1074
galaxy_a85_b10_c20_v4.col,85,10,20,4,1337,1252,92.8,0.6633,1.10115,0.0912
galaxy_a85_b10_c20_v5.col,85,10,20,5,1394,1309,94.0,0.4472,1.06101,0.09
galaxy_a85_b10_c30_v1.col,85,10,30,1,1764,1679,96.2,0.5831,1.55391,0.1654
galaxy_a85_b10_c30_v2.col,85,10,30,2,1725,1640,96.8,0.8602,1.40376,0.2478
