chi_sat,M_real,tempo_max,chi_max,chi_min,v_config,p_config,tempo_sat,n_config,N_real,instancia,tempo_min
4000,3197480,114.14607,4000,4000,5,40,154.289637,4000,4000,simples_n4000_p40%_v5.col,116.975072
4000,3998195,180.952451,4000,4000,1,50,230.644542,4000,4000,simples_n4000_p50%_v1.col,178.45381
4000,3999607,202.889751,4000,4000,2,50,249.355228,4000,4000,simples_n4000_p50%_v2.col,189.376351
4000,3998601,194.411003,4000,4000,3,50,234.314175,4000,4000,simples_n4000_p50%_v3.col,194.229429
4000,3998663,179.410457,4000,4000,4,50,224.586946,4000,4000,simples_n4000_p50%_v4.col,171.703477
4000,3998904,173.782114,4000,4000,5,50,220.402051,4000,4000,simples_n4000_p50%_v5.col,172.879615
4000,4797428,265.047733,4000,4000,1,60,323.477564,4000,4000,simples_n4000_p60%_v1.col,245.387683
4000,4799382,230.34321,4000,4000,2,60,310.608504,4000,4000,simples_n4000_p60%_v2.col,249.257141
4000,4799764,257.693372,4000,4000,3,60,317.776251,4000,4000,simples_n4000_p60%_v3.col,250.891243
4000,4798459,242.677437,4000,4000,4,60,314.480068,4000,4000,simples_n4000_p60%_v4.col,252.214598
4000,4798953,233.053262,4000,4000,5,60,311.095584,4000,4000,simples_n4000_p60%_v5.col,237.409072
4000,5599933,324.920902,4000,4000,1,70,444.166226,4000,4000,simples_n4000_p70%_v1.col,320.190677
4000,5599940,318.100487,4000,4000,2,70,455.406382,4000,4000,simples_n4000_p70%_v2.col,322.580824
4000,5598395,331.434142,4000,4000,3,70,418.799909,4000,4000,simples_n4000_p70%_v3.col,333.903761
4000,5599664,319.562923,4000,4000,4,70,409.104809,4000,4000,simples_n4000_p70%_v4.col,325.506797
4000,5596313,318.607458,4000,4000,5,70,418.991381,4000,4000,simples_n4000_p70%_v5.col,320.78976
4000,6396833,407.299415,4000,4000,1,80,559.76486,4000,4000,simples_n4000_p80%_v1.col,424.090646
4000,6396346,406.353681,4000,4000,2,80,504.255387,4000,4000,simples_n4000_p80%_v2.col,394.419499
4000,6398008,386.391304,4000,4000,3,80,511.5057,4000,4000,simples_n4000_p80%_v3.col,386.823617
4000,6399544,412.080539,4000,4000,4,80,495.267741,4000,4000,simples_n4000_p80%_v4.col,388.207274
4000,6397616,357.192667,4000,4000,5,80,518.806448,4000,4000,simples_n4000_p80%_v5.col,360.557964
4000,7199970,463.24474,4000,4000,1,90,610.14178,4000,4000,simples_n4000_p90%_v1.col,461.262391
4000,7196698,478.934394,4000,4000,2,90,593.338758,4000,4000,simples_n4000_p90%_v2.col,445.021117
4000,7198063,433.583653,4000,4000,3,90,636.19522,4000,4000,simples_n4000_p90%_v3.col,478.088084
4000,7197710,500.742189,4000,4000,4,90,626.266103,4000,4000,simples_n4000_p90%_v4.col,489.230967
4000,7197660,475.977247,4000,4000,5,90,615.959353,4000,4000,simples_n4000_p90%_v5.col,496.022397
