chi_sat,M_real,tempo_max,chi_max,chi_min,v_config,p_config,tempo_sat,n_config,N_real,instancia,tempo_min
2820,450197,2.455312,2710,3003,1,1,3.56244,9500,9500,simples_n9500_p01%_v1.col,2.181554
2827,451582,2.168885,2707,2999,2,1,3.313908,9500,9500,simples_n9500_p01%_v2.col,2.142363
2831,451135,2.122063,2714,3002,3,1,3.22874,9500,9500,simples_n9500_p01%_v3.col,1.989157
2822,451637,2.201918,2707,2996,4,1,3.146742,9500,9500,simples_n9500_p01%_v4.col,1.981625
2814,450726,2.117169,2707,3001,5,1,3.022032,9500,9500,simples_n9500_p01%_v5.col,2.030996
8221,1355801,8.290806,8198,8227,1,3,12.54494,9500,9500,simples_n9500_p03%_v1.col,9.093911
8222,1355019,8.182991,8200,8249,2,3,12.054482,9500,9500,simples_n9500_p03%_v2.col,9.396679
8208,1353291,8.995128,8210,8232,3,3,14.298775,9500,9500,simples_n9500_p03%_v3.col,8.967547
8209,1354056,9.714621,8181,8239,4,3,14.584623,9500,9500,simples_n9500_p03%_v4.col,10.568523
8211,1353063,9.539132,8158,8234,5,3,12.731766,9500,9500,simples_n9500_p03%_v5.col,10.362098
9500,2255400,29.045021,9500,9500,1,5,40.216051,9500,9500,simples_n9500_p05%_v1.col,29.001209
9500,2255747,29.033771,9500,9500,2,5,38.1314,9500,9500,simples_n9500_p05%_v2.col,32.59852
9500,2255325,27.467877,9500,9500,3,5,46.947946,9500,9500,simples_n9500_p05%_v3.col,31.159074
9500,2253344,33.343538,9500,9500,4,5,38.729346,9500,9500,simples_n9500_p05%_v4.col,26.991963
9500,2257911,28.134606,9500,9500,5,5,36.265063,9500,9500,simples_n9500_p05%_v5.col,29.619463
9500,4515557,106.441289,9500,9500,1,10,141.429923,9500,9500,simples_n9500_p10%_v1.col,108.024832
9500,4511487,101.279534,9500,9500,2,10,153.117259,9500,9500,simples_n9500_p10%_v2.col,110.509095
9500,4513247,122.21331,9500,9500,3,10,143.760138,9500,9500,simples_n9500_p10%_v3.col,123.012665
9500,4512445,111.248867,9500,9500,4,10,140.587076,9500,9500,simples_n9500_p10%_v4.col,115.388832
9500,4508205,115.007646,9500,9500,5,10,134.379053,9500,9500,simples_n9500_p10%_v5.col,120.636947
9500,9025803,434.195589,9500,9500,1,20,521.776562,9500,9500,simples_n9500_p20%_v1.col,400.1385
9500,9020872,415.544309,9500,9500,2,20,540.463954,9500,9500,simples_n9500_p20%_v2.col,418.197076
9500,9022080,407.016348,9500,9500,3,20,511.202745,9500,9500,simples_n9500_p20%_v3.col,411.899383
9500,9018993,410.418823,9500,9500,4,20,532.060597,9500,9500,simples_n9500_p20%_v4.col,404.200416
9500,9019796,393.461138,9500,9500,5,20,512.98075,9500,9500,simples_n9500_p20%_v5.col,401.401278
9500,13536283,907.33073,9500,9500,1,30,1107.059577,9500,9500,simples_n9500_p30%_v1.col,883.50844
9500,13532169,893.318074,9500,9500,2,30,1057.901472,9500,9500,simples_n9500_p30%_v2.col,839.644405
9500,13540787,890.485582,9500,9500,3,30,982.588951,9500,9500,simples_n9500_p30%_v3.col,822.544679
9500,13537311,819.948715,9500,9500,4,30,1008.461878,9500,9500,simples_n9500_p30%_v4.col,837.488214
9500,13534306,805.362413,9500,9500,5,30,981.495874,9500,9500,simples_n9500_p30%_v5.col,774.770318
9500,18046949,1360.272581,9500,9500,1,40,1691.92522,9500,9500,simples_n9500_p40%_v1.col,1326.250385
9500,18049530,1320.66796,9500,9500,2,40,1608.647632,9500,9500,simples_n9500_p40%_v2.col,1400.739657
9500,18051499,1342.677012,9500,9500,3,40,1597.852043,9500,9500,simples_n9500_p40%_v3.col,1332.777077
9500,18046475,1243.076808,9500,9500,4,40,1579.836559,9500,9500,simples_n9500_p40%_v4.col,1282.521013
9500,18054419,1328.00775,9500,9500,5,40,1527.024524,9500,9500,simples_n9500_p40%_v5.col,1259.517916
9500,22558294,1927.548,9500,9500,1,50,2286.813958,9500,9500,simples_n9500_p50%_v1.col,1898.931043
9500,22561786,1888.719892,9500,9500,2,50,2334.42071,9500,9500,simples_n9500_p50%_v2.col,1916.12928
9500,22563369,1839.924196,9500,9500,3,50,2306.704092,9500,9500,simples_n9500_p50%_v3.col,1865.076822
9500,22558586,1899.586671,9500,9500,4,50,2269.762286,9500,9500,simples_n9500_p50%_v4.col,1841.90968
9500,22561087,1887.820596,9500,9500,5,50,2244.998389,9500,9500,simples_n9500_p50%_v5.col,1854.202038
9500,27075920,2588.588848,9500,9500,1,60,3153.641111,9500,9500,simples_n9500_p60%_v1.col,2533.754588
9500,27070612,2517.218036,9500,9500,2,60,3127.861507,9500,9500,simples_n9500_p60%_v2.col,2500.012706
9500,27068455,2426.934533,9500,9500,3,60,3042.398273,9500,9500,simples_n9500_p60%_v3.col,2443.782661
9500,27072442,2418.619687,9500,9500,4,60,3072.434802,9500,9500,simples_n9500_p60%_v4.col,2446.620201
9500,27070647,2442.134792,9500,9500,5,60,3029.18531,9500,9500,simples_n9500_p60%_v5.col,2455.416633
9500,31584935,3136.840868,9500,9500,1,70,3951.232237,9500,9500,simples_n9500_p70%_v1.col,3122.058338
9500,31582869,3095.437451,9500,9500,2,70,3800.430496,9500,9500,simples_n9500_p70%_v2.col,3032.970727
9500,31584417,2980.146706,9500,9500,3,70,3610.795939,9500,9500,simples_n9500_p70%_v3.col,2872.946514
9500,31579153,2893.858771,9500,9500,4,70,3604.128899,9500,9500,simples_n9500_p70%_v4.col,2863.724697
9500,31585087,2879.324979,9500,9500,5,70,3601.556098,9500,9500,simples_n9500_p70%_v5.col,2890.369156
9500,36094045,3664.99802,9500,9500,1,80,4532.069183,9500,9500,simples_n9500_p80%_v1.col,3636.166309
9500,36094010,3575.39459,9500,9500,2,80,4515.72206,9500,9500,simples_n9500_p80%_v2.col,3632.986915
9500,36099113,3633.209891,9500,9500,3,80,4540.853408,9500,9500,simples_n9500_p80%_v3.col,3638.455734
9500,36091991,3604.445638,9500,9500,4,80,4560.737582,9500,9500,simples_n9500_p80%_v4.col,3657.005533
9500,36100784,3636.468583,9500,9500,5,80,4576.023396,9500,9500,simples_n9500_p80%_v5.col,3647.961831
