instancia,n,p,v,N,M,mean_chi,se_chi,mean_time,se_time
simples_n100_p01%_v1.col,100,1,1,100,51,19.0,0.31622776601683794,2.257984428,1.9916832345872972
simples_n100_p01%_v2.col,100,1,2,100,48,16.6,0.24494897427831777,0.402805385,0.08618969559718624
simples_n100_p03%_v1.col,100,3,1,100,155,21.2,0.19999999999999998,0.49733711540000003,0.06650261797758213
simples_n100_p03%_v2.col,100,3,2,100,154,21.8,0.48989794855663565,0.595372645,0.12881540065027564
simples_n100_p05%_v1.col,100,5,1,100,213,25.4,0.39999999999999997,0.5990857828,0.0557110855640161
simples_n100_p05%_v2.col,100,5,2,100,253,28.8,0.19999999999999998,0.8371070379999999,0.1043579307918552
simples_n100_p10%_v1.col,100,10,1,100,499,45.4,0.24494897427831777,1.1248507768,0.2270668069819321
simples_n100_p10%_v2.col,100,10,2,100,493,44.8,0.48989794855663554,1.2464491318,0.11410365579923681
simples_n100_p20%_v1.col,100,20,1,100,993,79.0,0.0,1.4879566406,0.07832991877748677
simples_n100_p20%_v2.col,100,20,2,100,992,79.0,0.0,1.4577125434,0.11100475263347508
simples_n100_p30%_v1.col,100,30,1,100,1444,100.0,0.0,1.9635678124000002,0.008366507482714565
simples_n100_p30%_v2.col,100,30,2,100,1480,100.0,0.0,2.1702260133999998,0.1526715434978175
simples_n100_p40%_v1.col,100,40,1,100,1963,100.0,0.0,3.2427382512,0.13101364987891967
simples_n100_p40%_v2.col,100,40,2,100,1948,100.0,0.0,3.0508995646000003,0.009778677458433496
simples_n1000_p01%_v1.col,1000,1,1,1000,4972,156.2,1.2,69.8783150256,5.078712165961908
simples_n1000_p01%_v2.col,1000,1,2,1000,4997,156.6,0.9797958971132711,75.62055829779999,7.710792151451152
simples_n1000_p03%_v1.col,1000,3,1,1000,15032,341.2,1.8275666882497061,118.71573314460002,26.401579815600282
simples_n1000_p03%_v2.col,1000,3,2,1000,14860,339.8,0.7348469228349535,78.0952915094,8.544641954033917
simples_n1000_p05%_v1.col,1000,5,1,1000,25093,523.4,1.3638181696985856,242.00166466139999,12.610521356608302
simples_n1000_p05%_v2.col,1000,5,2,1000,25053,518.0,0.5477225575051661,335.8007759378,30.43270365057649
simples_n1000_p10%_v1.col,1000,10,1,1000,50462,986.0,0.0,213.64809460279997,1.9369240533384737
simples_n1000_p10%_v2.col,1000,10,2,1000,50213,980.0,0.0,207.64875543139996,1.8508709201924154
simples_n1000_p20%_v1.col,1000,20,1,1000,100166,1000.0,0.0,718.314851931,0.82812041007863
simples_n1000_p20%_v2.col,1000,20,2,1000,99937,1000.0,0.0,704.3206306488,4.443626541591348
simples_n1000_p30%_v1.col,1000,30,1,1000,149824,1000.0,0.0,1505.536629376,4.060206326266698
simples_n1000_p30%_v2.col,1000,30,2,1000,149947,1000.0,0.0,1485.810526357,10.175037456829461
simples_n1000_p40%_v1.col,1000,40,1,1000,199724,1000.0,0.0,2577.0583851016004,7.459914830226625
simples_n1000_p40%_v2.col,1000,40,2,1000,199519,1000.0,0.0,2536.626966276,18.400864438794883
simples_n1500_p01%_v1.col,1500,1,1,1500,11366,250.2,0.9695359714832658,143.2334929662,5.6820311734077755
simples_n1500_p01%_v2.col,1500,1,2,1500,11342,248.8,1.5937377450509227,136.9515527042,10.48792779708838
simples_n1500_p03%_v1.col,1500,3,1,1500,33773,587.0,1.5811388300841895,445.99654759780003,56.46093186926412
simples_n1500_p03%_v2.col,1500,3,2,1500,33497,581.4,0.7483314773547882,552.8313047482,47.382311206596896
simples_n1500_p05%_v1.col,1500,5,1,1500,56316,903.6,2.2934689882359427,1332.9874472814001,68.23098431241466
simples_n1500_p05%_v2.col,1500,5,2,1500,56011,897.0,2.4698178070456938,1565.1978812672,164.80430177891878
simples_n1500_p10%_v1.col,1500,10,1,1500,112217,1500.0,0.0,676.1203605182,36.44923785344539
simples_n1500_p10%_v2.col,1500,10,2,1500,112691,1500.0,0.0,756.1524003338,8.214348507647237
simples_n1500_p20%_v1.col,1500,20,1,1500,224745,1500.0,0.0,2331.170734017,2.5598202122494866
simples_n1500_p20%_v2.col,1500,20,2,1500,225120,1500.0,0.0,2336.5223697586,1.7063823467359847
simples_n1500_p30%_v1.col,1500,30,1,1500,337438,1500.0,0.0,4826.1882567336,64.34358772686842
simples_n1500_p30%_v2.col,1500,30,2,1500,337407,1500.0,0.0,4595.6542321796,186.82740006071847
simples_n1500_p40%_v1.col,1500,40,1,1500,449641,1500.0,0.0,6817.805907680599,365.1763387978
simples_n1500_p40%_v2.col,1500,40,2,1500,449668,1500.0,0.0,8162.7665972618,93.06878335729536
simples_n500_p01%_v1.col,500,1,1,500,1247,74.8,1.8000000000000003,14.739440689399999,1.4929722980899667
simples_n500_p01%_v2.col,500,1,2,500,1334,79.4,0.5099019513592785,13.123724111200001,1.6044755968706146
simples_n500_p03%_v1.col,500,3,1,500,3630,135.2,0.3741657386773941,16.4022292896,1.847090847820313
simples_n500_p03%_v2.col,500,3,2,500,3730,138.8,0.7348469228349535,13.0198398096,1.4190851033012022
simples_n500_p05%_v1.col,500,5,1,500,6413,214.0,0.31622776601683794,20.998098396,1.8637139839985857
simples_n500_p05%_v2.col,500,5,2,500,6224,207.2,0.7348469228349535,23.1389363736,2.1190908505853185
simples_n500_p10%_v1.col,500,10,1,500,12548,383.8,0.7999999999999999,77.0186078184,7.818236551397534
simples_n500_p10%_v2.col,500,10,2,500,12537,384.6,1.1224972160321824,60.77999378439999,6.709356272606976
simples_n500_p20%_v1.col,500,20,1,500,25054,500.0,0.0,66.2575273976,0.18184951160717636
