instancia,n,p,v,N,M,mean_chi,se_chi,mean_time,se_time
simples_n100_p01%_v1.col,100,1,1,100,51,19.6,0.24494897427831777,2.0992613012,1.8962070560418218
simples_n100_p01%_v2.col,100,1,2,100,48,17.6,0.39999999999999997,0.1643201148,0.010763837451194228
simples_n100_p03%_v1.col,100,3,1,100,155,22.2,0.19999999999999998,0.4427535292,0.15523471405885308
simples_n100_p03%_v2.col,100,3,2,100,154,22.4,0.39999999999999997,0.2603863074,0.02392974754799537
simples_n100_p05%_v1.col,100,5,1,100,213,26.2,0.19999999999999998,0.3477840902,0.04608865181525695
simples_n100_p05%_v2.col,100,5,2,100,253,29.6,0.24494897427831777,0.3897232164,0.14330131465670273
simples_n100_p10%_v1.col,100,10,1,100,499,46.2,0.19999999999999998,0.4038560514,0.03716216959571171
simples_n100_p10%_v2.col,100,10,2,100,493,45.4,0.5099019513592784,0.8624946594,0.07976053001499056
simples_n100_p20%_v1.col,100,20,1,100,993,79.0,0.0,0.8446683441999999,0.08244831743246153
simples_n100_p20%_v2.col,100,20,2,100,992,79.0,0.0,0.9062576496,0.13534191499497997
simples_n100_p30%_v1.col,100,30,1,100,1444,100.0,0.0,1.0054971091999998,0.0062474764521829726
simples_n100_p30%_v2.col,100,30,2,100,1480,100.0,0.0,1.0458475118,0.0057839320178923554
simples_n100_p40%_v1.col,100,40,1,100,1963,100.0,0.0,1.7216999042,0.12878451030365407
simples_n100_p40%_v2.col,100,40,2,100,1948,100.0,0.0,1.5717618329999998,0.0050701233616150575
simples_n1000_p01%_v1.col,1000,1,1,1000,4972,164.0,4.098780306383839,39.74812098860001,6.345224067273497
simples_n1000_p01%_v2.col,1000,1,2,1000,4997,168.4,4.632493928760187,23.3693932806,5.6718034803148
simples_n1000_p03%_v1.col,1000,3,1,1000,15032,345.8,0.48989794855663565,41.161468729,7.555853207780214
simples_n1000_p03%_v2.col,1000,3,2,1000,14860,342.6,0.812403840463596,42.219146753400004,6.956760648465033
simples_n1000_p05%_v1.col,1000,5,1,1000,25093,533.0,1.0,71.67568592759999,17.260299199247072
simples_n1000_p05%_v2.col,1000,5,2,1000,25053,531.8,1.0677078252031311,76.8962131278,14.319907418935502
simples_n1000_p10%_v1.col,1000,10,1,1000,50462,986.0,0.0,106.79123631080002,2.98475163293328
simples_n1000_p10%_v2.col,1000,10,2,1000,50213,980.0,0.0,81.0898608946,0.11815494769985799
simples_n1000_p20%_v1.col,1000,20,1,1000,100166,1000.0,0.0,363.7741341218,2.255104736241839
simples_n1000_p20%_v2.col,1000,20,2,1000,99937,1000.0,0.0,356.2387434594,6.176623436522183
simples_n1000_p30%_v1.col,1000,30,1,1000,149824,1000.0,0.0,767.6300131754,3.314629214944549
simples_n1000_p30%_v2.col,1000,30,2,1000,149947,1000.0,0.0,759.113769377,5.49822007652189
simples_n1000_p40%_v1.col,1000,40,1,1000,199724,1000.0,0.0,1377.7058070292,10.224353972473104
simples_n1000_p40%_v2.col,1000,40,2,1000,199519,1000.0,0.0,1299.4123334442,39.945235760915835
simples_n1500_p01%_v1.col,1500,1,1,1500,11366,252.8,1.5937377450509227,55.3477406986,4.6150684656948435
simples_n1500_p01%_v2.col,1500,1,2,1500,11342,249.6,0.6782329983125267,71.0930533392,11.60374076161928
simples_n1500_p03%_v1.col,1500,3,1,1500,33773,596.2,0.7999999999999999,90.3082212822,7.969667855671706
simples_n1500_p03%_v2.col,1500,3,2,1500,33497,589.0,0.8944271909999159,104.51354735160001,18.384537978064674
simples_n1500_p05%_v1.col,1500,5,1,1500,56316,930.6,1.16619037896906,190.4483855224,24.2762635690494
simples_n1500_p05%_v2.col,1500,5,2,1500,56011,918.4,4.7707441767506245,425.83589024820003,151.1307262586239
simples_n1500_p10%_v1.col,1500,10,1,1500,112217,1500.0,0.0,284.02322713700005,0.16317175391945646
simples_n1500_p10%_v2.col,1500,10,2,1500,112691,1500.0,0.0,275.3723351476,1.1400797549305808
simples_n1500_p20%_v1.col,1500,20,1,1500,224745,1500.0,0.0,1145.3940955747998,55.39904080605172
simples_n1500_p20%_v2.col,1500,20,2,1500,225120,1500.0,0.0,1134.9406052522002,52.09963674159939
simples_n1500_p30%_v1.col,1500,30,1,1500,337438,1500.0,0.0,2597.6608633288,2.6942752462534703
simples_n1500_p30%_v2.col,1500,30,2,1500,337407,1500.0,0.0,2607.7685353138,5.306095077840613
simples_n1500_p40%_v1.col,1500,40,1,1500,449641,1500.0,0.0,4516.1468752294,27.869605355804733
simples_n1500_p40%_v2.col,1500,40,2,1500,449668,1500.0,0.0,4024.3249677764006,221.74846772212612
simples_n500_p01%_v1.col,500,1,1,500,1247,94.2,1.8275666882497066,9.1349132446,0.4927228257658305
simples_n500_p01%_v2.col,500,1,2,500,1334,90.8,1.7999999999999998,12.104499836199999,1.1653402416487442
simples_n500_p03%_v1.col,500,3,1,500,3630,137.6,0.8124038404635959,7.828192419999999,1.0368195181968514
simples_n500_p03%_v2.col,500,3,2,500,3730,140.4,0.6782329983125267,8.704074532800002,1.5595670495874663
simples_n500_p05%_v1.col,500,5,1,500,6413,216.0,0.7071067811865476,12.756682964400001,1.875401698940458
simples_n500_p05%_v2.col,500,5,2,500,6224,210.8,0.48989794855663554,12.357036532599999,2.528897772857619
simples_n500_p10%_v1.col,500,10,1,500,12548,388.0,0.9486832980505137,38.8953750386,4.167120000017986
simples_n500_p10%_v2.col,500,10,2,500,12537,389.0,1.760681686165901,40.7076715428,11.809748532231279
simples_n500_p20%_v1.col,500,20,1,500,25054,500.0,0.0,46.202795506,0.18925628513612938
simples_n500_p20%_v2.col,500,20,2,500,24765,500.0,0.0,45.31150465099999,0.19434223770165548
simples_n500_p30%_v1.col,500,30,1,500,37350,500.0,0.0,96.55956682399999,0.16664156327726729
simples_n500_p30%_v2.col,500,30,2,500,37393,500.0,0.0,96.182284538,0.18275591038103134
simples_n500_p40%_v1.col,500,40,1,500,49424,500.0,0.0,170.73659374879998,0.15285893371533693
simples_n500_p40%_v2.col,500,40,2,500,50039,500.0,0.0,173.03146543999998,0.2097835482716454
