instancia,n,p,v,N,M,mean_chi,se_chi,mean_time,se_time
simples_n500_p01%_v1.col,500,1,1,500,1247,80.8,2.782085548648711,19.5998329022,2.3693118883702917
simples_n500_p01%_v2.col,500,1,2,500,1334,85.0,2.3021728866442674,18.763680288400003,1.5394322682199901
simples_n500_p03%_v1.col,500,3,1,500,3630,135.6,0.6,18.639822053,1.1026641830041828
simples_n500_p03%_v2.col,500,3,2,500,3730,140.0,0.5477225575051661,18.0879459124,1.1655841929806374
simples_n500_p05%_v1.col,500,5,1,500,6413,211.8,0.8602325267042626,33.7701595548,3.3829907640867107
simples_n500_p05%_v2.col,500,5,2,500,6224,206.2,0.58309518948453,39.7521309282,2.2589831269577343
simples_n500_p10%_v1.col,500,10,1,500,12548,385.8,1.1135528725660042,86.7760850016,7.47723425856953
simples_n500_p10%_v2.col,500,10,2,500,12537,383.0,0.7071067811865476,98.40518903159999,9.315152437685228
simples_n500_p20%_v1.col,500,20,1,500,25054,500.0,0.0,96.25712395560001,0.7689472874530137
simples_n500_p20%_v2.col,500,20,2,500,24765,500.0,0.0,94.1329041242,0.5621571465381041
simples_n500_p30%_v1.col,500,30,1,500,37350,500.0,0.0,203.8930489932,0.9389734263098629
simples_n500_p30%_v2.col,500,30,2,500,37393,500.0,0.0,199.0458990852,2.9063465777867936
simples_n500_p40%_v1.col,500,40,1,500,49424,500.0,0.0,328.03691664099995,5.175169891790303
simples_n500_p40%_v2.col,500,40,2,500,50039,500.0,0.0,334.1124360844,0.1497332431247862
