instancia,n,p,v,N,M,mean_chi,se_chi,mean_time,se_time
simples_n100_p01%_v1.col,100,1,1,100,51,20.0,0.5477225575051661,1.9816488072000003,1.7610354035315714
simples_n100_p01%_v2.col,100,1,2,100,48,18.8,0.48989794855663554,0.1377037784,0.014850831737373003
simples_n100_p03%_v1.col,100,3,1,100,155,22.6,0.5099019513592784,0.4012803556000001,0.14287142264543726
simples_n100_p03%_v2.col,100,3,2,100,154,23.6,0.24494897427831777,0.3026974756,0.02540120411171632
simples_n100_p05%_v1.col,100,5,1,100,213,26.8,0.3741657386773941,0.4338819344,0.08882256358900334
simples_n100_p05%_v2.col,100,5,2,100,253,29.2,0.3741657386773941,0.3704558674,0.056733129580788945
simples_n100_p10%_v1.col,100,10,1,100,499,45.8,0.3741657386773941,0.5021200068,0.0835943701700812
simples_n100_p10%_v2.col,100,10,2,100,493,45.4,0.39999999999999997,0.5762481798,0.12287517099771911
simples_n100_p20%_v1.col,100,20,1,100,993,79.0,0.0,0.7585579273999999,0.020493160433406665
simples_n100_p20%_v2.col,100,20,2,100,992,79.0,0.0,0.9187342758,0.1290956257983329
simples_n100_p30%_v1.col,100,30,1,100,1444,100.0,0.0,0.9919971176000001,0.005649301073810349
simples_n100_p30%_v2.col,100,30,2,100,1480,100.0,0.0,1.0505971889999999,0.001631324713519762
simples_n1000_p01%_v1.col,1000,1,1,1000,4972,170.0,2.9495762407505253,28.748707308400004,6.557883236398274
simples_n1000_p01%_v2.col,1000,1,2,1000,4997,172.4,3.9698866482558417,28.698276653199997,5.140038855205615
simples_n1000_p03%_v1.col,1000,3,1,1000,15032,346.6,0.6782329983125268,36.339337340600004,4.6890135706385845
simples_n1000_p03%_v2.col,1000,3,2,1000,14860,344.0,0.4472135954999579,31.5208766144,3.5367079499149168
simples_n1000_p05%_v1.col,1000,5,1,1000,25093,531.0,0.6324555320336759,68.189928498,4.713271642999808
simples_n1000_p05%_v2.col,1000,5,2,1000,25053,530.8,0.7999999999999999,76.932120099,5.121979415342128
simples_n1000_p10%_v1.col,1000,10,1,1000,50462,986.0,0.0,104.36505745279999,0.1995665460924773
simples_n1000_p10%_v2.col,1000,10,2,1000,50213,980.0,0.0,102.81671174620001,0.16777226322814556
simples_n1000_p20%_v1.col,1000,20,1,1000,100166,1000.0,0.0,347.95325261420004,0.3474847240289944
simples_n1000_p20%_v2.col,1000,20,2,1000,99937,1000.0,0.0,343.4225555396,1.274867119377414
simples_n1000_p30%_v1.col,1000,30,1,1000,149824,1000.0,0.0,722.5021403513999,1.1224777873740017
simples_n1000_p30%_v2.col,1000,30,2,1000,149947,1000.0,0.0,725.1848484032,0.8574262542109551
simples_n1500_p01%_v1.col,1500,1,1,1500,11366,249.4,1.16619037896906,72.6365318222,7.292378275853442
simples_n1500_p01%_v2.col,1500,1,2,1500,11342,252.8,1.1575836902790224,55.197650116,11.73211593217279
simples_n1500_p03%_v1.col,1500,3,1,1500,33773,596.2,0.9695359714832658,82.14583386719998,11.328327188325822
simples_n1500_p03%_v2.col,1500,3,2,1500,33497,591.4,0.5099019513592785,91.93839251920001,12.54841783721373
simples_n1500_p05%_v1.col,1500,5,1,1500,56316,932.0,0.4472135954999579,203.53180145339996,12.711726781804071
simples_n1500_p05%_v2.col,1500,5,2,1500,56011,926.6,1.6309506430300091,212.875308126,66.55050334660507
simples_n1500_p10%_v1.col,1500,10,1,1500,112217,1500.0,0.0,332.6921622182,0.2400405151451841
simples_n1500_p10%_v2.col,1500,10,2,1500,112691,1500.0,0.0,336.24262708339995,0.7901652042956158
simples_n1500_p20%_v1.col,1500,20,1,1500,224745,1500.0,0.0,1179.859739233,1.308367207470006
simples_n1500_p20%_v2.col,1500,20,2,1500,225120,1500.0,0.0,1181.3504192178002,1.3162608107102571
simples_n1500_p30%_v1.col,1500,30,1,1500,337438,1500.0,0.0,2489.6561629114003,7.152342538352211
simples_n1500_p30%_v2.col,1500,30,2,1500,337407,1500.0,0.0,2496.4594845722,10.220576145724548
simples_n500_p01%_v1.col,500,1,1,500,1247,101.4,2.8390139133156778,8.181645551599999,1.0459889324723834
simples_n500_p01%_v2.col,500,1,2,500,1334,100.2,3.056141357987225,9.1810765288,2.5538765905366243
simples_n500_p03%_v1.col,500,3,1,500,3630,136.6,0.39999999999999997,9.6211900108,1.1075160148391783
simples_n500_p03%_v2.col,500,3,2,500,3730,140.2,0.19999999999999998,8.1001499426,1.0236087154191646
simples_n500_p05%_v1.col,500,5,1,500,6413,216.8,0.7348469228349535,10.2811138938,1.4388364231816972
simples_n500_p05%_v2.col,500,5,2,500,6224,211.0,0.5477225575051661,9.0112634344,1.1744881470401214
simples_n500_p10%_v1.col,500,10,1,500,12548,390.2,1.1575836902790224,35.3652354014,7.4496796454758165
simples_n500_p10%_v2.col,500,10,2,500,12537,390.6,1.0295630140987,27.874784055600003,5.931973465039281
simples_n500_p20%_v1.col,500,20,1,500,25054,500.0,0.0,45.3908380354,0.15217011230646948
simples_n500_p20%_v2.col,500,20,2,500,24765,500.0,0.0,44.2586265556,0.11523098317543973
simples_n500_p30%_v1.col,500,30,1,500,37350,500.0,0.0,93.5177146046,0.18854274084273911
simples_n500_p30%_v2.col,500,30,2,500,37393,500.0,0.0,94.0932946808,0.164683140679785
