instancia,n,p,v,N,M,mean_chi,se_chi,mean_time,se_time
simples_n500_p01%_v1.col,500,1,1,500,1247,99.8,4.694677837722201,11.7378465592,1.9853724726042257
simples_n500_p01%_v2.col,500,1,2,500,1334,99.4,2.379075450674064,8.5516901392,1.1437998757934775
simples_n500_p03%_v1.col,500,3,1,500,3630,137.4,0.24494897427831777,8.608949647200001,0.7965383435825057
simples_n500_p03%_v2.col,500,3,2,500,3730,139.6,0.6,8.3266092862,1.0596138470339258
simples_n500_p05%_v1.col,500,5,1,500,6413,216.2,0.3741657386773941,11.7305984674,2.326644972350837
simples_n500_p05%_v2.col,500,5,2,500,6224,210.8,0.58309518948453,12.743089368000001,2.2308479842030295
simples_n500_p10%_v1.col,500,10,1,500,12548,387.4,1.4352700094407322,60.802789709,10.27896166192356
simples_n500_p10%_v2.col,500,10,2,500,12537,390.0,1.2649110640673518,32.2792383692,4.297031755804309
simples_n500_p20%_v1.col,500,20,1,500,25054,500.0,0.0,48.62123751279999,0.5926103875442124
simples_n500_p20%_v2.col,500,20,2,500,24765,500.0,0.0,46.1868661056,0.2268524796640607
simples_n500_p30%_v1.col,500,30,1,500,37350,500.0,0.0,101.61148164939999,0.561422727547673
simples_n500_p30%_v2.col,500,30,2,500,37393,500.0,0.0,101.1010718662,0.8337817945342524
simples_n500_p40%_v1.col,500,40,1,500,49424,500.0,0.0,177.09567928739997,0.768463861679197
simples_n500_p40%_v2.col,500,40,2,500,50039,500.0,0.0,179.9703465336,0.3410751425181401
