instancia,n,p,v,N,M,mean_chi,se_chi,mean_time,se_time
simples_n500_p01%_v1.col,500,1,1,500,1247,74.6,1.886796226411321,20.052144905,2.3419204495600296
simples_n500_p01%_v2.col,500,1,2,500,1334,77.8,2.477902338672773,19.359440702199997,2.518456441536688
simples_n500_p03%_v1.col,500,3,1,500,3630,135.4,0.8124038404635959,29.0868201594,4.094056982793308
simples_n500_p03%_v2.col,500,3,2,500,3730,138.4,0.8124038404635959,26.8771361624,1.484235231919397
simples_n500_p05%_v1.col,500,5,1,500,6413,210.2,0.7348469228349535,55.1643381298,4.182689822133099
simples_n500_p05%_v2.col,500,5,2,500,6224,206.0,0.8944271909999159,35.628383988799996,4.079236206539881
simples_n500_p10%_v1.col,500,10,1,500,12548,384.8,1.019803902718557,92.31354361240001,7.802865776177683
simples_n500_p10%_v2.col,500,10,2,500,12537,384.6,0.6782329983125268,68.26519543900001,3.289136275414859
simples_n500_p20%_v1.col,500,20,1,500,25054,500.0,0.0,118.0256326106,0.19378170703154346
simples_n500_p20%_v2.col,500,20,2,500,24765,500.0,0.0,114.061422496,0.10965030677141095
simples_n500_p30%_v1.col,500,30,1,500,37350,500.0,0.0,246.229374975,0.08312199681105827
simples_n500_p30%_v2.col,500,30,2,500,37393,500.0,0.0,243.41696446679998,0.1495572425054436
simples_n500_p40%_v1.col,500,40,1,500,49424,500.0,0.0,433.85225513980004,0.30747064157481085
simples_n500_p40%_v2.col,500,40,2,500,50039,500.0,0.0,537.4703276192,24.993518771932933
