instancia,n,p,v,N,M,mean_chi,se_chi,mean_time,se_time
simples_n100_p01%_v1.col,100,1,1,100,51,19.2,0.3741657386773941,2.1956548650000003,1.6687254776555402
simples_n100_p01%_v2.col,100,1,2,100,48,17.8,0.58309518948453,0.244099864,0.017347103194788677
simples_n100_p03%_v1.col,100,3,1,100,155,21.0,0.31622776601683794,0.8142126262,0.1665134954765589
simples_n100_p03%_v2.col,100,3,2,100,154,21.4,0.24494897427831777,0.7812138678,0.1271083628155739
simples_n100_p05%_v1.col,100,5,1,100,213,25.4,0.24494897427831777,0.9073271496,0.15499248209129857
simples_n100_p05%_v2.col,100,5,2,100,253,28.4,0.24494897427831777,0.8303862801999999,0.10818487479061262
simples_n100_p10%_v1.col,100,10,1,100,499,45.6,0.24494897427831777,1.4379477636,0.19926795611745815
simples_n100_p10%_v2.col,100,10,2,100,493,44.8,0.3741657386773941,1.5669510446000001,0.28742346065084673
simples_n100_p20%_v1.col,100,20,1,100,993,79.0,0.0,1.9260343814000003,0.20623061164320305
simples_n100_p20%_v2.col,100,20,2,100,992,79.0,0.0,1.7570907966,0.13326845047778726
simples_n100_p30%_v1.col,100,30,1,100,1444,100.0,0.0,2.392487515,0.02703824602397002
simples_n100_p30%_v2.col,100,30,2,100,1480,100.0,0.0,2.6903153194,0.136220049057006
simples_n100_p40%_v1.col,100,40,1,100,1963,100.0,0.0,3.9217624074,0.12627667160575223
simples_n100_p40%_v2.col,100,40,2,100,1948,100.0,0.0,3.8139697943999997,0.12430742631203816
simples_n1000_p01%_v1.col,1000,1,1,1000,4972,162.6,2.908607914449797,54.44811670580001,5.837093490794854
simples_n1000_p01%_v2.col,1000,1,2,1000,4997,164.0,3.271085446759225,58.856295740600004,6.619803494116517
simples_n1000_p03%_v1.col,1000,3,1,1000,15032,343.4,0.6782329983125267,119.5184401038,18.324243350343913
simples_n1000_p03%_v2.col,1000,3,2,1000,14860,343.6,0.9273618495495702,83.1685555628,12.783914137336795
simples_n1000_p05%_v1.col,1000,5,1,1000,25093,526.4,2.580697580112788,218.865911367,42.14977146878326
simples_n1000_p05%_v2.col,1000,5,2,1000,25053,525.6,2.8390139133156778,284.88471888640004,56.5499296995104
simples_n1000_p10%_v1.col,1000,10,1,1000,50462,986.0,0.0,257.72031235480006,0.1573358575930934
simples_n1000_p10%_v2.col,1000,10,2,1000,50213,980.0,0.0,255.9406669002,0.1182944739368374
simples_n1000_p20%_v1.col,1000,20,1,1000,100166,1000.0,0.0,863.0093181018001,1.6068957460864912
simples_n1000_p20%_v2.col,1000,20,2,1000,99937,1000.0,0.0,862.8714681059998,6.440868064861462
simples_n1000_p30%_v1.col,1000,30,1,1000,149824,1000.0,0.0,1847.7133246618,15.57556264845201
simples_n1000_p30%_v2.col,1000,30,2,1000,149947,1000.0,0.0,1799.9470549940002,15.851821430956743
simples_n1000_p40%_v1.col,1000,40,1,1000,199724,1000.0,0.0,3158.3723773316,6.266243257588992
simples_n1000_p40%_v2.col,1000,40,2,1000,199519,1000.0,0.0,3123.7119908527998,19.616348936378728
simples_n1500_p01%_v1.col,1500,1,1,1500,11366,251.4,0.5099019513592785,142.120979199,10.679899106321274
simples_n1500_p01%_v2.col,1500,1,2,1500,11342,249.0,1.0954451150103321,140.4264324858,13.450277400707826
simples_n1500_p03%_v1.col,1500,3,1,1500,33773,587.8,0.8602325267042626,497.31111817399994,66.28708094705324
simples_n1500_p03%_v2.col,1500,3,2,1500,33497,588.6,1.0295630140987,256.362103649,35.30504814232073
simples_n1500_p05%_v1.col,1500,5,1,1500,56316,918.8,4.651881339845203,1168.3330766708,256.9505787953396
simples_n1500_p05%_v2.col,1500,5,2,1500,56011,904.2,2.107130750570548,1515.1603713857999,161.57717531602256
simples_n1500_p10%_v1.col,1500,10,1,1500,112217,1500.0,0.0,923.8992230408,3.43949310303181
simples_n1500_p10%_v2.col,1500,10,2,1500,112691,1500.0,0.0,938.7647994759998,15.015097338867301
simples_n1500_p20%_v1.col,1500,20,1,1500,224745,1500.0,0.0,2979.3147315180004,6.617094970577767
simples_n1500_p20%_v2.col,1500,20,2,1500,225120,1500.0,0.0,2963.9292378128,1.5271097877748798
simples_n1500_p30%_v1.col,1500,30,1,1500,337438,1500.0,0.0,5784.8878339824005,276.2558586723495
simples_n1500_p30%_v2.col,1500,30,2,1500,337407,1500.0,0.0,5717.2507152756,294.0435283034207
simples_n1500_p40%_v1.col,1500,40,1,1500,449641,1500.0,0.0,8793.9864454302,450.3341104956979
simples_n1500_p40%_v2.col,1500,40,2,1500,449668,1500.0,0.0,8460.6024665088,305.61487163822903
simples_n500_p01%_v1.col,500,1,1,500,1247,90.6,3.026549190084311,14.5349573964,1.3813386078255498
simples_n500_p01%_v2.col,500,1,2,500,1334,87.4,2.694438717061496,15.8353763322,2.37696387826553
simples_n500_p03%_v1.col,500,3,1,500,3630,136.8,0.6633249580710799,13.186649773600001,1.778311341095411
simples_n500_p03%_v2.col,500,3,2,500,3730,139.4,0.39999999999999997,12.9055688906,1.7419535313686345
simples_n500_p05%_v1.col,500,5,1,500,6413,214.2,1.3564659966250534,25.996565218399997,7.055546112344333
simples_n500_p05%_v2.col,500,5,2,500,6224,209.0,1.0488088481701516,20.429607409800003,3.4872471927548543
simples_n500_p10%_v1.col,500,10,1,500,12548,383.8,0.8602325267042626,91.8208411592,8.19912316852011
simples_n500_p10%_v2.col,500,10,2,500,12537,382.6,1.0295630140987,96.7615240688,18.22723101972441
simples_n500_p20%_v1.col,500,20,1,500,25054,500.0,0.0,81.9730589448,0.1819693720103882
simples_n500_p20%_v2.col,500,20,2,500,24765,500.0,0.0,80.0816173414,0.03097505980761109
simples_n500_p30%_v1.col,500,30,1,500,37350,500.0,0.0,172.6551193192,0.11005596664162733
simples_n500_p30%_v2.col,500,30,2,500,37393,500.0,0.0,173.922005206,0.1411241109858819
simples_n500_p40%_v1.col,500,40,1,500,49424,500.0,0.0,303.62353010379996,0.17289282891750635
simples_n500_p40%_v2.col,500,40,2,500,50039,500.0,0.0,309.5943578808,0.11177709312272877
