instancia,n,p,v,N,M,mean_chi,se_chi,mean_time,se_time
simples_n100_p01%_v1.col,100,1,1,100,51,19.4,0.24494897427831777,2.0551598,1.8011053727810646
simples_n100_p01%_v2.col,100,1,2,100,48,17.2,0.3741657386773941,0.2254811168,0.008361088698398408
simples_n100_p03%_v1.col,100,3,1,100,155,22.2,0.3741657386773941,0.5597621865999999,0.11251606649659436
simples_n100_p03%_v2.col,100,3,2,100,154,22.2,0.48989794855663565,0.5660608544000001,0.13870535376793236
simples_n100_p05%_v1.col,100,5,1,100,213,26.0,0.4472135954999579,0.5771739589999999,0.07523923326208515
simples_n100_p05%_v2.col,100,5,2,100,253,29.2,0.19999999999999998,0.6628240277999999,0.13685730395779855
simples_n100_p10%_v1.col,100,10,1,100,499,46.4,0.24494897427831777,0.676679156,0.07774432784047512
simples_n100_p10%_v2.col,100,10,2,100,493,45.4,0.5099019513592785,0.9988515278,0.223099796555031
simples_n100_p20%_v1.col,100,20,1,100,993,79.0,0.0,1.3543123468,0.07529865106690573
simples_n100_p20%_v2.col,100,20,2,100,992,79.0,0.0,1.6050242346,0.11890271950157778
simples_n100_p30%_v1.col,100,30,1,100,1444,100.0,0.0,1.9220315242,0.011946583659610596
simples_n100_p30%_v2.col,100,30,2,100,1480,100.0,0.0,2.1153687646,0.12800386755564047
simples_n1000_p01%_v1.col,1000,1,1,1000,4972,174.6,2.7856776554368237,43.2104350946,3.078827011407789
simples_n1000_p01%_v2.col,1000,1,2,1000,4997,167.0,4.415880433163923,52.366278163800004,4.3423681778400995
simples_n1000_p03%_v1.col,1000,3,1,1000,15032,344.0,1.4832396974191324,91.9746989032,19.165556003858743
simples_n1000_p03%_v2.col,1000,3,2,1000,14860,344.2,0.6633249580710799,56.18193069600001,6.130064993866134
simples_n1000_p05%_v1.col,1000,5,1,1000,25093,523.4,1.6911534525287764,275.0820116158,43.03816795979413
simples_n1000_p05%_v2.col,1000,5,2,1000,25053,525.6,0.7483314773547882,235.55048983080002,16.31315387162308
simples_n1000_p10%_v1.col,1000,10,1,1000,50462,986.0,0.0,209.64997115800003,0.39834451973275303
simples_n1000_p10%_v2.col,1000,10,2,1000,50213,980.0,0.0,205.0458038894,0.22651796242456218
simples_n1000_p20%_v1.col,1000,20,1,1000,100166,1000.0,0.0,691.4859295558,0.2698044120919938
simples_n1000_p20%_v2.col,1000,20,2,1000,99937,1000.0,0.0,692.1868072438001,0.9269272939806082
simples_n1000_p30%_v1.col,1000,30,1,1000,149824,1000.0,0.0,1492.2536611813998,2.57658077135927
simples_n1000_p30%_v2.col,1000,30,2,1000,149947,1000.0,0.0,1481.228915232,0.6328468161619628
simples_n1500_p01%_v1.col,1500,1,1,1500,11366,253.4,2.111871208194288,109.1699505,10.857771131098746
simples_n1500_p01%_v2.col,1500,1,2,1500,11342,251.8,0.8602325267042626,108.50805222259999,12.076114356644934
simples_n1500_p03%_v1.col,1500,3,1,1500,33773,592.2,1.392838827718412,270.4526172468,53.58541785416207
simples_n1500_p03%_v2.col,1500,3,2,1500,33497,587.2,0.9695359714832658,274.3605160194,28.961996109929
simples_n1500_p05%_v1.col,1500,5,1,1500,56316,915.0,2.701851217221259,1003.8189986258,156.04948663528077
simples_n1500_p05%_v2.col,1500,5,2,1500,56011,909.8,0.8602325267042626,981.5991318012,119.47676924851045
simples_n1500_p10%_v1.col,1500,10,1,1500,112217,1500.0,0.0,653.6791779508001,1.0537045782810857
simples_n1500_p10%_v2.col,1500,10,2,1500,112691,1500.0,0.0,538.7192050888,32.1827822637155
simples_n1500_p20%_v1.col,1500,20,1,1500,224745,1500.0,0.0,1749.9411729704,0.5354082692668521
simples_n1500_p20%_v2.col,1500,20,2,1500,225120,1500.0,0.0,1712.9845458598,6.155085198184179
simples_n1500_p30%_v1.col,1500,30,1,1500,337438,1500.0,0.0,3646.601813893,3.3765312694358425
simples_n1500_p30%_v2.col,1500,30,2,1500,337407,1500.0,0.0,3555.0737523942,14.288029731421071
simples_n500_p01%_v1.col,500,1,1,500,1247,88.6,1.8601075237738274,11.1837697586,0.7980111410464186
simples_n500_p01%_v2.col,500,1,2,500,1334,91.6,3.414674215792774,10.306797054,1.0194538921745584
simples_n500_p03%_v1.col,500,3,1,500,3630,137.4,0.6,9.8518930562,1.2668782168911967
simples_n500_p03%_v2.col,500,3,2,500,3730,140.6,0.24494897427831777,10.260260338999998,0.42380376307236606
simples_n500_p05%_v1.col,500,5,1,500,6413,212.8,0.7999999999999999,26.8394848298,3.938473809200313
simples_n500_p05%_v2.col,500,5,2,500,6224,207.8,0.48989794855663554,20.557464881799998,1.9871900525104733
simples_n500_p10%_v1.col,500,10,1,500,12548,386.8,1.5620499351813308,58.468639100199994,7.49217433678365
simples_n500_p10%_v2.col,500,10,2,500,12537,387.2,1.1575836902790224,57.4359380162,6.7192091834672825
simples_n500_p20%_v1.col,500,20,1,500,25054,500.0,0.0,65.1944947332,0.11085720903081706
simples_n500_p20%_v2.col,500,20,2,500,24765,500.0,0.0,63.375500183999996,0.010740070163416642
simples_n500_p30%_v1.col,500,30,1,500,37350,500.0,0.0,133.46301257020002,0.08223242661353042
simples_n500_p30%_v2.col,500,30,2,500,37393,500.0,0.0,134.8866351978,0.10141471301853179
