instancia,n,p,v,N,M,mean_chi,se_chi,mean_time,se_time
simples_n100_p01%_v1.col,100,1,1,100,51,20.0,0.4472135954999579,1.013843739,0.8256706507753503
simples_n100_p01%_v2.col,100,1,2,100,48,17.6,0.39999999999999997,0.0852430832,0.0016978126698962218
simples_n100_p03%_v1.col,100,3,1,100,155,22.0,0.31622776601683794,0.2565203506,0.06741335857580914
simples_n100_p03%_v2.col,100,3,2,100,154,20.8,0.3741657386773941,0.3273476562,0.09437953718043708
simples_n100_p05%_v1.col,100,5,1,100,213,25.4,0.24494897427831777,0.2698306862,0.01602472130907241
simples_n100_p05%_v2.col,100,5,2,100,253,28.8,0.19999999999999998,0.357284613,0.07229955374309385
simples_n100_p10%_v1.col,100,10,1,100,499,45.4,0.39999999999999997,0.4458878502,0.05185234536885576
simples_n100_p10%_v2.col,100,10,2,100,493,44.8,0.3741657386773941,0.5802743209999999,0.06223510533233359
simples_n100_p20%_v1.col,100,20,1,100,993,79.2,0.19999999999999998,0.7501135553999999,0.0876230044948474
simples_n100_p20%_v2.col,100,20,2,100,992,79.0,0.0,0.7798043214,0.08575963066441958
simples_n100_p30%_v1.col,100,30,1,100,1444,100.0,0.0,0.9508422618000001,0.0030913758709092804
simples_n100_p30%_v2.col,100,30,2,100,1480,100.0,0.0,1.0579502405999999,0.07304786211616213
simples_n100_p40%_v1.col,100,40,1,100,1963,100.0,0.0,1.5908715068,0.07311616159645132
simples_n100_p40%_v2.col,100,40,2,100,1948,100.0,0.0,1.504533738,0.0020860310329441955
simples_n1000_p01%_v1.col,1000,1,1,1000,4972,156.8,2.0346989949375804,27.531879046799997,4.173827812109023
simples_n1000_p01%_v2.col,1000,1,2,1000,4997,157.8,2.709243436828813,24.287045682200002,3.1358432411315915
simples_n1000_p03%_v1.col,1000,3,1,1000,15032,343.0,1.1401754250991378,54.8883101132,6.283625238041089
simples_n1000_p03%_v2.col,1000,3,2,1000,14860,341.6,1.0295630140987,44.36616625800001,9.499496089736276
simples_n1000_p05%_v1.col,1000,5,1,1000,25093,517.4,1.5362291495737215,188.47029266980002,13.904743145161572
simples_n1000_p05%_v2.col,1000,5,2,1000,25053,520.4,0.6782329983125267,172.703628936,7.8789737024760305
simples_n1000_p10%_v1.col,1000,10,1,1000,50462,986.0,0.0,98.61958271580001,0.30162643739655554
simples_n1000_p10%_v2.col,1000,10,2,1000,50213,980.0,0.0,98.1500656096,0.1453050719570521
simples_n1000_p20%_v1.col,1000,20,1,1000,100166,1000.0,0.0,336.286300416,2.756890022841512
simples_n1000_p20%_v2.col,1000,20,2,1000,99937,1000.0,0.0,341.3614253678,0.3635880110220561
simples_n1000_p30%_v1.col,1000,30,1,1000,149824,1000.0,0.0,737.8803760211999,1.6479247976902884
simples_n1000_p30%_v2.col,1000,30,2,1000,149947,1000.0,0.0,743.2691148490001,0.7192838870451186
simples_n1000_p40%_v1.col,1000,40,1,1000,199724,1000.0,0.0,1342.4643263046,9.723351832033972
simples_n1000_p40%_v2.col,1000,40,2,1000,199519,1000.0,0.0,1375.5431877690003,20.73355149955394
simples_n1500_p01%_v1.col,1500,1,1,1500,11366,248.4,1.1224972160321822,74.9246803784,3.7010683608712287
simples_n1500_p01%_v2.col,1500,1,2,1500,11342,248.2,0.3741657386773941,73.291713361,4.757348983419052
simples_n1500_p03%_v1.col,1500,3,1,1500,33773,587.8,0.7348469228349535,196.5893823556,18.037436171230947
simples_n1500_p03%_v2.col,1500,3,2,1500,33497,585.4,1.3638181696985856,166.72070943260002,15.283409407227547
simples_n1500_p05%_v1.col,1500,5,1,1500,56316,898.8,2.107130750570548,890.2721172828,83.68254478417767
simples_n1500_p05%_v2.col,1500,5,2,1500,56011,899.0,1.378404875209022,806.3813392330001,65.94473812739832
simples_n1500_p10%_v1.col,1500,10,1,1500,112217,1500.0,0.0,359.9539044378,0.0788144386347379
simples_n1500_p10%_v2.col,1500,10,2,1500,112691,1500.0,0.0,346.529537196,0.135784215535049
simples_n1500_p20%_v1.col,1500,20,1,1500,224745,1500.0,0.0,1269.8910324714002,48.03589960857086
simples_n1500_p20%_v2.col,1500,20,2,1500,225120,1500.0,0.0,1363.5515189270002,82.33509504471589
simples_n1500_p30%_v1.col,1500,30,1,1500,337438,1500.0,0.0,3152.5072514972003,178.93738306710713
simples_n1500_p30%_v2.col,1500,30,2,1500,337407,1500.0,0.0,3202.9402535275995,137.68418545319483
simples_n1500_p40%_v1.col,1500,40,1,1500,449641,1500.0,0.0,5984.5004225538005,12.84364820632051
simples_n1500_p40%_v2.col,1500,40,2,1500,449668,1500.0,0.0,5646.3563034594,114.39459175836107
simples_n2000_p01%_v1.col,2000,1,1,2000,20148,354.4,0.6782329983125268,129.6613637348,13.290862493784516
simples_n2000_p01%_v2.col,2000,1,2,2000,19958,351.8,1.3190905958272916,128.994595307,17.819692811340193
simples_n2000_p03%_v1.col,2000,3,1,2000,59842,862.8,0.58309518948453,707.353386784,83.49613549984831
simples_n2000_p03%_v2.col,2000,3,2,2000,60488,866.4,0.5099019513592785,875.9222304997999,106.546835905473
simples_n2000_p05%_v1.col,2000,5,1,2000,100255,1377.4,3.4000000000000004,2467.121689364,325.71687525412307
simples_n2000_p05%_v2.col,2000,5,2,2000,100340,1378.2,3.8262252939417984,2408.101613718,187.96753931878328
simples_n2000_p10%_v1.col,2000,10,1,2000,200162,2000.0,0.0,895.8178010708001,18.554959982743025
simples_n2000_p10%_v2.col,2000,10,2,2000,199606,2000.0,0.0,860.3108108974,10.421779024628917
