chi_sat,M_real,tempo_max,chi_max,chi_min,v_config,p_config,tempo_sat,n_config,N_real,instancia,tempo_min
1521,180060,0.58682,1430,1643,1,1,0.829674,6000,6000,simples_n6000_p01%_v1.col,0.529425
1514,179287,0.595039,1422,1632,2,1,0.80134,6000,6000,simples_n6000_p01%_v2.col,0.498297
1515,180099,0.633472,1427,1630,3,1,0.835476,6000,6000,simples_n6000_p01%_v3.col,0.490134
1517,179874,0.527242,1429,1632,4,1,0.944525,6000,6000,simples_n6000_p01%_v4.col,0.477685
1527,179879,0.605168,1425,1644,5,1,0.990252,6000,6000,simples_n6000_p01%_v5.col,0.568483
4103,540900,2.353773,4001,4267,1,3,2.957806,6000,6000,simples_n6000_p03%_v1.col,2.062605
4078,540273,2.179177,3967,4264,2,3,2.704115,6000,6000,simples_n6000_p03%_v2.col,2.07862
4071,538952,2.718766,3976,4275,3,3,2.928962,6000,6000,simples_n6000_p03%_v3.col,2.049776
4085,539872,2.042736,3953,4269,4,3,2.986293,6000,6000,simples_n6000_p03%_v4.col,2.081013
4066,539144,2.040632,3962,4257,5,3,2.386304,6000,6000,simples_n6000_p03%_v5.col,2.52795
5995,898937,4.205524,5995,5995,1,5,7.328347,6000,6000,simples_n6000_p05%_v1.col,4.979268
5994,898504,5.651137,5994,5994,2,5,6.780522,6000,6000,simples_n6000_p05%_v2.col,5.132046
5996,899097,5.210694,5996,5996,3,5,6.634407,6000,6000,simples_n6000_p05%_v3.col,5.189645
5995,899891,5.613423,5995,5995,4,5,5.568556,6000,6000,simples_n6000_p05%_v4.col,4.239646
5998,900362,5.981084,5998,5998,5,5,6.92874,6000,6000,simples_n6000_p05%_v5.col,5.107404
6000,1797411,18.0032,6000,6000,1,10,21.243156,6000,6000,simples_n6000_p10%_v1.col,15.623031
6000,1802034,17.911724,6000,6000,2,10,23.547397,6000,6000,simples_n6000_p10%_v2.col,18.149139
6000,1799447,19.335415,6000,6000,3,10,25.05816,6000,6000,simples_n6000_p10%_v3.col,20.297064
