n_config,tempo_melhor,v_config,N_real,melhor_chi,instancia,heuristica_vencedora,M_real,p_config
6500,0.865537,1,6500,1585,simples_n6500_p01%_v1.col,MaxGrau,210591,1
6500,0.893489,2,6500,1595,simples_n6500_p01%_v2.col,MaxGrau,212031,1
6500,0.894354,3,6500,1592,simples_n6500_p01%_v3.col,MaxGrau,210878,1
6500,0.667546,4,6500,1586,simples_n6500_p01%_v4.col,MaxGrau,210520,1
6500,0.769352,5,6500,1578,simples_n6500_p01%_v5.col,MaxGrau,209951,1
6500,3.03919,1,6500,4529,simples_n6500_p03%_v1.col,MaxGrau,632766,3
6500,3.226177,2,6500,4532,simples_n6500_p03%_v2.col,MaxGrau,632551,3
6500,2.964559,3,6500,4519,simples_n6500_p03%_v3.col,MaxGrau,633047,3
6500,2.835332,4,6500,4526,simples_n6500_p03%_v4.col,MaxGrau,632916,3
6500,2.123708,5,6500,4524,simples_n6500_p03%_v5.col,MaxGrau,634320,3
6500,6.155163,1,6500,6499,simples_n6500_p05%_v1.col,MinGrau,1056328,5
6500,5.650334,2,6500,6499,simples_n6500_p05%_v2.col,MaxGrau,1054145,5
6500,7.137378,3,6500,6499,simples_n6500_p05%_v3.col,MaxGrau,1055572,5
6500,6.607923,4,6500,6500,simples_n6500_p05%_v4.col,MinGrau,1055363,5
6500,6.47643,5,6500,6497,simples_n6500_p05%_v5.col,MinGrau,1057902,5
6500,23.576147,1,6500,6500,simples_n6500_p10%_v1.col,MaxGrau,2110914,10
6500,26.538799,2,6500,6500,simples_n6500_p10%_v2.col,MaxGrau,2112175,10
6500,28.468099,3,6500,6500,simples_n6500_p10%_v3.col,MinGrau,2112615,10
6500,32.072732,4,6500,6500,simples_n6500_p10%_v4.col,MaxGrau,2111702,10
6500,31.327616,5,6500,6500,simples_n6500_p10%_v5.col,MaxGrau,2111993,10
6500,133.942645,1,6500,6500,simples_n6500_p20%_v1.col,MinGrau,4223585,20
6500,134.18902,2,6500,6500,simples_n6500_p20%_v2.col,MaxGrau,4224489,20
6500,134.215202,3,6500,6500,simples_n6500_p20%_v3.col,MaxGrau,4225578,20
6500,128.622971,4,6500,6500,simples_n6500_p20%_v4.col,MinGrau,4226888,20
6500,131.897152,5,6500,6500,simples_n6500_p20%_v5.col,MinGrau,4222182,20
6500,281.567665,1,6500,6500,simples_n6500_p30%_v1.col,MinGrau,6337340,30
6500,308.678631,2,6500,6500,simples_n6500_p30%_v2.col,MinGrau,6336023,30
6500,284.276241,3,6500,6500,simples_n6500_p30%_v3.col,MinGrau,6333772,30
6500,279.240267,4,6500,6500,simples_n6500_p30%_v4.col,MinGrau,6339681,30
6500,275.160783,5,6500,6500,simples_n6500_p30%_v5.col,MinGrau,6338192,30
6500,469.85939,1,6500,6500,simples_n6500_p40%_v1.col,MinGrau,8444836,40
6500,486.688595,2,6500,6500,simples_n6500_p40%_v2.col,MaxGrau,8448053,40
6500,467.574347,3,6500,6500,simples_n6500_p40%_v3.col,MinGrau,8449288,40
6500,472.484064,4,6500,6500,simples_n6500_p40%_v4.col,MinGrau,8450289,40
6500,454.165459,5,6500,6500,simples_n6500_p40%_v5.col,MinGrau,8450483,40
6500,717.791266,1,6500,6500,simples_n6500_p50%_v1.col,MinGrau,10561928,50
6500,660.209968,2,6500,6500,simples_n6500_p50%_v2.col,MinGrau,10562510,50
6500,629.543614,3,6500,6500,simples_n6500_p50%_v3.col,MinGrau,10560976,50
6500,630.429859,4,6500,6500,simples_n6500_p50%_v4.col,MinGrau,10561264,50
6500,623.639969,5,6500,6500,simples_n6500_p50%_v5.col,MinGrau,10560536,50
6500,935.086015,1,6500,6500,simples_n6500_p60%_v1.col,MinGrau,12674913,60
6500,896.32638,2,6500,6500,simples_n6500_p60%_v2.col,MinGrau,12671539,60
6500,920.914505,3,6500,6500,simples_n6500_p60%_v3.col,MinGrau,12672567,60
6500,867.865972,4,6500,6500,simples_n6500_p60%_v4.col,MinGrau,12671814,60
6500,887.844041,5,6500,6500,simples_n6500_p60%_v5.col,MaxGrau,12674342,60
6500,1147.577499,1,6500,6500,simples_n6500_p70%_v1.col,MaxGrau,14781904,70
6500,1143.113551,2,6500,6500,simples_n6500_p70%_v2.col,MinGrau,14787857,70
6500,1118.997687,3,6500,6500,simples_n6500_p70%_v3.col,MaxGrau,14786424,70
6500,1140.276358,4,6500,6500,simples_n6500_p70%_v4.col,MaxGrau,14791181,70
6500,1123.296228,5,6500,6500,simples_n6500_p70%_v5.col,MaxGrau,14786078,70
6500,1459.050168,1,6500,6500,simples_n6500_p80%_v1.col,MinGrau,16894633,80
6500,1472.757132,2,6500,6500,simples_n6500_p80%_v2.col,MaxGrau,16897251,80
6500,1446.385984,3,6500,6500,simples_n6500_p80%_v3.col,MinGrau,16895743,80
6500,1408.624965,4,6500,6500,simples_n6500_p80%_v4.col,MinGrau,16896553,80
6500,1432.252497,5,6500,6500,simples_n6500_p80%_v5.col,MaxGrau,16895916,80
6500,1735.462399,1,6500,6500,simples_n6500_p90%_v1.col,MinGrau,19011782,90
6500,1699.439832,2,6500,6500,simples_n6500_p90%_v2.col,MinGrau,19011075,90
6500,1716.034532,3,6500,6500,simples_n6500_p90%_v3.col,MaxGrau,19009474,90
6500,1716.850551,4,6500,6500,simples_n6500_p90%_v4.col,MinGrau,19010474,90
6500,1734.285417,5,6500,6500,simples_n6500_p90%_v5.col,MaxGrau,19007927,90
