chi_sat,M_real,tempo_max,chi_max,chi_min,v_config,p_config,tempo_sat,n_config,N_real,instancia,tempo_min
1683,210591,0.865537,1585,1817,1,1,1.347869,6500,6500,simples_n6500_p01%_v1.col,0.788539
1698,212031,0.893489,1595,1820,2,1,1.405925,6500,6500,simples_n6500_p01%_v2.col,0.799322
1699,210878,0.894354,1592,1813,3,1,0.968893,6500,6500,simples_n6500_p01%_v3.col,0.615523
1681,210520,0.667546,1586,1808,4,1,0.913973,6500,6500,simples_n6500_p01%_v4.col,0.564483
1687,209951,0.769352,1578,1816,5,1,1.456437,6500,6500,simples_n6500_p01%_v5.col,0.894402
4603,632766,3.03919,4529,4785,1,3,4.347377,6500,6500,simples_n6500_p03%_v1.col,2.855502
4609,632551,3.226177,4532,4784,2,3,4.308334,6500,6500,simples_n6500_p03%_v2.col,2.899673
4623,633047,2.964559,4519,4775,3,3,3.88421,6500,6500,simples_n6500_p03%_v3.col,2.629913
4603,632916,2.835332,4526,4771,4,3,3.893526,6500,6500,simples_n6500_p03%_v4.col,2.570803
4657,634320,2.123708,4524,4813,5,3,2.852999,6500,6500,simples_n6500_p03%_v5.col,2.059991
6499,1056328,7.004797,6499,6499,1,5,7.615554,6500,6500,simples_n6500_p05%_v1.col,6.155163
6499,1054145,5.650334,6499,6499,2,5,9.275996,6500,6500,simples_n6500_p05%_v2.col,7.688263
6499,1055572,7.137378,6499,6499,3,5,8.209954,6500,6500,simples_n6500_p05%_v3.col,7.167425
6500,1055363,7.843696,6500,6500,4,5,8.852575,6500,6500,simples_n6500_p05%_v4.col,6.607923
6497,1057902,6.835726,6497,6497,5,5,8.912931,6500,6500,simples_n6500_p05%_v5.col,6.47643
6500,2110914,23.576147,6500,6500,1,10,32.6904,6500,6500,simples_n6500_p10%_v1.col,25.14114
6500,2112175,26.538799,6500,6500,2,10,35.010687,6500,6500,simples_n6500_p10%_v2.col,29.305426
6500,2112615,29.671404,6500,6500,3,10,41.93927,6500,6500,simples_n6500_p10%_v3.col,28.468099
6500,2111702,32.072732,6500,6500,4,10,51.707304,6500,6500,simples_n6500_p10%_v4.col,32.693493
6500,2111993,31.327616,6500,6500,5,10,50.26717,6500,6500,simples_n6500_p10%_v5.col,39.125898
6500,4223585,136.611877,6500,6500,1,20,155.608569,6500,6500,simples_n6500_p20%_v1.col,133.942645
6500,4224489,134.18902,6500,6500,2,20,174.451433,6500,6500,simples_n6500_p20%_v2.col,147.665411
6500,4225578,134.215202,6500,6500,3,20,170.726401,6500,6500,simples_n6500_p20%_v3.col,144.825758
6500,4226888,138.720516,6500,6500,4,20,171.860894,6500,6500,simples_n6500_p20%_v4.col,128.622971
6500,4222182,140.320254,6500,6500,5,20,171.734298,6500,6500,simples_n6500_p20%_v5.col,131.897152
6500,6337340,307.659816,6500,6500,1,30,359.724134,6500,6500,simples_n6500_p30%_v1.col,281.567665
6500,6336023,312.338713,6500,6500,2,30,391.481835,6500,6500,simples_n6500_p30%_v2.col,308.678631
6500,6333772,307.297587,6500,6500,3,30,354.603776,6500,6500,simples_n6500_p30%_v3.col,284.276241
6500,6339681,284.405701,6500,6500,4,30,361.900662,6500,6500,simples_n6500_p30%_v4.col,279.240267
6500,6338192,299.807025,6500,6500,5,30,357.281895,6500,6500,simples_n6500_p30%_v5.col,275.160783
6500,8444836,470.049782,6500,6500,1,40,604.09107,6500,6500,simples_n6500_p40%_v1.col,469.85939
6500,8448053,486.688595,6500,6500,2,40,624.447134,6500,6500,simples_n6500_p40%_v2.col,497.896579
6500,8449288,505.614945,6500,6500,3,40,634.942401,6500,6500,simples_n6500_p40%_v3.col,467.574347
6500,8450289,478.381376,6500,6500,4,40,590.628741,6500,6500,simples_n6500_p40%_v4.col,472.484064
6500,8450483,487.915199,6500,6500,5,40,603.70886,6500,6500,simples_n6500_p40%_v5.col,454.165459
6500,10561928,741.180761,6500,6500,1,50,862.789753,6500,6500,simples_n6500_p50%_v1.col,717.791266
