chi_sat,M_real,tempo_max,chi_max,chi_min,v_config,p_config,tempo_sat,n_config,N_real,instancia,tempo_min
8500,21674395,1878.508649,8500,8500,2,60,2439.137675,8500,8500,simples_n8500_p60%_v2.col,1869.610269
8500,21669373,1869.868974,8500,8500,3,60,2354.006298,8500,8500,simples_n8500_p60%_v3.col,1888.632753
8500,21674176,1857.462413,8500,8500,4,60,2328.259388,8500,8500,simples_n8500_p60%_v4.col,1850.082626
8500,21677129,1808.394943,8500,8500,5,60,2304.033051,8500,8500,simples_n8500_p60%_v5.col,1792.855453
8500,25282575,2418.617352,8500,8500,1,70,3058.309135,8500,8500,simples_n8500_p70%_v1.col,2438.699525
8500,25279405,2352.003438,8500,8500,2,70,3049.879571,8500,8500,simples_n8500_p70%_v2.col,2357.4405
8500,25288570,2347.253396,8500,8500,3,70,3038.974105,8500,8500,simples_n8500_p70%_v3.col,2360.415953
8500,25284164,2377.4592,8500,8500,4,70,2908.115735,8500,8500,simples_n8500_p70%_v4.col,2344.383319
8500,25284006,2238.205829,8500,8500,5,70,2910.8775,8500,8500,simples_n8500_p70%_v5.col,2238.092989
8500,28898565,2904.568698,8500,8500,1,80,3678.341409,8500,8500,simples_n8500_p80%_v1.col,2816.643429
8500,28895502,2837.098514,8500,8500,2,80,3481.839824,8500,8500,simples_n8500_p80%_v2.col,2691.732652
8500,28895164,2691.770951,8500,8500,3,80,3510.237885,8500,8500,simples_n8500_p80%_v3.col,2681.783146
8500,28896355,2862.484495,8500,8500,4,80,3695.389269,8500,8500,simples_n8500_p80%_v4.col,2880.114666
8500,28893145,2896.286282,8500,8500,5,80,3420.650338,8500,8500,simples_n8500_p80%_v5.col,2718.473246
8500,32508707,3355.60297,8500,8500,1,90,4288.698726,8500,8500,simples_n8500_p90%_v1.col,3294.187274
8500,32507878,3317.443077,8500,8500,2,90,4299.556706,8500,8500,simples_n8500_p90%_v2.col,3277.096026
8500,32507863,3279.510242,8500,8500,3,90,4034.556132,8500,8500,simples_n8500_p90%_v3.col,3332.555196
8500,32509486,3240.279924,8500,8500,4,90,3384.614465,8500,8500,simples_n8500_p90%_v4.col,2602.451244
8500,32512998,3216.752239,8500,8500,5,90,4216.895377,8500,8500,simples_n8500_p90%_v5.col,3314.579452
